Gene ID	Gene Name	g2_g1.p-value	g2_g1.log2foldchange
ENSG00000000003	TSPAN6	0.158048883452927	-0.2
ENSG00000000005	TNMD	0.991795010276351	0
ENSG00000000419	DPM1	0.766941480315482	0
ENSG00000000457	SCYL3	0.998004415223422	0
ENSG00000000460	C1orf112	0.95972832732838	0
ENSG00000000938	FGR	8.26132267265408e-06	0.3
ENSG00000000971	CFH	1.26182085431387e-05	-0.4
ENSG00000001036	FUCA2	0.136485960183189	-0.1
ENSG00000001084	GCLC	0.0516843291817664	-0.1
ENSG00000001167	NFYA	0.00343760255362746	-0.1
ENSG00000001460	STPG1	0.00102261414813965	-0.2
ENSG00000001461	NIPAL3	9.37780698624882e-08	-0.3
ENSG00000001497	LAS1L	1.83032043167952e-05	-0.3
ENSG00000001561	ENPP4	0.000104515477358849	-0.3
ENSG00000001617	SEMA3F	0.984745639297538	0
ENSG00000001626	CFTR	0.998250177204385	0
ENSG00000001629	ANKIB1	0.00011851631115664	-0.2
ENSG00000001630	CYP51A1	0.420676596214678	0.2
ENSG00000001631	KRIT1	0.0890156569844305	-0.1
ENSG00000002016	RAD52	1.41617283367695e-06	-0.3
ENSG00000002079	MYH16	0.856772985454715	-0.1
ENSG00000002330	BAD	0.114755268356196	-0.1
ENSG00000002549	LAP3	1.3122081287923e-12	0.7
ENSG00000002586	CD99	2.18543757924202e-05	-0.3
ENSG00000002587	HS3ST1	2.93240785840863e-05	-0.3
ENSG00000002726	AOC1	0.48546593716633	0.2
ENSG00000002745	WNT16	0.000128182414417404	-0.4
ENSG00000002746	HECW1	0.522012918214587	0.2
ENSG00000002822	MAD1L1	0.000369419843286869	-0.2
ENSG00000002834	LASP1	0.998004415223422	0
ENSG00000002919	SNX11	0.453941153481121	0
ENSG00000002933	TMEM176A	5.95004497960324e-09	0.8
ENSG00000003056	M6PR	0.839454416953169	0
ENSG00000003096	KLHL13	0.0992588487079413	-0.2
ENSG00000003137	CYP26B1	NA	0
ENSG00000003147	ICA1	0.978909215002357	0
ENSG00000003249	DBNDD1	0.000624754931533596	-0.4
ENSG00000003393	ALS2	5.08525474371227e-05	-0.2
ENSG00000003400	CASP10	0.686865034726393	0
ENSG00000003402	CFLAR	4.95129395015992e-05	0.2
ENSG00000003436	TFPI	0.000136705390468683	0.3
ENSG00000003509	NDUFAF7	0.00346828858468508	-0.2
ENSG00000003756	RBM5	8.39043496986256e-13	-0.2
ENSG00000003987	MTMR7	0.0442145136949448	-0.2
ENSG00000003989	SLC7A2	0.872129564451017	0
