Gene ID	Gene Name	Design Element	g2_g1.p-value	g2_g1.t-statistic	g2_g1.log2foldchange	g3_g1.p-value	g3_g1.t-statistic	g3_g1.log2foldchange	g3_g2.p-value	g3_g2.t-statistic	g3_g2.log2foldchange
ENSG00000000003	TSPAN6	ILMN_1730998	NA	-1.22584472961036	0	0.715149463722488	-0.575542181079158	0	0.814676853136946	0.379333682566986	0
ENSG00000000005	TNMD	ILMN_1763587	NA	0.521351040476488	0	NA	-0.545189529185467	0	NA	-0.748280807034794	0
ENSG00000000419	DPM1	ILMN_2105308	0.263931396506793	1.89320302019751	0.1	0.474843765549633	-1.03944698913142	-0.1	0.0735449380034725	-2.38411705656605	-0.2
ENSG00000000457	SCYL3	ILMN_1743427	0.302881987743353	1.78018006208732	0	0.31470247684878	-1.41167306654832	0	0.045596303233887	-2.64776300477115	-0.1
ENSG00000000460	C1orf112	ILMN_1727540	NA	1.14658814129509	0	0.00983126157517774	-3.40561513511465	0	0.00419377208721038	-3.80044659699767	-0.1
ENSG00000000938	FGR	ILMN_2368318	0.915558757278036	0.277252672045027	0	0.411292418748526	1.17888338432136	0	0.34307868956884	1.33507434580043	0
ENSG00000000971	CFH	ILMN_1657803	0.107128447044996	-2.54443332228075	0	0.960221970944721	0.0886849573596804	0	0.174806267976447	1.84532623486546	0
ENSG00000001036	FUCA2	ILMN_1744914	0.362960599619765	1.60349595974282	0	0.841823393438032	-0.3349238368848	0	0.517454383891172	-0.952998670770142	0
ENSG00000001084	GCLC	ILMN_1730575	0.103180503822043	-2.56611340226765	0	0.38425749791215	-1.23807151301128	0	0.725551541609633	0.553677290852985	0
ENSG00000001167	NFYA	ILMN_1690325	0.592739373053298	-1.03393175931639	0	0.842708008367717	-0.33354800371808	0	0.9363920170793	0.136517791443997	0
ENSG00000001460	STPG1	ILMN_2187071	0.325198945563965	-1.72036698700234	0	0.729312903541303	0.550516450829488	0	0.217207219316935	1.69343522486906	0
ENSG00000001461	NIPAL3	ILMN_1684210	0.921591562811534	-0.263440875415713	0	0.576922193693708	-0.834079843876917	0	0.683750390313399	-0.635723957000605	0
ENSG00000001497	LAS1L	ILMN_1774890	0.673377007975971	0.859003952576747	0	0.277864201248678	1.51594955835837	0	0.422614661279749	1.14957169095742	0
ENSG00000001561	ENPP4	ILMN_1781761	0.693179755068342	-0.812928648638708	0	0.089435068659067	-2.2868826087845	-0.1	0.257651302989761	-1.56750971536521	-0.1
ENSG00000001617	SEMA3F	ILMN_1761540	NA	0.190611388702359	0	0.702059849594637	0.600209625999391	0	0.828857180607242	0.352703749689991	0
ENSG00000001626	CFTR	ILMN_1705813	0.719846313722638	0.751732996930642	0	0.458129570573458	1.07582271917293	0	0.722786954230896	0.559249458331523	0
ENSG00000001629	ANKIB1	ILMN_3241218	0.243464230928083	1.96434173968332	0.1	0.852614977072567	0.314487975006865	0	0.566221757256898	-0.858997870941528	0
ENSG00000002016	RAD52	ILMN_1731051	NA	-0.276348379317155	0	0.04266449984685	2.69408403225344	0	0.060256224497533	2.49266882706946	0
ENSG00000002079	MYH16	ILMN_2233339	NA	-0.335864282310896	0	NA	1.67211569876965	0	NA	1.55785931117621	0
ENSG00000002330	BAD	ILMN_1738652	0.891452026849549	0.339564887402087	0	0.0842673437672532	-2.32352392230548	-0.1	0.114868491356544	-2.12054181560427	-0.1
ENSG00000002549	LAP3	ILMN_1683792	0.498195502347919	1.25692665475157	0.1	0.585338880152105	-0.817145690926606	-0.1	0.198078494856344	-1.76114835874287	-0.1
ENSG00000002586	CD99	ILMN_2056032	0.108059922033575	-2.53865434091842	-0.1	0.157466249590119	-1.92715153182131	-0.1	0.613780991821786	0.765219201582338	0
ENSG00000002587	HS3ST1	ILMN_2228035	NA	0.00969006438685812	0	0.205846302664618	-1.7422891621276	0	0.221600215917256	-1.67900081250582	0
ENSG00000002726	AOC1	ILMN_1731433	0.998858623203155	-0.00509265406472053	0	0.337064734535344	-1.35199711062053	0	0.318782012584531	-1.39871998384847	0
ENSG00000002745	WNT16	ILMN_1679215	NA	-1.47090234073507	0	0.154948491910673	-1.93754616208804	0	0.816714685322988	-0.375393058344121	0
ENSG00000002746	HECW1	ILMN_1790645	0.951189201613187	0.170806044963326	0	0.75966966068119	-0.489878012926255	0	0.835013339907232	-0.340972368609182	0
ENSG00000002834	LASP1	ILMN_1665909	0.404979146856641	1.4913566669374	0	0.0635504872090332	2.4811075264376	0.1	0.319084106193343	1.39806499238201	0.1
ENSG00000002919	SNX11	ILMN_1683950	0.275551760965456	1.85709617164483	0	0.278341135743777	1.51427664256087	0	0.999985965024532	-1.76042593214596e-05	0
ENSG00000002933	TMEM176A	ILMN_1791511	0.977063413104201	0.0791145126979691	0	0.807115039433815	-0.39981928315367	0	0.739499922632858	-0.525986511784866	0
ENSG00000003056	M6PR	ILMN_2084353	0.529121047914395	-1.18316908626337	0	0.530234593376612	0.925252651228255	0	0.117977895595659	2.10321077076028	0.1
ENSG00000003096	KLHL13	ILMN_1719919	NA	-1.05647544766977	0	NA	0.370768465299872	0	0.339550810646392	1.3442667545573	0
ENSG00000003137	CYP26B1	ILMN_1812297	0.992486858830319	-0.0286562527693725	0	0.293617910115734	1.46838539524954	0	0.353312650239879	1.30997890323198	0
ENSG00000003147	ICA1	ILMN_1694399	0.793804712006078	0.573869183910149	0	0.0110271094306924	3.35814425953632	0.3	0.0318114539249782	2.84435751375734	0.3
ENSG00000003249	DBNDD1	ILMN_2374352	0.70535369603908	-0.786622426283949	0	0.145888309006684	-1.97605969392674	-0.1	0.344194212165001	-1.3318789742678	-0.1
ENSG00000003393	ALS2	ILMN_1750256	0.0346399736594295	3.14059010405631	0	0.909521053379524	0.1983143714261	0	0.121820082715705	-2.08416597123895	0
ENSG00000003400	CASP10	ILMN_1797578	NA	0.445935991907558	0	0.104049167711815	-2.19299296103138	0	0.0711694258586347	-2.40156565576848	0
ENSG00000003402	CFLAR	ILMN_1789830	0.682916722060603	0.833011322344547	0	3.22844623602328e-06	6.16208264942433	0.4	3.96462911057726e-05	5.70282631057657	0.4
ENSG00000003436	TFPI	ILMN_1707124	NA	1.73839757651188	0	0.0396860980948014	2.73361107892886	0	0.297361823650528	1.45515896776758	0
ENSG00000003509	NDUFAF7	ILMN_2394132	0.482230414468816	1.29548541210401	0	0.134989974360513	2.02738395869146	0.1	0.426424028862625	1.14120655419914	0.1
ENSG00000003756	RBM5	ILMN_1786893	0.979544529760733	-0.069921077488975	0	0.858860576491525	0.302851006939148	0	0.939621515160208	0.129313981152118	0
ENSG00000003987	MTMR7	ILMN_1787658	NA	-0.637664919660233	0	NA	-1.03867390253961	0	NA	-0.669670028835302	0
ENSG00000003989	SLC7A2	ILMN_1711451	NA	0.113006605831494	0	0.370193912582995	1.27157291311764	0	0.487381003984045	1.01189846484936	0
ENSG00000004139	SARM1	ILMN_1746265	0.00189464452145311	-4.24250777121602	-0.1	0.0622828326693967	-2.49309539076422	0	0.688699340674811	0.626793913309627	0
ENSG00000004142	POLDIP2	ILMN_1743499	0.854410554414956	0.43246784186549	0	0.00139474745552129	-4.19463741224121	-0.1	0.00259240113087913	-4.01599316686793	-0.1
ENSG00000004399	PLXND1	ILMN_1675222	0.16323489004326	-2.2697933000598	0	0.514250341973997	0.957540543542499	0	0.0327488577291818	2.82715213898866	0.1
ENSG00000004455	AK2	ILMN_1716053	0.239298412559347	1.97692208434096	0	0.0211894790363423	-3.05436675022559	-0.1	0.00299459224341625	-3.95397919121261	-0.1
ENSG00000004468	CD38	ILMN_2233783	0.00918602880704015	3.68778280674376	0.1	0.329293956825509	-1.37226526792538	-0.1	0.00314505260140741	-3.9345736429033	-0.1
ENSG00000004478	FKBP4	ILMN_1782045	0.0721577628810226	2.76886665431237	0	0.735286657331994	-0.53809153454501	0	0.0663769174622701	-2.43897755544608	0
ENSG00000004487	KDM1A	ILMN_1813840	0.631214625628268	0.949107054485922	0	0.756620144370385	-0.495132537916103	0	0.475532399905417	-1.03539577767405	0
ENSG00000004534	RBM6	ILMN_1738239	0.342773033467634	-1.66452123412741	0	0.0691780386985774	-2.43705111362863	-0.1	0.438075276672508	-1.11473460429331	0
ENSG00000004660	CAMKK1	ILMN_1715372	NA	0.519957939966182	0	0.0270996637933566	2.93091567676258	0	0.0390155283425943	2.73108904390466	0
ENSG00000004700	RECQL	ILMN_2380999	0.845508775739364	-0.454679016792381	0	0.172844373380763	1.86451962098444	0	0.131768362721306	2.03393150529939	0.1
