Gene ID	Gene Name	g2_g1.p-value	g2_g1.log2foldchange
ENSG00000000003	TSPAN6	1.16644619951001e-05	0.5
ENSG00000000005	TNMD	2.19540417993705e-07	1.3
ENSG00000000419	DPM1	0.707469776710915	0
ENSG00000000457	SCYL3	0.0313937101967672	-0.1
ENSG00000000460	C1orf112	0.827383554880984	0
ENSG00000000938	FGR	4.71619397946843e-09	1.2
ENSG00000000971	CFH	0.000245574422133935	0.4
ENSG00000001036	FUCA2	0.847596648409462	0
ENSG00000001084	GCLC	0.0934202972134675	-0.1
ENSG00000001167	NFYA	0.819921164594204	0
ENSG00000001460	STPG1	0.0781731859660572	-0.2
ENSG00000001461	NIPAL3	6.75216260659836e-06	-0.3
ENSG00000001497	LAS1L	0.0928536345177746	-0.1
ENSG00000001561	ENPP4	0.994893190146268	0
ENSG00000001617	SEMA3F	0.000418740181343596	0.4
ENSG00000001626	CFTR	0.532036165076794	0.2
ENSG00000001629	ANKIB1	0.551068033536045	-0.1
ENSG00000001630	CYP51A1	0.404304280365512	0.2
ENSG00000001631	KRIT1	0.26734368222284	-0.1
ENSG00000002016	RAD52	0.00184603604857731	-0.3
ENSG00000002079	MYH16	0.125322955006789	0.5
ENSG00000002330	BAD	0.640933140907603	0.1
ENSG00000002549	LAP3	1.18114108542126e-14	1
ENSG00000002586	CD99	0.19163562911624	-0.1
ENSG00000002587	HS3ST1	8.27446876419023e-07	0.4
ENSG00000002726	AOC1	0.0014531577647706	-0.7
ENSG00000002745	WNT16	0.0196504838934585	-0.5
ENSG00000002746	HECW1	0.0548776665140785	0.5
ENSG00000002822	MAD1L1	0.694150965884497	-0.1
ENSG00000002834	LASP1	0.0210388758698994	-0.2
ENSG00000002919	SNX11	0.0148038132983103	0.2
ENSG00000002933	TMEM176A	0.435148569025584	-0.1
ENSG00000003056	M6PR	0.0461706338505259	0.2
ENSG00000003096	KLHL13	0.00083767466794004	-0.4
ENSG00000003137	CYP26B1	1.52636463902378e-05	1.1
ENSG00000003147	ICA1	0.0112024291749861	0.3
ENSG00000003249	DBNDD1	0.0140899904505501	0.4
ENSG00000003393	ALS2	0.224197383044014	-0.1
ENSG00000003400	CASP10	2.66270423023047e-07	0.5
ENSG00000003402	CFLAR	0.0574705883011177	0.2
ENSG00000003436	TFPI	0.585972135131945	0.1
ENSG00000003509	NDUFAF7	0.00135098878743006	-0.2
ENSG00000003756	RBM5	0.0592441717063652	-0.1
ENSG00000003987	MTMR7	0.37561804627847	-0.1
ENSG00000003989	SLC7A2	0.223701815755808	0.2
ENSG00000004059	ARF5	0.252435157991984	0.1
ENSG00000004139	SARM1	0.00821127779170211	-0.2
ENSG00000004142	POLDIP2	0.903242295975724	0
ENSG00000004399	PLXND1	7.49557533128213e-05	0.5
ENSG00000004455	AK2	0.0916717194826706	-0.1
ENSG00000004468	CD38	0.0140287148663581	0.4
ENSG00000004478	FKBP4	0.506694685204195	-0.1
ENSG00000004487	KDM1A	0.211179621180164	-0.1
ENSG00000004534	RBM6	0.0587054035752658	-0.2
ENSG00000004660	CAMKK1	1.35823319415602e-05	0.3
ENSG00000004700	RECQL	0.379508897321319	0.1
ENSG00000004766	VPS50	0.906908908875695	0
ENSG00000004776	HSPB6	0.133971119584447	0.3
ENSG00000004777	ARHGAP33	0.683199457688945	-0.1
ENSG00000004779	NDUFAB1	0.574579283781383	0.1
ENSG00000004799	PDK4	0.0561316621772621	-0.4
ENSG00000004809	SLC22A16	0.0167578114597178	0.9
ENSG00000004838	ZMYND10	0.191950843665388	-0.2
ENSG00000004846	ABCB5	0.722375185577887	-0.1
ENSG00000004848	ARX	0.188124602249111	0.2
ENSG00000004864	SLC25A13	0.495896542907989	0.1
ENSG00000004866	ST7	8.42710346465062e-06	0.2
ENSG00000004897	CDC27	0.00138308509082681	0.2
ENSG00000004939	SLC4A1	0.420965369411654	-0.2
ENSG00000004948	CALCR	0.05799514174941	-0.5
ENSG00000004961	HCCS	0.940145921753849	0
ENSG00000004975	DVL2	0.0922681659684672	-0.1
ENSG00000005001	PRSS22	2.81507906802397e-07	1.3
ENSG00000005007	UPF1	0.859011150610726	0
ENSG00000005020	SKAP2	0.45832099116147	-0.1
ENSG00000005022	SLC25A5	0.235842497643757	-0.2
ENSG00000005059	MCUB	0.980884301819535	0
ENSG00000005073	HOXA11	5.19270438538078e-05	1.3
ENSG00000005075	POLR2J	0.99902306893454	0
ENSG00000005100	DHX33	0.985952905097619	0
ENSG00000005102	MEOX1	3.71945725888161e-07	1
ENSG00000005108	THSD7A	0.101402846527692	0.3
ENSG00000005156	LIG3	0.491519527530326	0
ENSG00000005175	RPAP3	0.0264021930222781	-0.1
ENSG00000005187	ACSM3	0.515486040242482	0.1
ENSG00000005189	REXO5	0.454529138649861	0.1
ENSG00000005194	CIAPIN1	0.113569694054865	0.1
ENSG00000005206	SPPL2B	0.0326993878208251	-0.2
ENSG00000005238	FAM214B	6.50887815788682e-06	0.4
ENSG00000005243	COPZ2	2.3492972335556e-06	0.7
ENSG00000005249	PRKAR2B	0.000214166694589554	0.4
ENSG00000005302	MSL3	0.726717771838814	0
ENSG00000005339	CREBBP	0.00605662279615456	-0.2
ENSG00000005379	TSPOAP1	0.00623291580830543	-0.4
