Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	155	79	1.0	0.0	8.889e+03	0.295	skeletal system development
2	255	184	1.0	0.0	1.555e+04	0.31	translation
3	395	207	1.0	0.0	5.603e+04	0.213	cellular amino acid metabolic process
4	57	33	1.0	0.0	1.091e+03	0.495	digestion
5	20	11	0.99135	0.01731	1.449e+02	0.586	calcium-independent cell-cell adhesion
6	87	37	0.93298	0.15377	3.165e+03	0.064	neuropeptide signaling pathway
7	305	153	0.9	0.3	3.456e+04	0.316	nuclear division
8	40	21	0.86991	0.18569	5.893e+02	0.592	endocrine pancreas development
9	21	17	0.84048	0.27593	7.897e+01	0.852	sister chromatid segregation
10	109	53	0.81956	0.36351	4.553e+03	0.5	epidermis development
11	31	19	0.80892	0.26504	3.067e+02	0.211	central nervous system neuron development
12	40	28	0.73167	0.31902	4.147e+02	0.481	purine nucleobase metabolic process
13	66	32	0.71477	0.37295	1.682e+03	0.061	aminoglycan catabolic process
14	25	14	0.70673	0.24311	2.208e+02	0.404	tumor necrosis factor-mediated signaling pathway
15	190	112	0.7	0.45826	1.176e+04	0.317	post-translational protein modification
16	175	103	0.69469	0.37738	9.999e+03	0.365	DNA replication
17	111	63	0.69131	0.33279	4.188e+03	0.334	carbohydrate catabolic process
18	97	66	0.60892	0.42274	2.538e+03	0.513	nucleosome assembly
19	26	13	0.59302	0.37708	2.608e+02	0.291	L-amino acid transport
20	20	13	0.4494	0.31075	1.199e+02	0.629	positive regulation of tissue remodeling
21	25	17	0.44801	0.42997	1.729e+02	0.543	regulation of mesonephros development
22	77	45	0.43379	0.40845	1.965e+03	0.664	multicellular organismal catabolic process
23	20	12	0.42427	0.27682	1.329e+02	0.336	retinoic acid metabolic process
24	90	46	0.31184	0.29303	3.007e+03	0.244	transition metal ion transport
25	105	59	0.30987	0.33171	3.785e+03	0.333	single-organism carbohydrate catabolic process
26	22	15	0.29845	0.37188	1.339e+02	0.594	regulation of branching involved in ureteric bud morphogenesis
27	80	45	0.25732	0.40822	2.201e+03	0.593	collagen metabolic process
28	70	43	0.2489	0.35638	1.537e+03	0.764	collagen catabolic process
29	24	14	0.23626	0.25033	1.959e+02	0.355	alditol metabolic process
30	110	71	0.23115	0.32874	3.541e+03	0.455	protein-DNA complex assembly
31	22	13	0.21881	0.13894	1.629e+02	0.342	glycerol metabolic process
32	21	15	0.2088	0.25905	1.119e+02	0.936	neuron fate specification
33	79	36	0.203	0.26521	2.504e+03	0.226	biological phase
34	247	131	0.19695	0.39396	2.182e+04	0.215	glycosylation
35	34	24	0.1863	0.25402	2.958e+02	0.484	base-excision repair
36	35	27	0.18478	0.31485	2.529e+02	0.615	DNA strand elongation
37	150	95	0.17452	0.30273	6.742e+03	0.324	G1/S transition of mitotic cell cycle & cell cycle G1/S phase transition
38	36	16	0.1656	0.20293	5.363e+02	0.373	neurogenesis
39	114	50	0.16418	0.2998	5.316e+03	0.151	embryonic organ morphogenesis
40	119	76	0.16036	0.27488	4.203e+03	0.438	nucleosome organization
41	85	44	0.13364	0.24123	2.659e+03	0.176	regulation of cyclin-dependent protein serine/threonine kinase activity
42	46	21	0.1289	0.1286	8.556e+02	0.056	excretion
43	38	18	0.12765	0.19446	5.723e+02	0.082	peripheral nervous system development
44	37	19	0.12209	0.10284	5.134e+02	0.317	carbohydrate derivative transport
45	59	27	0.11961	0.29669	1.399e+03	0.003	glycosaminoglycan catabolic process
46	36	21	0.10926	0.20091	4.356e+02	0.274	placenta development
47	31	17	0.1091	0.13967	3.437e+02	0.169	one-carbon metabolic process
48	226	116	0.10195	0.29937	1.874e+04	0.349	mitotic nuclear division
49	42	20	0.10112	0.29965	6.950e+02	0.189	branching involved in ureteric bud morphogenesis
50	88	40	0.10102	0.29968	3.108e+03	0.199	meiotic nuclear division
51	51	30	0.1	0.3	8.608e+02	0.59	O-glycan processing
52	63	28	0.09785	0.20987	1.623e+03	0.119	biomineral tissue development
53	50	23	0.09536	0.12369	1.004e+03	0.116	cellular response to starvation
54	54	27	0.09121	0.21707	1.106e+03	0.217	regulation of kidney development
55	112	52	0.09108	0.11948	4.953e+03	0.099	amino acid transport
56	76	40	0.08184	0.14783	2.102e+03	0.342	epidermal cell differentiation
57	250	106	0.08062	0.24187	2.586e+04	0.107	epithelial cell differentiation
58	98	64	0.07082	0.19728	2.766e+03	0.203	protein N-linked glycosylation
59	55	30	0.07028	0.16432	1.074e+03	0.355	keratinocyte differentiation
60	22	13	0.06259	0.07133	1.629e+02	0.204	regulation of astrocyte differentiation
61	31	15	0.06114	0.16854	3.776e+02	-0.047	negative regulation of neuron projection development
62	21	15	0.06005	0.11021	1.119e+02	0.339	positive regulation of release of cytochrome c from mitochondria
63	60	33	0.05906	0.05739	1.268e+03	0.246	pigment metabolic process
64	32	14	0.05761	0.08276	4.295e+02	0.242	regulation of tyrosine phosphorylation of Stat3 protein
65	77	36	0.05401	0.09044	2.341e+03	0.078	response to starvation
66	52	27	0.04723	0.07403	9.994e+02	0.124	cell-cell recognition
67	92	49	0.04362	0.08728	3.046e+03	0.475	multicellular organismal metabolic process
68	72	32	0.04306	0.12915	2.116e+03	0.17	embryonic skeletal system morphogenesis
69	41	19	0.04212	0.05133	6.751e+02	0.036	secondary metabolic process
70	55	27	0.0383	0.05063	1.162e+03	0.299	cell cycle phase
71	44	25	0.03605	0.07658	6.652e+02	0.21	sperm-egg recognition
