Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	363	361	1.0	0.0	7.021e+02	0.241	DNA repair
2	327	306	1.0	0.0	6.466e+03	0.013	transcription from RNA polymerase II promoter
3	255	254	1.0	0.0	2.501e+02	0.31	translation
4	188	180	1.0	0.0	1.452e+03	0.142	protein folding
5	477	426	1.0	0.0	2.210e+04	-0.097	protein phosphorylation
6	254	215	1.0	0.0	8.970e+03	-0.33	endocytosis
7	417	382	1.0	0.0	1.349e+04	-0.102	small GTPase mediated signal transduction
8	464	408	1.0	0.0	2.347e+04	0.051	multicellular organismal development
9	425	367	1.0	0.0	2.217e+04	-0.0	sensory perception
10	133	129	1.0	0.0	5.207e+02	-0.053	endosomal transport
11	393	385	1.0	0.0	3.007e+03	0.099	chromatin modification
12	402	337	1.0	0.0	2.324e+04	-0.102	metal ion transport
13	450	385	1.0	0.0	2.614e+04	-0.136	negative regulation of cell differentiation
14	170	166	1.0	0.0	6.647e+02	0.061	Golgi vesicle transport
15	395	370	0.99669	0.00992	9.242e+03	0.213	cellular amino acid metabolic process
16	179	144	0.98637	0.04088	5.587e+03	-0.291	cell-cell adhesion
17	162	140	0.97892	0.06324	3.288e+03	-0.118	lipid transport
18	196	181	0.97264	0.06122	2.787e+03	0.213	monosaccharide metabolic process
19	422	355	0.93807	0.18578	2.514e+04	-0.115	synaptic transmission
20	388	353	0.93642	0.13004	1.255e+04	0.026	nitrogen compound transport
21	220	196	0.93592	0.14368	4.910e+03	-0.062	lipid catabolic process
22	328	281	0.9266	0.22019	1.394e+04	-0.091	protein oligomerization
23	308	268	0.92574	0.15149	1.124e+04	-0.154	regulation of cell morphogenesis
24	475	455	0.92121	0.17798	8.917e+03	0.033	protein modification by small protein conjugation
25	359	329	0.9	0.3	1.001e+04	0.028	microtubule-based process
26	234	224	0.9	0.3	2.248e+03	0.115	cofactor metabolic process
27	419	374	0.9	0.3	1.722e+04	-0.045	organic hydroxy compound metabolic process
28	440	393	0.89397	0.29691	1.886e+04	0.049	monocarboxylic acid metabolic process
29	389	332	0.88459	0.29842	1.990e+04	0.061	pattern specification process
30	380	377	0.87936	0.29951	1.099e+03	0.327	mitotic cell cycle
31	72	69	0.87878	0.18277	2.126e+02	-0.038	autophagy
32	203	195	0.86603	0.29033	1.568e+03	0.059	antigen processing and presentation
33	293	244	0.86213	0.30605	1.286e+04	-0.164	regulation of cell growth
34	321	283	0.83252	0.34277	1.118e+04	-0.003	anion transport
35	209	208	0.82507	0.35432	2.060e+02	0.166	RNA catabolic process
36	175	173	0.82496	0.23871	3.445e+02	0.365	DNA replication
37	343	317	0.81678	0.3053	8.336e+03	0.094	carbohydrate derivative biosynthetic process
38	238	201	0.80974	0.33278	7.978e+03	0.111	epithelium development
39	368	347	0.80145	0.39712	7.274e+03	0.026	posttranscriptional regulation of gene expression
40	429	408	0.8	0.4	8.465e+03	0.154	cellular macromolecular complex assembly
41	329	321	0.8	0.4	2.528e+03	0.304	organelle fission
42	289	287	0.79409	0.38298	5.629e+02	0.229	ncRNA metabolic process
43	294	252	0.77307	0.30248	1.120e+04	-0.076	growth
44	216	202	0.77023	0.39148	2.878e+03	-0.02	organelle assembly
45	197	184	0.76611	0.39068	2.441e+03	-0.042	regulation of I-kappaB kinase/NF-kappaB signaling
46	151	141	0.75759	0.38931	1.447e+03	0.051	membrane lipid metabolic process
47	54	54	0.73654	0.32695	9.951e-01	0.159	cell redox homeostasis
48	316	274	0.73557	0.27597	1.208e+04	-0.092	response to inorganic substance
49	281	237	0.72944	0.42022	1.115e+04	-0.069	nervous system development
50	153	141	0.72343	0.41409	1.747e+03	-0.076	dephosphorylation
51	197	162	0.71334	0.43923	6.198e+03	-0.231	single organismal cell-cell adhesion
52	368	350	0.70566	0.37383	6.260e+03	0.187	regulation of cell cycle process
53	213	200	0.7	0.45826	2.641e+03	-0.025	DNA-templated transcription, initiation
54	329	298	0.7	0.45826	9.457e+03	-0.165	leukocyte activation
55	229	201	0.7	0.45826	5.917e+03	-0.042	negative regulation of hydrolase activity
56	247	231	0.7	0.45826	3.750e+03	0.215	glycosylation
57	369	359	0.68957	0.44725	3.525e+03	0.093	mRNA processing
58	482	435	0.66816	0.44547	2.067e+04	-0.077	regulation of cellular catabolic process
59	378	343	0.65229	0.43823	1.222e+04	0.032	response to radiation
60	374	335	0.62924	0.43117	1.340e+04	-0.024	regulation of protein serine/threonine kinase activity
61	346	302	0.62715	0.35715	1.386e+04	-0.101	axon guidance & neuron projection guidance
62	461	424	0.62584	0.41113	1.573e+04	0.019	peptidyl-amino acid modification
63	364	317	0.62346	0.41417	1.553e+04	-0.098	response to other organism
64	262	255	0.62032	0.46742	1.771e+03	0.126	protein targeting
65	423	377	0.61548	0.409	1.775e+04	-0.122	regulation of cytokine production
66	373	319	0.6	0.4899	1.812e+04	-0.2	secretion by cell
67	246	207	0.5943	0.28682	8.671e+03	-0.149	ion transmembrane transport
68	470	435	0.59048	0.43572	1.520e+04	-0.004	lipid biosynthetic process
69	312	301	0.5901	0.35352	3.284e+03	0.222	cell division
70	478	441	0.58849	0.42464	1.631e+04	0.081	organonitrogen compound catabolic process
