Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange
ENSG00000000003	TSPAN6	1.23920412716638e-12	1.3
ENSG00000000005	TNMD	0.433932477666801	0.8
ENSG00000000419	DPM1	0.0040360686844187	0.4
ENSG00000000457	SCYL3	0.335530370376463	0.1
ENSG00000000460	C1orf112	7.09984416221313e-20	1.4
ENSG00000000938	FGR	1.96944731032992e-21	-1.8
ENSG00000000971	CFH	0.670897271004952	0.1
ENSG00000001036	FUCA2	0.70766315314961	0.1
ENSG00000001084	GCLC	2.93191847025579e-09	2.2
ENSG00000001167	NFYA	5.19193606155007e-06	0.5
ENSG00000001460	STPG1	0.851852830033724	0
ENSG00000001461	NIPAL3	0.00105648893027814	-0.6
ENSG00000001497	LAS1L	0.000179714358512233	0.4
ENSG00000001561	ENPP4	9.00858638748988e-05	-0.9
ENSG00000001617	SEMA3F	0.0696289598793581	0.6
ENSG00000001626	CFTR	7.63127907566531e-05	-1.7
ENSG00000001629	ANKIB1	0.000125290653520249	0.5
ENSG00000001630	CYP51A1	0.00629315256670785	-0.8
ENSG00000001631	KRIT1	0.0982493719270441	0.2
ENSG00000002016	RAD52	0.00178203455106249	0.4
ENSG00000002079	MYH16	7.5738247512512e-06	2
ENSG00000002330	BAD	0.894736393296692	-0.1
ENSG00000002549	LAP3	0.0499127626335481	-0.3
ENSG00000002586	CD99	0.556786986199695	0.1
ENSG00000002587	HS3ST1	6.4666850375978e-07	1.4
ENSG00000002726	AOC1	1.51162069409521e-07	2.8
ENSG00000002745	WNT16	0.000125767533350294	1.9
ENSG00000002746	HECW1	9.16928046404912e-17	2.5
ENSG00000002822	MAD1L1	0.555904875045453	0.1
ENSG00000002834	LASP1	0.413338967709227	0.1
ENSG00000002919	SNX11	0.529862000696629	-0.1
ENSG00000002933	TMEM176A	0.0183492449316702	0.6
ENSG00000003056	M6PR	0.00222421057258956	-0.3
ENSG00000003096	KLHL13	0.00209238931022185	1.2
ENSG00000003137	CYP26B1	0.270703597951115	-0.3
ENSG00000003147	ICA1	0.0463623061379738	0.6
ENSG00000003249	DBNDD1	4.17528855587761e-09	1.7
ENSG00000003393	ALS2	0.88570707715851	0
ENSG00000003400	CASP10	0.231291522193053	-0.2
ENSG00000003402	CFLAR	2.03667983149242e-07	-0.8
ENSG00000003436	TFPI	0.00609178390873924	-0.9
ENSG00000003509	NDUFAF7	0.00574054562367096	0.3
ENSG00000003756	RBM5	0.125224117477424	-0.2
ENSG00000003987	MTMR7	0.0526735802147218	0.9
ENSG00000003989	SLC7A2	0.178698820055254	0.7
ENSG00000004059	ARF5	0.00483150049827789	0.4
ENSG00000004139	SARM1	0.427162950551309	-0.1
ENSG00000004142	POLDIP2	5.80311767996212e-07	0.5
ENSG00000004399	PLXND1	0.0573106634206824	-0.4
ENSG00000004455	AK2	0.00788733955560991	0.3
ENSG00000004468	CD38	0.575861091729585	-0.2
ENSG00000004478	FKBP4	9.38238879728688e-13	1.5
ENSG00000004487	KDM1A	1.57724376220316e-06	0.6
ENSG00000004534	RBM6	0.474254272772411	-0.1
ENSG00000004660	CAMKK1	0.917072555411565	0
ENSG00000004700	RECQL	0.812604436655562	0
ENSG00000004766	VPS50	0.525683181797924	-0.1
ENSG00000004776	HSPB6	1.04504175532454e-13	-2.1
ENSG00000004777	ARHGAP33	0.0193581921059381	0.6
ENSG00000004779	NDUFAB1	1.99521719441884e-06	0.6
ENSG00000004799	PDK4	5.53403580618195e-14	-2.4
ENSG00000004809	SLC22A16	0.0740903799415939	-0.7
ENSG00000004838	ZMYND10	3.63396405672497e-06	-1.6
ENSG00000004846	ABCB5	0.00261869262737893	-1.3
ENSG00000004848	ARX	0.00013298594116036	2.3
ENSG00000004864	SLC25A13	1.11696731698775e-08	0.9
ENSG00000004866	ST7	6.62641536677952e-05	-0.7
ENSG00000004897	CDC27	0.253169392512408	0.1
ENSG00000004939	SLC4A1	0.00036378650262127	-1.7
ENSG00000004948	CALCR	0.849661541847426	0.1
ENSG00000004961	HCCS	0.362294000593249	0.1
ENSG00000004975	DVL2	0.0109688807619464	0.4
ENSG00000005001	PRSS22	1.4043367340138e-08	1.7
ENSG00000005007	UPF1	0.0673567528180952	0.4
ENSG00000005020	SKAP2	0.0224094546394794	-0.4
ENSG00000005022	SLC25A5	0.0140534785492749	0.3
ENSG00000005059	MCUB	0.513255450565722	0.1
ENSG00000005073	HOXA11	7.24292991250632e-11	4.7
ENSG00000005075	POLR2J	0.000118281297920469	0.6
ENSG00000005100	DHX33	1.57064933206977e-07	0.6
ENSG00000005102	MEOX1	0.0874626368403653	-0.7
ENSG00000005108	THSD7A	0.839709626915739	0.1
ENSG00000005156	LIG3	4.70771131010616e-14	0.9
ENSG00000005175	RPAP3	0.0016853191916046	0.4
ENSG00000005187	ACSM3	0.0237385841207341	-0.7
ENSG00000005189	REXO5	1.19511854587025e-06	0.9
ENSG00000005194	CIAPIN1	0.0217149988729168	0.2
ENSG00000005206	SPPL2B	0.00829466380595396	0.6
ENSG00000005238	FAM214B	0.379975106476166	-0.1
ENSG00000005243	COPZ2	0.0170060148896787	0.6
ENSG00000005249	PRKAR2B	0.082458024837121	-0.4
ENSG00000005302	MSL3	0.590738420593824	0.1
ENSG00000005339	CREBBP	0.719721595098713	0
ENSG00000005379	TSPOAP1	0.351255391544926	-0.2
ENSG00000005381	MPO	0.0379383516854546	-0.8
ENSG00000005421	PON1	0.0581141913035487	1
ENSG00000005436	GCFC2	0.59482829552553	0.1
ENSG00000005448	WDR54	0.00323171065124175	0.6
ENSG00000005469	CROT	0.196712203960869	0.3
ENSG00000005471	ABCB4	0.00724390485470277	0.8
ENSG00000005483	KMT2E	0.00160252005312092	-0.3
ENSG00000005486	RHBDD2	0.133301851793558	-0.3
ENSG00000005513	SOX8	0.0717941069442324	0.7
ENSG00000005700	IBTK	0.825102506242967	0
ENSG00000005801	ZNF195	0.00271024327742465	0.4
ENSG00000005810	MYCBP2	0.000786868759081238	-0.4
ENSG00000005812	FBXL3	9.00292782667449e-12	-0.7
ENSG00000005844	ITGAL	9.5451223856511e-07	-1.1
ENSG00000005882	PDK2	0.0126988357592505	-0.4
ENSG00000005884	ITGA3	0.492799176718451	0.2
ENSG00000005889	ZFX	0.446007752484418	-0.1
ENSG00000005893	LAMP2	0.614111251648623	0.1
ENSG00000005961	ITGA2B	0.716222999652402	0.2
ENSG00000005981	ASB4	0.567172150408085	-0.3
ENSG00000006007	GDE1	0.553592286331071	-0.1
ENSG00000006015	REX1BD	0.0131758986826825	0.5
ENSG00000006016	CRLF1	2.18010017684394e-06	2.7
ENSG00000006025	OSBPL7	0.0798658767463111	0.3
ENSG00000006042	TMEM98	0.588899234811776	-0.1
ENSG00000006047	YBX2	3.08525885500894e-17	3.9
ENSG00000006059	KRT33A	0.0538761135987041	2
ENSG00000006062	MAP3K14	0.0245043366857402	-0.4
ENSG00000006071	ABCC8	0.298933477107078	-0.6
ENSG00000006116	CACNG3	NA	0.2
ENSG00000006118	TMEM132A	3.87254357769468e-23	2.7
ENSG00000006125	AP2B1	0.519237985525808	0.1
ENSG00000006128	TAC1	0.181051470067358	-1.3
ENSG00000006194	ZNF263	0.179600956634535	0.1
ENSG00000006210	CX3CL1	0.0602939999281208	-0.6
ENSG00000006282	SPATA20	0.000419442488093706	0.7
ENSG00000006283	CACNA1G	0.463754981246051	0.4
ENSG00000006327	TNFRSF12A	0.000116423128766784	0.9
ENSG00000006377	DLX6	2.20275447687666e-16	6
ENSG00000006432	MAP3K9	0.00177748814141917	0.6
ENSG00000006451	RALA	0.0101062573253935	-0.3
ENSG00000006453	BAIAP2L1	2.07682988734689e-17	1.3
ENSG00000006459	KDM7A	0.511353178548978	0.1
ENSG00000006468	ETV1	7.92286149629424e-08	-1.3
ENSG00000006530	AGK	4.00589519928219e-05	0.4
ENSG00000006534	ALDH3B1	0.000509184346196068	-1.1
ENSG00000006555	TTC22	1.77645684401761e-09	1.4
ENSG00000006576	PHTF2	1.38612773146573e-06	0.5
ENSG00000006606	CCL26	3.50213247377408e-08	2.4
ENSG00000006607	FARP2	0.00635580720724476	0.4
ENSG00000006611	USH1C	0.00064688992925511	2.1
ENSG00000006625	GGCT	5.19569299290226e-21	1.5
ENSG00000006634	DBF4	3.52696182092361e-12	1.2
ENSG00000006638	TBXA2R	1.2568896031198e-05	-0.9
ENSG00000006652	IFRD1	0.269275175999886	0.2
ENSG00000006659	LGALS14	NA	0.2
ENSG00000006695	COX10	0.0914498141418532	0.2
ENSG00000006704	GTF2IRD1	2.34800415030631e-10	1.2
ENSG00000006712	PAF1	0.0589073242139136	0.3
ENSG00000006715	VPS41	0.811694059750479	0
ENSG00000006740	ARHGAP44	1.55135440472858e-10	-1.7
ENSG00000006744	ELAC2	0.0190411140382952	0.2
ENSG00000006747	SCIN	0.0048322575774655	1.3
ENSG00000006756	ARSD	0.86568272042311	0
ENSG00000006757	PNPLA4	0.204400511002071	-0.2
ENSG00000006788	MYH13	0.518974987174682	0.3
ENSG00000006831	ADIPOR2	0.212708872210255	-0.2
ENSG00000006837	CDKL3	0.696305597292393	0.1
ENSG00000007001	UPP2	0.0717578164412107	1.1
ENSG00000007038	PRSS21	0.528016288143266	0.4
ENSG00000007047	MARK4	0.00337313499457264	0.4
ENSG00000007062	PROM1	0.122888311619684	0.9
ENSG00000007080	CCDC124	0.120946256444135	0.4
ENSG00000007129	CEACAM21	4.27222251469779e-11	-1.5
ENSG00000007168	PAFAH1B1	1.19872041622108e-06	-0.5
ENSG00000007171	NOS2	0.886256644793839	0.1
ENSG00000007174	DNAH9	5.53585798356876e-05	-1.8
ENSG00000007202	KIAA0100	0.763171635858111	0
ENSG00000007216	SLC13A2	0.963612579717208	0
ENSG00000007237	GAS7	0.000107003229602067	-0.7
ENSG00000007255	TRAPPC6A	0.720467580130918	0.1
ENSG00000007264	MATK	4.92427868349122e-06	-1.2
ENSG00000007306	CEACAM7	3.0173033549589e-13	4.3
ENSG00000007312	CD79B	0.308556516804726	0.4
ENSG00000007314	SCN4A	0.000163529987380446	2.1
ENSG00000007341	ST7L	0.919545611363491	0
ENSG00000007350	TKTL1	0.832763946718582	-0.1
ENSG00000007372	PAX6	8.61157650003922e-08	4.4
ENSG00000007376	RPUSD1	0.00363437889383491	0.8
ENSG00000007384	RHBDF1	0.00613378225637863	0.5
ENSG00000007392	LUC7L	0.326974431229541	0.2
ENSG00000007402	CACNA2D2	2.36411296562061e-14	-2.9
ENSG00000007516	BAIAP3	0.164315654953477	0.5
ENSG00000007520	TSR3	0.237561948865029	0.3
ENSG00000007541	PIGQ	0.532476135761698	-0.2
ENSG00000007545	CRAMP1	0.908575170132783	0
ENSG00000007866	TEAD3	0.00014413890967104	0.6
ENSG00000007908	SELE	9.19409652471909e-13	-2.9
ENSG00000007923	DNAJC11	0.000568653252822184	0.4
ENSG00000007933	FMO3	0.128412941222261	-0.5
ENSG00000007944	MYLIP	0.000107466750990841	-0.6
ENSG00000007952	NOX1	0.0109440877129955	0.8
ENSG00000007968	E2F2	1.34922055089626e-15	2
ENSG00000008018	PSMB1	0.0343316864074256	0.2
ENSG00000008056	SYN1	0.00652251603544776	0.8
ENSG00000008083	JARID2	0.00665281105141371	0.5
ENSG00000008086	CDKL5	2.60537867832638e-08	-0.8
ENSG00000008118	CAMK1G	0.356168839053647	0.2
ENSG00000008128	CDK11A	0.00164716432908422	0.7
ENSG00000008130	NADK	0.813839540042987	0
ENSG00000008196	TFAP2B	0.631173151493232	0.4
ENSG00000008197	TFAP2D	6.73328349202154e-09	5.1
ENSG00000008226	DLEC1	0.0102212303756731	-0.9
ENSG00000008256	CYTH3	0.995558939759057	0
ENSG00000008277	ADAM22	0.604266451558024	0.2
ENSG00000008282	SYPL1	0.262993236341067	0.2
ENSG00000008283	CYB561	0.0110968537964875	0.4
ENSG00000008294	SPAG9	0.00384227598069119	-0.4
ENSG00000008300	CELSR3	1.38168188326181e-12	2.3
ENSG00000008311	AASS	0.169602319330238	-0.3
ENSG00000008323	PLEKHG6	1.60337081551936e-13	2.2
ENSG00000008324	SS18L2	0.287444155091425	0.2
ENSG00000008382	MPND	0.252125647804072	-0.3
ENSG00000008394	MGST1	0.0833833360958961	0.6
ENSG00000008405	CRY1	0.00440649062512596	-0.4
ENSG00000008438	PGLYRP1	0.000312308615025773	-1.6
ENSG00000008441	NFIX	7.83217953867409e-07	-1.1
ENSG00000008513	ST3GAL1	0.401999853095525	-0.2
