IRS2	3.109999993993333
DEPP1	2.709999920457894
DDIT4	2.50999994607551
PMAIP1	2.4099998775254172
SLC19A2	2.209999935104394
ZNF189	2.109999844382036
SOCS1	2.009999914621072
TIPARP	2.009999830855413
SGK1	1.9099999351043941
CEBPD	1.9099999146210718
NT5DC3	1.809999920457894
CCN4	1.8099998775254174
TSC22D3	1.709999837216745
SNAI2	1.7099996008484306
MT1M	1.7099996008484306
ZFP36L1	1.6099985466947246
ANGPTL4	1.5099998775254173
CAMK2N1	1.5099998233752052
TXNIP	1.5099996008484307
KCNE4	1.5099933584268863
FKBP5	1.4099998233752051
DUSP5	1.4099997267640667
KLF4	1.4099995184485443
F3	1.4099994659237158
GLUL	1.4099990234107358
PPP1R3C	1.4099967701283842
SEC14L2	1.3099997120085936
SIX2	1.3099996027475207
ZFP36	1.3099996027475207
NFKBIA	1.3099995100165804
PTGER2	1.3099993133168284
CEBPB	1.2099996008484306
KANK1	1.2099993904076118
TBPL1	1.2099955928487525
RGCC	1.1099992596523607
DUSP1	1.1099983513813867
ST3GAL1	1.1099958567340722
GADD45B	1.1099901625537938
TOP1	1.1099889339783628
SLC46A3	1.0099987478814068
ZFAND5	1.009998437028086
PIK3R1	1.0099963560178067
DENND2B	1.009995170043622
IL1R1	1.0099910723469854
LBH	1.0099901625537937
ZFP36L2	1.0099831917724398
MT1E	0.9099971334472873
GAS1	0.9099956657827947
B3GNT2	0.9099956236756496
DUSP2	0.9099949445742755
RHOB	0.9099929215237855
NEDD4	0.9099781256687531
RGS2	0.9099657386242401
CDC37L1	0.9099621614066359
GCLC	0.9099295540625844
TGS1	0.8099945052212343
TMEM164	0.8099826442963872
TGIF1	0.8099797753445986
RNF115	0.8099778024839015
FADS1	0.8099755371939567
IER5	0.8099750437641625
MSANTD2	0.8099669493178887
KCTD12	0.8099668194992858
MT1F	0.8099571342624319
FOS	0.8099321594544951
RHOBTB1	0.7099848613796476
MT1H	0.7099839613955173
LRRC8E	0.7099831917724396
CRYAB	0.7099831917724396
IP6K2	0.7099809203538998
KLF9	0.7099767853368518
FOXO3	0.7099755443863446
DIXDC1	0.7099753501294939
PTX3	0.7099689453564437
SEC14L1	0.7099644128899508
ABTB2	0.7099623026340368
TMEM204	0.7099621274781381
MRTFA	0.7099392556881068
TSPYL2	0.7099285555175103
OXCT1	0.7099245765357775
ARID5B	0.6099750437641625
TET3	0.6099726834763632
NUP98	0.6099685374330938
KLF7	0.6099611595872872
ABLIM3	0.6099602419668085
ITPKC	0.609956951889426
IMPA2	0.609956951889426
AKAP13	0.609954305820915
CCNE1	0.609950437920049
SLC9A1	0.6099502821030075
MCL1	0.6099483295575762
ADM	0.6099480755458286
ACVR1B	0.6099480755458286
RERE	0.6099479107165572
NTF3	0.6099459659162959
MT1X	0.609944439747531
SRPX	0.6099406864517527
ATP1A1	0.6099399687259298
CRISPLD2	0.6099382451347871
ID3	0.6099303209552033
NUDT4	0.6099294311993669
ALOX5AP	0.6099288817378001
FBXW7	0.6099286189231407
LPIN2	0.6099229769558956
WNT5A	0.6099229769558956
ZNF395	0.609889251338288
TSC22D2	0.6098532011999914
PIK3C2A	0.609845328261651
ABCC4	0.6098411471937513
TP53BP2	0.6098277479834832
HSPB1	0.6097550489197492
SORBS2	0.5099335072314006
CLOCK	0.5099288817378002
TIAM1	0.5099268772591601
CRYBG1	0.5099229769558956
PER1	0.5099167487960016
METAP1	0.509904949798977
MIOS	0.5099049223700255
MT2A	0.5099049223700255
HERPUD1	0.5099049223700255
SSX2IP	0.509899638290088
POLR3C	0.5098967678671666
DLX5	0.5098932225327873
PTGES	0.5098886798056691
KIF13B	0.5098881961847382
TNS3	0.509872599328911
APPL2	0.5098686562369398
MYC	0.5098680213621353
PTPN1	0.5098680147100779
GFPT2	0.5098643388523221
STARD7	0.5098464890034874
PANX1	0.5098444565352518
MLXIP	0.5098375046005582
SEPTIN11	0.5098354392146305
HNRNPR	0.5098347329100716
ITGA10	0.5098330113842456
WASF3	0.5098258030856099
TMEM131L	0.5098211387683129
TASL	0.5098162804988157
ANKRD1	0.5098117227322045
HACD2	0.509809078613759
FZD5	0.5098009662953948
FOXF2	0.5097983781356508
TSEN34	0.5097960807368387
ETS2	0.5097959703737968
MAP3K6	0.5097832928823657
TMEM87A	0.5097704981171509
RCL1	0.5097651057780602
ITGA5	0.5097643424038864
ZNF330	0.5097601914441137
BTG2	0.5097252880034061
TENT5A	0.5097022708228776
SUSD6	0.5097004877197584
MTSS1	0.5096513482208672
TNFRSF21	0.5096474543044929
CPNE7	0.5095995265706615
ARL4D	0.509574785449988
SPRY4	0.5095654232895453
DAAM2	0.5095437756327279
MKNK2	0.509504467234263
FOXO1	0.509468891725246
PLIN3	0.5094012714941379
LAMB1	0.5093731535923637
CTNNBIP1	0.40983301138424566
SYNE3	0.40978783277039305
APOL2	0.409785115811025
USPL1	0.40977049811715094
SLC39A14	0.40976682441424733
PLXNA2	0.40976277235395714
MEPCE	0.40974564023401494
PMP22	0.4097323929320037
ITGAV	0.40972326741410203
SACS	0.40970372296510443
BCL2L1	0.4096958574940621
COPS8	0.40969177683402747
VCL	0.4096775242692385
PPP3CA	0.40967214068113533
SMYD5	0.4096639580035303
TSPAN4	0.4096494404100828
