Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	363	332	1.0	0.0	1.035e+04	0.241	DNA repair
2	327	258	1.0	0.0	1.952e+04	0.013	transcription from RNA polymerase II promoter
3	255	251	1.0	0.0	9.850e+02	0.31	translation
4	188	158	1.0	0.0	5.100e+03	0.142	protein folding
5	395	316	1.0	0.0	2.695e+04	0.213	cellular amino acid metabolic process
6	393	328	1.0	0.0	2.247e+04	0.099	chromatin modification
7	170	136	1.0	0.0	5.126e+03	0.061	Golgi vesicle transport
8	425	275	0.99096	0.02711	5.039e+04	-0.0	sensory perception
9	464	306	0.99082	0.02754	5.813e+04	0.051	multicellular organismal development
10	380	346	0.9812	0.0564	1.183e+04	0.327	mitotic cell cycle
11	475	391	0.97919	0.06244	3.456e+04	0.033	protein modification by small protein conjugation
12	213	170	0.96507	0.1048	8.071e+03	-0.025	DNA-templated transcription, initiation
13	369	346	0.95408	0.13775	7.890e+03	0.093	mRNA processing
14	72	60	0.9408	0.13313	7.928e+02	-0.038	autophagy
15	184	160	0.93928	0.11575	4.058e+03	0.319	chromosome organization
16	429	347	0.9	0.3	3.041e+04	0.154	cellular macromolecular complex assembly
17	234	194	0.89638	0.29899	8.366e+03	0.115	cofactor metabolic process
18	374	250	0.85892	0.3114	3.732e+04	-0.024	regulation of protein serine/threonine kinase activity
19	127	105	0.85846	0.29321	2.529e+03	0.053	methylation
20	368	293	0.8492	0.27501	2.386e+04	0.187	regulation of cell cycle process
21	144	116	0.82742	0.26236	3.599e+03	0.048	mitochondrion organization
22	90	73	0.82126	0.30332	1.382e+03	0.244	transition metal ion transport
23	440	315	0.80942	0.31375	4.514e+04	0.049	monocarboxylic acid metabolic process
24	343	265	0.79535	0.3309	2.290e+04	0.094	carbohydrate derivative biosynthetic process
25	470	321	0.78387	0.39483	5.624e+04	-0.004	lipid biosynthetic process
26	270	241	0.75973	0.3981	7.203e+03	0.156	establishment of protein localization to organelle
27	54	45	0.71072	0.26566	4.484e+02	0.159	cell redox homeostasis
28	220	149	0.69309	0.36147	1.285e+04	-0.062	lipid catabolic process
29	197	141	0.68057	0.42636	9.304e+03	-0.042	regulation of I-kappaB kinase/NF-kappaB signaling
30	225	190	0.65288	0.44912	7.104e+03	0.101	regulation of translation
31	376	291	0.63412	0.44208	2.728e+04	0.056	generation of precursor metabolites and energy
32	113	75	0.6123	0.29856	3.552e+03	0.064	neuron development
