Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	380	346	1.0	0.0	1.183e+04	0.327	mitotic cell cycle
2	255	251	1.0	0.0	9.850e+02	0.31	translation
3	395	316	1.0	0.0	2.695e+04	0.213	cellular amino acid metabolic process
4	425	275	1.0	0.0	5.039e+04	-0.0	sensory perception
5	220	149	1.0	0.0	1.285e+04	-0.062	lipid catabolic process
6	393	328	1.0	0.0	2.247e+04	0.099	chromatin modification
7	464	306	0.99822	0.00534	5.813e+04	0.051	multicellular organismal development
8	475	391	0.9962	0.01139	3.456e+04	0.033	protein modification by small protein conjugation
9	363	332	0.99294	0.02117	1.035e+04	0.241	DNA repair
10	170	136	0.98758	0.03726	5.126e+03	0.061	Golgi vesicle transport
11	184	160	0.98546	0.04361	4.058e+03	0.319	chromosome organization
12	20	14	0.98386	0.04841	1.058e+02	0.586	calcium-independent cell-cell adhesion
13	188	158	0.97848	0.06455	5.100e+03	0.142	protein folding
14	402	246	0.96531	0.10406	4.867e+04	-0.102	metal ion transport
15	213	170	0.9599	0.12031	8.071e+03	-0.025	DNA-templated transcription, initiation
16	440	315	0.95966	0.12101	4.514e+04	0.049	monocarboxylic acid metabolic process
17	57	38	0.95013	0.11782	9.079e+02	0.495	digestion
18	327	258	0.94452	0.16645	1.952e+04	0.013	transcription from RNA polymerase II promoter
19	234	194	0.92435	0.22696	8.366e+03	0.115	cofactor metabolic process
20	197	141	0.9	0.3	9.304e+03	-0.042	regulation of I-kappaB kinase/NF-kappaB signaling
21	417	267	0.86259	0.20244	4.929e+04	-0.102	small GTPase mediated signal transduction
22	281	172	0.85352	0.31646	2.408e+04	-0.069	nervous system development
23	422	242	0.83575	0.33809	5.747e+04	-0.115	synaptic transmission
24	155	110	0.82779	0.32302	5.893e+03	0.295	skeletal system development
25	429	347	0.82009	0.31554	3.041e+04	0.154	cellular macromolecular complex assembly
26	238	145	0.8	0.4	1.745e+04	0.111	epithelium development
27	388	284	0.78673	0.39532	3.361e+04	0.026	nitrogen compound transport
28	202	124	0.78605	0.23256	1.251e+04	-0.019	neuron differentiation
29	328	222	0.76827	0.3362	2.825e+04	-0.091	protein oligomerization
30	470	321	0.76633	0.38844	5.624e+04	-0.004	lipid biosynthetic process
31	374	250	0.76144	0.3463	3.732e+04	-0.024	regulation of protein serine/threonine kinase activity
32	289	278	0.70001	0.45824	3.021e+03	0.229	ncRNA metabolic process
33	376	291	0.7	0.45826	2.728e+04	0.056	generation of precursor metabolites and energy
34	190	157	0.6867	0.31704	5.626e+03	0.317	post-translational protein modification
35	87	51	0.65518	0.32046	2.482e+03	0.064	neuropeptide signaling pathway
36	447	282	0.6524	0.38307	5.761e+04	-0.014	cell development
37	196	152	0.64926	0.35969	7.522e+03	0.213	monosaccharide metabolic process
38	461	339	0.64892	0.41039	4.656e+04	0.019	peptidyl-amino acid modification
39	175	159	0.63483	0.40604	2.629e+03	0.365	DNA replication
40	250	154	0.60524	0.39508	1.897e+04	0.107	epithelial cell differentiation
41	389	235	0.60508	0.42973	4.633e+04	0.061	pattern specification process
42	291	276	0.60225	0.43067	4.120e+03	0.107	RNA splicing
43	248	162	0.59341	0.41586	1.724e+04	-0.098	response to oxidative stress
44	343	265	0.59031	0.45954	2.290e+04	0.094	carbohydrate derivative biosynthetic process
45	108	64	0.58724	0.35742	3.768e+03	-0.019	B cell activation
46	306	247	0.56856	0.47302	1.581e+04	0.283	cellular component disassembly
47	368	293	0.56172	0.42836	2.386e+04	0.187	regulation of cell cycle process
48	478	368	0.54504	0.46988	4.427e+04	0.081	organonitrogen compound catabolic process
49	54	45	0.54127	0.34939	4.484e+02	0.159	cell redox homeostasis
50	162	97	0.54108	0.39127	8.321e+03	-0.118	lipid transport
51	316	183	0.53962	0.4089	3.226e+04	-0.092	response to inorganic substance
52	399	245	0.53641	0.47489	4.776e+04	-0.089	cation homeostasis
53	247	196	0.52058	0.46075	1.103e+04	0.215	glycosylation
54	262	225	0.5	0.5	8.771e+03	0.126	protein targeting
55	441	335	0.4948	0.39901	3.930e+04	0.066	negative regulation of cellular protein metabolic process
56	270	241	0.49374	0.49202	7.203e+03	0.156	establishment of protein localization to organelle
57	114	73	0.49205	0.29271	3.812e+03	-0.013	neuron projection development
58	63	38	0.47671	0.42255	1.268e+03	0.119	biomineral tissue development
59	368	290	0.47269	0.47129	2.471e+04	0.026	posttranscriptional regulation of gene expression
60	437	264	0.46376	0.47472	5.818e+04	-0.103	ion homeostasis
61	194	138	0.45814	0.45767	9.142e+03	0.037	protein processing
62	365	224	0.4537	0.46141	4.014e+04	-0.148	regulation of cellular component biogenesis
63	226	197	0.43378	0.47249	5.997e+03	0.349	mitotic nuclear division
64	248	216	0.41584	0.43652	7.239e+03	0.141	protein catabolic process
65	234	150	0.40911	0.45014	1.580e+04	-0.162	response to oxygen levels
66	419	257	0.40827	0.48373	5.263e+04	-0.045	organic hydroxy compound metabolic process
67	72	60	0.40394	0.38655	7.928e+02	-0.038	autophagy
68	369	346	0.40364	0.42967	7.890e+03	0.093	mRNA processing
69	40	37	0.40175	0.38421	1.175e+02	0.126	transcription from RNA polymerase III promoter
70	292	214	0.40017	0.48976	1.918e+04	0.154	male gamete generation
71	162	108	0.4	0.4899	7.201e+03	0.009	aminoglycan metabolic process
72	329	277	0.4	0.4899	1.522e+04	0.304	organelle fission
73	198	134	0.39735	0.41435	1.045e+04	-0.087	regulation of protein complex assembly
74	61	32	0.38631	0.34769	1.356e+03	-0.058	epithelial cell migration
75	144	116	0.38474	0.36356	3.599e+03	0.048	mitochondrion organization
76	46	27	0.3834	0.38379	7.010e+02	0.056	excretion
77	324	246	0.37432	0.43744	2.152e+04	-0.013	modification by symbiont of host morphology or physiology
78	241	159	0.37311	0.46282	1.605e+04	-0.098	positive regulation of cytokine production
79	69	49	0.36114	0.40917	1.183e+03	0.232	tube closure
80	108	75	0.35832	0.44192	3.004e+03	0.212	tube formation
81	232	149	0.354	0.4047	1.550e+04	-0.018	steroid metabolic process
82	388	247	0.33894	0.42162	4.315e+04	0.064	organ morphogenesis
