Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	90	57	1.0	0.0	2.437e+03	0.244	transition metal ion transport
2	380	259	1.0	0.0	3.836e+04	0.327	mitotic cell cycle
3	363	253	1.0	0.0	3.365e+04	0.241	DNA repair
4	255	230	1.0	0.0	6.063e+03	0.31	translation
5	57	34	1.0	0.0	1.057e+03	0.495	digestion
6	155	89	0.95511	0.09078	8.045e+03	0.295	skeletal system development
7	190	133	0.94635	0.15217	9.194e+03	0.317	post-translational protein modification
8	188	122	0.93968	0.12114	1.021e+04	0.142	protein folding
9	395	249	0.9	0.3	4.656e+04	0.213	cellular amino acid metabolic process
10	289	219	0.87701	0.30027	1.772e+04	0.229	ncRNA metabolic process
11	109	60	0.86941	0.18867	4.151e+03	0.5	epidermis development
12	135	103	0.78035	0.35771	3.815e+03	0.144	electron transport chain
13	20	12	0.68879	0.22072	1.329e+02	0.586	calcium-independent cell-cell adhesion
14	84	65	0.64789	0.36583	1.424e+03	0.519	chromosome segregation
15	112	61	0.6182	0.44356	4.421e+03	0.099	amino acid transport
16	40	32	0.58703	0.41494	2.928e+02	0.481	purine nucleobase metabolic process
17	291	166	0.5709	0.4409	2.836e+04	0.153	spermatogenesis
18	23	19	0.55159	0.31436	8.697e+01	0.165	retrograde vesicle-mediated transport, Golgi to ER
19	97	66	0.53388	0.42463	2.537e+03	0.176	mitochondrial transport
20	25	15	0.51102	0.35822	2.058e+02	0.404	tumor necrosis factor-mediated signaling pathway
21	60	41	0.4893	0.41343	9.685e+02	0.246	pigment metabolic process
22	66	37	0.48546	0.22568	1.506e+03	0.061	aminoglycan catabolic process
23	196	120	0.48324	0.48556	1.198e+04	0.213	monosaccharide metabolic process
24	111	76	0.46424	0.40854	3.282e+03	0.334	carbohydrate catabolic process
25	70	45	0.44044	0.45251	1.448e+03	0.764	collagen catabolic process
26	149	96	0.43692	0.31814	6.493e+03	0.096	nucleobase-containing compound transport
27	292	167	0.43171	0.44315	2.848e+04	0.154	male gamete generation
28	234	143	0.41998	0.39898	1.708e+04	0.115	cofactor metabolic process
29	110	79	0.41332	0.43249	2.939e+03	0.455	protein-DNA complex assembly
30	48	35	0.39364	0.4193	5.464e+02	0.206	establishment of protein localization to mitochondrion
31	137	85	0.36801	0.26586	5.776e+03	0.133	response to topologically incorrect protein
