Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	380	377	1.0	0.0	1.099e+03	0.327	mitotic cell cycle
2	363	361	1.0	0.0	7.021e+02	0.241	DNA repair
3	327	306	1.0	0.0	6.466e+03	0.013	transcription from RNA polymerase II promoter
4	255	254	1.0	0.0	2.501e+02	0.31	translation
5	188	180	1.0	0.0	1.452e+03	0.142	protein folding
6	395	370	1.0	0.0	9.242e+03	0.213	cellular amino acid metabolic process
7	417	382	1.0	0.0	1.349e+04	-0.102	small GTPase mediated signal transduction
8	422	355	1.0	0.0	2.514e+04	-0.115	synaptic transmission
9	464	408	1.0	0.0	2.347e+04	0.051	multicellular organismal development
10	425	367	1.0	0.0	2.217e+04	-0.0	sensory perception
11	220	196	1.0	0.0	4.910e+03	-0.062	lipid catabolic process
12	133	129	1.0	0.0	5.207e+02	-0.053	endosomal transport
13	393	385	1.0	0.0	3.007e+03	0.099	chromatin modification
14	170	166	1.0	0.0	6.647e+02	0.061	Golgi vesicle transport
15	281	237	0.98083	0.0575	1.115e+04	-0.069	nervous system development
16	450	385	0.97518	0.07362	2.614e+04	-0.136	negative regulation of cell differentiation
17	203	195	0.96513	0.1046	1.568e+03	0.059	antigen processing and presentation
18	350	295	0.96382	0.1036	1.724e+04	-0.212	inflammatory response
19	254	215	0.96118	0.11463	8.970e+03	-0.33	endocytosis
20	293	244	0.96059	0.11822	1.286e+04	-0.164	regulation of cell growth
21	461	424	0.96047	0.11858	1.573e+04	0.019	peptidyl-amino acid modification
22	328	281	0.95884	0.12348	1.394e+04	-0.091	protein oligomerization
23	477	426	0.95022	0.14933	2.210e+04	-0.097	protein phosphorylation
24	475	455	0.92656	0.22033	8.917e+03	0.033	protein modification by small protein conjugation
25	162	140	0.91643	0.25034	3.288e+03	-0.118	lipid transport
26	359	329	0.9	0.3	1.001e+04	0.028	microtubule-based process
27	368	347	0.9	0.3	7.274e+03	0.026	posttranscriptional regulation of gene expression
28	402	337	0.9	0.3	2.324e+04	-0.102	metal ion transport
29	238	201	0.9	0.3	7.978e+03	0.111	epithelium development
30	321	283	0.89572	0.29885	1.118e+04	-0.003	anion transport
31	234	224	0.89334	0.29844	2.248e+03	0.115	cofactor metabolic process
32	388	353	0.89284	0.29838	1.255e+04	0.026	nitrogen compound transport
33	175	173	0.89219	0.24472	3.445e+02	0.365	DNA replication
34	388	339	0.88717	0.22735	1.725e+04	0.064	organ morphogenesis
35	389	332	0.88683	0.23046	1.990e+04	0.061	pattern specification process
36	429	408	0.85618	0.31388	8.465e+03	0.154	cellular macromolecular complex assembly
37	376	344	0.84634	0.32431	1.116e+04	0.056	generation of precursor metabolites and energy
38	72	69	0.843	0.1254	2.126e+02	-0.038	autophagy
39	184	179	0.80274	0.30446	8.960e+02	0.319	chromosome organization
40	216	202	0.80118	0.29242	2.878e+03	-0.02	organelle assembly
41	440	393	0.80053	0.39894	1.886e+04	0.049	monocarboxylic acid metabolic process
42	419	374	0.8	0.4	1.722e+04	-0.045	organic hydroxy compound metabolic process
43	57	47	0.79957	0.20457	5.235e+02	0.495	digestion
44	54	54	0.77902	0.3224	9.951e-01	0.159	cell redox homeostasis
45	258	219	0.76778	0.30645	9.119e+03	-0.081	detection of stimulus
46	285	247	0.75424	0.38162	9.882e+03	-0.279	actin filament-based process
47	196	181	0.74666	0.33959	2.787e+03	0.213	monosaccharide metabolic process
48	209	208	0.74422	0.2768	2.060e+02	0.166	RNA catabolic process
49	423	377	0.73593	0.40275	1.775e+04	-0.122	regulation of cytokine production
50	368	350	0.7173	0.42544	6.260e+03	0.187	regulation of cell cycle process
51	248	219	0.71408	0.32538	6.643e+03	-0.098	response to oxidative stress
52	201	201	0.7	0.45826	9.817e-01	0.219	ncRNA processing
53	437	374	0.7	0.45826	2.463e+04	-0.103	ion homeostasis
54	343	317	0.7	0.45826	8.336e+03	0.094	carbohydrate derivative biosynthetic process
55	246	207	0.68974	0.30147	8.671e+03	-0.149	ion transmembrane transport
56	197	184	0.67892	0.44872	2.441e+03	-0.042	regulation of I-kappaB kinase/NF-kappaB signaling
57	229	201	0.67776	0.44845	5.917e+03	-0.042	negative regulation of hydrolase activity
58	250	216	0.67443	0.43653	7.771e+03	0.107	epithelial cell differentiation
59	387	359	0.67232	0.20565	1.010e+04	0.047	purine-containing compound metabolic process
60	369	359	0.67089	0.43606	3.525e+03	0.093	mRNA processing
61	202	169	0.66588	0.42607	6.035e+03	-0.019	neuron differentiation
62	426	357	0.66326	0.37341	2.608e+04	-0.125	behavior
63	294	252	0.64788	0.36124	1.120e+04	-0.076	growth
64	118	109	0.6384	0.3652	1.016e+03	0.061	sphingolipid metabolic process
65	465	393	0.61919	0.46935	2.971e+04	-0.163	secretion
66	478	441	0.6111	0.47697	1.631e+04	0.081	organonitrogen compound catabolic process
67	364	317	0.60679	0.46834	1.553e+04	-0.098	response to other organism
68	439	392	0.6	0.4899	1.881e+04	0.044	multicellular organismal reproductive process
69	114	101	0.59397	0.39421	1.391e+03	-0.013	neuron projection development
70	144	131	0.59084	0.41001	1.773e+03	0.048	mitochondrion organization
71	346	302	0.59023	0.42436	1.386e+04	-0.101	axon guidance & neuron projection guidance
72	482	435	0.59012	0.48267	2.067e+04	-0.077	regulation of cellular catabolic process
73	213	200	0.58988	0.48252	2.641e+03	-0.025	DNA-templated transcription, initiation
74	248	237	0.58791	0.24741	2.615e+03	0.141	protein catabolic process
75	132	120	0.58253	0.4783	1.502e+03	-0.107	protein dephosphorylation
76	266	248	0.57931	0.46575	4.528e+03	-0.106	lymphocyte activation
77	270	262	0.56515	0.47228	2.081e+03	0.156	establishment of protein localization to organelle
78	308	268	0.54925	0.31371	1.124e+04	-0.154	regulation of cell morphogenesis
79	407	363	0.53862	0.45341	1.637e+04	-0.136	regulation of protein localization
80	453	382	0.53337	0.42832	2.855e+04	-0.309	blood coagulation & coagulation
81	194	178	0.51693	0.42801	2.934e+03	0.037	protein processing
82	329	321	0.50092	0.48552	2.528e+03	0.304	organelle fission
83	244	228	0.5	0.5	3.704e+03	0.217	protein glycosylation & macromolecule glycosylation
84	197	162	0.5	0.5	6.198e+03	-0.231	single organismal cell-cell adhesion
85	303	246	0.5	0.5	1.528e+04	0.074	extracellular matrix organization
86	247	231	0.5	0.5	3.750e+03	0.215	glycosylation
87	218	180	0.5	0.5	7.444e+03	-0.223	single organism cell adhesion
88	470	435	0.49882	0.38423	1.520e+04	-0.004	lipid biosynthetic process
89	305	298	0.49357	0.49391	2.057e+03	0.316	nuclear division
90	316	274	0.48845	0.42171	1.208e+04	-0.092	response to inorganic substance
91	378	343	0.47641	0.31609	1.222e+04	0.032	response to radiation
92	304	247	0.47369	0.4795	1.534e+04	0.072	extracellular structure organization
93	262	255	0.46442	0.45289	1.771e+03	0.126	protein targeting
94	259	224	0.44814	0.35459	8.285e+03	-0.158	cellular localization
95	374	335	0.42656	0.4298	1.340e+04	-0.024	regulation of protein serine/threonine kinase activity
96	20	17	0.42427	0.46736	5.790e+01	0.586	calcium-independent cell-cell adhesion
97	326	289	0.4223	0.35546	1.108e+04	-0.124	embryo development
98	61	51	0.41626	0.37556	5.631e+02	-0.058	epithelial cell migration
99	179	144	0.41173	0.48151	5.587e+03	-0.291	cell-cell adhesion
100	153	141	0.40096	0.48912	1.747e+03	-0.076	dephosphorylation
101	355	337	0.4	0.4899	6.042e+03	-0.032	modification of morphology or physiology of other organism
102	155	132	0.39678	0.39326	3.270e+03	0.295	skeletal system development
103	306	290	0.3953	0.36831	4.647e+03	0.283	cellular component disassembly
104	406	361	0.39294	0.43812	1.668e+04	-0.106	positive regulation of protein kinase activity
105	329	298	0.39281	0.48149	9.457e+03	-0.165	leukocyte activation
106	184	172	0.38647	0.47477	2.108e+03	-0.036	transcription initiation from RNA polymerase II promoter
107	373	319	0.38095	0.46924	1.812e+04	-0.2	secretion by cell
108	319	313	0.37383	0.46342	1.845e+03	0.102	modification-dependent macromolecule catabolic process
109	312	301	0.3732	0.26026	3.284e+03	0.222	cell division
110	85	78	0.36521	0.4261	5.708e+02	0.176	regulation of cyclin-dependent protein serine/threonine kinase activity
111	76	61	0.36518	0.41029	1.030e+03	-0.184	female pregnancy
112	192	166	0.36397	0.45519	4.592e+03	-0.205	regulation of actin cytoskeleton organization
113	455	380	0.36083	0.37319	3.016e+04	-0.093	regulation of secretion
114	32	32	0.35738	0.35985	9.971e-01	0.282	ribosome biogenesis
115	224	195	0.35362	0.41872	5.975e+03	-0.058	response to metal ion
116	90	78	0.35186	0.35082	1.007e+03	-0.058	carbohydrate transport
117	291	285	0.34572	0.44565	1.687e+03	0.107	RNA splicing
118	135	127	0.33381	0.31333	1.040e+03	-0.062	maintenance of location
119	206	188	0.33291	0.42382	3.492e+03	0.037	protein maturation
120	250	232	0.3227	0.35808	4.253e+03	-0.034	negative regulation of intracellular signal transduction
121	343	301	0.31518	0.3989	1.315e+04	-0.089	positive regulation of cell death
122	96	92	0.30684	0.27762	3.758e+02	-0.038	maintenance of protein location
123	154	127	0.30633	0.39895	3.759e+03	-0.093	xenobiotic metabolic process
124	264	248	0.3062	0.39761	4.009e+03	0.005	apoptotic signaling pathway
125	376	322	0.30256	0.3269	1.827e+04	0.055	embryonic morphogenesis
126	373	330	0.3	0.45826	1.465e+04	0.009	regulation of proteolysis
127	289	287	0.3	0.45826	5.629e+02	0.229	ncRNA metabolic process
128	143	134	0.3	0.45826	1.236e+03	-0.042	positive regulation of I-kappaB kinase/NF-kappaB signaling
129	324	312	0.3	0.45826	3.712e+03	-0.013	modification by symbiont of host morphology or physiology
130	399	341	0.3	0.45826	2.076e+04	-0.089	cation homeostasis
131	395	373	0.3	0.45826	8.164e+03	0.05	organophosphate biosynthetic process
132	291	237	0.29888	0.26106	1.394e+04	-0.33	regulation of ion transport
133	379	316	0.29268	0.42357	2.123e+04	-0.199	regulation of nucleotide metabolic process
134	278	265	0.29093	0.37989	3.450e+03	-0.134	immune response-activating signal transduction
135	307	290	0.28687	0.42285	4.946e+03	0.148	regulation of mitotic cell cycle
136	328	320	0.27925	0.39714	2.520e+03	0.102	proteolysis involved in cellular protein catabolic process
137	207	177	0.27903	0.42965	5.675e+03	-0.23	regulation of actin filament-based process
138	273	239	0.27632	0.39862	8.519e+03	-0.179	regulation of small GTPase mediated signal transduction
139	110	89	0.27461	0.39111	2.082e+03	-0.182	multi-multicellular organism process
140	458	385	0.27019	0.39102	2.962e+04	-0.311	hemostasis
141	319	283	0.26666	0.32827	1.056e+04	-0.067	positive regulation of apoptotic process
142	222	197	0.25885	0.32999	5.151e+03	-0.037	Wnt signaling pathway
143	428	380	0.25854	0.40622	1.870e+04	-0.101	positive regulation of kinase activity
144	190	179	0.25372	0.28051	2.002e+03	0.317	post-translational protein modification
145	40	40	0.24532	0.28494	9.964e-01	0.126	transcription from RNA polymerase III promoter
146	255	203	0.24334	0.31532	1.169e+04	-0.195	response to steroid hormone
147	333	305	0.24224	0.39634	8.687e+03	0.038	carbohydrate derivative catabolic process
148	286	250	0.23894	0.39568	9.431e+03	-0.123	protein localization
149	189	179	0.22582	0.39034	1.815e+03	0.011	nucleocytoplasmic transport
150	287	242	0.22389	0.30795	1.164e+04	-0.21	negative regulation of transport
151	209	190	0.2224	0.39441	3.732e+03	-0.079	response to virus
152	382	334	0.22192	0.34742	1.665e+04	-0.191	cellular response to cytokine stimulus
153	467	406	0.21562	0.34643	2.560e+04	-0.194	response to cytokine
154	284	260	0.21362	0.35068	6.379e+03	-0.2	immune response-regulating cell surface receptor signaling pathway
155	339	297	0.21324	0.33433	1.299e+04	-0.139	regulation of leukocyte activation
156	109	93	0.21324	0.27611	1.610e+03	-0.06	central nervous system development
157	165	151	0.21121	0.32017	2.188e+03	0.169	hexose metabolic process
158	443	393	0.21046	0.2739	2.013e+04	-0.202	regulation of defense response
159	194	184	0.20791	0.3018	1.863e+03	0.009	nuclear transport
160	137	127	0.20353	0.32815	1.310e+03	0.133	response to topologically incorrect protein
161	270	251	0.20184	0.39909	4.842e+03	-0.053	phospholipid metabolic process
162	327	303	0.2	0.4	7.356e+03	-0.166	activation of immune response
163	327	299	0.2	0.4	8.529e+03	-0.019	alcohol metabolic process
164	309	303	0.2	0.4	1.789e+03	0.107	ubiquitin-dependent protein catabolic process
165	262	231	0.2	0.4	7.486e+03	-0.082	fatty acid metabolic process
166	292	268	0.2	0.4	6.561e+03	0.154	male gamete generation
167	296	260	0.19837	0.30496	9.773e+03	-0.112	macromolecule localization
168	125	107	0.1969	0.30924	2.076e+03	0.057	ameboidal cell migration
169	316	304	0.19122	0.38295	3.622e+03	-0.013	modulation by virus of host morphology or physiology
170	187	169	0.18916	0.31684	3.162e+03	-0.022	regulation of apoptotic signaling pathway
171	221	186	0.18172	0.27867	7.009e+03	-0.151	response to decreased oxygen levels
172	176	149	0.1781	0.28093	4.337e+03	-0.298	response to fibroblast growth factor
173	127	122	0.17401	0.2894	6.189e+02	0.053	methylation
174	105	97	0.17016	0.33138	8.055e+02	-0.14	regulation of dephosphorylation
175	471	409	0.16413	0.28937	2.622e+04	-0.125	regulation of MAPK cascade
176	213	177	0.1569	0.3026	6.914e+03	-0.22	regulation of lipid metabolic process
177	135	129	0.15482	0.32571	7.865e+02	0.144	electron transport chain
178	121	120	0.14977	0.19196	1.207e+02	0.022	protein acylation
179	35	34	0.14918	0.15801	3.589e+01	0.171	binding of sperm to zona pellucida
180	315	309	0.14787	0.31611	1.823e+03	0.103	modification-dependent protein catabolic process
181	201	183	0.14416	0.3142	3.405e+03	-0.01	cellular protein complex assembly
182	226	207	0.14284	0.2035	4.043e+03	-0.005	regulation of DNA metabolic process
183	84	74	0.14018	0.23164	7.903e+02	-0.158	detection of stimulus involved in sensory perception
184	190	183	0.13466	0.18924	1.288e+03	0.141	establishment of protein localization to membrane
185	129	106	0.13434	0.25869	2.686e+03	-0.147	multi-organism reproductive process
186	202	171	0.13346	0.26693	5.699e+03	-0.256	regulation of anatomical structure size
187	61	60	0.13251	0.13861	6.166e+01	0.249	RNA modification
188	135	122	0.13122	0.30418	1.658e+03	-0.16	cellular component assembly involved in morphogenesis
189	282	255	0.13112	0.29548	7.086e+03	-0.108	glycerolipid metabolic process
190	35	35	0.1299	0.2289	9.968e-01	0.198	regulation of DNA-templated transcription, elongation
191	115	112	0.1287	0.20884	3.395e+02	0.072	macromolecule methylation
192	234	198	0.12455	0.17248	7.642e+03	-0.162	response to oxygen levels
193	366	319	0.12416	0.27866	1.562e+04	-0.16	regulation of cell activation
194	86	79	0.12272	0.30017	5.776e+02	-0.196	regulation of phosphatase activity
195	74	74	0.11998	0.22778	9.933e-01	0.241	cellular component biogenesis
196	344	286	0.1192	0.29885	1.777e+04	-0.238	negative regulation of multicellular organismal process
197	175	149	0.11866	0.29226	4.164e+03	-0.284	cellular response to fibroblast growth factor stimulus
198	149	135	0.1173	0.27348	1.970e+03	0.078	developmental growth
199	375	312	0.1171	0.26642	2.099e+04	-0.202	regulation of purine nucleotide metabolic process
200	76	60	0.11706	0.15847	1.090e+03	-0.199	reactive oxygen species metabolic process
201	315	279	0.10996	0.22116	1.042e+04	-0.212	regulation of intracellular transport
202	105	103	0.10939	0.15112	2.080e+02	0.106	regulation of gene expression, epigenetic
203	359	325	0.10727	0.21705	1.128e+04	-0.024	negative regulation of cellular component organization
204	159	135	0.10692	0.1019	3.494e+03	-0.204	heart development
205	310	277	0.10534	0.17246	9.444e+03	-0.063	negative regulation of phosphorus metabolic process & negative regulation of phosphate metabolic process
206	270	237	0.1044	0.29882	8.189e+03	0.008	organic anion transport
207	80	67	0.10352	0.17498	9.566e+02	0.159	cartilage development
208	224	192	0.10306	0.2991	6.547e+03	-0.01	monovalent inorganic cation transport
209	262	238	0.103	0.20403	5.876e+03	-0.006	negative regulation of phosphorylation
210	55	55	0.1018	0.16594	9.950e-01	0.268	ribonucleoprotein complex biogenesis
211	55	54	0.1004	0.29987	5.572e+01	0.011	negative regulation of phosphatase activity
212	153	130	0.10005	0.29998	3.225e+03	-0.025	glycosaminoglycan metabolic process
213	162	139	0.1	0.3	3.426e+03	0.009	aminoglycan metabolic process
214	98	86	0.1	0.3	1.102e+03	-0.022	glycosaminoglycan biosynthetic process
215	225	218	0.1	0.3	1.524e+03	0.101	regulation of translation
216	151	141	0.1	0.3	1.447e+03	0.051	membrane lipid metabolic process
217	180	173	0.1	0.3	1.220e+03	0.104	coenzyme metabolic process
218	152	138	0.1	0.3	2.011e+03	-0.046	microtubule-based movement
219	323	295	0.1	0.3	8.423e+03	0.118	gamete generation
220	291	267	0.1	0.3	6.539e+03	0.153	spermatogenesis
221	109	97	0.1	0.3	1.231e+03	0.5	epidermis development
222	149	143	0.1	0.3	8.683e+02	0.096	nucleobase-containing compound transport
223	373	356	0.1	0.3	6.000e+03	-0.029	interaction with host
224	351	312	0.1	0.3	1.256e+04	-0.16	regulation of establishment of protein localization
225	315	240	0.09796	0.23484	2.032e+04	-0.373	regulation of system process
226	62	49	0.09769	0.28578	7.253e+02	-0.281	actin filament-based movement
227	62	60	0.09479	0.12492	1.233e+02	0.2	DNA modification
228	217	177	0.09146	0.2223	7.759e+03	-0.134	response to alcohol
229	219	185	0.09041	0.1561	6.759e+03	-0.146	response to hypoxia
230	217	204	0.08853	0.20056	2.691e+03	-0.036	glycerophospholipid metabolic process
231	37	35	0.0863	0.14083	7.376e+01	0.068	regulation of TOR signaling
232	155	134	0.08538	0.23687	3.006e+03	-0.18	regulation of Ras protein signal transduction
233	71	66	0.08528	0.25584	3.439e+02	-0.008	protein import into nucleus & single-organism nuclear import
234	60	54	0.08528	0.24853	3.442e+02	0.009	cellular component disassembly involved in execution phase of apoptosis
235	113	101	0.08088	0.16814	1.278e+03	-0.073	Notch signaling pathway
236	90	86	0.08024	0.24072	3.522e+02	0.244	transition metal ion transport
237	110	107	0.07984	0.16071	3.248e+02	0.455	protein-DNA complex assembly
238	38	26	0.07965	0.23894	3.899e+02	-0.38	muscle filament sliding & actin-myosin filament sliding
239	49	41	0.07932	0.17056	3.635e+02	-0.039	endothelial cell migration
240	116	92	0.07888	0.1038	2.485e+03	-0.298	cell-substrate adhesion
241	160	145	0.07778	0.12005	2.264e+03	-0.194	cell projection assembly
242	87	66	0.07732	0.12177	1.607e+03	-0.217	muscle tissue development
243	173	145	0.07703	0.13281	4.402e+03	-0.158	transmembrane receptor protein serine/threonine kinase signaling pathway
244	75	63	0.07536	0.16635	8.298e+02	-0.182	integrin-mediated signaling pathway
245	235	217	0.07528	0.12871	3.994e+03	-0.057	negative regulation of cell cycle
246	443	423	0.07351	0.22052	8.329e+03	0.028	protein ubiquitination
247	82	79	0.07344	0.18903	2.422e+02	-0.0	maintenance of protein location in cell
248	30	27	0.07336	0.22007	8.778e+01	-0.005	tight junction assembly
249	25	24	0.0703	0.17664	2.594e+01	0.404	tumor necrosis factor-mediated signaling pathway
250	341	320	0.06972	0.20915	6.743e+03	0.059	negative regulation of protein modification process
251	52	50	0.06404	0.07244	1.035e+02	0.124	cell-cell recognition
252	65	54	0.06371	0.1638	6.574e+02	-0.253	calcium-mediated signaling
253	232	202	0.06224	0.08656	6.397e+03	0.073	reproductive structure development
254	111	105	0.0615	0.18146	6.456e+02	0.334	carbohydrate catabolic process
255	115	92	0.06058	0.10892	2.370e+03	-0.378	second-messenger-mediated signaling
256	103	95	0.05924	0.11863	7.898e+02	-0.132	regulation of actin filament length
257	115	100	0.0588	0.06208	1.605e+03	-0.055	carbohydrate homeostasis & glucose homeostasis
258	69	63	0.0584	0.1011	3.976e+02	0.232	tube closure
259	76	76	0.05766	0.06575	9.931e-01	0.05	protein modification by small protein removal
260	88	74	0.05763	0.08608	1.134e+03	-0.183	lipid homeostasis
261	31	30	0.05554	0.15835	3.191e+01	0.122	tetrapyrrole biosynthetic process
262	44	43	0.05374	0.12101	4.482e+01	0.21	sperm-egg recognition
263	465	401	0.05288	0.11015	2.665e+04	-0.156	positive regulation of hydrolase activity
264	84	69	0.05231	0.07499	1.148e+03	-0.207	neurotransmitter transport
265	65	63	0.052	0.156	1.292e+02	0.198	positive regulation of nuclease activity
266	119	117	0.05142	0.15427	2.355e+02	0.438	nucleosome organization
267	54	54	0.05032	0.15095	9.951e-01	0.012	vacuole organization
268	32	31	0.04994	0.11777	3.291e+01	0.223	execution phase of apoptosis
269	358	340	0.04934	0.08613	6.092e+03	0.096	glycosyl compound metabolic process
270	153	130	0.04903	0.08591	3.225e+03	-0.062	response to wounding
271	325	288	0.049	0.10913	1.104e+04	-0.07	positive regulation of programmed cell death
272	63	51	0.04876	0.07536	6.874e+02	-0.142	cellular response to tumor necrosis factor
