Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	380	365	1.0	0.0	5.383e+03	0.327	mitotic cell cycle
2	363	354	1.0	0.0	3.113e+03	0.241	DNA repair
3	327	278	1.0	0.0	1.439e+04	0.013	transcription from RNA polymerase II promoter
4	255	254	1.0	0.0	2.493e+02	0.31	translation
5	188	172	1.0	0.0	2.836e+03	0.142	protein folding
6	417	326	1.0	0.0	3.256e+04	-0.102	small GTPase mediated signal transduction
7	464	358	1.0	0.0	4.177e+04	0.051	multicellular organismal development
8	388	287	1.0	0.0	3.295e+04	0.064	organ morphogenesis
9	393	361	1.0	0.0	1.161e+04	0.099	chromatin modification
10	429	381	1.0	0.0	1.866e+04	0.154	cellular macromolecular complex assembly
11	170	156	1.0	0.0	2.252e+03	0.061	Golgi vesicle transport
12	220	176	0.98787	0.0364	8.557e+03	-0.062	lipid catabolic process
13	477	368	0.98488	0.04536	4.410e+04	-0.097	protein phosphorylation
14	389	280	0.98209	0.05374	3.525e+04	0.061	pattern specification process
15	388	317	0.9742	0.06601	2.416e+04	0.026	nitrogen compound transport
16	395	348	0.96717	0.0985	1.682e+04	0.213	cellular amino acid metabolic process
17	184	170	0.95869	0.0828	2.441e+03	0.319	chromosome organization
18	461	388	0.95838	0.1101	2.967e+04	0.019	peptidyl-amino acid modification
19	133	118	0.95634	0.12353	1.867e+03	-0.053	endosomal transport
20	368	327	0.93643	0.125	1.376e+04	0.187	regulation of cell cycle process
21	328	254	0.91168	0.20673	2.093e+04	-0.091	protein oligomerization
22	402	280	0.90788	0.27635	4.019e+04	-0.102	metal ion transport
23	440	350	0.90458	0.20423	3.415e+04	0.049	monocarboxylic acid metabolic process
24	369	356	0.9	0.3	4.545e+03	0.093	mRNA processing
25	422	291	0.9	0.3	4.504e+04	-0.115	synaptic transmission
26	482	378	0.9	0.3	4.279e+04	-0.077	regulation of cellular catabolic process
27	475	435	0.9	0.3	1.737e+04	0.033	protein modification by small protein conjugation
28	425	317	0.89293	0.29839	3.859e+04	-0.0	sensory perception
29	259	196	0.87792	0.29919	1.403e+04	-0.158	cellular localization
30	258	188	0.85687	0.29341	1.529e+04	-0.081	detection of stimulus
31	376	317	0.84611	0.32459	1.975e+04	0.056	generation of precursor metabolites and energy
32	234	211	0.83759	0.33538	5.013e+03	0.115	cofactor metabolic process
33	281	198	0.83674	0.3367	1.943e+04	-0.069	nervous system development
34	54	50	0.8077	0.25276	2.099e+02	0.159	cell redox homeostasis
35	293	213	0.7848	0.32054	1.975e+04	-0.164	regulation of cell growth
36	294	214	0.78318	0.34582	1.983e+04	-0.076	growth
37	374	293	0.77713	0.37546	2.613e+04	-0.024	regulation of protein serine/threonine kinase activity
38	153	127	0.77416	0.39455	3.602e+03	-0.076	dephosphorylation
39	196	168	0.7533	0.31422	5.016e+03	0.213	monosaccharide metabolic process
40	213	180	0.75146	0.38391	6.371e+03	-0.025	DNA-templated transcription, initiation
41	419	319	0.74297	0.39423	3.555e+04	-0.045	organic hydroxy compound metabolic process
42	470	386	0.72805	0.39032	3.441e+04	-0.004	lipid biosynthetic process
43	162	112	0.72145	0.35259	6.779e+03	-0.118	lipid transport
44	203	180	0.70512	0.40806	4.330e+03	0.059	antigen processing and presentation
45	289	285	0.7	0.45826	1.117e+03	0.229	ncRNA metabolic process
46	343	296	0.7	0.45826	1.455e+04	0.094	carbohydrate derivative biosynthetic process
47	241	191	0.68418	0.38506	1.059e+04	-0.098	positive regulation of cytokine production
48	450	319	0.65593	0.42886	4.843e+04	-0.136	negative regulation of cell differentiation
49	175	168	0.63588	0.29513	1.184e+03	0.365	DNA replication
50	20	15	0.6208	0.3347	9.084e+01	0.586	calcium-independent cell-cell adhesion
51	478	408	0.61365	0.44042	2.963e+04	0.081	organonitrogen compound catabolic process
52	247	216	0.60782	0.4808	7.022e+03	0.215	glycosylation
53	316	219	0.60658	0.42125	2.528e+04	-0.092	response to inorganic substance
54	202	147	0.5978	0.38818	9.453e+03	-0.019	neuron differentiation
55	270	251	0.58621	0.48029	4.828e+03	0.156	establishment of protein localization to organelle
56	368	321	0.58094	0.45497	1.564e+04	0.026	posttranscriptional regulation of gene expression
57	238	165	0.57908	0.47666	1.444e+04	0.111	epithelium development
58	329	303	0.57047	0.47352	7.964e+03	0.304	organelle fission
59	57	44	0.56359	0.41003	6.606e+02	0.495	digestion
60	303	214	0.51697	0.41301	2.244e+04	0.074	extracellular matrix organization
61	105	81	0.51244	0.48882	2.224e+03	-0.14	regulation of dephosphorylation
62	399	286	0.50943	0.49129	3.739e+04	-0.089	cation homeostasis
63	266	197	0.50568	0.49458	1.563e+04	-0.106	lymphocyte activation
64	441	376	0.50504	0.46173	2.547e+04	0.066	negative regulation of cellular protein metabolic process
65	144	126	0.50175	0.36142	2.406e+03	0.048	mitochondrion organization
66	197	160	0.5	0.5	6.503e+03	-0.042	regulation of I-kappaB kinase/NF-kappaB signaling
67	143	118	0.5	0.5	3.232e+03	-0.042	positive regulation of I-kappaB kinase/NF-kappaB signaling
68	437	310	0.49057	0.49129	4.566e+04	-0.103	ion homeostasis
69	321	230	0.4783	0.34518	2.440e+04	-0.003	anion transport
70	219	161	0.47005	0.42076	1.083e+04	-0.146	response to hypoxia
71	187	151	0.45536	0.3842	5.997e+03	-0.022	regulation of apoptotic signaling pathway
72	316	272	0.44606	0.47143	1.257e+04	-0.013	modulation by virus of host morphology or physiology
73	206	163	0.43361	0.47252	7.805e+03	0.037	protein maturation
74	155	122	0.43204	0.40769	4.523e+03	0.295	skeletal system development
75	305	280	0.42992	0.47342	7.107e+03	0.316	nuclear division
76	387	333	0.42719	0.32979	1.875e+04	0.047	purine-containing compound metabolic process
77	426	292	0.42712	0.43245	4.638e+04	-0.125	behavior
78	262	238	0.42516	0.47275	5.859e+03	0.126	protein targeting
79	209	206	0.42046	0.3852	6.117e+02	0.166	RNA catabolic process
80	306	273	0.41755	0.27088	9.287e+03	0.283	cellular component disassembly
81	125	89	0.40106	0.31262	3.828e+03	0.057	ameboidal cell migration
82	109	82	0.4	0.4899	2.568e+03	0.5	epidermis development
83	114	87	0.39708	0.35124	2.700e+03	-0.013	neuron projection development
84	137	123	0.3864	0.43655	1.804e+03	0.133	response to topologically incorrect protein
85	55	48	0.38353	0.47189	3.631e+02	0.011	negative regulation of phosphatase activity
86	244	213	0.37737	0.46383	6.934e+03	0.217	protein glycosylation & macromolecule glycosylation
87	329	235	0.37196	0.46198	2.578e+04	-0.165	leukocyte activation
88	291	237	0.3707	0.46105	1.390e+04	0.153	spermatogenesis
89	151	128	0.35956	0.43935	3.175e+03	0.051	membrane lipid metabolic process
90	309	292	0.35114	0.45039	4.961e+03	0.107	ubiquitin-dependent protein catabolic process
