Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	155	89	1.0	0.0	8.045e+03	0.295	skeletal system development
2	363	253	1.0	0.0	3.365e+04	0.241	DNA repair
3	255	230	1.0	0.0	6.063e+03	0.31	translation
4	395	249	1.0	0.0	4.656e+04	0.213	cellular amino acid metabolic process
5	57	34	1.0	0.0	1.057e+03	0.495	digestion
6	190	133	0.9916	0.0252	9.194e+03	0.317	post-translational protein modification
7	20	12	0.97285	0.04775	1.329e+02	0.586	calcium-independent cell-cell adhesion
8	425	202	0.9012	0.29086	6.901e+04	-0.0	sensory perception
9	188	122	0.8529	0.29595	1.021e+04	0.142	protein folding
10	66	37	0.80714	0.38606	1.506e+03	0.061	aminoglycan catabolic process
11	289	219	0.80571	0.35526	1.772e+04	0.229	ncRNA metabolic process
12	90	57	0.80034	0.39933	2.437e+03	0.244	transition metal ion transport
13	137	85	0.77561	0.27525	5.776e+03	0.133	response to topologically incorrect protein
14	238	112	0.72135	0.41559	2.197e+04	0.111	epithelium development
15	196	120	0.72093	0.42813	1.198e+04	0.213	monosaccharide metabolic process
16	292	167	0.70018	0.45798	2.848e+04	0.154	male gamete generation
17	40	32	0.68912	0.27447	2.928e+02	0.481	purine nucleobase metabolic process
18	87	40	0.64246	0.35697	3.015e+03	0.064	neuropeptide signaling pathway
19	380	259	0.6	0.4899	3.836e+04	0.327	mitotic cell cycle
20	184	122	0.59199	0.39039	9.472e+03	0.319	chromosome organization
21	25	15	0.58298	0.44197	2.058e+02	0.404	tumor necrosis factor-mediated signaling pathway
22	175	125	0.57408	0.43146	7.496e+03	0.365	DNA replication
23	111	76	0.53414	0.41836	3.282e+03	0.334	carbohydrate catabolic process
24	37	23	0.52776	0.43244	4.275e+02	0.099	neural precursor cell proliferation
25	184	99	0.52318	0.44981	1.199e+04	0.063	organic acid transport & carboxylic acid transport
26	46	23	0.50108	0.348	8.046e+02	0.056	excretion
27	113	51	0.47388	0.45761	5.129e+03	0.064	neuron development
28	150	110	0.47288	0.45251	5.204e+03	0.324	G1/S transition of mitotic cell cycle & cell cycle G1/S phase transition
29	135	103	0.46354	0.47487	3.815e+03	0.144	electron transport chain
30	37	24	0.44154	0.34527	4.036e+02	0.317	carbohydrate derivative transport
31	97	80	0.43841	0.47175	1.512e+03	0.152	respiratory electron transport chain
32	234	143	0.39701	0.36996	1.708e+04	0.115	cofactor metabolic process
33	97	66	0.39073	0.39736	2.537e+03	0.176	mitochondrial transport
34	189	103	0.3688	0.36128	1.252e+04	0.183	regulation of cell division
35	110	79	0.36633	0.44032	2.939e+03	0.455	protein-DNA complex assembly
36	114	55	0.33766	0.39208	5.000e+03	0.151	embryonic organ morphogenesis
37	40	24	0.33531	0.42197	5.203e+02	0.592	endocrine pancreas development
38	79	46	0.32783	0.44585	2.075e+03	0.226	biological phase
39	48	35	0.31828	0.34029	5.464e+02	0.206	establishment of protein localization to mitochondrion
40	250	119	0.30459	0.45545	2.405e+04	0.107	epithelial cell differentiation
41	291	166	0.3	0.45826	2.836e+04	0.153	spermatogenesis
42	59	34	0.29554	0.27154	1.174e+03	0.418	cell fate specification
43	305	185	0.29415	0.3903	2.919e+04	0.316	nuclear division
44	32	19	0.29389	0.33616	3.386e+02	0.242	regulation of tyrosine phosphorylation of Stat3 protein
45	55	48	0.28588	0.19829	3.648e+02	0.268	ribonucleoprotein complex biogenesis
46	22	16	0.28098	0.27142	1.179e+02	0.342	glycerol metabolic process
47	109	60	0.27884	0.41567	4.151e+03	0.5	epidermis development
48	70	45	0.27115	0.37902	1.448e+03	0.764	collagen catabolic process
49	97	72	0.26894	0.36939	2.122e+03	0.513	nucleosome assembly
50	304	146	0.2667	0.38119	3.526e+04	0.072	extracellular structure organization
51	44	31	0.26394	0.3536	4.945e+02	0.36	glycolytic process
52	220	108	0.25603	0.38358	1.828e+04	-0.041	response to nutrient levels
