Creation Time:	2022-12-29 16:22:12

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.7000000000000001
threshold type:	proportion
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2200722133

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	8532
Proportion perturbed genes:	0.6999753876445975

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.24838709677419354
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-8204.610771778807 +- 7.96712623707946

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	380	346	1.0	0.0	1.183e+04	0.327	mitotic cell cycle
2	363	332	1.0	0.0	1.035e+04	0.241	DNA repair
3	255	251	1.0	0.0	9.850e+02	0.31	translation
4	188	158	1.0	0.0	5.100e+03	0.142	protein folding
5	464	306	1.0	0.0	5.813e+04	0.051	multicellular organismal development
6	425	275	1.0	0.0	5.039e+04	-0.0	sensory perception
7	170	136	1.0	0.0	5.126e+03	0.061	Golgi vesicle transport
8	57	38	0.99799	0.00602	9.079e+02	0.495	digestion
9	440	315	0.98532	0.04405	4.514e+04	0.049	monocarboxylic acid metabolic process
10	395	316	0.9831	0.05069	2.695e+04	0.213	cellular amino acid metabolic process
11	475	391	0.95378	0.07472	3.456e+04	0.033	protein modification by small protein conjugation
12	220	149	0.94114	0.11913	1.285e+04	-0.062	lipid catabolic process
13	289	278	0.90094	0.29717	3.021e+03	0.229	ncRNA metabolic process
14	368	293	0.9	0.3	2.386e+04	0.187	regulation of cell cycle process
15	393	328	0.9	0.3	2.247e+04	0.099	chromatin modification
16	402	246	0.9	0.3	4.867e+04	-0.102	metal ion transport
17	238	145	0.9	0.3	1.745e+04	0.111	epithelium development
18	234	194	0.8953	0.28904	8.366e+03	0.115	cofactor metabolic process
19	388	284	0.89528	0.21391	3.361e+04	0.026	nitrogen compound transport
20	155	110	0.88006	0.29932	5.893e+03	0.295	skeletal system development
21	369	346	0.85938	0.30038	7.890e+03	0.093	mRNA processing
22	429	347	0.85924	0.31113	3.041e+04	0.154	cellular macromolecular complex assembly
23	374	250	0.85318	0.29075	3.732e+04	-0.024	regulation of protein serine/threonine kinase activity
24	184	160	0.8461	0.31639	4.058e+03	0.319	chromosome organization
25	343	265	0.83425	0.30788	2.290e+04	0.094	carbohydrate derivative biosynthetic process
26	213	170	0.83299	0.34207	8.071e+03	-0.025	DNA-templated transcription, initiation
27	20	14	0.83173	0.25156	1.058e+02	0.586	calcium-independent cell-cell adhesion
28	40	37	0.83159	0.20866	1.175e+02	0.126	transcription from RNA polymerase III promoter
29	329	277	0.8	0.4	1.522e+04	0.304	organelle fission
30	327	258	0.7608	0.32947	1.952e+04	0.013	transcription from RNA polymerase II promoter
31	270	241	0.74376	0.40739	7.203e+03	0.156	establishment of protein localization to organelle
32	72	60	0.73055	0.28841	7.928e+02	-0.038	autophagy
33	197	141	0.6708	0.44739	9.304e+03	-0.042	regulation of I-kappaB kinase/NF-kappaB signaling
34	441	335	0.66413	0.42394	3.930e+04	0.066	negative regulation of cellular protein metabolic process
35	54	45	0.65523	0.28969	4.484e+02	0.159	cell redox homeostasis
36	250	154	0.65509	0.37181	1.897e+04	0.107	epithelial cell differentiation
37	196	152	0.63192	0.39334	7.522e+03	0.213	monosaccharide metabolic process
38	87	51	0.63184	0.29611	2.482e+03	0.064	neuropeptide signaling pathway
39	190	157	0.61448	0.39858	5.626e+03	0.317	post-translational protein modification
40	399	245	0.6	0.4899	4.776e+04	-0.089	cation homeostasis
41	417	267	0.58084	0.3901	4.929e+04	-0.102	small GTPase mediated signal transduction
42	328	222	0.5676	0.34515	2.825e+04	-0.091	protein oligomerization
43	470	321	0.55572	0.4638	5.624e+04	-0.004	lipid biosynthetic process
44	388	247	0.55511	0.38119	4.315e+04	0.064	organ morphogenesis
45	206	146	0.51966	0.48355	1.037e+04	0.037	protein maturation
46	173	115	0.50369	0.4117	8.239e+03	-0.009	brain development
47	422	242	0.5	0.5	5.747e+04	-0.115	synaptic transmission
48	478	368	0.5	0.5	4.427e+04	0.081	organonitrogen compound catabolic process
49	244	193	0.49688	0.38314	1.088e+04	0.217	protein glycosylation & macromolecule glycosylation
50	59	42	0.4914	0.40386	8.629e+02	0.418	cell fate specification
51	114	73	0.48219	0.42154	3.812e+03	-0.013	neuron projection development
52	135	120	0.46135	0.47413	1.892e+03	0.144	electron transport chain
53	419	257	0.45949	0.42939	5.263e+04	-0.045	organic hydroxy compound metabolic process
54	127	105	0.44678	0.3648	2.529e+03	0.053	methylation
55	232	149	0.44317	0.40022	1.550e+04	-0.018	steroid metabolic process
56	376	291	0.43936	0.47165	2.728e+04	0.056	generation of precursor metabolites and energy
57	225	190	0.43501	0.35253	7.104e+03	0.101	regulation of translation
58	306	247	0.42361	0.40702	1.581e+04	0.283	cellular component disassembly
59	37	27	0.3962	0.3022	3.248e+02	0.099	neural precursor cell proliferation
60	219	142	0.39258	0.43136	1.364e+04	-0.146	response to hypoxia
61	167	100	0.39099	0.44292	8.836e+03	-0.101	regulation of peptidyl-tyrosine phosphorylation
62	292	214	0.38593	0.42702	1.918e+04	0.154	male gamete generation
63	108	75	0.38132	0.36598	3.004e+03	0.212	tube formation
64	175	159	0.38018	0.34134	2.629e+03	0.365	DNA replication
65	247	196	0.36882	0.38233	1.103e+04	0.215	glycosylation
66	144	116	0.36677	0.36935	3.599e+03	0.048	mitochondrion organization
67	248	216	0.36388	0.42746	7.239e+03	0.141	protein catabolic process
68	316	240	0.34345	0.39464	2.047e+04	-0.013	modulation by virus of host morphology or physiology
69	376	237	0.33658	0.42886	4.112e+04	0.055	embryonic morphogenesis
70	195	122	0.33062	0.32409	1.139e+04	0.019	regulation of hormone secretion
71	68	49	0.32139	0.3973	1.114e+03	0.275	neural tube closure
72	333	260	0.32008	0.44784	2.093e+04	0.038	carbohydrate derivative catabolic process
73	276	216	0.31502	0.31365	1.436e+04	0.066	organophosphate catabolic process
74	221	143	0.31448	0.39704	1.393e+04	-0.151	response to decreased oxygen levels
75	109	72	0.31198	0.45165	3.332e+03	-0.138	regulation of protein polymerization
76	61	32	0.30381	0.31926	1.356e+03	-0.058	epithelial cell migration
77	309	272	0.30192	0.3944	1.040e+04	0.107	ubiquitin-dependent protein catabolic process
78	437	264	0.3	0.45826	5.818e+04	-0.103	ion homeostasis
79	125	74	0.29808	0.3836	5.041e+03	0.057	ameboidal cell migration
80	137	113	0.29754	0.39897	2.969e+03	0.133	response to topologically incorrect protein
81	143	103	0.28924	0.44269	4.869e+03	-0.042	positive regulation of I-kappaB kinase/NF-kappaB signaling
82	439	297	0.28705	0.43975	5.005e+04	0.044	multicellular organismal reproductive process
83	189	157	0.28453	0.30095	5.440e+03	0.011	nucleocytoplasmic transport
84	187	130	0.28397	0.35929	8.894e+03	-0.022	regulation of apoptotic signaling pathway
85	323	236	0.28164	0.41029	2.356e+04	0.118	gamete generation
86	248	162	0.27842	0.34471	1.724e+04	-0.098	response to oxidative stress
87	202	124	0.2777	0.3775	1.251e+04	-0.019	neuron differentiation
88	46	27	0.26708	0.29311	7.010e+02	0.056	excretion
89	130	107	0.26341	0.34288	2.700e+03	0.12	response to unfolded protein
90	461	339	0.25858	0.29579	4.656e+04	0.019	peptidyl-amino acid modification
91	118	87	0.25637	0.40749	3.156e+03	0.061	sphingolipid metabolic process
92	262	225	0.25624	0.40739	8.771e+03	0.126	protein targeting
93	63	38	0.25402	0.37646	1.268e+03	0.119	biomineral tissue development
94	395	293	0.25395	0.38213	3.372e+04	0.05	organophosphate biosynthetic process
95	368	290	0.24739	0.31465	2.471e+04	0.026	posttranscriptional regulation of gene expression
96	175	89	0.24161	0.37281	1.121e+04	-0.281	regulation of membrane potential
97	51	32	0.23982	0.35355	7.951e+02	-0.044	regulation of tyrosine phosphorylation of STAT protein
98	315	275	0.23856	0.38977	1.141e+04	0.103	modification-dependent protein catabolic process
99	151	112	0.23802	0.38774	5.069e+03	0.051	membrane lipid metabolic process
100	447	282	0.22882	0.35535	5.761e+04	-0.014	cell development
101	281	172	0.22454	0.39095	2.408e+04	-0.069	nervous system development
102	69	49	0.22127	0.35152	1.183e+03	0.232	tube closure
