Creation Time:	2022-12-29 16:23:06

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.7000000000000001
threshold type:	proportion
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1201892927

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	8532
Proportion perturbed genes:	0.6999753876445975

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.2306451612903226
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-8052.93403613352 +- 8.698206520229308

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	380	346	1.0	0.0	1.183e+04	0.327	mitotic cell cycle
2	363	332	1.0	0.0	1.035e+04	0.241	DNA repair
3	327	258	1.0	0.0	1.952e+04	0.013	transcription from RNA polymerase II promoter
4	255	251	1.0	0.0	9.850e+02	0.31	translation
5	188	158	1.0	0.0	5.100e+03	0.142	protein folding
6	464	306	1.0	0.0	5.813e+04	0.051	multicellular organismal development
7	425	275	1.0	0.0	5.039e+04	-0.0	sensory perception
8	475	391	1.0	0.0	3.456e+04	0.033	protein modification by small protein conjugation
9	170	136	1.0	0.0	5.126e+03	0.061	Golgi vesicle transport
10	184	160	1.0	0.0	4.058e+03	0.319	chromosome organization
11	368	293	0.98708	0.03876	2.386e+04	0.187	regulation of cell cycle process
12	220	149	0.9379	0.14114	1.285e+04	-0.062	lipid catabolic process
13	213	170	0.9	0.3	8.071e+03	-0.025	DNA-templated transcription, initiation
14	440	315	0.9	0.3	4.514e+04	0.049	monocarboxylic acid metabolic process
15	429	347	0.9	0.3	3.041e+04	0.154	cellular macromolecular complex assembly
16	270	241	0.9	0.3	7.203e+03	0.156	establishment of protein localization to organelle
17	395	316	0.88928	0.24371	2.695e+04	0.213	cellular amino acid metabolic process
18	393	328	0.86887	0.28081	2.247e+04	0.099	chromatin modification
19	374	250	0.85801	0.21416	3.732e+04	-0.024	regulation of protein serine/threonine kinase activity
20	441	335	0.7969	0.34752	3.930e+04	0.066	negative regulation of cellular protein metabolic process
21	343	265	0.78524	0.38867	2.290e+04	0.094	carbohydrate derivative biosynthetic process
22	155	110	0.7729	0.3117	5.893e+03	0.295	skeletal system development
23	369	346	0.76309	0.31477	7.890e+03	0.093	mRNA processing
24	144	116	0.72723	0.42245	3.599e+03	0.048	mitochondrion organization
25	40	37	0.7151	0.28207	1.175e+02	0.126	transcription from RNA polymerase III promoter
26	289	278	0.7	0.45826	3.021e+03	0.229	ncRNA metabolic process
27	72	60	0.69819	0.35931	7.928e+02	-0.038	autophagy
28	115	96	0.68196	0.2866	1.990e+03	0.072	macromolecule methylation
29	234	194	0.67485	0.44644	8.366e+03	0.115	cofactor metabolic process
30	221	143	0.66567	0.37655	1.393e+04	-0.151	response to decreased oxygen levels
31	376	291	0.6496	0.45014	2.728e+04	0.056	generation of precursor metabolites and energy
32	54	45	0.64451	0.36317	4.484e+02	0.159	cell redox homeostasis
33	108	75	0.61513	0.41992	3.004e+03	0.212	tube formation
34	402	246	0.6	0.4899	4.867e+04	-0.102	metal ion transport
35	368	290	0.59737	0.48781	2.471e+04	0.026	posttranscriptional regulation of gene expression
36	470	321	0.59293	0.46216	5.624e+04	-0.004	lipid biosynthetic process
37	388	284	0.58978	0.48246	3.361e+04	0.026	nitrogen compound transport
38	57	38	0.57169	0.36529	9.079e+02	0.495	digestion
39	196	152	0.57155	0.44547	7.522e+03	0.213	monosaccharide metabolic process
40	247	196	0.55407	0.39934	1.103e+04	0.215	glycosylation
41	190	157	0.54857	0.34468	5.626e+03	0.317	post-translational protein modification
42	143	103	0.52677	0.45899	4.869e+03	-0.042	positive regulation of I-kappaB kinase/NF-kappaB signaling
43	399	245	0.51477	0.4734	4.776e+04	-0.089	cation homeostasis
44	195	123	0.50113	0.32973	1.127e+04	0.042	gland development
45	198	134	0.49903	0.42809	1.045e+04	-0.087	regulation of protein complex assembly
46	109	74	0.48829	0.44783	3.186e+03	0.5	epidermis development
47	306	247	0.48545	0.4371	1.581e+04	0.283	cellular component disassembly
48	478	368	0.48524	0.42717	4.427e+04	0.081	organonitrogen compound catabolic process
49	197	141	0.47411	0.45917	9.304e+03	-0.042	regulation of I-kappaB kinase/NF-kappaB signaling
50	194	160	0.47098	0.39094	5.911e+03	0.009	nuclear transport
51	325	214	0.44074	0.3873	2.901e+04	-0.07	positive regulation of programmed cell death
52	122	91	0.43551	0.47217	3.276e+03	0.079	cellular carbohydrate metabolic process
53	226	197	0.42332	0.44084	5.997e+03	0.349	mitotic nuclear division
54	333	260	0.42057	0.42045	2.093e+04	0.038	carbohydrate derivative catabolic process
55	89	71	0.40145	0.42096	1.436e+03	0.112	antigen processing and presentation of peptide antigen via MHC class II
56	137	113	0.4013	0.34492	2.969e+03	0.133	response to topologically incorrect protein
57	238	145	0.40034	0.48962	1.745e+04	0.111	epithelium development
58	20	14	0.39354	0.32692	1.058e+02	0.586	calcium-independent cell-cell adhesion
59	329	277	0.3774	0.43012	1.522e+04	0.304	organelle fission
60	292	214	0.37315	0.42532	1.918e+04	0.154	male gamete generation
61	94	58	0.3696	0.38505	2.730e+03	-0.222	response to retinoic acid
62	81	55	0.36852	0.29462	1.768e+03	0.169	regeneration
63	319	279	0.36571	0.40241	1.156e+04	0.102	modification-dependent macromolecule catabolic process
64	225	190	0.36022	0.44566	7.104e+03	0.101	regulation of translation
65	175	159	0.35092	0.2228	2.629e+03	0.365	DNA replication
66	135	120	0.3504	0.45014	1.892e+03	0.144	electron transport chain
67	291	213	0.34784	0.43666	1.911e+04	0.153	spermatogenesis
68	113	75	0.32242	0.44465	3.552e+03	0.064	neuron development
69	90	73	0.31826	0.41501	1.382e+03	0.244	transition metal ion transport
70	195	122	0.31822	0.34251	1.139e+04	0.019	regulation of hormone secretion
71	151	112	0.31062	0.43361	5.069e+03	0.051	membrane lipid metabolic process
72	201	195	0.30009	0.4582	1.164e+03	0.219	ncRNA processing
73	37	31	0.29747	0.45444	2.072e+02	0.317	carbohydrate derivative transport
74	316	240	0.29703	0.3876	2.047e+04	-0.013	modulation by virus of host morphology or physiology
75	94	65	0.29578	0.3907	2.299e+03	-0.128	regulation of transforming growth factor beta receptor signaling pathway
76	250	154	0.2824	0.39027	1.897e+04	0.107	epithelial cell differentiation
77	417	267	0.27831	0.39224	4.929e+04	-0.102	small GTPase mediated signal transduction
78	276	216	0.2761	0.32132	1.436e+04	0.066	organophosphate catabolic process
79	291	276	0.26785	0.30786	4.120e+03	0.107	RNA splicing
80	232	149	0.26672	0.40737	1.550e+04	-0.018	steroid metabolic process
81	69	49	0.2609	0.35954	1.183e+03	0.232	tube closure
82	395	293	0.25803	0.38994	3.372e+04	0.05	organophosphate biosynthetic process
83	54	45	0.23657	0.25132	4.484e+02	0.012	vacuole organization
84	244	193	0.23598	0.36075	1.088e+04	0.217	protein glycosylation & macromolecule glycosylation
85	236	152	0.22677	0.39449	1.596e+04	-0.138	response to acid chemical
86	203	158	0.22574	0.3103	7.973e+03	0.059	antigen processing and presentation
87	118	87	0.22099	0.32607	3.156e+03	0.061	sphingolipid metabolic process
88	309	272	0.21817	0.39459	1.040e+04	0.107	ubiquitin-dependent protein catabolic process
89	173	115	0.21543	0.271	8.239e+03	-0.009	brain development
90	315	275	0.21446	0.39481	1.141e+04	0.103	modification-dependent protein catabolic process
91	32	31	0.21177	0.17478	3.288e+01	0.282	ribosome biogenesis
92	37	27	0.20778	0.26698	3.248e+02	0.099	neural precursor cell proliferation
93	328	286	0.20183	0.34392	1.245e+04	0.102	proteolysis involved in cellular protein catabolic process
94	305	255	0.2	0.4	1.357e+04	0.316	nuclear division
95	112	81	0.2	0.4	2.974e+03	0.099	amino acid transport
96	135	92	0.19376	0.33559	4.837e+03	-0.122	regulation of cellular component size
97	323	236	0.19301	0.32104	2.356e+04	0.118	gamete generation
98	206	146	0.19269	0.31403	1.037e+04	0.037	protein maturation
99	482	312	0.18971	0.38012	6.439e+04	-0.077	regulation of cellular catabolic process
100	127	105	0.18966	0.24312	2.529e+03	0.053	methylation
101	63	38	0.18656	0.30611	1.268e+03	0.119	biomineral tissue development
102	63	40	0.1856	0.32535	1.190e+03	-0.093	monovalent inorganic cation homeostasis
