Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	150	95	0.98546	0.02839	6.742e+03	0.324	G1/S transition of mitotic cell cycle & cell cycle G1/S phase transition
2	255	184	0.96712	0.09863	1.555e+04	0.31	translation
3	57	33	0.94255	0.17234	1.091e+03	0.495	digestion
4	102	63	0.9	0.3	3.230e+03	0.42	cellular amino acid biosynthetic process
5	84	53	0.77736	0.32827	2.136e+03	0.519	chromosome segregation
6	190	112	0.75467	0.39704	1.176e+04	0.317	post-translational protein modification
7	40	28	0.72826	0.33167	4.147e+02	0.481	purine nucleobase metabolic process
8	21	15	0.65276	0.31308	1.119e+02	0.936	neuron fate specification
9	25	17	0.64549	0.35472	1.729e+02	0.543	regulation of mesonephros development
10	123	77	0.55196	0.32923	4.610e+03	0.242	tRNA metabolic process
11	111	63	0.54434	0.46426	4.188e+03	0.334	carbohydrate catabolic process
12	70	43	0.5354	0.357	1.537e+03	0.764	collagen catabolic process
13	97	66	0.47695	0.41778	2.538e+03	0.513	nucleosome assembly
14	105	59	0.44947	0.45694	3.785e+03	0.333	single-organism carbohydrate catabolic process
15	34	24	0.39336	0.3519	2.958e+02	0.484	base-excision repair
16	76	40	0.35731	0.34347	2.102e+03	0.342	epidermal cell differentiation
17	55	30	0.34662	0.39221	1.074e+03	0.355	keratinocyte differentiation
18	20	11	0.3278	0.25265	1.449e+02	0.586	calcium-independent cell-cell adhesion
19	289	170	0.31155	0.27793	2.717e+04	0.229	ncRNA metabolic process
20	119	76	0.30282	0.43356	4.203e+03	0.438	nucleosome organization
21	40	21	0.26592	0.17193	5.893e+02	0.592	endocrine pancreas development
22	51	30	0.25066	0.39484	8.608e+02	0.59	O-glycan processing
23	77	45	0.21834	0.25642	1.965e+03	0.664	multicellular organismal catabolic process
24	22	13	0.20296	0.14954	1.629e+02	0.204	regulation of astrocyte differentiation
25	31	19	0.19137	0.1794	3.067e+02	0.211	central nervous system neuron development
26	21	17	0.19085	0.3351	7.897e+01	0.852	sister chromatid segregation
27	33	26	0.18947	0.19587	2.109e+02	0.508	DNA strand elongation involved in DNA replication
28	20	13	0.18752	0.20463	1.199e+02	0.629	positive regulation of tissue remodeling
29	36	21	0.18594	0.10301	4.356e+02	0.274	placenta development
30	25	14	0.17193	0.12253	2.208e+02	0.404	tumor necrosis factor-mediated signaling pathway
31	78	45	0.16994	0.23802	2.043e+03	0.628	extracellular matrix disassembly
32	110	71	0.16456	0.25498	3.541e+03	0.455	protein-DNA complex assembly
33	20	12	0.15488	0.1347	1.329e+02	0.336	retinoic acid metabolic process
34	92	60	0.137	0.28869	2.444e+03	0.229	protein N-linked glycosylation via asparagine
35	34	22	0.13294	0.11951	3.427e+02	0.268	ER-associated ubiquitin-dependent protein catabolic process
36	28	16	0.13047	0.13825	2.708e+02	0.83	keratinization
37	98	64	0.12998	0.23337	2.766e+03	0.203	protein N-linked glycosylation
38	59	32	0.1206	0.29717	1.241e+03	0.418	cell fate specification
