Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	380	259	1.0	0.0	3.836e+04	0.327	mitotic cell cycle
2	363	253	1.0	0.0	3.365e+04	0.241	DNA repair
3	255	230	1.0	0.0	6.063e+03	0.31	translation
4	188	122	1.0	0.0	1.021e+04	0.142	protein folding
5	190	133	1.0	0.0	9.194e+03	0.317	post-translational protein modification
6	90	57	0.94547	0.12254	2.437e+03	0.244	transition metal ion transport
7	170	105	0.91352	0.25943	8.926e+03	0.061	Golgi vesicle transport
8	234	143	0.8831	0.29765	1.708e+04	0.115	cofactor metabolic process
9	84	65	0.71439	0.27789	1.424e+03	0.519	chromosome segregation
10	40	32	0.71069	0.35315	2.928e+02	0.481	purine nucleobase metabolic process
11	292	167	0.63215	0.30774	2.848e+04	0.154	male gamete generation
12	248	157	0.60677	0.40379	1.834e+04	0.141	protein catabolic process
13	395	249	0.56501	0.47226	4.656e+04	0.213	cellular amino acid metabolic process
14	196	120	0.55176	0.41387	1.198e+04	0.213	monosaccharide metabolic process
15	97	80	0.55068	0.44859	1.512e+03	0.152	respiratory electron transport chain
16	201	151	0.53512	0.45579	8.791e+03	0.219	ncRNA processing
17	172	118	0.50327	0.4309	7.825e+03	0.13	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile & mRNA splicing, via spliceosome
18	70	45	0.4975	0.41488	1.448e+03	0.764	collagen catabolic process
19	289	219	0.46862	0.45669	1.772e+04	0.229	ncRNA metabolic process
20	81	56	0.46171	0.28436	1.723e+03	0.158	DNA-templated transcription, elongation
21	112	61	0.46131	0.33819	4.421e+03	0.099	amino acid transport
22	74	60	0.44474	0.36367	9.449e+02	0.241	cellular component biogenesis
23	102	73	0.4353	0.47197	2.547e+03	0.42	cellular amino acid biosynthetic process
24	135	103	0.43253	0.4624	3.815e+03	0.144	electron transport chain
25	57	34	0.41978	0.31179	1.057e+03	0.495	digestion
26	48	31	0.39706	0.35367	6.801e+02	0.28	pyrimidine nucleoside metabolic process
27	111	76	0.38403	0.37983	3.282e+03	0.334	carbohydrate catabolic process
28	68	46	0.36258	0.27446	1.264e+03	0.277	pyruvate metabolic process
29	179	122	0.35632	0.45138	8.570e+03	0.129	RNA splicing, via transesterification reactions
30	97	66	0.35032	0.45011	2.537e+03	0.176	mitochondrial transport
31	48	35	0.34784	0.4492	5.464e+02	0.206	establishment of protein localization to mitochondrion
32	132	92	0.34617	0.43427	4.487e+03	0.397	protein-DNA complex subunit organization
33	77	47	0.32801	0.42887	1.872e+03	0.664	multicellular organismal catabolic process
34	35	26	0.31988	0.26484	2.798e+02	0.198	regulation of DNA-templated transcription, elongation
35	55	48	0.30358	0.23705	3.648e+02	0.268	ribonucleoprotein complex biogenesis
36	46	33	0.29756	0.39912	5.204e+02	0.197	protein targeting to mitochondrion
37	34	26	0.29042	0.33058	2.448e+02	0.268	ER-associated ubiquitin-dependent protein catabolic process
38	82	51	0.28711	0.24904	2.073e+03	0.152	regulation of proteolysis involved in cellular protein catabolic process
39	144	89	0.27971	0.28107	6.409e+03	0.048	mitochondrion organization
40	226	142	0.26918	0.30838	1.540e+04	0.349	mitotic nuclear division
41	119	85	0.24511	0.37075	3.477e+03	0.438	nucleosome organization
42	55	33	0.24404	0.23327	9.783e+02	0.355	keratinocyte differentiation
43	118	82	0.23906	0.31825	3.609e+03	0.221	signal transduction by p53 class mediator
44	97	72	0.23096	0.37369	2.122e+03	0.513	nucleosome assembly
45	36	28	0.2262	0.19673	2.608e+02	0.439	DNA packaging
46	291	166	0.21824	0.25	2.836e+04	0.153	spermatogenesis
47	155	89	0.18169	0.17938	8.045e+03	0.295	skeletal system development
48	31	20	0.18052	0.13719	2.867e+02	0.211	central nervous system neuron development
49	110	79	0.17824	0.35906	2.939e+03	0.455	protein-DNA complex assembly
50	32	27	0.17638	0.18941	1.509e+02	0.282	ribosome biogenesis
51	27	17	0.16764	0.18036	2.258e+02	0.044	positive regulation of autophagy
52	82	48	0.15165	0.17146	2.222e+03	-0.059	positive regulation of protein processing & positive regulation of protein maturation
53	369	224	0.14143	0.28615	4.259e+04	0.093	mRNA processing
54	37	24	0.1316	0.21533	4.036e+02	0.317	carbohydrate derivative transport
