Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	380	305	1.0	0.0	2.452e+04	0.327	mitotic cell cycle
2	363	290	1.0	0.0	2.280e+04	0.241	DNA repair
3	255	247	1.0	0.0	1.944e+03	0.31	translation
4	188	144	1.0	0.0	7.160e+03	0.142	protein folding
5	475	316	1.0	0.0	5.952e+04	0.033	protein modification by small protein conjugation
6	170	126	1.0	0.0	6.402e+03	0.061	Golgi vesicle transport
7	464	276	0.99674	0.00979	6.606e+04	0.051	multicellular organismal development
8	425	238	0.9933	0.02011	5.920e+04	-0.0	sensory perception
9	395	286	0.99124	0.02629	3.543e+04	0.213	cellular amino acid metabolic process
10	155	100	0.97592	0.07225	6.917e+03	0.295	skeletal system development
11	144	105	0.89181	0.1736	4.793e+03	0.048	mitochondrion organization
12	440	279	0.87868	0.29971	5.507e+04	0.049	monocarboxylic acid metabolic process
13	289	251	0.87797	0.29994	9.901e+03	0.229	ncRNA metabolic process
14	90	68	0.83001	0.34654	1.731e+03	0.244	transition metal ion transport
15	478	314	0.8	0.4	6.146e+04	0.081	organonitrogen compound catabolic process
16	109	66	0.7996	0.39881	3.739e+03	0.5	epidermis development
17	470	284	0.77126	0.3875	6.653e+04	-0.004	lipid biosynthetic process
18	376	269	0.75358	0.40103	3.303e+04	0.056	generation of precursor metabolites and energy
19	234	164	0.74168	0.34226	1.358e+04	0.115	cofactor metabolic process
20	57	36	0.72875	0.39467	9.817e+02	0.495	digestion
21	190	142	0.7198	0.3163	7.811e+03	0.317	post-translational protein modification
22	54	40	0.70088	0.17175	6.617e+02	0.159	cell redox homeostasis
23	393	263	0.6763	0.44767	4.077e+04	0.099	chromatin modification
24	81	67	0.63722	0.42568	1.033e+03	0.158	DNA-templated transcription, elongation
25	291	241	0.63164	0.37648	1.284e+04	0.107	RNA splicing
26	374	213	0.59228	0.44305	4.539e+04	-0.024	regulation of protein serine/threonine kinase activity
27	292	190	0.5717	0.40798	2.381e+04	0.154	male gamete generation
28	20	13	0.53745	0.34365	1.197e+02	0.586	calcium-independent cell-cell adhesion
29	77	51	0.53699	0.44447	1.663e+03	0.664	multicellular organismal catabolic process
30	388	249	0.51027	0.46626	4.238e+04	0.026	nitrogen compound transport
31	184	139	0.48148	0.36734	7.129e+03	0.319	chromosome organization
32	167	107	0.46608	0.38846	8.095e+03	0.004	regulation of protein catabolic process
