Creation Time:	2023-01-18 21:57:57

INPUT:
File name:	crfe_v019_b2.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/random/random8.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.3
threshold type:	proportion
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.375
Maximal possible value for alpha and beta:	0.375
Probability parameter change:	0.2
seed for RNG:	3817780066

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	3511
Proportion perturbed genes:	0.2999829118250171

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3
beta (FNR):	0.375
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-7218.943736500025 +- 9.094947017729282e-13

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	21	14	0.35417	0.23974	1.269e+02	0.698	0.467	GO:0046173
2	27	16	0.21339	0.19619	2.428e+02	0.651	0.392	GO:0044253
3	32	18	0.09122	0.12126	3.577e+02	0.633	0.434	GO:0044246
4	23	13	0.08523	0.05223	1.859e+02	0.699	0.312	GO:0006071
5	26	14	0.04272	0.06007	2.468e+02	0.664	0.375	GO:0097028
6	20	11	0.0281	0.03371	1.449e+02	0.587	0.405	GO:0009268
7	25	13	0.02506	0.0247	2.348e+02	0.682	0.312	GO:0019400
8	42	21	0.02376	0.06259	6.722e+02	0.585	0.476	GO:0050994
9	53	29	0.0234	0.02342	9.956e+02	0.626	0.563	GO:0002460
10	38	19	0.02078	0.04288	5.514e+02	0.638	0.382	GO:0030858
11	23	13	0.01934	0.01717	1.859e+02	0.629	0.44	GO:0032965
12	20	11	0.01641	0.02194	1.449e+02	0.636	0.38	GO:0010714
13	39	19	0.0144	0.03208	5.913e+02	0.621	0.463	GO:0002260
14	24	13	0.01381	0.02675	2.099e+02	0.619	0.44	GO:0010712
15	20	11	0.01054	0.01366	1.449e+02	0.659	0.414	GO:0032757
16	32	17	0.00998	0.01234	3.757e+02	0.66	0.494	GO:2000107
17	22	11	0.00801	0.01304	1.879e+02	0.624	0.409	GO:0010718
18	30	15	0.00799	0.01409	3.457e+02	0.624	0.449	GO:0032465
19	30	15	0.00761	0.01525	3.457e+02	0.624	0.415	GO:0030261
20	47	24	0.00695	0.01312	8.279e+02	0.622	0.483	GO:0001776
21	26	14	0.00686	0.01247	2.468e+02	0.635	0.437	GO:0044060
22	31	14	0.0052	0.01015	3.956e+02	0.548	0.489	GO:0051004
23	21	12	0.0036	0.00998	1.539e+02	0.65	0.5	GO:0043029
24	31	13	0.00356	0.01069	4.146e+02	0.595	0.362	GO:0006206
25	24	13	0.00348	0.00452	2.099e+02	0.598	0.44	GO:0043500
26	36	17	0.00321	0.00628	5.154e+02	0.612	0.466	GO:0006323
27	20	10	0.00312	0.00557	1.559e+02	0.656	0.473	GO:0060479
28	42	20	0.00264	0.00595	6.951e+02	0.615	0.439	GO:0034637
29	23	12	0.00238	0.00715	1.989e+02	0.631	0.67	GO:0060760
30	79	37	0.00214	0.00584	2.461e+03	0.61	0.497	GO:0032675
