Creation Time:	2023-01-18 21:45:16

INPUT:
File name:	crfe_v019_b2.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/random/random4.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.3
threshold type:	proportion
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.375
Maximal possible value for alpha and beta:	0.375
Probability parameter change:	0.2
seed for RNG:	3134302092

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	3511
Proportion perturbed genes:	0.2999829118250171

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3
beta (FNR):	0.375
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-7219.026703260148 +- 8.134767913360664e-13

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	25	15	0.01745	0.03851	2.059e+02	0.655	0.522	GO:0045058
2	20	11	0.00238	0.00513	1.449e+02	0.589	0.484	GO:0002861
3	20	9	0.00145	0.00292	1.679e+02	0.603	0.3	GO:0007031
4	23	11	0.00114	0.00343	2.118e+02	0.634	0.485	GO:0021533
5	24	11	0.00099	0.00296	2.368e+02	0.597	0.42	GO:0016447
6	22	10	0.0009	0.00198	2.009e+02	0.555	0.372	GO:1901655
7	23	10	0.0008	0.0024	2.258e+02	0.554	0.443	GO:0033146
8	24	11	0.00077	0.00232	2.368e+02	0.606	0.436	GO:0055090
9	27	11	0.00077	0.0023	3.217e+02	0.591	0.317	GO:0045923
10	21	9	0.00063	0.0019	1.909e+02	0.533	0.579	GO:0046135
11	23	12	0.00056	0.00169	1.989e+02	0.63	0.484	GO:0009081
12	23	11	0.00045	0.00136	2.118e+02	0.635	0.494	GO:0006071
13	21	9	0.00044	0.00092	1.909e+02	0.553	0.493	GO:0050832
14	27	12	0.00044	0.00132	3.047e+02	0.614	0.416	GO:0051983
15	33	14	0.00044	0.00132	4.655e+02	0.587	0.307	GO:0065002
16	33	15	0.00043	0.0013	4.455e+02	0.579	0.465	GO:0071173
17	21	11	0.00042	0.00127	1.659e+02	0.587	0.522	GO:0015844
18	21	9	0.00036	0.00109	1.909e+02	0.51	0.446	GO:1901099
19	21	11	0.00035	0.00104	1.659e+02	0.643	0.448	GO:0008045
20	20	8	0.00034	0.00103	1.809e+02	0.545	0.452	GO:0072676
21	35	15	0.00034	0.00102	5.194e+02	0.563	0.437	GO:0002712
22	30	14	0.0003	0.00091	3.627e+02	0.613	0.54	GO:0045104
23	31	14	0.0003	0.0009	3.956e+02	0.512	0.533	GO:0006206
24	24	10	0.0003	0.00089	2.518e+02	0.569	0.491	GO:0007194
25	20	9	0.0003	0.00064	1.679e+02	0.601	0.56	GO:0060479
26	28	12	0.00028	0.00084	3.347e+02	0.537	0.424	GO:0060348
27	31	13	0.00028	0.00083	4.146e+02	0.54	0.451	GO:0045124
28	34	15	0.00025	0.00051	4.815e+02	0.563	0.437	GO:0002889
29	23	9	0.00025	0.00074	2.408e+02	0.531	0.453	GO:0090207
30	21	8	0.0002	0.0006	2.048e+02	0.548	0.492	GO:0046173
31	21	8	0.00017	0.0005	2.048e+02	0.561	0.44	GO:0045907
32	21	7	0.00016	0.00049	2.198e+02	0.538	0.378	GO:0046320
33	28	12	0.00015	0.00044	3.347e+02	0.591	0.289	GO:0044743
34	28	13	0.00014	0.00043	3.177e+02	0.579	0.539	GO:0006309
35	29	10	0.00014	0.00042	4.056e+02	0.522	0.26	GO:0002275
36	43	17	0.00012	0.00037	8.178e+02	0.559	0.372	GO:0070988
37	20	6	0.00011	0.00034	2.098e+02	0.485	0.504	GO:0046461
38	23	10	0.0001	0.00031	2.258e+02	0.601	0.527	GO:0006270
39	22	9	0.0001	0.00031	2.148e+02	0.537	0.444	GO:0010799
40	41	18	0.0001	0.00029	6.991e+02	0.588	0.453	GO:0046889
41	24	9	0.0001	0.00029	2.678e+02	0.511	0.587	GO:0051568
42	20	11	8e-05	0.00024	1.449e+02	0.597	0.498	GO:0031640
43	20	8	7e-05	0.00022	1.809e+02	0.538	0.418	GO:0060081
44	29	13	6e-05	0.00019	3.487e+02	0.564	0.383	GO:0015988
45	23	8	6e-05	0.00019	2.568e+02	0.559	0.367	GO:0071695
46	34	15	6e-05	0.00017	4.815e+02	0.6	0.574	GO:0032881
47	23	9	5e-05	0.00016	2.408e+02	0.531	0.535	GO:0060760
48	34	14	5e-05	0.00014	5.024e+02	0.572	0.499	GO:0030815
49	23	8	3e-05	8e-05	2.568e+02	0.532	0.379	GO:0006336
50	23	10	3e-05	8e-05	2.258e+02	0.56	0.506	GO:0006692
51	29	10	2e-05	6e-05	4.056e+02	0.552	0.321	GO:0001954
52	64	29	1e-05	4e-05	1.655e+03	0.556	0.557	GO:0006987
53	26	11	1e-05	4e-05	2.917e+02	0.575	0.503	GO:0051350
54	25	11	1e-05	2e-05	2.638e+02	0.602	0.542	GO:0030206
55	26	8	0.0	1e-05	3.456e+02	0.551	0.498	GO:0044774
