Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	21	13	0.66456	0.19353	1.409e+02	0.636	0.459	GO:0046135
2	22	12	0.53105	0.27757	1.759e+02	0.694	0.355	GO:0048710
3	20	11	0.39854	0.28702	1.449e+02	0.68	0.345	GO:0001782
4	25	13	0.14232	0.19493	2.348e+02	0.596	0.403	GO:0061077
5	47	22	0.11214	0.12899	8.788e+02	0.608	0.383	GO:0001776
6	22	13	0.10754	0.12985	1.629e+02	0.626	0.508	GO:0030201
7	21	10	0.08182	0.08984	1.779e+02	0.598	0.295	GO:0014003
8	28	12	0.05881	0.09117	3.347e+02	0.62	0.322	GO:0016925
9	53	25	0.05657	0.08355	1.109e+03	0.593	0.42	GO:0042552
10	23	11	0.04152	0.08467	2.118e+02	0.628	0.423	GO:0071695
11	27	13	0.04114	0.06586	2.888e+02	0.598	0.421	GO:0006775
12	31	17	0.03698	0.04813	3.437e+02	0.606	0.48	GO:0072529
13	31	14	0.03488	0.07286	3.956e+02	0.593	0.317	GO:0006206
14	29	15	0.02073	0.03386	3.157e+02	0.616	0.476	GO:0001838
15	29	12	0.0148	0.02722	3.666e+02	0.599	0.289	GO:0006099
16	23	13	0.01414	0.02091	1.859e+02	0.663	0.546	GO:0010771
17	56	25	0.01384	0.02829	1.282e+03	0.587	0.42	GO:0007272
18	20	10	0.01045	0.01905	1.559e+02	0.634	0.477	GO:0030902
19	26	12	0.00974	0.01577	2.758e+02	0.575	0.398	GO:0030166
20	46	21	0.0081	0.01794	8.558e+02	0.583	0.42	GO:0042531
21	20	10	0.00678	0.01155	1.559e+02	0.683	0.4	GO:0002262
22	27	15	0.00559	0.00721	2.588e+02	0.623	0.505	GO:0070423
23	29	14	0.00495	0.01013	3.317e+02	0.603	0.454	GO:0050805
24	39	18	0.00424	0.01161	6.133e+02	0.595	0.38	GO:0002260
25	68	30	0.00411	0.01234	1.898e+03	0.589	0.472	GO:0045666
26	34	16	0.00388	0.00806	4.615e+02	0.625	0.472	GO:0015914
27	30	15	0.00332	0.00995	3.457e+02	0.615	0.476	GO:0072175
28	42	19	0.00298	0.00662	7.191e+02	0.577	0.455	GO:0006029
29	27	13	0.0029	0.00639	2.888e+02	0.593	0.481	GO:0042517
30	25	12	0.00289	0.00758	2.488e+02	0.577	0.441	GO:0040036
31	33	17	0.00283	0.00741	4.086e+02	0.6	0.511	GO:0002753
32	21	10	0.00261	0.00401	1.779e+02	0.582	0.455	GO:0009060
33	39	16	0.0022	0.00659	6.601e+02	0.589	0.392	GO:0060402
34	53	25	0.00188	0.00565	1.109e+03	0.609	0.476	GO:0001938
35	35	14	0.00186	0.00395	5.413e+02	0.606	0.279	GO:0043094
36	53	23	0.00163	0.00488	1.170e+03	0.578	0.424	GO:0046427
37	20	10	0.00156	0.00469	1.559e+02	0.621	0.522	GO:0098581
38	34	16	0.00138	0.00382	4.615e+02	0.585	0.417	GO:0009101
39	26	11	0.00125	0.00253	2.917e+02	0.606	0.486	GO:0050710
