Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	26	15	0.85796	0.18919	2.318e+02	0.677	0.405	GO:0048662
2	20	11	0.21518	0.25567	1.449e+02	0.633	0.394	GO:0051412
3	27	15	0.12014	0.1567	2.588e+02	0.639	0.504	GO:0010743
4	24	13	0.08272	0.09057	2.099e+02	0.659	0.502	GO:0060343
5	27	13	0.06904	0.05518	2.888e+02	0.625	0.361	GO:0045923
6	22	11	0.06157	0.07618	1.879e+02	0.58	0.395	GO:0002090
7	29	13	0.03121	0.03926	3.487e+02	0.588	0.335	GO:0042304
8	22	13	0.02588	0.03325	1.629e+02	0.614	0.57	GO:0060071
9	20	11	0.02066	0.03067	1.449e+02	0.65	0.522	GO:0003341
10	20	10	0.0093	0.01763	1.559e+02	0.565	0.487	GO:0030902
11	24	11	0.00806	0.02093	2.368e+02	0.606	0.394	GO:0051385
12	23	12	0.00732	0.00859	1.989e+02	0.582	0.543	GO:0010677
13	23	11	0.00717	0.01258	2.118e+02	0.616	0.432	GO:0021533
14	20	12	0.0068	0.01436	1.329e+02	0.584	0.615	GO:0032413
15	26	12	0.00645	0.0187	2.758e+02	0.591	0.385	GO:0045806
16	20	10	0.0061	0.01323	1.559e+02	0.614	0.529	GO:0046640
17	52	24	0.00495	0.01021	1.083e+03	0.566	0.486	GO:0042180
18	21	9	0.00479	0.01035	1.909e+02	0.607	0.362	GO:0031114
19	20	11	0.00422	0.00538	1.449e+02	0.631	0.539	GO:0045577
20	21	8	0.00399	0.00634	2.048e+02	0.629	0.32	GO:0043029
21	23	10	0.00365	0.00501	2.258e+02	0.577	0.419	GO:0032459
22	22	12	0.00353	0.00823	1.759e+02	0.577	0.551	GO:0090103
23	45	19	0.00323	0.00693	8.607e+02	0.567	0.46	GO:0032655
24	20	9	0.00314	0.00468	1.679e+02	0.586	0.405	GO:0051954
25	21	8	0.00256	0.00524	2.048e+02	0.505	0.332	GO:0045987
26	30	13	0.00241	0.00435	3.806e+02	0.596	0.416	GO:0045104
27	35	15	0.00239	0.00502	5.194e+02	0.591	0.382	GO:0017144
28	21	9	0.00227	0.00445	1.909e+02	0.537	0.425	GO:0009084
29	21	9	0.0022	0.00459	1.909e+02	0.61	0.379	GO:0046320
30	31	13	0.00204	0.0048	4.146e+02	0.526	0.414	GO:0030501
31	26	12	0.002	0.00495	2.758e+02	0.559	0.438	GO:0050869
32	22	10	0.00196	0.00308	2.009e+02	0.547	0.461	GO:0000819
33	23	12	0.00178	0.00355	1.989e+02	0.568	0.564	GO:0019835
34	27	11	0.0016	0.0032	3.217e+02	0.553	0.342	GO:0032570
35	22	10	0.00134	0.00267	2.009e+02	0.654	0.367	GO:0042417
36	22	10	0.00128	0.00385	2.009e+02	0.5	0.5	GO:0045686
37	28	11	0.00122	0.0034	3.527e+02	0.519	0.304	GO:0060348
38	29	13	0.001	0.00301	3.487e+02	0.617	0.518	GO:0001954
39	23	9	0.00089	0.00242	2.408e+02	0.562	0.313	GO:0003254
40	20	8	0.00088	0.00195	1.809e+02	0.552	0.437	GO:0030104
41	20	8	0.00086	0.00219	1.809e+02	0.53	0.437	GO:0097035
42	27	12	0.00085	0.00179	3.047e+02	0.566	0.49	GO:0010470
43	20	6	0.0008	0.00241	2.098e+02	0.496	0.117	GO:0002833
44	22	11	0.00078	0.00234	1.879e+02	0.564	0.539	GO:0051926
45	30	13	0.00074	0.00222	3.806e+02	0.55	0.494	GO:0050873
46	22	10	0.00074	0.00141	2.009e+02	0.651	0.493	GO:0090200
47	22	9	0.00073	0.00218	2.148e+02	0.558	0.423	GO:1901655
48	36	16	0.00066	0.00168	5.364e+02	0.59	0.445	GO:0010883
49	36	13	0.00065	0.00194	6.052e+02	0.53	0.271	GO:0046850
50	27	11	0.0006	0.00144	3.217e+02	0.561	0.409	GO:0050663
51	21	10	0.00056	0.00167	1.779e+02	0.608	0.545	GO:0031670
52	29	12	0.00055	0.00166	3.666e+02	0.536	0.419	GO:0006099
53	20	9	0.00052	0.00103	1.679e+02	0.623	0.413	GO:0033574
