Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	25	15	0.21322	0.22223	2.059e+02	0.655	0.522	GO:0045058
2	94	38	0.1317	0.22304	3.803e+03	0.577	0.336	GO:0000910
3	31	16	0.07118	0.11967	3.607e+02	0.628	0.477	GO:0031060
4	28	12	0.05817	0.07202	3.347e+02	0.591	0.289	GO:0044743
5	20	9	0.05153	0.07875	1.679e+02	0.603	0.3	GO:0007031
6	21	11	0.03908	0.03604	1.659e+02	0.643	0.448	GO:0008045
7	33	14	0.03441	0.05011	4.655e+02	0.587	0.307	GO:0065002
8	20	11	0.00898	0.01519	1.449e+02	0.597	0.498	GO:0031640
9	20	11	0.00854	0.01732	1.449e+02	0.589	0.484	GO:0002861
10	24	11	0.00758	0.00998	2.368e+02	0.597	0.42	GO:0016447
11	23	12	0.00649	0.01372	1.989e+02	0.63	0.484	GO:0009081
12	28	14	0.00626	0.0175	3.018e+02	0.578	0.482	GO:0046058
13	34	13	0.00504	0.00915	5.244e+02	0.556	0.257	GO:0032729
14	22	10	0.00302	0.00502	2.009e+02	0.555	0.372	GO:1901655
15	28	12	0.00278	0.00833	3.347e+02	0.537	0.424	GO:0060348
16	23	9	0.00207	0.00419	2.408e+02	0.592	0.402	GO:0043534
17	24	11	0.002	0.00366	2.368e+02	0.606	0.436	GO:0055090
18	22	10	0.00176	0.00429	2.009e+02	0.573	0.492	GO:0000819
19	21	10	0.00173	0.00518	1.779e+02	0.563	0.508	GO:0031670
20	23	11	0.00161	0.00329	2.118e+02	0.635	0.494	GO:0006071
21	21	10	0.00139	0.00259	1.779e+02	0.635	0.419	GO:0006482
22	27	12	0.00132	0.00285	3.047e+02	0.614	0.416	GO:0051983
23	41	18	0.00128	0.00361	6.991e+02	0.588	0.453	GO:0046889
24	21	10	0.00095	0.00284	1.779e+02	0.581	0.519	GO:0033081
25	26	12	0.00095	0.00217	2.758e+02	0.591	0.45	GO:0032350
26	22	9	0.00084	0.00253	2.148e+02	0.536	0.346	GO:0035412
27	34	14	0.00084	0.00167	5.024e+02	0.55	0.489	GO:0045841
28	23	10	0.00073	0.00218	2.258e+02	0.566	0.527	GO:0061515
29	22	8	0.00067	0.00202	2.298e+02	0.471	0.477	GO:0090189
30	23	10	0.00064	0.00193	2.258e+02	0.586	0.426	GO:0007032
31	29	13	0.00056	0.00167	3.487e+02	0.564	0.383	GO:0015988
32	23	11	0.00051	0.00152	2.118e+02	0.634	0.485	GO:0021533
33	36	15	0.00047	0.00142	5.583e+02	0.536	0.447	GO:0006584
34	23	8	0.00046	0.00138	2.568e+02	0.559	0.367	GO:0071695
35	29	10	0.00044	0.00133	4.056e+02	0.522	0.26	GO:0002275
36	23	12	0.00044	0.00131	1.989e+02	0.658	0.526	GO:0010677
37	27	11	0.00038	0.00113	3.217e+02	0.591	0.317	GO:0045923
38	21	11	0.00034	0.00103	1.659e+02	0.587	0.522	GO:0015844
39	35	15	0.00032	0.00097	5.194e+02	0.565	0.477	GO:0001942
40	32	14	0.00026	0.00078	4.296e+02	0.567	0.489	GO:0007094
41	62	25	0.00026	0.00078	1.668e+03	0.546	0.407	GO:0016579
42	22	8	0.00024	0.00071	2.298e+02	0.497	0.473	GO:2000401
43	33	12	0.0002	0.0006	5.084e+02	0.569	0.36	GO:0022409
44	29	10	0.00018	0.00054	4.056e+02	0.552	0.321	GO:0001954
45	34	15	0.00017	0.00052	4.815e+02	0.563	0.437	GO:0002889
46	34	14	0.00014	0.00041	5.024e+02	0.583	0.386	GO:0002562
47	23	10	0.0001	0.00029	2.258e+02	0.56	0.506	GO:0006692
48	22	8	5e-05	0.00016	2.298e+02	0.578	0.483	GO:0043567
49	23	9	5e-05	0.00016	2.408e+02	0.531	0.453	GO:0090207
50	36	15	4e-05	0.00011	5.583e+02	0.567	0.486	GO:0021515
51	29	12	3e-05	0.0001	3.666e+02	0.609	0.382	GO:2000179
52	21	6	3e-05	8e-05	2.358e+02	0.513	0.272	GO:0031114
53	38	15	2e-05	5e-05	6.412e+02	0.564	0.395	GO:0007595
54	22	9	2e-05	5e-05	2.148e+02	0.552	0.476	GO:1902229
55	22	9	1e-05	4e-05	2.148e+02	0.52	0.411	GO:0042417
