Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	33	20	0.0983	0.17615	3.517e+02	0.64	0.545	GO:0032370
2	22	13	0.01141	0.03386	1.629e+02	0.622	0.547	GO:0010880
3	23	13	0.01038	0.01503	1.859e+02	0.625	0.459	GO:0032369
4	23	14	0.00832	0.01884	1.719e+02	0.677	0.596	GO:0032892
5	21	11	0.00742	0.01165	1.659e+02	0.634	0.394	GO:0071385
6	24	13	0.00687	0.01948	2.099e+02	0.597	0.439	GO:0060334
7	25	13	0.00564	0.01091	2.348e+02	0.58	0.439	GO:0060330
8	21	11	0.00471	0.01026	1.659e+02	0.624	0.431	GO:0000718
9	23	13	0.00461	0.00614	1.859e+02	0.66	0.49	GO:2000191
10	22	11	0.00404	0.01212	1.879e+02	0.624	0.394	GO:0071384
11	32	16	0.0036	0.00768	3.926e+02	0.584	0.473	GO:0000578
12	31	15	0.00344	0.00851	3.776e+02	0.67	0.342	GO:0051966
13	20	11	0.00222	0.00667	1.449e+02	0.674	0.454	GO:0046949
14	22	11	0.00176	0.00451	1.879e+02	0.598	0.435	GO:0043576
15	20	10	0.00118	0.00277	1.559e+02	0.647	0.382	GO:0008210
16	28	14	0.00105	0.00316	3.018e+02	0.643	0.5	GO:0043114
17	20	11	0.00093	0.0028	1.449e+02	0.626	0.464	GO:0021795
18	32	14	0.00085	0.0017	4.296e+02	0.574	0.477	GO:0021885
19	45	22	0.00082	0.00199	7.830e+02	0.613	0.525	GO:0032024
20	32	15	0.00059	0.00176	4.106e+02	0.6	0.453	GO:0071320
21	20	9	0.00053	0.0016	1.679e+02	0.623	0.455	GO:0051962
22	25	12	0.00048	0.00145	2.488e+02	0.647	0.607	GO:0071353
23	20	8	0.00034	0.00101	1.809e+02	0.635	0.265	GO:0051412
24	22	9	0.00031	0.00092	2.148e+02	0.555	0.463	GO:1901655
25	21	9	0.00026	0.00061	1.909e+02	0.616	0.569	GO:0035088
26	27	12	0.00026	0.00077	3.047e+02	0.609	0.425	GO:0046676
27	34	13	0.00021	0.00064	5.244e+02	0.553	0.428	GO:0045841
28	46	18	0.00019	0.00058	9.395e+02	0.509	0.428	GO:0030072
29	21	9	0.00018	0.00055	1.909e+02	0.544	0.628	GO:0050820
30	24	8	0.00018	0.00055	2.847e+02	0.568	0.265	GO:0051385
31	20	8	0.00015	0.00046	1.809e+02	0.632	0.361	GO:0007029
32	31	13	0.00015	0.00044	4.146e+02	0.6	0.4	GO:0090278
33	27	11	0.00014	0.00041	3.217e+02	0.574	0.436	GO:0032410
34	24	12	0.00011	0.00032	2.228e+02	0.628	0.495	GO:0009190
35	28	11	0.0001	0.00031	3.527e+02	0.496	0.523	GO:0035567
36	27	14	9e-05	0.00026	2.738e+02	0.615	0.551	GO:0021549
37	22	8	4e-05	0.00013	2.298e+02	0.549	0.465	GO:0032201
38	25	10	3e-05	8e-05	2.798e+02	0.519	0.59	GO:0010543
39	30	13	3e-05	8e-05	3.806e+02	0.579	0.426	GO:0048265
40	24	8	2e-05	7e-05	2.847e+02	0.505	0.373	GO:0018904
41	24	11	1e-05	4e-05	2.368e+02	0.601	0.424	GO:0035329
42	26	12	1e-05	4e-05	2.758e+02	0.643	0.533	GO:0044060
43	26	11	0.0	1e-05	2.917e+02	0.584	0.586	GO:0048662
