Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	26	15	0.07526	0.08436	2.318e+02	0.677	0.405	GO:0048662
2	20	11	0.0105	0.02434	1.449e+02	0.633	0.394	GO:0051412
3	27	15	0.00729	0.01537	2.588e+02	0.639	0.504	GO:0010743
4	20	12	0.0059	0.01574	1.329e+02	0.584	0.615	GO:0032413
5	27	13	0.00471	0.00944	2.888e+02	0.625	0.361	GO:0045923
6	23	11	0.00282	0.00825	2.118e+02	0.616	0.432	GO:0021533
7	20	10	0.00224	0.00449	1.559e+02	0.622	0.483	GO:0052652
8	24	13	0.00206	0.00529	2.099e+02	0.659	0.502	GO:0060343
9	24	11	0.00172	0.00492	2.368e+02	0.62	0.51	GO:0045687
10	20	11	0.0014	0.0042	1.449e+02	0.65	0.522	GO:0003341
11	21	10	0.00123	0.0037	1.779e+02	0.608	0.545	GO:0031670
12	22	13	0.00123	0.00368	1.629e+02	0.614	0.57	GO:0060071
13	20	11	0.00119	0.00356	1.449e+02	0.631	0.539	GO:0045577
14	29	13	0.0011	0.00331	3.487e+02	0.588	0.335	GO:0042304
15	20	10	0.00097	0.0029	1.559e+02	0.565	0.487	GO:0030902
16	26	12	0.00092	0.00191	2.758e+02	0.591	0.385	GO:0045806
17	24	11	0.00088	0.00264	2.368e+02	0.536	0.563	GO:0007616
18	20	8	0.00085	0.00254	1.809e+02	0.53	0.437	GO:0097035
19	20	10	0.00083	0.00168	1.559e+02	0.566	0.506	GO:0045773
20	20	10	0.00076	0.00152	1.559e+02	0.614	0.529	GO:0046640
21	22	10	0.00068	0.00203	2.009e+02	0.544	0.47	GO:0019933
22	22	9	0.00062	0.00186	2.148e+02	0.592	0.47	GO:0006829
23	31	13	0.00059	0.00157	4.146e+02	0.588	0.416	GO:0045103
24	23	10	0.00057	0.0017	2.258e+02	0.577	0.419	GO:0032459
25	45	22	0.00055	0.00117	7.830e+02	0.578	0.533	GO:0045685
26	26	12	0.00053	0.0016	2.758e+02	0.559	0.438	GO:0050869
27	21	9	0.00048	0.00144	1.909e+02	0.537	0.425	GO:0009084
28	25	12	0.00048	0.00144	2.488e+02	0.61	0.526	GO:0042481
29	23	9	0.00048	0.00143	2.408e+02	0.546	0.495	GO:0043534
30	23	9	0.00046	0.0013	2.408e+02	0.554	0.456	GO:0045214
31	30	13	0.00045	0.00094	3.806e+02	0.55	0.494	GO:0050873
32	35	15	0.0004	0.00119	5.194e+02	0.55	0.471	GO:0043266
33	37	17	0.00037	0.0011	5.544e+02	0.58	0.571	GO:0006305
34	37	16	0.00036	0.00108	5.763e+02	0.63	0.404	GO:0042098
35	29	12	0.00036	0.00081	3.666e+02	0.536	0.419	GO:0006099
36	43	18	0.00034	0.00103	7.909e+02	0.523	0.513	GO:0046460
37	26	12	0.00033	0.00073	2.758e+02	0.576	0.556	GO:0033209
38	27	11	0.00033	0.00098	3.217e+02	0.536	0.559	GO:1903018
39	32	15	0.00032	0.00097	4.106e+02	0.626	0.536	GO:0035601
40	27	11	0.00032	0.00095	3.217e+02	0.561	0.409	GO:0050663
41	34	13	0.00031	0.00094	5.244e+02	0.548	0.387	GO:0008154
42	36	14	0.0003	0.0009	5.813e+02	0.52	0.443	GO:0055081
43	22	10	0.0003	0.00089	2.009e+02	0.557	0.6	GO:0033032
44	36	13	0.00028	0.00057	6.052e+02	0.53	0.271	GO:0046850
45	25	11	0.00025	0.00053	2.638e+02	0.637	0.415	GO:0045058
46	28	14	0.00024	0.00067	3.018e+02	0.56	0.599	GO:0035567
47	23	10	0.00024	0.00072	2.258e+02	0.572	0.561	GO:0048713
48	21	8	0.00024	0.00071	2.048e+02	0.629	0.32	GO:0043029
49	22	10	0.00022	0.00067	2.009e+02	0.5	0.5	GO:0045686
50	62	27	0.00022	0.00065	1.593e+03	0.578	0.448	GO:0003014
51	31	12	0.00022	0.00065	4.345e+02	0.543	0.459	GO:0010977
52	24	11	0.0002	0.00045	2.368e+02	0.523	0.578	GO:0050922
53	23	12	0.00018	0.00055	1.989e+02	0.568	0.564	GO:0019835
54	47	19	0.00018	0.00055	9.625e+02	0.528	0.446	GO:0045670
55	26	12	0.00018	0.00054	2.758e+02	0.572	0.508	GO:0043124
56	31	11	0.00017	0.00052	4.555e+02	0.554	0.478	GO:0031060
57	22	9	0.00016	0.00049	2.148e+02	0.551	0.493	GO:0032201
58	31	14	0.00016	0.00047	3.956e+02	0.541	0.501	GO:0045600
59	26	10	0.00015	0.00044	3.087e+02	0.525	0.504	GO:0046825
60	36	16	0.00014	0.00041	5.364e+02	0.59	0.445	GO:0010883
61	20	7	0.00014	0.00041	1.948e+02	0.575	0.393	GO:0050685
62	26	11	0.00013	0.00038	2.917e+02	0.597	0.489	GO:0006904
63	25	10	0.00012	0.00037	2.798e+02	0.587	0.453	GO:0001659
64	36	14	0.00012	0.00037	5.813e+02	0.59	0.431	GO:0032480
65	27	11	0.00012	0.00037	3.217e+02	0.553	0.342	GO:0032570
66	28	12	0.00012	0.00037	3.347e+02	0.577	0.492	GO:0043370
67	36	15	0.00012	0.00036	5.583e+02	0.509	0.569	GO:1901019
68	20	7	0.0001	0.00031	1.948e+02	0.567	0.413	GO:0046839
69	20	8	0.0001	0.00023	1.809e+02	0.543	0.387	GO:0031102
70	29	13	9e-05	0.00028	3.487e+02	0.625	0.55	GO:0006476
71	43	18	9e-05	0.00028	7.909e+02	0.521	0.581	GO:0030516
72	23	12	9e-05	0.00026	1.989e+02	0.582	0.543	GO:0010677
73	35	15	9e-05	0.00026	5.194e+02	0.591	0.382	GO:0017144
74	27	11	8e-05	0.00024	3.217e+02	0.6	0.47	GO:0032855
75	27	12	8e-05	0.00023	3.047e+02	0.566	0.49	GO:0010470
76	21	8	8e-05	0.00023	2.048e+02	0.547	0.401	GO:0019915
77	22	8	8e-05	0.00023	2.298e+02	0.482	0.633	GO:0060314
78	24	9	7e-05	0.0002	2.678e+02	0.51	0.431	GO:0003179
79	30	13	7e-05	0.0002	3.806e+02	0.548	0.539	GO:0070873
80	20	8	6e-05	0.00018	1.809e+02	0.62	0.485	GO:0001782
81	34	14	6e-05	0.00018	5.024e+02	0.546	0.456	GO:0014823
82	27	13	6e-05	0.00018	2.888e+02	0.56	0.558	GO:0045912
83	25	9	6e-05	0.00017	2.967e+02	0.525	0.412	GO:0006893
84	20	7	6e-05	0.00017	1.948e+02	0.49	0.447	GO:0045736
85	30	14	5e-05	0.00016	3.627e+02	0.539	0.574	GO:0008038
86	25	11	5e-05	0.00014	2.638e+02	0.532	0.598	GO:0042181
87	20	6	4e-05	0.00012	2.098e+02	0.525	0.521	GO:0060349
88	25	9	4e-05	0.00012	2.967e+02	0.525	0.422	GO:0061217
89	23	7	4e-05	0.00011	2.737e+02	0.438	0.34	GO:0009395
90	22	10	4e-05	0.00011	2.009e+02	0.651	0.493	GO:0090200
91	27	12	3e-05	8e-05	3.047e+02	0.525	0.615	GO:0032410
92	20	8	3e-05	8e-05	1.809e+02	0.543	0.468	GO:0070371
93	22	10	2e-05	7e-05	2.009e+02	0.654	0.367	GO:0042417
94	26	11	2e-05	6e-05	2.917e+02	0.589	0.467	GO:0006298
95	43	16	2e-05	6e-05	8.457e+02	0.53	0.469	GO:0007270
96	22	9	2e-05	6e-05	2.148e+02	0.523	0.41	GO:0033108
97	41	16	2e-05	5e-05	7.499e+02	0.572	0.411	GO:0019748
98	24	10	2e-05	5e-05	2.518e+02	0.542	0.613	GO:1901989
99	24	8	1e-05	4e-05	2.847e+02	0.498	0.422	GO:0006658
100	42	17	1e-05	4e-05	7.699e+02	0.556	0.543	GO:0006909
101	30	11	1e-05	4e-05	4.195e+02	0.558	0.421	GO:0071827
102	23	8	1e-05	2e-05	2.568e+02	0.494	0.417	GO:0045581
103	25	8	1e-05	2e-05	3.147e+02	0.488	0.453	GO:0060330
104	22	9	1e-05	2e-05	2.148e+02	0.553	0.459	GO:0061005
105	36	13	0.0	1e-05	6.052e+02	0.503	0.447	GO:0007339
106	23	8	0.0	1e-05	2.568e+02	0.48	0.498	GO:0072525
