Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	20	13	0.30981	0.16074	1.199e+02	0.678	0.335	GO:0048546
2	90	47	0.16467	0.14937	2.960e+03	0.589	0.452	GO:0070374
3	20	13	0.12628	0.09617	1.199e+02	0.692	0.415	GO:0008210
4	26	17	0.05914	0.06179	1.989e+02	0.625	0.554	GO:0097028
5	43	24	0.02567	0.02975	6.462e+02	0.601	0.505	GO:0046460
6	20	11	0.01548	0.02209	1.449e+02	0.642	0.41	GO:0000413
7	34	18	0.01374	0.01989	4.246e+02	0.629	0.451	GO:0014015
8	24	13	0.01138	0.02163	2.099e+02	0.615	0.404	GO:0035162
9	20	13	0.01036	0.02077	1.199e+02	0.645	0.593	GO:0046949
10	20	11	0.00998	0.01312	1.449e+02	0.654	0.345	GO:0045577
11	29	17	0.00946	0.01594	2.828e+02	0.628	0.549	GO:0035337
12	22	14	0.00926	0.01165	1.489e+02	0.653	0.604	GO:0035336
13	23	13	0.00702	0.00898	1.859e+02	0.64	0.464	GO:0030316
14	41	23	0.00694	0.0138	5.853e+02	0.604	0.526	GO:0019432
15	22	13	0.00596	0.00753	1.629e+02	0.649	0.483	GO:0048710
16	78	39	0.00546	0.01166	2.297e+03	0.571	0.495	GO:0007565
17	22	13	0.00511	0.00758	1.629e+02	0.615	0.598	GO:0044705
18	21	11	0.00458	0.00721	1.659e+02	0.652	0.415	GO:0046135
19	23	13	0.00427	0.00616	1.859e+02	0.614	0.554	GO:0007032
20	26	14	0.00425	0.00629	2.468e+02	0.574	0.527	GO:0045814
21	30	14	0.00406	0.0102	3.626e+02	0.596	0.374	GO:0032508
22	31	16	0.00404	0.01087	3.607e+02	0.569	0.499	GO:0045103
23	20	10	0.004	0.00564	1.559e+02	0.616	0.335	GO:0007031
24	25	13	0.00386	0.00491	2.348e+02	0.6	0.451	GO:0006656
25	23	15	0.00382	0.0077	1.569e+02	0.614	0.671	GO:0045214
26	30	15	0.00378	0.00702	3.457e+02	0.573	0.434	GO:0018208
27	21	11	0.00356	0.00489	1.659e+02	0.639	0.431	GO:0060412
28	20	9	0.00326	0.0043	1.679e+02	0.591	0.302	GO:0015721
29	32	17	0.00292	0.00467	3.756e+02	0.598	0.54	GO:0031572
30	31	15	0.0029	0.00495	3.776e+02	0.62	0.391	GO:0000387
31	26	14	0.0029	0.0039	2.468e+02	0.592	0.58	GO:0070979
32	20	11	0.00288	0.0048	1.449e+02	0.607	0.483	GO:0031497
33	44	21	0.00253	0.00399	7.609e+02	0.556	0.468	GO:0048844
34	123	58	0.00248	0.00575	5.910e+03	0.557	0.454	GO:0070372
35	21	11	0.0024	0.00356	1.659e+02	0.584	0.483	GO:0031670
36	24	13	0.0024	0.00425	2.099e+02	0.655	0.45	GO:0045687
37	36	18	0.00232	0.00372	4.955e+02	0.567	0.516	GO:0007339
38	26	12	0.00213	0.00548	2.758e+02	0.533	0.411	GO:0006904
39	29	14	0.00186	0.00242	3.317e+02	0.581	0.448	GO:0042743
40	24	12	0.00184	0.0029	2.228e+02	0.591	0.466	GO:0007616
41	23	11	0.00178	0.003	2.118e+02	0.59	0.456	GO:0006692
42	22	10	0.00173	0.00456	2.008e+02	0.599	0.408	GO:0008207
43	22	11	0.00165	0.00319	1.879e+02	0.575	0.505	GO:1902229
44	22	12	0.00163	0.00262	1.759e+02	0.581	0.585	GO:0001909
45	23	11	0.00156	0.00438	2.118e+02	0.584	0.299	GO:0051180
46	28	13	0.00155	0.00392	3.177e+02	0.596	0.428	GO:1903309
47	25	12	0.00148	0.00261	2.488e+02	0.591	0.467	GO:0061077
48	27	13	0.00138	0.00286	2.887e+02	0.643	0.442	GO:0034453
49	27	13	0.00132	0.00243	2.887e+02	0.563	0.437	GO:0034446
50	49	23	0.00128	0.00281	9.525e+02	0.535	0.436	GO:0008637
51	31	15	0.00128	0.00269	3.776e+02	0.606	0.418	GO:0072529
52	30	15	0.00127	0.00298	3.457e+02	0.56	0.499	GO:0045104
53	20	9	0.00125	0.00246	1.679e+02	0.585	0.3	GO:0000381
54	42	19	0.00117	0.00171	7.190e+02	0.549	0.356	GO:0010332
55	20	9	0.00114	0.00284	1.679e+02	0.578	0.409	GO:0007029
56	21	9	0.00114	0.00343	1.909e+02	0.547	0.501	GO:0042107
57	33	17	0.00108	0.00253	4.086e+02	0.598	0.553	GO:0032648
58	23	10	0.00106	0.00207	2.258e+02	0.571	0.342	GO:0000083
59	69	32	0.00106	0.00318	1.893e+03	0.547	0.424	GO:0048514
60	20	9	0.00103	0.00235	1.679e+02	0.526	0.383	GO:0046839
61	20	10	0.00101	0.00187	1.559e+02	0.599	0.451	GO:0042744
62	20	8	0.00098	0.00153	1.809e+02	0.52	0.355	GO:0072337
63	29	13	0.00097	0.00292	3.487e+02	0.541	0.413	GO:0048278
64	34	16	0.00097	0.00196	4.615e+02	0.59	0.511	GO:2001021
65	22	11	0.00084	0.00236	1.879e+02	0.558	0.618	GO:0090200
66	27	14	0.00084	0.00252	2.738e+02	0.583	0.483	GO:0070423
67	25	11	0.00081	0.00162	2.638e+02	0.568	0.379	GO:0042181
68	30	15	0.00078	0.00168	3.457e+02	0.559	0.51	GO:0008038
69	24	10	0.00076	0.0016	2.518e+02	0.56	0.401	GO:0033003
70	22	11	0.0007	0.00154	1.879e+02	0.558	0.576	GO:0061005
71	27	12	0.00067	0.00175	3.047e+02	0.601	0.364	GO:0048536
72	41	20	0.00067	0.00134	6.522e+02	0.563	0.453	GO:0071347
73	22	7	0.00066	0.0017	2.458e+02	0.528	0.375	GO:0000819
74	24	10	0.00065	0.00196	2.518e+02	0.526	0.453	GO:0032814
75	26	11	0.00065	0.00131	2.917e+02	0.547	0.475	GO:0033209
76	31	14	0.00065	0.00133	3.956e+02	0.546	0.456	GO:0051445
77	28	12	0.00064	0.00117	3.347e+02	0.622	0.356	GO:0010453
78	20	8	0.00062	0.00162	1.809e+02	0.623	0.288	GO:0009268
