Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	41	21	0.01082	0.01984	6.303e+02	0.638	0.449	GO:0008542
2	22	12	0.00958	0.01589	1.759e+02	0.604	0.421	GO:0050912
3	20	13	0.00644	0.01932	1.199e+02	0.657	0.594	GO:0048477
4	20	12	0.006	0.00987	1.329e+02	0.601	0.582	GO:0045577
5	38	18	0.0056	0.01679	5.723e+02	0.6	0.385	GO:0009066
6	25	14	0.00506	0.00947	2.209e+02	0.636	0.448	GO:0051155
7	23	13	0.00481	0.01153	1.859e+02	0.634	0.443	GO:0010677
8	25	13	0.00453	0.00943	2.348e+02	0.636	0.425	GO:0030212
9	29	14	0.0034	0.00689	3.317e+02	0.611	0.365	GO:0016331
10	21	11	0.00303	0.0091	1.659e+02	0.627	0.469	GO:0046329
11	22	11	0.00302	0.0058	1.879e+02	0.633	0.365	GO:0033032
12	26	13	0.00194	0.0049	2.608e+02	0.624	0.422	GO:0034333
13	23	11	0.00176	0.00527	2.118e+02	0.53	0.498	GO:0019835
14	31	16	0.00149	0.00448	3.607e+02	0.591	0.468	GO:0043666
15	20	11	0.00138	0.00414	1.449e+02	0.697	0.444	GO:0002861
16	27	14	0.00134	0.00288	2.738e+02	0.589	0.418	GO:0045912
17	29	14	0.00126	0.0022	3.317e+02	0.558	0.522	GO:0000737
18	30	15	0.00125	0.00335	3.457e+02	0.613	0.504	GO:0032653
19	29	14	0.00124	0.00371	3.317e+02	0.629	0.458	GO:0002275
20	29	15	0.0012	0.00241	3.157e+02	0.634	0.49	GO:0048278
21	25	10	0.00111	0.0032	2.798e+02	0.663	0.353	GO:0006611
22	22	9	0.00108	0.00324	2.148e+02	0.603	0.503	GO:0042430
23	24	12	0.00096	0.00206	2.228e+02	0.619	0.339	GO:0051568
24	21	8	0.00089	0.00148	2.048e+02	0.549	0.214	GO:0050832
25	39	16	0.00072	0.00157	6.601e+02	0.596	0.36	GO:0038032
26	24	10	0.00067	0.002	2.518e+02	0.57	0.507	GO:0008089
27	20	9	0.00059	0.00109	1.679e+02	0.586	0.421	GO:2000677
28	46	24	0.00058	0.00175	7.810e+02	0.634	0.487	GO:0007632
29	22	10	0.00056	0.00167	2.009e+02	0.525	0.544	GO:0042417
30	30	13	0.00053	0.0015	3.806e+02	0.591	0.396	GO:0022400
31	20	8	0.00045	0.00134	1.809e+02	0.526	0.291	GO:0052652
32	21	9	0.00044	0.00133	1.909e+02	0.56	0.397	GO:0009060
33	24	13	0.00044	0.00128	2.099e+02	0.573	0.646	GO:0071514
34	20	7	0.00044	0.00131	1.948e+02	0.524	0.554	GO:0090559
35	22	9	0.0004	0.00079	2.148e+02	0.561	0.414	GO:0003208
36	47	21	0.00031	0.00092	9.057e+02	0.563	0.548	GO:0051146
37	25	11	0.00029	0.00086	2.638e+02	0.524	0.555	GO:0042311
38	26	10	0.00028	0.00085	3.087e+02	0.617	0.424	GO:0050710
39	21	10	0.00027	0.0008	1.779e+02	0.641	0.444	GO:0045446
40	23	10	0.00027	0.0008	2.258e+02	0.605	0.408	GO:0048512
41	70	32	0.00026	0.00079	1.966e+03	0.581	0.521	GO:0097529
42	25	10	0.00025	0.00074	2.798e+02	0.577	0.357	GO:0006378
43	23	10	0.00024	0.00072	2.258e+02	0.662	0.393	GO:0072525
44	24	10	0.00023	0.00068	2.518e+02	0.562	0.418	GO:0035329
45	66	29	0.00021	0.00064	1.793e+03	0.577	0.469	GO:0007043
46	33	17	0.00018	0.00055	4.086e+02	0.594	0.633	GO:0007131
47	28	12	0.00018	0.00054	3.347e+02	0.58	0.453	GO:0043370
48	37	19	0.00018	0.00053	5.135e+02	0.599	0.567	GO:0007292
49	26	9	0.00018	0.00053	3.267e+02	0.53	0.371	GO:1902692
50	24	11	0.00017	0.00039	2.368e+02	0.585	0.409	GO:0014031
51	24	10	0.00015	0.00044	2.518e+02	0.496	0.577	GO:0007492
52	22	11	0.00014	0.00042	1.879e+02	0.584	0.568	GO:0006906
53	23	10	0.00013	0.00038	2.258e+02	0.538	0.449	GO:0034605
54	22	10	0.00013	0.00038	2.009e+02	0.586	0.509	GO:0034698
55	21	9	0.00012	0.00036	1.909e+02	0.601	0.429	GO:0032715
56	25	8	0.00011	0.00034	3.147e+02	0.557	0.477	GO:0000038
57	26	11	0.00011	0.00034	2.917e+02	0.611	0.41	GO:0000188
58	59	23	0.0001	0.00031	1.541e+03	0.55	0.376	GO:0009306
59	22	8	0.0001	0.00031	2.298e+02	0.573	0.464	GO:0060314
60	25	12	0.0001	0.00029	2.488e+02	0.629	0.61	GO:0010226
61	20	7	9e-05	0.00028	1.948e+02	0.524	0.409	GO:0007031
62	24	10	9e-05	0.00026	2.518e+02	0.558	0.49	GO:0001916
63	21	8	8e-05	0.00025	2.048e+02	0.545	0.313	GO:0006783
64	23	9	8e-05	0.00024	2.408e+02	0.538	0.313	GO:0019098
65	23	8	8e-05	0.00024	2.568e+02	0.504	0.504	GO:0044062
66	22	9	7e-05	0.00022	2.148e+02	0.561	0.313	GO:0044705
67	45	16	7e-05	0.0002	9.474e+02	0.551	0.482	GO:0002709
68	25	12	7e-05	0.0002	2.488e+02	0.567	0.647	GO:0045058
69	23	11	6e-05	0.00019	2.118e+02	0.646	0.538	GO:0008299
70	22	7	6e-05	0.00019	2.458e+02	0.486	0.497	GO:0032728
71	23	10	6e-05	0.00018	2.258e+02	0.622	0.468	GO:1903313
72	33	13	5e-05	0.00016	4.864e+02	0.557	0.396	GO:0016056
73	31	13	5e-05	0.00016	4.146e+02	0.584	0.421	GO:0034109
74	20	8	5e-05	0.00016	1.809e+02	0.527	0.472	GO:0043537
75	34	13	5e-05	0.00014	5.244e+02	0.535	0.381	GO:0032729
76	27	11	5e-05	0.00014	3.217e+02	0.604	0.452	GO:0034453
77	34	15	5e-05	0.00014	4.815e+02	0.564	0.588	GO:0045840
78	29	10	4e-05	0.00012	4.056e+02	0.534	0.309	GO:0042168
79	62	25	4e-05	0.00012	1.668e+03	0.537	0.432	GO:0050907
80	20	7	4e-05	0.00011	1.948e+02	0.577	0.405	GO:0072337
81	21	11	3e-05	0.0001	1.659e+02	0.645	0.565	GO:0035710
82	29	13	3e-05	0.0001	3.487e+02	0.546	0.529	GO:0048747
83	46	18	3e-05	8e-05	9.395e+02	0.477	0.517	GO:0030010
84	21	8	3e-05	8e-05	2.048e+02	0.567	0.399	GO:0050704
85	21	8	3e-05	8e-05	2.048e+02	0.576	0.365	GO:0072009
86	22	9	2e-05	6e-05	2.148e+02	0.53	0.477	GO:0000819
87	29	11	2e-05	6e-05	3.856e+02	0.597	0.374	GO:0006099
88	30	12	2e-05	6e-05	3.996e+02	0.524	0.422	GO:0048864
89	36	13	2e-05	6e-05	6.052e+02	0.539	0.45	GO:1901019
90	28	9	2e-05	5e-05	3.916e+02	0.577	0.375	GO:0016925
91	32	12	2e-05	5e-05	4.705e+02	0.556	0.484	GO:0032885
92	30	12	2e-05	5e-05	3.996e+02	0.557	0.526	GO:0070873
93	61	23	1e-05	4e-05	1.676e+03	0.53	0.457	GO:0009408
94	29	12	0.0	1e-05	3.666e+02	0.517	0.529	GO:0022029
95	64	27	0.0	1e-05	1.729e+03	0.587	0.4	GO:0031214
96	35	16	0.0	1e-05	4.985e+02	0.586	0.517	GO:0042993
97	26	8	0.0	1e-05	3.456e+02	0.546	0.335	GO:0045806
