Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	21	13	0.05136	0.06359	1.409e+02	0.636	0.459	GO:0046135
2	20	11	0.02742	0.04359	1.449e+02	0.68	0.345	GO:0001782
3	31	17	0.01705	0.04378	3.437e+02	0.606	0.48	GO:0072529
4	22	12	0.01622	0.04137	1.759e+02	0.694	0.355	GO:0048710
5	23	13	0.00929	0.01456	1.859e+02	0.663	0.546	GO:0010771
6	20	10	0.00917	0.0192	1.559e+02	0.683	0.4	GO:0002262
7	27	15	0.00666	0.01626	2.588e+02	0.623	0.505	GO:0070423
8	53	25	0.00622	0.01867	1.109e+03	0.593	0.42	GO:0042552
9	23	11	0.00483	0.01444	2.118e+02	0.628	0.423	GO:0071695
10	22	13	0.00449	0.00817	1.629e+02	0.626	0.508	GO:0030201
11	29	14	0.00413	0.01065	3.317e+02	0.603	0.454	GO:0050805
12	29	15	0.00405	0.00813	3.157e+02	0.616	0.476	GO:0001838
13	25	12	0.00367	0.00842	2.488e+02	0.577	0.441	GO:0040036
14	25	13	0.00357	0.00872	2.348e+02	0.596	0.403	GO:0061077
15	21	10	0.00332	0.00542	1.779e+02	0.598	0.295	GO:0014003
16	33	17	0.0024	0.00613	4.086e+02	0.6	0.511	GO:0002753
17	31	14	0.00219	0.00497	3.956e+02	0.593	0.317	GO:0006206
18	20	10	0.00204	0.00415	1.559e+02	0.634	0.477	GO:0030902
19	21	10	0.00203	0.00608	1.779e+02	0.582	0.455	GO:0009060
20	39	18	0.00176	0.004	6.133e+02	0.595	0.38	GO:0002260
21	34	16	0.00167	0.00339	4.615e+02	0.585	0.417	GO:0009101
22	30	15	0.00156	0.00468	3.457e+02	0.615	0.476	GO:0072175
23	21	9	0.0015	0.00443	1.909e+02	0.545	0.424	GO:0043029
24	47	22	0.00136	0.00408	8.788e+02	0.608	0.383	GO:0001776
25	33	15	0.00114	0.00343	4.455e+02	0.587	0.498	GO:0042516
26	20	10	0.00097	0.00292	1.559e+02	0.621	0.522	GO:0098581
27	42	19	0.0008	0.0024	7.191e+02	0.577	0.455	GO:0006029
28	21	11	0.00075	0.00152	1.659e+02	0.567	0.666	GO:0031016
29	29	12	0.00075	0.00224	3.666e+02	0.599	0.289	GO:0006099
30	21	9	0.0007	0.0021	1.909e+02	0.595	0.484	GO:0000272
31	21	9	0.00066	0.00199	1.909e+02	0.56	0.423	GO:0045446
32	47	23	0.00062	0.00186	8.528e+02	0.56	0.509	GO:0048814
33	27	13	0.00054	0.00111	2.888e+02	0.598	0.421	GO:0006775
34	22	10	0.00051	0.00154	2.009e+02	0.602	0.433	GO:0045686
35	22	9	0.00051	0.00152	2.148e+02	0.58	0.495	GO:0017145
36	30	15	0.00046	0.00139	3.457e+02	0.613	0.53	GO:0046632
37	27	13	0.00045	0.00092	2.888e+02	0.593	0.481	GO:0042517
