Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	26	17	0.07514	0.09134	1.989e+02	0.625	0.554	GO:0097028
2	90	47	0.05833	0.08937	2.960e+03	0.589	0.452	GO:0070374
3	23	15	0.0385	0.05155	1.569e+02	0.614	0.671	GO:0045214
4	20	13	0.03082	0.02673	1.199e+02	0.678	0.335	GO:0048546
5	43	24	0.02645	0.02649	6.462e+02	0.601	0.505	GO:0046460
6	20	13	0.02009	0.02178	1.199e+02	0.645	0.593	GO:0046949
7	22	14	0.01981	0.03481	1.489e+02	0.653	0.604	GO:0035336
8	76	38	0.01562	0.03295	2.181e+03	0.576	0.521	GO:0002573
9	20	13	0.01319	0.01309	1.199e+02	0.692	0.415	GO:0008210
10	123	58	0.01318	0.01826	5.910e+03	0.557	0.454	GO:0070372
11	78	39	0.01291	0.02865	2.297e+03	0.571	0.495	GO:0007565
12	41	23	0.01091	0.01758	5.853e+02	0.604	0.526	GO:0019432
13	22	13	0.00996	0.01166	1.629e+02	0.649	0.483	GO:0048710
14	23	13	0.0078	0.0125	1.859e+02	0.616	0.598	GO:0019098
15	22	13	0.00775	0.01217	1.629e+02	0.615	0.598	GO:0044705
16	113	54	0.00727	0.00878	4.949e+03	0.556	0.542	GO:0044706
17	26	14	0.00587	0.00843	2.468e+02	0.574	0.527	GO:0045814
18	33	17	0.00567	0.00687	4.086e+02	0.598	0.553	GO:0032648
19	22	12	0.0054	0.00624	1.759e+02	0.57	0.616	GO:0060071
20	29	17	0.00524	0.00923	2.828e+02	0.628	0.549	GO:0035337
21	23	13	0.00499	0.00755	1.859e+02	0.64	0.465	GO:0030316
22	26	14	0.00498	0.00885	2.468e+02	0.592	0.58	GO:0070979
23	22	12	0.00479	0.00827	1.759e+02	0.556	0.667	GO:0033032
24	61	30	0.00478	0.00652	1.425e+03	0.571	0.564	GO:0051705
25	65	31	0.0045	0.00743	1.651e+03	0.576	0.483	GO:0034146
26	111	51	0.00386	0.00616	4.899e+03	0.566	0.503	GO:0008544
27	21	11	0.00381	0.00669	1.659e+02	0.542	0.725	GO:0072009
28	31	16	0.00376	0.00464	3.607e+02	0.569	0.499	GO:0045103
29	21	11	0.00336	0.00537	1.659e+02	0.584	0.483	GO:0031670
30	32	17	0.00335	0.00533	3.756e+02	0.598	0.54	GO:0031572
31	20	11	0.0033	0.0059	1.449e+02	0.642	0.41	GO:0000413
32	24	13	0.0033	0.00559	2.099e+02	0.615	0.404	GO:0035162
33	20	11	0.00304	0.00421	1.449e+02	0.607	0.483	GO:0031497
34	32	16	0.00301	0.00534	3.926e+02	0.602	0.439	GO:0045620
35	29	15	0.003	0.00419	3.157e+02	0.552	0.531	GO:0008361
36	24	13	0.00277	0.0045	2.099e+02	0.655	0.45	GO:0045687
37	35	17	0.00266	0.00203	4.785e+02	0.549	0.579	GO:0001942
38	22	11	0.00261	0.0039	1.879e+02	0.571	0.59	GO:0045879
39	30	15	0.00244	0.00471	3.457e+02	0.573	0.434	GO:0018208
40	23	13	0.00242	0.00352	1.859e+02	0.614	0.554	GO:0007032
41	21	11	0.00237	0.00305	1.659e+02	0.652	0.415	GO:0046135
42	20	10	0.00236	0.00259	1.559e+02	0.594	0.736	GO:0030149
43	38	19	0.00233	0.0044	5.514e+02	0.533	0.623	GO:0009311
44	112	51	0.00233	0.00385	5.015e+03	0.578	0.462	GO:0040029
45	41	20	0.00229	0.00426	6.522e+02	0.563	0.453	GO:0071347
46	22	12	0.00228	0.00641	1.759e+02	0.581	0.585	GO:0001909
47	100	45	0.00227	0.00279	4.033e+03	0.566	0.473	GO:0046165
48	22	11	0.0022	0.00202	1.879e+02	0.534	0.638	GO:0042490
49	25	13	0.00217	0.00528	2.348e+02	0.6	0.451	GO:0006656
50	26	14	0.00216	0.00264	2.468e+02	0.63	0.526	GO:0048701
51	36	18	0.00214	0.00363	4.955e+02	0.567	0.516	GO:0007339
52	34	18	0.00213	0.00268	4.246e+02	0.629	0.451	GO:0014015
53	44	21	0.00209	0.00305	7.609e+02	0.556	0.468	GO:0048844
54	20	10	0.00204	0.00248	1.559e+02	0.616	0.335	GO:0007031
55	61	28	0.00202	0.00343	1.492e+03	0.592	0.453	GO:0014013
56	133	61	0.002	0.00266	7.028e+03	0.546	0.545	GO:0044703
57	26	13	0.00199	0.00267	2.608e+02	0.546	0.593	GO:0035384
58	33	16	0.00199	0.00439	4.266e+02	0.568	0.542	GO:0002753
59	90	40	0.00197	0.00314	3.296e+03	0.538	0.538	GO:0006639
60	21	11	0.00196	0.00357	1.659e+02	0.639	0.431	GO:0060412
61	30	15	0.00194	0.00262	3.457e+02	0.56	0.499	GO:0045104
62	46	22	0.00194	0.00477	8.298e+02	0.563	0.507	GO:0035036
63	31	15	0.00193	0.00327	3.776e+02	0.606	0.418	GO:0072529
64	29	13	0.00174	0.00467	3.487e+02	0.567	0.469	GO:0050853
65	60	28	0.00172	0.00213	1.428e+03	0.578	0.482	GO:0002698
66	20	10	0.0017	0.00249	1.559e+02	0.599	0.451	GO:0042744
67	21	11	0.00167	0.00193	1.659e+02	0.608	0.511	GO:0071804
68	25	12	0.00161	0.00296	2.488e+02	0.591	0.467	GO:0061077
69	20	10	0.0016	0.00233	1.559e+02	0.586	0.559	GO:0001953
70	20	11	0.00155	0.0024	1.449e+02	0.654	0.345	GO:0045577
71	21	10	0.00153	0.00171	1.779e+02	0.531	0.537	GO:0009651
72	24	12	0.00152	0.00252	2.228e+02	0.6	0.503	GO:0001892
73	25	11	0.00149	0.00311	2.638e+02	0.561	0.4	GO:0060444
74	58	27	0.00149	0.00238	1.338e+03	0.568	0.474	GO:2000648
75	39	17	0.00148	0.00389	6.362e+02	0.583	0.373	GO:0060402
76	32	14	0.00146	0.00303	4.295e+02	0.54	0.509	GO:0032722
77	23	11	0.00144	0.00149	2.118e+02	0.553	0.422	GO:0000060
78	49	23	0.00143	0.00192	9.525e+02	0.535	0.436	GO:0008637
79	140	62	0.00141	0.00327	7.954e+03	0.547	0.54	GO:0030099
80	28	13	0.0014	0.00198	3.177e+02	0.581	0.471	GO:0070670
81	30	14	0.00137	0.00303	3.626e+02	0.596	0.374	GO:0032508
82	34	17	0.00135	0.0021	4.425e+02	0.566	0.644	GO:0035176
83	20	10	0.00135	0.00189	1.559e+02	0.575	0.495	GO:0046461
84	40	18	0.00133	0.00208	6.551e+02	0.539	0.448	GO:0001657
85	23	11	0.00132	0.00227	2.118e+02	0.569	0.586	GO:0032689
86	29	14	0.00132	0.00277	3.317e+02	0.581	0.448	GO:0042743
87	34	16	0.00129	0.00179	4.615e+02	0.584	0.448	GO:0035019
88	31	15	0.00129	0.00251	3.776e+02	0.62	0.391	GO:0000387
89	27	13	0.00129	0.00222	2.887e+02	0.552	0.587	GO:0032855
90	22	11	0.00128	0.00151	1.879e+02	0.558	0.576	GO:0061005
91	28	13	0.00127	0.00191	3.177e+02	0.596	0.428	GO:1903309
92	67	30	0.00124	0.00192	1.826e+03	0.543	0.473	GO:0001570
93	23	11	0.0012	0.00162	2.118e+02	0.57	0.504	GO:0006071
94	22	10	0.00119	0.00237	2.008e+02	0.599	0.408	GO:0008207
95	20	8	0.00119	0.00196	1.809e+02	0.587	0.356	GO:0003341
96	24	11	0.00118	0.00256	2.368e+02	0.578	0.45	GO:0035329
97	69	32	0.00118	0.00264	1.893e+03	0.547	0.424	GO:0048514
98	30	15	0.00116	0.00232	3.457e+02	0.559	0.51	GO:0008038
99	25	11	0.00114	0.00128	2.638e+02	0.568	0.379	GO:0042181
100	25	12	0.00112	0.00222	2.488e+02	0.557	0.636	GO:0030212
101	22	10	0.00112	0.00133	2.008e+02	0.501	0.56	GO:0051293
102	27	12	0.00108	0.0025	3.047e+02	0.518	0.403	GO:0006775
103	27	14	0.00107	0.00254	2.738e+02	0.583	0.483	GO:0070423
104	22	11	0.00107	0.0019	1.879e+02	0.558	0.618	GO:0090200
105	20	9	0.00105	0.00153	1.679e+02	0.587	0.548	GO:2000677
106	27	12	0.00103	0.00232	3.047e+02	0.601	0.364	GO:0048536
107	29	13	0.00102	0.00169	3.487e+02	0.563	0.616	GO:0001578
108	30	14	0.00102	0.00171	3.626e+02	0.549	0.486	GO:0048864
109	20	9	0.00101	0.00161	1.679e+02	0.583	0.541	GO:0021795
110	25	12	0.00101	0.00212	2.488e+02	0.561	0.619	GO:0048169
111	26	12	0.001	0.00192	2.758e+02	0.538	0.474	GO:0043124
112	21	10	0.001	0.00161	1.779e+02	0.544	0.592	GO:0006342
113	25	12	0.00095	0.0017	2.488e+02	0.59	0.502	GO:0045058
114	22	11	0.00093	0.00197	1.879e+02	0.575	0.505	GO:1902229
115	79	33	0.00093	0.00195	2.642e+03	0.538	0.473	GO:0042439
116	45	20	0.00092	0.00178	8.338e+02	0.581	0.447	GO:0006120
117	63	28	0.00091	0.00108	1.624e+03	0.52	0.564	GO:0072073
118	29	13	0.0009	0.00121	3.487e+02	0.541	0.413	GO:0048278
119	22	9	0.0009	0.0014	2.148e+02	0.497	0.602	GO:0044089
120	23	11	0.00089	0.00123	2.118e+02	0.59	0.456	GO:0006692
121	27	12	0.00089	0.00197	3.047e+02	0.531	0.533	GO:0090398
122	34	15	0.00087	0.00133	4.814e+02	0.525	0.465	GO:1901983
123	33	15	0.00086	0.00105	4.455e+02	0.537	0.465	GO:2000756
124	25	12	0.00086	0.00131	2.488e+02	0.539	0.573	GO:0010907
125	21	10	0.00086	0.00177	1.779e+02	0.565	0.6	GO:0019915
126	29	13	0.00085	0.00128	3.487e+02	0.578	0.557	GO:0045777
127	22	11	0.00084	0.00156	1.879e+02	0.579	0.544	GO:0018200
128	32	14	0.00082	0.00171	4.295e+02	0.585	0.374	GO:0032392
129	20	8	0.00082	0.00195	1.809e+02	0.546	0.504	GO:0032413
130	36	17	0.00082	0.001	5.154e+02	0.595	0.555	GO:0006040
131	24	12	0.0008	0.00124	2.228e+02	0.591	0.466	GO:0007616
132	39	17	0.0008	0.00173	6.362e+02	0.543	0.522	GO:0007041
133	39	18	0.0008	0.00128	6.132e+02	0.563	0.544	GO:0001906
134	59	27	0.00079	0.00189	1.399e+03	0.543	0.631	GO:0006687
135	34	16	0.00079	0.00072	4.615e+02	0.59	0.511	GO:2001021
136	21	10	0.00079	0.0012	1.779e+02	0.581	0.736	GO:0046466
137	33	15	0.00078	0.00111	4.455e+02	0.533	0.542	GO:0046471
138	71	32	0.00078	0.00164	2.040e+03	0.558	0.461	GO:0038123
139	52	23	0.00077	0.00172	1.113e+03	0.551	0.43	GO:0055008
140	27	13	0.00077	0.00124	2.887e+02	0.643	0.442	GO:0034453
141	37	16	0.00075	0.00109	5.763e+02	0.505	0.485	GO:0001656
142	26	11	0.00075	0.00115	2.917e+02	0.547	0.475	GO:0033209
143	45	21	0.00074	0.00118	8.078e+02	0.602	0.485	GO:0045685
144	24	11	0.00074	0.00119	2.368e+02	0.561	0.485	GO:0051568
145	25	11	0.00074	0.00085	2.638e+02	0.571	0.457	GO:0031057
146	21	9	0.00072	0.00141	1.909e+02	0.547	0.501	GO:0042107
147	31	14	0.00072	0.00134	3.956e+02	0.597	0.509	GO:0033619
148	57	26	0.00071	0.00136	1.310e+03	0.569	0.477	GO:0003143
149	21	8	0.00071	0.00124	2.048e+02	0.525	0.465	GO:0046834
150	43	19	0.0007	0.00127	7.649e+02	0.575	0.464	GO:0008015
151	28	12	0.0007	0.00101	3.347e+02	0.622	0.356	GO:0010453
152	23	11	0.0007	0.00135	2.118e+02	0.55	0.549	GO:0061515
153	28	13	0.00069	0.00153	3.177e+02	0.576	0.552	GO:0048008
154	53	24	0.00068	0.00089	1.139e+03	0.537	0.471	GO:0001938
155	21	10	0.00068	0.00116	1.779e+02	0.585	0.64	GO:0008045
156	32	15	0.00066	0.00177	4.106e+02	0.588	0.496	GO:2000107
157	37	17	0.00066	0.00114	5.543e+02	0.493	0.58	GO:0043618
158	111	48	0.00066	0.00109	5.086e+03	0.565	0.519	GO:0022904
159	91	40	0.00066	0.00122	3.393e+03	0.533	0.538	GO:0006638
160	41	18	0.00066	0.00085	6.990e+02	0.587	0.458	GO:0034968
161	26	12	0.00065	0.00078	2.758e+02	0.533	0.411	GO:0006904
162	20	10	0.00065	0.00118	1.559e+02	0.548	0.467	GO:0002262
163	22	9	0.00065	0.00116	2.148e+02	0.509	0.498	GO:0001961
164	52	21	0.00065	0.00152	1.176e+03	0.535	0.417	GO:0042180
165	45	20	0.00065	0.00084	8.338e+02	0.546	0.503	GO:2001243
166	30	13	0.00064	0.00078	3.806e+02	0.545	0.53	GO:0007040
167	37	17	0.00064	0.00098	5.543e+02	0.54	0.589	GO:0061351
168	20	8	0.00064	0.00132	1.809e+02	0.623	0.288	GO:0009268
169	56	25	0.00063	0.00146	1.282e+03	0.6	0.431	GO:0016571
