Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	25	15	0.06247	0.10724	2.059e+02	0.61	0.67	GO:0060444
2	31	18	0.05838	0.06762	3.257e+02	0.631	0.572	GO:0072529
3	21	12	0.01077	0.01489	1.539e+02	0.647	0.346	GO:2000351
4	20	11	0.01	0.02061	1.449e+02	0.686	0.528	GO:0002861
5	23	12	0.00666	0.01541	1.989e+02	0.614	0.448	GO:0030316
6	57	27	0.00587	0.0096	1.278e+03	0.578	0.551	GO:0043507
7	46	21	0.00443	0.01121	8.558e+02	0.539	0.518	GO:0043604
8	20	10	0.00392	0.0064	1.559e+02	0.583	0.413	GO:0051953
9	36	17	0.00386	0.01124	5.154e+02	0.603	0.485	GO:0050999
10	20	10	0.00353	0.00642	1.559e+02	0.605	0.518	GO:2000108
11	40	19	0.0031	0.00495	6.322e+02	0.621	0.477	GO:0007159
12	23	11	0.00308	0.00761	2.118e+02	0.52	0.638	GO:0051180
13	22	11	0.00259	0.00347	1.879e+02	0.547	0.397	GO:0035924
14	71	32	0.00223	0.00573	2.041e+03	0.573	0.552	GO:0043506
15	31	15	0.00209	0.00534	3.776e+02	0.618	0.545	GO:0006206
16	37	16	0.00208	0.00452	5.763e+02	0.548	0.478	GO:0032784
17	24	12	0.00207	0.00381	2.228e+02	0.634	0.431	GO:0009190
18	23	11	0.00198	0.00381	2.118e+02	0.553	0.546	GO:0002026
19	22	11	0.00188	0.00352	1.879e+02	0.618	0.607	GO:0034698
20	20	10	0.0018	0.00361	1.559e+02	0.601	0.557	GO:0050685
21	25	11	0.00162	0.00413	2.638e+02	0.558	0.463	GO:0042181
22	38	18	0.00156	0.0025	5.723e+02	0.596	0.432	GO:0030049
23	35	16	0.00154	0.00226	4.985e+02	0.593	0.468	GO:0034308
24	27	13	0.00143	0.00239	2.888e+02	0.551	0.475	GO:0040020
25	62	26	0.00143	0.00362	1.630e+03	0.537	0.472	GO:0030048
26	33	15	0.00124	0.00217	4.455e+02	0.588	0.508	GO:0007257
27	20	9	0.00121	0.0022	1.679e+02	0.545	0.502	GO:0030149
28	24	11	0.00115	0.0023	2.368e+02	0.593	0.459	GO:0032735
29	21	10	0.00114	0.0022	1.779e+02	0.56	0.5	GO:0046466
30	34	15	0.00112	0.00266	4.815e+02	0.556	0.564	GO:1901028
31	31	15	0.0011	0.00242	3.776e+02	0.578	0.459	GO:0051445
32	66	29	0.00107	0.00302	1.793e+03	0.561	0.582	GO:0009112
33	41	18	0.00106	0.00239	6.991e+02	0.576	0.524	GO:0090002
34	20	10	0.00106	0.00174	1.559e+02	0.627	0.599	GO:0003341
35	21	10	0.00105	0.00165	1.779e+02	0.526	0.58	GO:0032715
36	42	19	0.00104	0.0029	7.191e+02	0.541	0.528	GO:0001755
37	23	10	0.00102	0.00223	2.258e+02	0.556	0.556	GO:0043534
38	20	9	0.001	0.003	1.679e+02	0.547	0.469	GO:0001782
39	27	12	0.00099	0.00253	3.047e+02	0.591	0.561	GO:0006775
40	26	11	0.00091	0.00252	2.917e+02	0.527	0.641	GO:2000243
41	51	22	0.0009	0.00188	1.088e+03	0.544	0.468	GO:0051952
42	22	10	0.00087	0.00249	2.009e+02	0.591	0.521	GO:0060071
43	28	12	0.00084	0.00161	3.347e+02	0.536	0.61	GO:0016574
44	22	10	0.00076	0.00175	2.009e+02	0.573	0.409	GO:0050856
45	37	16	0.00073	0.00136	5.763e+02	0.576	0.601	GO:0061351
46	37	16	0.00073	0.00148	5.763e+02	0.529	0.627	GO:0031047
47	51	22	0.00068	0.00139	1.088e+03	0.562	0.583	GO:0001947
48	26	10	0.00068	0.00128	3.087e+02	0.563	0.492	GO:0043502
