Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	51	25	0.01063	0.01947	1.002e+03	0.598	0.411	GO:0061387
2	37	19	0.00904	0.01705	5.135e+02	0.626	0.48	GO:1901264
3	50	25	0.00782	0.01802	9.497e+02	0.606	0.558	GO:0007498
4	43	22	0.00781	0.02154	6.932e+02	0.627	0.408	GO:0030516
5	47	24	0.00589	0.01334	8.279e+02	0.614	0.562	GO:0061097
6	25	13	0.00442	0.00991	2.348e+02	0.628	0.479	GO:0030212
7	27	13	0.00434	0.00888	2.888e+02	0.638	0.47	GO:0032570
8	32	16	0.00418	0.0112	3.926e+02	0.566	0.576	GO:0050732
9	20	11	0.00418	0.01235	1.449e+02	0.621	0.485	GO:2000677
10	24	12	0.00389	0.00695	2.228e+02	0.612	0.567	GO:0000045
11	42	20	0.00322	0.00567	6.951e+02	0.596	0.55	GO:0035136
12	20	10	0.00284	0.00456	1.559e+02	0.668	0.513	GO:0046839
13	100	43	0.00227	0.00355	4.148e+03	0.596	0.39	GO:0050770
14	20	11	0.00218	0.00446	1.449e+02	0.576	0.528	GO:0000381
15	31	15	0.00213	0.00558	3.776e+02	0.592	0.41	GO:0051966
16	49	23	0.0021	0.00468	9.526e+02	0.607	0.439	GO:0060485
17	26	12	0.00178	0.00415	2.758e+02	0.59	0.374	GO:0009954
18	70	31	0.00172	0.00341	2.006e+03	0.582	0.546	GO:0018212
19	22	10	0.0016	0.00368	2.009e+02	0.551	0.595	GO:0086002
20	26	13	0.00158	0.0047	2.608e+02	0.605	0.475	GO:0007215
21	33	16	0.00127	0.00199	4.266e+02	0.57	0.573	GO:0060393
22	45	21	0.00116	0.00237	8.079e+02	0.532	0.461	GO:0000096
23	28	13	0.0011	0.00192	3.177e+02	0.576	0.548	GO:0051145
24	23	11	0.00093	0.0028	2.118e+02	0.606	0.553	GO:0007176
25	22	11	0.00089	0.00181	1.879e+02	0.584	0.3	GO:0001909
26	31	15	0.00084	0.00206	3.776e+02	0.559	0.591	GO:0035116
27	33	15	0.0008	0.00239	4.455e+02	0.55	0.519	GO:0009409
