Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	21	13	0.06676	0.06882	1.409e+02	0.636	0.459	GO:0046135
2	22	13	0.01777	0.03822	1.629e+02	0.626	0.508	GO:0030201
3	23	13	0.01696	0.03569	1.859e+02	0.663	0.546	GO:0010771
4	31	17	0.01576	0.02191	3.437e+02	0.606	0.48	GO:0072529
5	43	22	0.01454	0.02937	6.932e+02	0.603	0.58	GO:0007369
6	53	25	0.01097	0.01539	1.109e+03	0.593	0.42	GO:0042552
7	22	12	0.01063	0.01842	1.759e+02	0.694	0.355	GO:0048710
8	47	23	0.0087	0.01772	8.528e+02	0.56	0.509	GO:0048814
9	99	44	0.00828	0.00934	3.985e+03	0.559	0.531	GO:0032319
10	64	29	0.00813	0.01138	1.655e+03	0.564	0.594	GO:0031214
11	22	12	0.00719	0.00926	1.759e+02	0.594	0.682	GO:0001702
12	53	25	0.00662	0.00729	1.109e+03	0.609	0.476	GO:0001938
13	74	33	0.00586	0.00689	2.230e+03	0.562	0.507	GO:0050773
14	27	15	0.00546	0.0089	2.588e+02	0.623	0.505	GO:0070423
15	21	11	0.00485	0.0054	1.659e+02	0.562	0.539	GO:0001662
16	30	15	0.00482	0.00559	3.457e+02	0.613	0.53	GO:0046632
17	30	15	0.00468	0.00591	3.457e+02	0.615	0.476	GO:0072175
18	25	12	0.00439	0.0097	2.488e+02	0.523	0.611	GO:0000038
19	39	18	0.00398	0.00875	6.133e+02	0.595	0.38	GO:0002260
20	33	17	0.00395	0.00617	4.086e+02	0.6	0.511	GO:0002753
21	20	10	0.00394	0.00617	1.559e+02	0.615	0.599	GO:2000108
22	47	22	0.00367	0.00501	8.788e+02	0.608	0.383	GO:0001776
23	20	11	0.00354	0.00513	1.449e+02	0.68	0.345	GO:0001782
24	25	13	0.00333	0.006	2.348e+02	0.596	0.403	GO:0061077
25	21	10	0.00322	0.00325	1.779e+02	0.605	0.692	GO:0032925
26	56	25	0.00321	0.00366	1.282e+03	0.587	0.42	GO:0007272
27	21	11	0.0032	0.00386	1.659e+02	0.567	0.666	GO:0031016
28	29	15	0.0031	0.00458	3.157e+02	0.616	0.476	GO:0001838
29	29	14	0.00301	0.00329	3.317e+02	0.574	0.536	GO:0048747
30	29	14	0.0026	0.00524	3.317e+02	0.603	0.454	GO:0050805
31	31	15	0.00254	0.00288	3.776e+02	0.545	0.509	GO:0021675
32	53	23	0.00253	0.00669	1.170e+03	0.578	0.424	GO:0046427
33	21	10	0.00234	0.00515	1.779e+02	0.582	0.455	GO:0009060
34	68	30	0.00229	0.00381	1.898e+03	0.589	0.472	GO:0045666
35	76	33	0.00228	0.00261	2.390e+03	0.595	0.473	GO:0001936
36	68	30	0.00218	0.00409	1.898e+03	0.555	0.554	GO:0032321
37	31	15	0.00216	0.00457	3.776e+02	0.578	0.529	GO:0051004
38	34	16	0.00216	0.00319	4.615e+02	0.585	0.417	GO:0009101
39	24	11	0.00213	0.00315	2.368e+02	0.517	0.539	GO:0042596
40	47	21	0.00199	0.00322	9.057e+02	0.634	0.407	GO:0051146
41	34	16	0.00196	0.00255	4.615e+02	0.625	0.472	GO:0015914
42	21	10	0.00192	0.0023	1.779e+02	0.653	0.513	GO:0033081
43	25	12	0.00178	0.00293	2.488e+02	0.567	0.593	GO:0042311
44	27	12	0.00176	0.00341	3.047e+02	0.575	0.534	GO:0032855
45	23	10	0.00173	0.00257	2.258e+02	0.58	0.576	GO:0021533
46	26	12	0.00162	0.0021	2.758e+02	0.575	0.398	GO:0030166
47	30	14	0.00162	0.00214	3.627e+02	0.583	0.566	GO:0032856
48	27	13	0.00155	0.00366	2.888e+02	0.598	0.421	GO:0006775
49	20	10	0.00153	0.00303	1.559e+02	0.683	0.4	GO:0002262
50	32	14	0.00146	0.00327	4.296e+02	0.512	0.655	GO:0000578
51	41	18	0.00136	0.00184	6.991e+02	0.566	0.5	GO:0002200
52	31	14	0.00133	0.00232	3.956e+02	0.593	0.317	GO:0006206
53	71	31	0.00133	0.00239	2.081e+03	0.567	0.549	GO:0030510
54	21	10	0.00132	0.00181	1.779e+02	0.598	0.295	GO:0014003
55	32	14	0.00132	0.00241	4.296e+02	0.577	0.496	GO:0016445
56	37	16	0.00131	0.00251	5.763e+02	0.566	0.568	GO:0001974
57	30	14	0.0013	0.00362	3.627e+02	0.628	0.434	GO:0032465
58	26	12	0.00118	0.00189	2.758e+02	0.573	0.509	GO:0032732
