Creation Time:	2023-01-04 16:46:12

INPUT:
File name:	crfe_v019_b5.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/random/random1.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.3
threshold type:	proportion
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3
Maximal possible value for alpha and beta:	0.3
Probability parameter change:	0.2
seed for RNG:	3594009362

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	3511
Proportion perturbed genes:	0.2999829118250171

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3
beta (FNR):	0.3
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-7456.692739668941 +- 7.044915666860865e-13

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	22	12	0.06165	0.09934	1.759e+02	0.604	0.421	GO:0050912
2	25	14	0.04902	0.10896	2.209e+02	0.636	0.448	GO:0051155
3	38	18	0.02943	0.05015	5.723e+02	0.6	0.385	GO:0009066
4	24	12	0.02127	0.04222	2.228e+02	0.619	0.339	GO:0051568
5	27	14	0.01689	0.03029	2.738e+02	0.589	0.418	GO:0045912
6	29	14	0.01603	0.01976	3.317e+02	0.611	0.365	GO:0016331
7	23	13	0.01596	0.03508	1.859e+02	0.634	0.443	GO:0010677
8	20	13	0.01494	0.02709	1.199e+02	0.657	0.594	GO:0048477
9	20	11	0.0112	0.01755	1.449e+02	0.697	0.444	GO:0002861
10	22	11	0.01033	0.02008	1.879e+02	0.633	0.365	GO:0033032
11	21	11	0.0068	0.01399	1.659e+02	0.627	0.469	GO:0046329
12	46	24	0.00557	0.00875	7.810e+02	0.634	0.487	GO:0007632
13	20	12	0.00495	0.01114	1.329e+02	0.601	0.582	GO:0045577
14	22	12	0.00386	0.00773	1.759e+02	0.628	0.561	GO:0017145
15	25	13	0.00348	0.00599	2.348e+02	0.636	0.425	GO:0030212
16	41	21	0.00316	0.00892	6.303e+02	0.638	0.449	GO:0008542
17	22	11	0.00215	0.00644	1.879e+02	0.598	0.523	GO:0090200
18	25	11	0.00204	0.00613	2.638e+02	0.616	0.377	GO:0007622
19	27	12	0.00196	0.00589	3.047e+02	0.564	0.44	GO:0043516
20	31	16	0.00191	0.00478	3.607e+02	0.591	0.468	GO:0043666
21	56	25	0.00189	0.00568	1.282e+03	0.617	0.385	GO:0016571
22	40	20	0.00175	0.00368	6.103e+02	0.606	0.492	GO:0010717
23	26	13	0.00158	0.0032	2.608e+02	0.624	0.422	GO:0034333
24	45	20	0.0012	0.00323	8.338e+02	0.563	0.365	GO:0022600
25	30	15	0.00117	0.0035	3.457e+02	0.613	0.504	GO:0032653
26	27	11	0.00092	0.00187	3.217e+02	0.557	0.327	GO:0050663
27	21	8	0.00084	0.00251	2.048e+02	0.549	0.214	GO:0050832
28	24	10	0.0007	0.0021	2.518e+02	0.562	0.418	GO:0035329
29	21	11	0.00062	0.00185	1.659e+02	0.645	0.565	GO:0035710
30	25	12	0.0006	0.00181	2.488e+02	0.63	0.498	GO:0048169
31	20	8	0.00054	0.00162	1.809e+02	0.635	0.418	GO:0015721
32	25	10	0.00053	0.0016	2.798e+02	0.577	0.357	GO:0006378
33	21	8	0.00047	0.0014	2.048e+02	0.562	0.43	GO:0042573
34	21	9	0.00044	0.00132	1.909e+02	0.573	0.472	GO:0014003
35	28	13	0.00043	0.00095	3.177e+02	0.553	0.452	GO:0042036
36	25	10	0.00041	0.00124	2.798e+02	0.663	0.353	GO:0006611
37	21	8	0.00041	0.00122	2.048e+02	0.545	0.313	GO:0006783
38	20	10	0.00038	0.00114	1.559e+02	0.63	0.506	GO:0031640
39	31	12	0.00034	0.00103	4.345e+02	0.559	0.413	GO:0000387
40	63	30	0.00033	0.00098	1.553e+03	0.605	0.46	GO:0034332
41	20	8	0.00032	0.00096	1.809e+02	0.584	0.447	GO:0045736
42	23	10	0.0003	0.0009	2.258e+02	0.605	0.408	GO:0048512
43	23	10	0.00021	0.00064	2.258e+02	0.538	0.449	GO:0034605
44	22	9	0.00017	0.00052	2.148e+02	0.53	0.477	GO:0000819
45	28	12	0.00017	0.00052	3.347e+02	0.57	0.398	GO:0006779
46	33	13	0.00017	0.0005	4.864e+02	0.557	0.396	GO:0016056
47	24	8	0.00016	0.00047	2.847e+02	0.548	0.344	GO:0042537
48	25	10	0.00016	0.00047	2.798e+02	0.607	0.368	GO:0061077
49	20	9	0.00014	0.00043	1.679e+02	0.547	0.546	GO:0001782
50	21	8	0.00011	0.00034	2.048e+02	0.59	0.413	GO:0045907
51	20	11	0.00011	0.00032	1.449e+02	0.607	0.604	GO:0002262
52	26	11	8e-05	0.00023	2.917e+02	0.611	0.41	GO:0000188
53	30	12	7e-05	0.00022	3.996e+02	0.529	0.404	GO:0032856
54	22	9	7e-05	0.0002	2.148e+02	0.561	0.414	GO:0003208
55	26	10	4e-05	0.00012	3.087e+02	0.617	0.424	GO:0050710
56	70	32	4e-05	0.00011	1.966e+03	0.581	0.521	GO:0097529
57	30	13	3e-05	8e-05	3.806e+02	0.591	0.396	GO:0022400
58	29	14	2e-05	7e-05	3.317e+02	0.629	0.458	GO:0002275
59	23	11	2e-05	6e-05	2.118e+02	0.646	0.538	GO:0008299
60	26	11	1e-05	4e-05	2.917e+02	0.546	0.498	GO:0007215
61	29	14	1e-05	2e-05	3.317e+02	0.558	0.522	GO:0000737
62	22	11	0.0	1e-05	1.879e+02	0.584	0.568	GO:0006906
