E-GEOD-81046		SRR3471621	characteristic	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471621	characteristic	cell type	macrophage	http://purl.obolibrary.org/obo/CL_0000235
E-GEOD-81046		SRR3471621	characteristic	developmental stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
E-GEOD-81046		SRR3471621	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-GEOD-81046		SRR3471621	characteristic	individual	EU96
E-GEOD-81046		SRR3471621	characteristic	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471621	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-GEOD-81046		SRR3471621	characteristic	organism part	blood	http://purl.obolibrary.org/obo/UBERON_0000178
E-GEOD-81046		SRR3471621	characteristic	sex	male	http://purl.obolibrary.org/obo/PATO_0000384
E-GEOD-81046		SRR3471621	factor	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471621	factor	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471622	characteristic	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471622	characteristic	cell type	macrophage	http://purl.obolibrary.org/obo/CL_0000235
E-GEOD-81046		SRR3471622	characteristic	developmental stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
E-GEOD-81046		SRR3471622	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-GEOD-81046		SRR3471622	characteristic	individual	EU80
E-GEOD-81046		SRR3471622	characteristic	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471622	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-GEOD-81046		SRR3471622	characteristic	organism part	blood	http://purl.obolibrary.org/obo/UBERON_0000178
E-GEOD-81046		SRR3471622	characteristic	sex	male	http://purl.obolibrary.org/obo/PATO_0000384
E-GEOD-81046		SRR3471622	factor	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471622	factor	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471623	characteristic	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471623	characteristic	cell type	macrophage	http://purl.obolibrary.org/obo/CL_0000235
E-GEOD-81046		SRR3471623	characteristic	developmental stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
E-GEOD-81046		SRR3471623	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-GEOD-81046		SRR3471623	characteristic	individual	EU78
E-GEOD-81046		SRR3471623	characteristic	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471623	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-GEOD-81046		SRR3471623	characteristic	organism part	blood	http://purl.obolibrary.org/obo/UBERON_0000178
E-GEOD-81046		SRR3471623	characteristic	sex	male	http://purl.obolibrary.org/obo/PATO_0000384
E-GEOD-81046		SRR3471623	factor	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471623	factor	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471624	characteristic	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471624	characteristic	cell type	macrophage	http://purl.obolibrary.org/obo/CL_0000235
E-GEOD-81046		SRR3471624	characteristic	developmental stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
E-GEOD-81046		SRR3471624	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-GEOD-81046		SRR3471624	characteristic	individual	EU76
E-GEOD-81046		SRR3471624	characteristic	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471624	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-GEOD-81046		SRR3471624	characteristic	organism part	blood	http://purl.obolibrary.org/obo/UBERON_0000178
E-GEOD-81046		SRR3471624	characteristic	sex	male	http://purl.obolibrary.org/obo/PATO_0000384
E-GEOD-81046		SRR3471624	factor	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471624	factor	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471625	characteristic	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471625	characteristic	cell type	macrophage	http://purl.obolibrary.org/obo/CL_0000235
E-GEOD-81046		SRR3471625	characteristic	developmental stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
E-GEOD-81046		SRR3471625	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-GEOD-81046		SRR3471625	characteristic	individual	EU74
E-GEOD-81046		SRR3471625	characteristic	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471625	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-GEOD-81046		SRR3471625	characteristic	organism part	blood	http://purl.obolibrary.org/obo/UBERON_0000178
E-GEOD-81046		SRR3471625	characteristic	sex	male	http://purl.obolibrary.org/obo/PATO_0000384
E-GEOD-81046		SRR3471625	factor	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471625	factor	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471626	characteristic	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471626	characteristic	cell type	macrophage	http://purl.obolibrary.org/obo/CL_0000235
E-GEOD-81046		SRR3471626	characteristic	developmental stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
E-GEOD-81046		SRR3471626	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-GEOD-81046		SRR3471626	characteristic	individual	EU72
E-GEOD-81046		SRR3471626	characteristic	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471626	characteristic	organism	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
E-GEOD-81046		SRR3471626	characteristic	organism part	blood	http://purl.obolibrary.org/obo/UBERON_0000178
E-GEOD-81046		SRR3471626	characteristic	sex	male	http://purl.obolibrary.org/obo/PATO_0000384
E-GEOD-81046		SRR3471626	factor	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471626	factor	infect	Salmonella enterica subsp. enterica serovar Typhimurium	http://purl.obolibrary.org/obo/NCBITaxon_90371
E-GEOD-81046		SRR3471627	characteristic	ancestry category	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
E-GEOD-81046		SRR3471627	characteristic	cell type	macrophage	http://purl.obolibrary.org/obo/CL_0000235
E-GEOD-81046		SRR3471627	characteristic	developmental stage	adult	http://www.ebi.ac.uk/efo/EFO_0001272
E-GEOD-81046		SRR3471627	characteristic	disease	normal	http://purl.obolibrary.org/obo/PATO_0000461
E-GEOD-81046		SRR3471627	characteristic	individual	EU70
