Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	318	1.0	0.0	1.838e+04	0.685	mitotic cell cycle
2	352	287	1.0	0.0	1.979e+04	0.453	DNA repair
3	40	32	1.0	0.0	2.914e+02	0.194	transcription from RNA polymerase III promoter
4	246	209	1.0	0.0	8.144e+03	0.26	translation
5	179	131	1.0	0.0	7.288e+03	0.22	protein folding
6	378	262	1.0	0.0	3.535e+04	0.248	chromatin modification
7	456	304	1.0	0.0	5.444e+04	0.151	protein modification by small protein conjugation
8	165	117	1.0	0.0	6.646e+03	0.089	Golgi vesicle transport
9	353	234	0.9881	0.03571	3.340e+04	0.158	nitrogen compound transport
10	84	57	0.98628	0.04116	1.897e+03	0.399	transition metal ion transport
11	372	266	0.86611	0.30161	3.221e+04	0.291	cellular amino acid metabolic process
12	260	192	0.80652	0.32605	1.487e+04	0.123	establishment of protein localization to organelle
13	441	262	0.79761	0.39887	5.956e+04	0.068	lipid biosynthetic process
14	283	249	0.7965	0.32022	8.694e+03	0.338	ncRNA metabolic process
15	225	159	0.7599	0.29083	1.233e+04	0.29	cofactor metabolic process
16	96	78	0.73851	0.39014	1.555e+03	0.1	respiratory electron transport chain
17	359	276	0.70025	0.45787	2.511e+04	0.177	mRNA processing
18	405	266	0.69457	0.44735	4.428e+04	0.276	monocarboxylic acid metabolic process
19	315	249	0.69312	0.4542	1.784e+04	0.65	organelle fission
20	234	176	0.68275	0.39883	1.155e+04	0.38	glycosylation
21	111	74	0.65428	0.30008	3.393e+03	0.163	cellular carbohydrate metabolic process
22	382	227	0.64658	0.45126	4.504e+04	0.118	multicellular organismal development
23	38	29	0.62704	0.37125	3.054e+02	1.478	digestion
24	116	97	0.60676	0.43528	2.001e+03	0.195	ribonucleoprotein complex assembly
25	187	133	0.5658	0.3942	8.455e+03	0.152	nuclear transport
26	171	141	0.52887	0.47736	4.584e+03	0.723	chromosome organization
27	183	129	0.50946	0.45461	8.249e+03	0.423	monosaccharide metabolic process
28	193	116	0.4637	0.31949	1.165e+04	0.06	lipid catabolic process
29	111	82	0.4392	0.41038	2.772e+03	0.207	macromolecule methylation
30	98	60	0.4237	0.42378	2.985e+03	0.569	epidermis development
31	73	57	0.42325	0.38753	1.039e+03	0.242	cellular component biogenesis
32	66	43	0.39109	0.42954	1.255e+03	0.795	collagen catabolic process
33	53	32	0.38473	0.32013	8.981e+02	0.102	vacuole organization
34	149	116	0.37383	0.35418	4.301e+03	0.3	nucleoside monophosphate metabolic process
35	48	28	0.35936	0.39092	7.665e+02	0.147	positive regulation of peptide secretion
36	104	63	0.35559	0.44434	3.401e+03	0.15	tube formation
37	321	225	0.33717	0.42381	2.515e+04	0.182	proteolysis involved in cellular protein catabolic process
38	73	46	0.33282	0.4086	1.606e+03	0.734	multicellular organismal catabolic process
39	33	25	0.32152	0.22757	2.360e+02	0.45	axon cargo transport
40	231	174	0.31741	0.39886	1.121e+04	0.382	protein glycosylation & macromolecule glycosylation
41	183	130	0.31586	0.36142	8.122e+03	0.15	nucleocytoplasmic transport
42	292	232	0.30797	0.45348	1.512e+04	0.688	nuclear division
43	122	88	0.30702	0.37322	3.530e+03	0.179	methylation
44	70	61	0.30637	0.43171	5.891e+02	0.763	DNA conformation change
45	245	170	0.30557	0.36589	1.510e+04	0.225	protein catabolic process
46	284	216	0.3	0.45826	1.638e+04	0.179	RNA splicing
47	45	30	0.29244	0.23509	5.677e+02	0.321	regulation of pH
48	22	16	0.28534	0.25073	1.177e+02	0.067	autophagic vacuole assembly
49	140	93	0.28174	0.29123	5.401e+03	0.075	mitochondrion organization
50	60	48	0.26703	0.3992	6.496e+02	0.404	pyruvate metabolic process
51	133	102	0.25686	0.39293	3.593e+03	0.125	electron transport chain
52	46	25	0.25358	0.33103	7.528e+02	-0.155	regulation of smoothened signaling pathway
53	66	44	0.22664	0.30865	1.212e+03	0.515	epidermal cell differentiation
54	54	46	0.2192	0.35597	4.019e+02	0.273	ribonucleoprotein complex biogenesis
55	49	32	0.2161	0.30128	6.937e+02	0.51	keratinocyte differentiation
56	198	171	0.20382	0.32108	4.856e+03	0.294	ncRNA processing
57	122	101	0.20051	0.32347	2.313e+03	0.207	ribonucleoprotein complex subunit organization
58	308	214	0.19634	0.30517	2.359e+04	0.184	modification-dependent protein catabolic process
59	81	74	0.19337	0.34895	5.406e+02	0.994	chromosome segregation
60	46	30	0.19132	0.17449	6.134e+02	0.252	pyrimidine nucleoside metabolic process
61	32	27	0.18493	0.36904	1.503e+02	0.31	ribosome biogenesis
62	302	211	0.1834	0.33022	2.247e+04	0.188	ubiquitin-dependent protein catabolic process
63	393	280	0.17867	0.36051	3.611e+04	0.288	cellular macromolecular complex assembly
64	260	171	0.17502	0.31167	1.859e+04	0.281	gamete generation
65	236	154	0.17169	0.33482	1.555e+04	0.297	male gamete generation
66	100	80	0.16816	0.26703	1.786e+03	0.425	carbohydrate catabolic process
67	61	47	0.16281	0.17139	7.577e+02	0.199	transcription elongation from RNA polymerase II promoter
68	68	57	0.15057	0.23644	6.874e+02	0.367	nucleoside monophosphate biosynthetic process
