Creation Time:	2023-01-11 15:49:41

INPUT:
File name:	crfe_v019_b2.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_5_seed_1.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	10000
MCMC steps:	20000
Maximal value for alpha and beta:	0.375
Maximal possible value for alpha and beta:	0.375
Probability parameter change:	0.2
seed for RNG:	2445497655

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4906
Proportion perturbed genes:	0.4191729323308271

OUTPUT:
Learnt parameters:
alpha (FPR):	0.375
beta (FNR):	0.1875
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-7921.410051892683 +- 2.5555565503440443

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	187	166	0.99341	0.01977	3.712e+03	0.439	0.399	GO:0031396
2	64	45	0.95916	0.07709	1.045e+03	0.141	0.516	GO:0030509
3	185	146	0.94232	0.17306	6.457e+03	0.275	0.464	GO:0098609
4	22	16	0.65984	0.43996	1.179e+02	0.244	0.384	GO:0010718
5	21	16	0.48676	0.36309	9.596e+01	0.21	0.506	GO:0006342
6	26	19	0.19502	0.20598	1.619e+02	0.159	0.525	GO:0045814
7	24	15	0.16444	0.20184	1.809e+02	0.172	0.329	GO:0016447
8	68	57	0.1271	0.16116	6.934e+02	0.353	0.435	GO:0072401
9	20	13	0.12588	0.1641	1.199e+02	0.229	0.367	GO:0043537
10	25	17	0.06902	0.11695	1.729e+02	0.127	0.487	GO:0050691
11	36	23	0.06404	0.10515	3.906e+02	0.172	0.454	GO:0002711
12	141	113	0.05862	0.17395	3.564e+03	0.317	0.431	GO:0007156
13	24	15	0.05517	0.13264	1.809e+02	0.122	0.412	GO:0048147
14	67	56	0.04738	0.08222	6.824e+02	0.343	0.443	GO:0006977
15	33	20	0.04717	0.1181	3.517e+02	0.109	0.394	GO:0010770
16	69	57	0.03248	0.0463	7.623e+02	0.342	0.435	GO:0072395
17	145	128	0.0255	0.05843	2.327e+03	0.414	0.417	GO:1903322
18	26	20	0.02196	0.039	1.419e+02	0.367	0.348	GO:0070979
19	107	95	0.01719	0.0302	1.218e+03	0.459	0.378	GO:1903321
20	25	15	0.01566	0.03665	2.058e+02	0.12	0.432	GO:0000038
21	26	15	0.01557	0.03571	2.318e+02	0.097	0.381	GO:0042246
22	29	18	0.0154	0.02408	2.648e+02	0.083	0.478	GO:0019370
23	30	17	0.01494	0.03633	3.127e+02	0.105	0.425	GO:0010596
24	49	31	0.0134	0.02191	7.291e+02	0.086	0.51	GO:0007368
25	39	24	0.01328	0.02042	4.805e+02	0.05	0.517	GO:0006691
26	23	15	0.01302	0.03906	1.569e+02	0.132	0.463	GO:0045661
27	25	17	0.01247	0.03438	1.729e+02	0.163	0.513	GO:0001958
28	22	14	0.01225	0.01694	1.489e+02	0.142	0.484	GO:0032728
29	31	19	0.01054	0.01328	3.067e+02	0.153	0.334	GO:0051445
30	101	90	0.01044	0.02782	1.056e+03	0.469	0.374	GO:0031397
31	22	17	0.01014	0.01687	1.010e+02	0.253	0.483	GO:0016338
32	34	19	0.00948	0.02363	4.056e+02	0.095	0.419	GO:0010633
33	25	16	0.00932	0.01448	1.899e+02	0.179	0.417	GO:0070534
34	29	24	0.00901	0.02054	1.359e+02	0.263	0.497	GO:0007157
35	52	33	0.00898	0.01702	8.169e+02	0.097	0.508	GO:0009855
36	25	16	0.00834	0.02042	1.899e+02	0.104	0.496	GO:0048169
37	31	18	0.00829	0.01448	3.257e+02	0.083	0.484	GO:0060761
38	49	28	0.00804	0.01153	8.188e+02	0.049	0.486	GO:0000724
39	38	24	0.0066	0.01117	4.415e+02	0.155	0.458	GO:0070936
40	53	34	0.00656	0.01969	8.359e+02	0.097	0.518	GO:0009799
41	23	14	0.00611	0.01196	1.719e+02	0.222	0.35	GO:0045214
42	24	16	0.006	0.01743	1.649e+02	0.122	0.608	GO:0070588
43	32	18	0.00597	0.0174	3.576e+02	0.109	0.321	GO:0016445
44	80	71	0.00595	0.01785	6.845e+02	0.433	0.401	GO:0031145
45	41	24	0.00572	0.01718	5.613e+02	0.071	0.479	GO:0048168
46	20	12	0.00554	0.01006	1.329e+02	0.072	0.488	GO:0098581
47	27	17	0.00553	0.01042	2.258e+02	0.162	0.359	GO:0040020
48	21	12	0.00542	0.01132	1.539e+02	0.138	0.299	GO:0000718
49	27	17	0.00531	0.013	2.258e+02	0.219	0.441	GO:0001914
50	28	15	0.00502	0.01161	2.867e+02	0.066	0.298	GO:0002312
51	30	19	0.00492	0.01476	2.758e+02	0.051	0.529	GO:0030513
52	56	34	0.00418	0.01255	1.000e+03	0.054	0.505	GO:0007272
53	34	20	0.00414	0.01188	3.856e+02	0.077	0.449	GO:0014823
54	24	15	0.00355	0.00742	1.809e+02	0.199	0.457	GO:0001916
55	96	85	0.00342	0.00565	1.001e+03	0.454	0.383	GO:0051438
56	25	14	0.00332	0.00996	2.208e+02	0.032	0.514	GO:0042771
57	27	15	0.00314	0.00908	2.588e+02	0.06	0.466	GO:0001960
58	20	12	0.00302	0.00904	1.329e+02	0.067	0.561	GO:0072676
59	22	14	0.00285	0.00567	1.489e+02	0.099	0.501	GO:0051898
60	82	66	0.00262	0.0053	1.192e+03	0.289	0.455	GO:0071158
61	38	22	0.00254	0.00416	4.884e+02	0.119	0.4	GO:0006513
62	27	15	0.00237	0.00711	2.588e+02	0.003	0.469	GO:0046676
63	30	17	0.00228	0.00599	3.127e+02	0.123	0.329	GO:0007190
64	24	13	0.00215	0.00519	2.098e+02	0.108	0.34	GO:0008089
65	22	13	0.0021	0.00628	1.629e+02	0.052	0.497	GO:0060314
66	24	13	0.00202	0.00578	2.098e+02	0.071	0.502	GO:0030857
67	31	19	0.00194	0.00584	3.067e+02	0.078	0.473	GO:0035065
68	34	19	0.00185	0.00555	4.056e+02	0.089	0.375	GO:0002562
69	25	14	0.00182	0.00433	2.208e+02	0.01	0.545	GO:0016575
70	72	64	0.00167	0.00501	5.486e+02	0.432	0.402	GO:0051437
71	26	15	0.00159	0.00478	2.318e+02	0.036	0.468	GO:0002286
72	50	29	0.00154	0.00407	8.398e+02	0.061	0.48	GO:0000725
73	28	17	0.00146	0.0038	2.538e+02	0.206	0.358	GO:0016574
74	21	9	0.0014	0.00418	1.908e+02	-0.084	0.412	GO:0046173
75	69	41	0.00139	0.00417	1.552e+03	0.062	0.513	GO:0042886
76	20	13	0.00136	0.00406	1.199e+02	0.06	0.525	GO:0034243
77	31	18	0.00109	0.00235	3.257e+02	0.055	0.469	GO:0060325
78	78	69	0.00105	0.00283	6.665e+02	0.443	0.391	GO:0051439
79	55	34	0.00101	0.00304	9.446e+02	0.064	0.506	GO:0007224
80	22	13	0.00101	0.00199	1.629e+02	-0.091	0.602	GO:0051181
81	23	13	0.00101	0.00303	1.859e+02	0.02	0.518	GO:0072525
82	40	24	0.00096	0.0029	5.204e+02	0.005	0.517	GO:0007159
83	20	12	0.00093	0.00279	1.329e+02	0.069	0.533	GO:0030902
84	26	19	0.0009	0.00268	1.619e+02	0.237	0.487	GO:0016339
85	20	11	0.0009	0.0027	1.449e+02	0.054	0.431	GO:0070371
86	22	12	0.00077	0.00231	1.759e+02	0.086	0.411	GO:0043330
87	20	12	0.00075	0.00225	1.329e+02	0.13	0.414	GO:0002861
88	22	11	0.00074	0.00211	1.879e+02	-0.048	0.562	GO:0050829
89	22	13	0.00072	0.00218	1.629e+02	-0.031	0.581	GO:0030325
90	42	23	0.00072	0.00162	6.272e+02	0.057	0.478	GO:0006081
91	21	11	0.00068	0.00206	1.659e+02	-0.092	0.711	GO:0046329
92	25	14	0.00066	0.002	2.208e+02	-0.035	0.549	GO:0001937
93	21	10	0.00066	0.00197	1.779e+02	0.011	0.484	GO:0042573
94	42	24	0.00062	0.00186	6.032e+02	0.038	0.499	GO:0010332
95	20	11	0.0006	0.0017	1.449e+02	0.006	0.516	GO:0090559
96	22	12	0.0006	0.0018	1.759e+02	-0.093	0.657	GO:0010507
97	35	20	0.0006	0.00178	4.205e+02	0.046	0.493	GO:0017144
98	40	23	0.00059	0.00177	5.443e+02	0.126	0.325	GO:0010717
99	25	13	0.00058	0.00173	2.348e+02	-0.034	0.452	GO:0030212
100	25	12	0.00058	0.00173	2.488e+02	-0.035	0.393	GO:0060444
101	20	12	0.00054	0.0013	1.329e+02	0.157	0.359	GO:0045736
102	72	64	0.00052	0.00086	5.486e+02	0.462	0.38	GO:0051352
103	20	12	0.00052	0.00155	1.329e+02	-0.015	0.589	GO:2000108
104	27	15	0.00045	0.00135	2.588e+02	0.093	0.398	GO:0007052
105	20	10	0.00043	0.0013	1.559e+02	0.068	0.369	GO:0000381
106	31	16	0.00043	0.0013	3.606e+02	0.095	0.328	GO:0030279
107	21	10	0.00041	0.00123	1.779e+02	-0.015	0.432	GO:0008045
108	32	19	0.0004	0.00119	3.387e+02	0.04	0.451	GO:0009948
109	34	22	0.00034	0.00101	3.427e+02	0.121	0.458	GO:1901983
110	45	26	0.00033	0.00099	6.841e+02	0.13	0.448	GO:0002709
111	31	17	0.00022	0.00066	3.437e+02	0.005	0.474	GO:0030318
112	67	59	0.0002	0.0006	5.087e+02	0.448	0.386	GO:0051436
113	20	11	0.0002	0.00058	1.449e+02	0.082	0.351	GO:0007220
114	21	12	0.00017	0.00051	1.539e+02	0.053	0.49	GO:0051220
115	28	15	0.00016	0.0005	2.867e+02	-0.038	0.492	GO:0032845
116	22	12	0.00016	0.0005	1.759e+02	-0.02	0.544	GO:0042417
117	22	11	0.00012	0.00037	1.879e+02	0.076	0.453	GO:0006699
118	34	22	0.00012	0.00034	3.427e+02	0.117	0.512	GO:0001707
119	20	11	0.00012	0.00034	1.449e+02	0.189	0.401	GO:0046949
120	53	33	0.00011	0.00033	8.698e+02	0.063	0.507	GO:0042552
121	23	11	0.00011	0.00033	2.118e+02	0.057	0.388	GO:0071695
122	21	11	8e-05	0.00024	1.659e+02	0.097	0.394	GO:0071385
123	23	12	7e-05	0.00021	1.988e+02	0.084	0.425	GO:0006270
124	23	10	7e-05	0.00021	2.258e+02	-0.014	0.408	GO:0009395
125	23	13	7e-05	0.00021	1.859e+02	0.045	0.493	GO:0009595
126	23	11	6e-05	0.0002	2.118e+02	-0.027	0.496	GO:0006662
127	42	22	4e-05	0.00012	6.501e+02	0.003	0.478	GO:0001755
128	39	21	3e-05	9e-05	5.493e+02	0.119	0.356	GO:0008088
129	20	11	3e-05	9e-05	1.449e+02	0.132	0.425	GO:0048546
130	24	13	2e-05	7e-05	2.098e+02	-0.038	0.43	GO:0007492
