Creation Time:	2023-01-19 00:10:18

INPUT:
File name:	crfe_v019_b1copy.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.1_0.4_1_20_seed_1.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	793
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	5
burnin steps:	10000
MCMC steps:	20000
Maximal value for alpha and beta:	0.21490514905149052
Maximal possible value for alpha and beta:	0.21490514905149052
Probability parameter change:	0.2
seed for RNG:	1458531018

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	1845
Proportion perturbed genes:	0.15763841421736158

OUTPUT:
Learnt parameters:
alpha (FPR):	0.010745257452574526
beta (FNR):	0.1719241192411924
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-1721.129426450676 +- 47.951032913816405

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	187	120	1.0	0.0	1.029e+04	0.141	0.215	GO:0031396
2	185	113	1.0	0.0	1.073e+04	0.105	0.215	GO:0098609
3	64	43	0.99324	0.00828	1.134e+03	0.166	0.211	GO:0030509
4	103	68	0.98007	0.03986	3.006e+03	0.165	0.206	GO:0032886
5	179	103	0.89473	0.15258	1.072e+04	0.086	0.198	GO:0042391
6	46	26	0.73513	0.17116	7.303e+02	0.072	0.178	GO:0006369
7	108	59	0.67984	0.37756	4.108e+03	0.056	0.203	GO:0009266
8	100	52	0.60403	0.37598	3.665e+03	-0.067	0.254	GO:0050770
9	23	17	0.6002	0.32791	1.240e+02	0.201	0.234	GO:0007530
10	168	83	0.52539	0.30735	1.067e+04	-0.039	0.212	GO:0030031
11	60	29	0.45587	0.3916	1.396e+03	-0.041	0.207	GO:0006672
12	26	16	0.44645	0.22672	2.159e+02	0.035	0.197	GO:0045814
13	24	16	0.44263	0.34587	1.649e+02	0.149	0.204	GO:0050926
14	29	21	0.37986	0.33841	2.049e+02	0.15	0.227	GO:0000737
15	34	22	0.35675	0.29977	3.428e+02	0.061	0.237	GO:0035019
16	25	17	0.34912	0.2815	1.729e+02	0.047	0.243	GO:0060444
17	23	16	0.31032	0.22581	1.409e+02	0.178	0.204	GO:0050927
18	28	20	0.30129	0.27471	1.969e+02	0.133	0.231	GO:0006309
19	61	35	0.27701	0.37164	1.260e+03	0.097	0.207	GO:0009408
20	49	29	0.25879	0.37841	7.902e+02	0.061	0.244	GO:0007368
21	52	30	0.25269	0.31521	9.130e+02	0.049	0.246	GO:0009855
22	43	26	0.18272	0.22521	5.955e+02	0.029	0.245	GO:0030516
23	51	30	0.17402	0.34804	8.611e+02	-0.001	0.245	GO:0061387
24	51	33	0.12598	0.16426	7.653e+02	0.172	0.198	GO:0001508
25	88	44	0.12134	0.16206	2.921e+03	-0.033	0.223	GO:0042384
26	33	17	0.10921	0.20323	4.087e+02	-0.041	0.231	GO:0009409
27	33	17	0.10898	0.21796	4.267e+02	nan	0.218	GO:0010770
28	29	13	0.08008	0.16016	3.487e+02	-0.077	0.191	GO:0046513
29	22	13	0.0682	0.06739	1.629e+02	0.035	0.198	GO:0046688
30	20	14	0.05222	0.07494	1.329e+02	nan	0.21	GO:0003341
31	72	47	0.04721	0.09442	1.499e+03	0.173	0.216	GO:0051352
32	53	31	0.03786	0.04739	9.350e+02	0.053	0.248	GO:0009799
33	40	22	0.03182	0.04	5.675e+02	-0.02	0.263	GO:0050772
34	23	16	0.02663	0.05326	1.409e+02	0.273	0.17	GO:0034605
35	29	20	0.02599	0.05198	2.259e+02	0.237	0.186	GO:0007157
36	85	54	0.02122	0.04244	2.168e+03	0.126	0.213	GO:0070507
37	30	17	0.019	0.038	3.128e+02	-0.083	0.277	GO:0048640
38	22	14	0.01651	0.03302	1.489e+02	0.155	0.228	GO:0010718
39	82	57	0.01283	0.02373	1.749e+03	0.206	0.211	GO:0051443
40	64	34	0.01257	0.02514	1.484e+03	0.058	0.169	GO:0051899
41	40	19	0.01204	0.02408	6.793e+02	nan	0.238	GO:0010717
42	28	12	0.01151	0.02302	3.347e+02	-0.057	0.147	GO:0030032
43	20	10	0.01076	0.02152	1.559e+02	0.023	0.194	GO:0060081
44	26	11	0.0095	0.019	2.918e+02	-0.05	0.269	GO:0014910
45	21	13	0.00727	0.01056	1.409e+02	0.048	0.184	GO:0006342
46	43	21	0.00706	0.01412	7.163e+02	-0.149	0.27	GO:0050771
47	27	20	0.00699	0.01398	1.689e+02	0.235	0.197	GO:0031111
48	72	48	0.00617	0.01234	1.451e+03	0.168	0.216	GO:0051437
49	33	19	0.00335	0.0067	4.087e+02	nan	0.22	GO:0060393
50	21	15	0.00323	0.00646	1.120e+02	0.213	0.195	GO:0031114
51	44	24	0.00098	0.00196	6.903e+02	0.019	0.194	GO:0060078
52	101	61	0.00068	0.00136	3.255e+03	0.12	0.215	GO:0031397
53	39	21	5e-05	0.0001	5.495e+02	-0.012	0.212	GO:0060079
