Creation Time:	2023-01-11 15:40:11

INPUT:
File name:	crfe_v019_b1.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human0.4_0.25_2_5_seed_5.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	10000
MCMC steps:	20000
Maximal value for alpha and beta:	0.5
Maximal possible value for alpha and beta:	0.5
Probability parameter change:	0.2
seed for RNG:	1333920107

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	4873
Proportion perturbed genes:	0.41635338345864664

OUTPUT:
Learnt parameters:
alpha (FPR):	0.4
beta (FNR):	0.17500000000000002
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-7854.529910478127 +- 3.508229902037877

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	32	29	0.97565	0.04875	9.397e+01	0.319	0.535	GO:0030101
2	186	150	0.94267	0.09337	6.051e+03	0.339	0.39	GO:2000116
3	92	78	0.83481	0.21587	1.197e+03	0.362	0.423	GO:0019886
4	23	19	0.8038	0.15631	8.697e+01	0.271	0.502	GO:0051180
5	44	36	0.5084	0.43073	3.248e+02	0.304	0.441	GO:0035872
6	27	23	0.44992	0.38254	1.030e+02	0.315	0.487	GO:0070423
7	96	79	0.11602	0.18256	1.495e+03	0.348	0.418	GO:0002504
8	20	14	0.09818	0.12541	1.059e+02	0.209	0.489	GO:0046461
9	175	139	0.06081	0.09819	5.656e+03	0.329	0.387	GO:0043281
10	94	78	0.05021	0.09789	1.383e+03	0.348	0.423	GO:0002495
11	21	15	0.03484	0.0709	1.119e+02	0.228	0.414	GO:0010165
12	42	28	0.03457	0.07103	4.975e+02	0.168	0.501	GO:0010332
13	21	15	0.03118	0.06053	1.119e+02	0.226	0.41	GO:0071312
14	25	16	0.02828	0.05436	1.899e+02	0.052	0.538	GO:0001958
15	28	17	0.02606	0.0648	2.538e+02	0.089	0.464	GO:0031069
16	20	13	0.02536	0.03186	1.199e+02	0.016	0.57	GO:0048857
17	26	17	0.0236	0.03185	1.989e+02	0.159	0.514	GO:0046503
18	21	16	0.02336	0.04622	9.596e+01	0.197	0.508	GO:0043029
19	20	13	0.01826	0.03277	1.199e+02	0.103	0.452	GO:0051954
20	28	22	0.01605	0.03578	1.539e+02	0.195	0.504	GO:2001238
21	26	16	0.01488	0.02562	2.158e+02	0.062	0.534	GO:0044060
22	20	15	0.01476	0.04321	9.096e+01	0.193	0.497	GO:0045577
23	106	81	0.01413	0.01945	2.347e+03	0.317	0.368	GO:0043280
24	123	94	0.01331	0.03358	3.155e+03	0.308	0.388	GO:0010952
25	63	53	0.01223	0.0303	5.855e+02	0.345	0.427	GO:0043154
26	24	15	0.01124	0.01752	1.809e+02	0.12	0.384	GO:0006658
27	32	20	0.01101	0.01448	3.187e+02	0.21	0.351	GO:0046928
28	88	72	0.01007	0.03021	1.287e+03	0.368	0.369	GO:0097202
29	27	19	0.00842	0.02526	1.889e+02	0.261	0.364	GO:0032570
30	118	91	0.0082	0.01641	2.830e+03	0.323	0.374	GO:0010950
31	23	14	0.00799	0.02389	1.719e+02	0.044	0.525	GO:0048484
32	20	12	0.00778	0.01207	1.329e+02	-0.086	0.646	GO:0043537
33	29	17	0.00672	0.01388	2.828e+02	0.049	0.519	GO:0051496
34	66	56	0.00625	0.01285	6.155e+02	0.348	0.432	GO:2000117
35	113	88	0.00589	0.01056	2.521e+03	0.332	0.369	GO:2001056
36	30	19	0.00558	0.01368	2.758e+02	0.14	0.424	GO:0022400
37	83	67	0.00555	0.01174	1.208e+03	0.354	0.371	GO:0006919
38	22	13	0.00526	0.0112	1.629e+02	0.037	0.549	GO:0048710
39	21	13	0.00504	0.01293	1.409e+02	0.137	0.4	GO:0002040
40	23	14	0.00451	0.00901	1.719e+02	0.141	0.407	GO:1901661
41	21	13	0.00382	0.00845	1.409e+02	0.072	0.459	GO:0014003
42	41	25	0.00361	0.00745	5.364e+02	0.189	0.36	GO:0051588
43	23	14	0.00356	0.00768	1.719e+02	-0.088	0.685	GO:0045661
44	23	13	0.00308	0.00844	1.859e+02	-0.001	0.494	GO:0048713
45	20	12	0.00258	0.00516	1.329e+02	0.111	0.447	GO:0042744
46	20	10	0.00236	0.00707	1.559e+02	-0.013	0.576	GO:0014743
47	23	15	0.00232	0.00532	1.569e+02	0.121	0.421	GO:0042755
48	21	13	0.00204	0.00611	1.409e+02	0.124	0.471	GO:0019915
