Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	27	0.95766	0.08468	4.427e+02	0.205	0.158	GO:0006383
2	41	30	0.76471	0.2969	3.968e+02	0.244	0.156	GO:0009247
3	41	27	0.75608	0.27844	4.837e+02	0.178	0.15	GO:0048168
4	81	49	0.68835	0.35786	2.094e+03	0.071	0.189	GO:0002576
5	195	113	0.59383	0.48499	1.262e+04	0.077	0.165	GO:0010769
6	77	45	0.5645	0.3742	1.966e+03	0.114	0.133	GO:0010821
7	66	37	0.53162	0.43905	1.507e+03	0.029	0.189	GO:0007043
8	23	16	0.52287	0.29457	1.409e+02	0.294	0.147	GO:0006071
9	52	30	0.44666	0.38485	9.130e+02	0.063	0.147	GO:0060688
10	26	18	0.41555	0.38039	1.809e+02	0.133	0.203	GO:0061098
11	58	33	0.38041	0.29656	1.150e+03	0.08	0.166	GO:0010955
12	34	19	0.30943	0.3282	4.057e+02	0.188	0.114	GO:0046580
13	40	26	0.30225	0.38806	4.697e+02	0.226	0.143	GO:0010717
14	51	33	0.28205	0.35563	7.653e+02	0.126	0.184	GO:0061387
15	32	19	0.27625	0.25136	3.388e+02	0.052	0.164	GO:0007528
16	33	19	0.25544	0.33879	3.717e+02	0.126	0.136	GO:0019320
17	25	17	0.2517	0.25118	1.729e+02	0.245	0.155	GO:0019400
18	86	51	0.23529	0.2969	2.412e+03	0.053	0.182	GO:0046467
19	35	20	0.17622	0.29959	4.207e+02	0.187	0.122	GO:0051058
20	21	13	0.15289	0.30578	1.409e+02	0.108	0.139	GO:0043299
21	40	23	0.14651	0.19694	5.446e+02	0.017	0.186	GO:0006953
22	42	23	0.14035	0.19882	6.274e+02	0.069	0.168	GO:0045861
23	29	20	0.11477	0.10819	2.259e+02	0.145	0.168	GO:0046513
24	43	26	0.07568	0.10761	5.955e+02	0.072	0.184	GO:0050771
25	27	17	0.05334	0.04998	2.259e+02	0.064	0.14	GO:0048536
26	38	21	0.04914	0.09828	5.515e+02	nan	0.136	GO:0046365
27	22	14	0.03541	0.07082	1.489e+02	0.101	0.151	GO:0010823
28	20	11	0.03181	0.06362	1.449e+02	0.004	0.177	GO:0030902
29	25	13	0.03174	0.06348	2.488e+02	nan	0.151	GO:0061217
30	100	56	0.02003	0.04006	3.448e+03	0.043	0.177	GO:0050770
31	47	27	0.01953	0.02425	7.503e+02	0.068	0.169	GO:0048814
32	32	19	0.01711	0.03422	3.388e+02	-0.01	0.221	GO:0070830
33	22	13	0.00921	0.01842	1.629e+02	0.13	0.123	GO:0090200
34	22	14	0.00427	0.00854	1.489e+02	0.205	0.146	GO:0010718
35	48	24	0.00312	0.00624	8.760e+02	-0.002	0.135	GO:0010822
