Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	186	150	1.0	0.0	6.051e+03	0.339	0.39	GO:2000116
2	32	29	0.93015	0.20954	9.397e+01	0.319	0.535	GO:0030101
3	44	36	0.85828	0.28084	3.248e+02	0.304	0.441	GO:0035872
4	23	19	0.74619	0.3809	8.697e+01	0.271	0.502	GO:0051180
5	92	78	0.62992	0.41659	1.197e+03	0.362	0.423	GO:0019886
6	34	23	0.28256	0.25039	3.197e+02	0.119	0.488	GO:0030282
7	96	79	0.24202	0.30305	1.495e+03	0.348	0.418	GO:0002504
8	27	23	0.14111	0.28862	1.030e+02	0.315	0.487	GO:0070423
9	41	25	0.0946	0.14788	5.364e+02	0.189	0.36	GO:0051588
10	94	78	0.09386	0.16918	1.383e+03	0.348	0.423	GO:0002495
11	20	14	0.09125	0.13169	1.059e+02	0.209	0.489	GO:0046461
12	21	15	0.08913	0.12358	1.119e+02	0.228	0.414	GO:0010165
13	27	19	0.0681	0.09794	1.889e+02	0.261	0.364	GO:0032570
14	32	20	0.05423	0.09181	3.187e+02	0.21	0.351	GO:0046928
15	28	17	0.04796	0.09709	2.538e+02	0.089	0.464	GO:0031069
16	30	19	0.04758	0.09715	2.758e+02	0.14	0.424	GO:0022400
17	26	17	0.04039	0.05035	1.989e+02	0.159	0.514	GO:0046503
18	28	22	0.03666	0.05628	1.539e+02	0.195	0.504	GO:2001238
19	170	111	0.03456	0.1037	8.286e+03	0.129	0.454	GO:0019884
20	61	36	0.024	0.03108	1.224e+03	0.064	0.448	GO:0006733
21	42	28	0.0237	0.07112	4.975e+02	0.168	0.501	GO:0010332
22	20	13	0.02261	0.03408	1.199e+02	0.103	0.452	GO:0051954
23	23	14	0.01714	0.03699	1.719e+02	0.141	0.407	GO:1901661
24	23	15	0.01659	0.04245	1.569e+02	0.121	0.421	GO:0042755
25	23	13	0.01123	0.01865	1.859e+02	0.101	0.403	GO:0036152
26	22	13	0.00969	0.01509	1.629e+02	0.116	0.352	GO:0008207
27	20	15	0.0096	0.02523	9.096e+01	0.193	0.497	GO:0045577
28	24	15	0.00886	0.0181	1.809e+02	0.12	0.384	GO:0006658
29	26	16	0.00745	0.01629	2.158e+02	0.062	0.534	GO:0044060
30	88	72	0.00702	0.01426	1.287e+03	0.368	0.369	GO:0097202
31	83	67	0.00696	0.01662	1.208e+03	0.354	0.371	GO:0006919
