Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	187	120	1.0	0.0	1.029e+04	0.141	0.215	GO:0031396
2	103	68	1.0	0.0	3.006e+03	0.165	0.206	GO:0032886
3	179	103	1.0	0.0	1.072e+04	0.086	0.198	GO:0042391
4	64	43	0.9725	0.055	1.134e+03	0.166	0.211	GO:0030509
5	168	83	0.92465	0.10701	1.067e+04	-0.039	0.212	GO:0030031
6	108	59	0.89746	0.12171	4.108e+03	0.056	0.203	GO:0009266
7	46	26	0.8956	0.07449	7.303e+02	0.072	0.178	GO:0006369
8	185	113	0.84506	0.19008	1.073e+04	0.105	0.215	GO:0098609
9	26	16	0.65185	0.33124	2.159e+02	0.035	0.197	GO:0045814
10	29	21	0.6112	0.37055	2.049e+02	0.15	0.227	GO:0000737
11	25	17	0.59748	0.37941	1.729e+02	0.047	0.243	GO:0060444
12	100	52	0.5943	0.38374	3.665e+03	-0.067	0.254	GO:0050770
13	23	16	0.55276	0.32766	1.409e+02	0.178	0.204	GO:0050927
14	60	29	0.50294	0.33566	1.396e+03	-0.041	0.207	GO:0006672
15	23	17	0.49717	0.26724	1.240e+02	0.201	0.234	GO:0007530
16	34	22	0.42557	0.3591	3.428e+02	0.061	0.237	GO:0035019
17	22	13	0.4081	0.26411	1.629e+02	0.035	0.198	GO:0046688
18	22	14	0.29497	0.25309	1.489e+02	0.155	0.228	GO:0010718
19	28	20	0.2864	0.30271	1.969e+02	0.133	0.231	GO:0006309
20	43	26	0.23425	0.30538	5.955e+02	0.029	0.245	GO:0030516
21	49	29	0.23415	0.30942	7.902e+02	0.061	0.244	GO:0007368
22	52	30	0.22853	0.31997	9.130e+02	0.049	0.246	GO:0009855
23	21	13	0.19005	0.28462	1.409e+02	0.048	0.184	GO:0006342
24	141	81	0.17081	0.20691	6.672e+03	0.066	0.215	GO:0007156
25	29	13	0.15464	0.27404	3.487e+02	-0.077	0.191	GO:0046513
26	24	16	0.13916	0.13562	1.649e+02	0.149	0.204	GO:0050926
27	51	30	0.13483	0.19106	8.611e+02	-0.001	0.245	GO:0061387
28	29	20	0.12506	0.15319	2.259e+02	0.237	0.186	GO:0007157
29	33	17	0.12184	0.1493	4.267e+02	nan	0.218	GO:0010770
30	53	31	0.11996	0.18548	9.350e+02	0.053	0.248	GO:0009799
31	22	13	0.11095	0.1135	1.629e+02	0.052	0.258	GO:0016338
32	26	11	0.09342	0.09741	2.918e+02	-0.05	0.269	GO:0014910
33	21	9	0.06845	0.1369	2.049e+02	nan	0.257	GO:0046466
34	22	10	0.05954	0.1165	2.009e+02	-0.033	0.213	GO:0046847
35	61	35	0.05199	0.10398	1.260e+03	0.097	0.207	GO:0009408
36	26	17	0.02237	0.04474	1.989e+02	0.233	0.174	GO:0016339
37	82	57	0.01874	0.03748	1.749e+03	0.206	0.211	GO:0051443
38	20	13	0.01835	0.0367	1.200e+02	0.122	0.243	GO:0045773
39	44	24	0.01825	0.0365	6.903e+02	0.019	0.194	GO:0060078
40	101	61	0.01407	0.02814	3.255e+03	0.12	0.215	GO:0031397
41	88	44	0.01393	0.02786	2.921e+03	-0.033	0.223	GO:0042384
42	64	34	0.01231	0.02462	1.484e+03	0.058	0.169	GO:0051899
43	23	13	0.0116	0.0232	1.859e+02	0.109	0.184	GO:0086001
44	40	22	0.00869	0.01738	5.675e+02	-0.02	0.263	GO:0050772
45	96	65	0.00768	0.01536	2.508e+03	0.175	0.218	GO:0051438
46	43	21	0.0069	0.0138	7.163e+02	-0.149	0.27	GO:0050771
47	27	20	0.00663	0.01326	1.689e+02	0.235	0.197	GO:0031111
48	20	9	0.00423	0.00846	1.809e+02	nan	0.257	GO:0030149
49	45	31	0.00396	0.00792	5.396e+02	0.188	0.205	GO:0031110
50	72	47	0.00358	0.00716	1.499e+03	0.173	0.216	GO:0051352
51	39	21	0.00309	0.00618	5.495e+02	-0.012	0.212	GO:0060079
52	78	52	0.00227	0.00454	1.702e+03	0.17	0.219	GO:0051439
53	67	45	0.00134	0.00268	1.243e+03	0.201	0.213	GO:0051436
