Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	106	81	0.96803	0.08733	2.347e+03	0.259	0.462	GO:0050920
2	40	36	0.93365	0.14737	1.549e+02	0.459	0.378	GO:0045778
3	195	148	0.68671	0.29872	8.058e+03	0.273	0.449	GO:0009143
4	39	28	0.65691	0.38327	3.747e+02	0.128	0.505	GO:0001756
5	44	29	0.31344	0.33146	5.554e+02	0.123	0.512	GO:0051785
6	43	30	0.2583	0.31404	4.815e+02	0.117	0.514	GO:0035282
7	31	20	0.24222	0.22069	2.868e+02	0.184	0.44	GO:0006206
8	191	145	0.19285	0.20008	7.727e+03	0.273	0.446	GO:0009146
9	41	25	0.17489	0.23265	5.364e+02	0.11	0.448	GO:0019748
10	25	15	0.11026	0.21723	2.058e+02	0.157	0.318	GO:0010907
11	83	66	0.10294	0.20352	1.274e+03	0.281	0.484	GO:0009125
12	189	143	0.0964	0.19103	7.635e+03	0.269	0.447	GO:0009203
13	20	13	0.05582	0.09918	1.199e+02	0.105	0.459	GO:0014743
14	23	15	0.04261	0.05748	1.569e+02	0.156	0.421	GO:1901661
15	21	14	0.03839	0.06785	1.269e+02	0.16	0.497	GO:0009084
16	57	39	0.03497	0.07868	8.729e+02	0.224	0.398	GO:0045669
17	26	15	0.03166	0.095	2.318e+02	0.053	0.462	GO:0043502
18	25	16	0.03061	0.08967	1.899e+02	0.101	0.431	GO:0060998
19	49	27	0.0293	0.071	8.467e+02	0.093	0.38	GO:0042787
20	146	98	0.02928	0.08786	5.861e+03	0.155	0.462	GO:0050795
21	114	84	0.02646	0.05346	2.980e+03	0.269	0.419	GO:0006184
22	33	28	0.02017	0.06051	1.559e+02	0.421	0.374	GO:0070169
23	31	28	0.0192	0.05639	9.097e+01	0.469	0.374	GO:0030501
24	24	14	0.01682	0.03633	1.959e+02	0.178	0.32	GO:0006111
25	34	20	0.01568	0.03278	3.856e+02	0.157	0.367	GO:0030834
26	43	25	0.0151	0.01853	6.212e+02	0.079	0.437	GO:0030521
27	27	17	0.01508	0.03881	2.258e+02	0.102	0.458	GO:1903018
28	80	63	0.01374	0.01973	1.223e+03	0.273	0.484	GO:0009158
29	26	17	0.01356	0.02212	1.989e+02	0.135	0.482	GO:0009954
30	33	23	0.01334	0.02121	2.858e+02	0.078	0.565	GO:0010770
31	34	21	0.01311	0.03159	3.647e+02	0.07	0.536	GO:0045840
32	20	13	0.01296	0.03517	1.199e+02	0.149	0.518	GO:0051412
33	38	22	0.01037	0.02485	4.884e+02	0.061	0.479	GO:0009066
34	27	19	0.00998	0.02674	1.889e+02	0.201	0.449	GO:0048010
35	31	17	0.00849	0.01625	3.437e+02	0.103	0.346	GO:0030901
36	26	15	0.00757	0.01518	2.318e+02	-0.049	0.506	GO:0006739
37	27	15	0.00712	0.01935	2.588e+02	0.05	0.465	GO:0043489
38	32	20	0.00703	0.01442	3.187e+02	0.166	0.423	GO:0051489
39	162	91	0.007	0.021	8.975e+03	0.098	0.414	GO:0030278
40	21	14	0.0069	0.01889	1.269e+02	0.095	0.575	GO:0032925
41	23	15	0.00634	0.01719	1.569e+02	0.094	0.492	GO:0006536
42	23	14	0.00559	0.01119	1.719e+02	0.128	0.474	GO:1901992
43	21	15	0.00554	0.01662	1.119e+02	0.159	0.477	GO:0002040
44	26	16	0.00471	0.01413	2.158e+02	0.151	0.42	GO:0032873
45	32	16	0.00418	0.00932	3.926e+02	-0.022	0.412	GO:0021885
46	20	12	0.00408	0.01222	1.329e+02	0.086	0.422	GO:2000677
47	31	18	0.00389	0.00986	3.257e+02	0.116	0.454	GO:0006730
48	20	11	0.00361	0.00724	1.449e+02	0.042	0.427	GO:0030902
49	21	14	0.00361	0.0098	1.269e+02	0.198	0.406	GO:0045453
50	21	13	0.00327	0.00905	1.409e+02	0.198	0.323	GO:0071897
51	66	36	0.00308	0.00501	1.543e+03	0.075	0.411	GO:0051291
52	32	19	0.00288	0.00863	3.387e+02	0.132	0.452	GO:0045931
53	66	37	0.00283	0.00498	1.506e+03	0.075	0.458	GO:0009112
54	89	65	0.00269	0.00807	1.858e+03	0.212	0.473	GO:0048520
55	22	13	0.00267	0.00801	1.629e+02	0.102	0.47	GO:0030325
56	77	60	0.00254	0.00761	1.173e+03	0.259	0.472	GO:0050921
57	61	37	0.00244	0.00505	1.187e+03	0.123	0.461	GO:0060491
58	24	15	0.00232	0.00697	1.809e+02	0.144	0.546	GO:0050850
59	22	14	0.00222	0.00666	1.489e+02	0.016	0.596	GO:0010718
60	21	13	0.00183	0.00349	1.409e+02	0.159	0.398	GO:0046329
61	20	12	0.0018	0.00538	1.329e+02	0.008	0.558	GO:0097035
