Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	112	93	1.0	0.0	1.955e+03	0.334	0.449	GO:0007417
2	88	72	0.98654	0.04039	1.287e+03	0.332	0.433	GO:0042384
3	194	156	0.97526	0.07423	6.651e+03	0.268	0.484	GO:0072376
4	150	123	0.90595	0.28216	3.693e+03	0.316	0.466	GO:0051480
5	56	50	0.78846	0.39571	3.218e+02	0.389	0.428	GO:0016571
6	69	60	0.66604	0.42221	5.856e+02	0.408	0.422	GO:0019722
7	38	29	0.52832	0.33307	3.068e+02	0.281	0.439	GO:0030593
8	21	16	0.36297	0.26773	9.596e+01	0.199	0.469	GO:0032925
9	119	85	0.31665	0.40962	3.477e+03	0.233	0.421	GO:0019932
10	23	17	0.27567	0.31045	1.239e+02	0.213	0.525	GO:0048484
11	61	44	0.26208	0.37474	9.009e+02	0.157	0.505	GO:0051928
12	78	59	0.21154	0.39571	1.310e+03	0.272	0.415	GO:0006479
13	89	56	0.18526	0.22682	2.404e+03	0.05	0.548	GO:2001236
14	135	111	0.09487	0.28189	2.960e+03	0.306	0.476	GO:0007204
15	20	15	0.08518	0.14216	9.096e+01	0.119	0.583	GO:0060349
16	48	34	0.06758	0.12027	5.814e+02	0.222	0.45	GO:0071621
17	49	35	0.05487	0.07625	5.954e+02	0.218	0.464	GO:0097530
18	22	15	0.04574	0.10303	1.339e+02	0.163	0.489	GO:0045909
19	174	140	0.02622	0.07866	5.343e+03	0.264	0.49	GO:0006956
20	29	21	0.02257	0.05123	2.049e+02	0.21	0.472	GO:0010524
21	26	16	0.01502	0.04505	2.158e+02	0.086	0.378	GO:0014910
22	144	96	0.01346	0.04039	5.765e+03	0.16	0.48	GO:0010927
23	31	19	0.0063	0.0189	3.067e+02	0.141	0.365	GO:0051004
24	21	13	0.00605	0.01805	1.409e+02	0.143	0.414	GO:0052312
25	20	12	0.00582	0.01739	1.329e+02	0.006	0.622	GO:0045939
26	20	13	0.00579	0.01738	1.199e+02	0.306	0.318	GO:0007140
27	20	14	0.00458	0.01373	1.059e+02	0.247	0.469	GO:0051953
28	23	15	0.0042	0.00872	1.569e+02	0.104	0.455	GO:0019835
29	30	27	0.00393	0.0118	8.797e+01	0.388	0.465	GO:0051209
30	30	19	0.00385	0.01156	2.758e+02	0.177	0.479	GO:0048260
31	24	17	0.00311	0.00652	1.479e+02	0.235	0.41	GO:0007194
32	41	35	0.00277	0.0083	2.319e+02	0.346	0.413	GO:0034968
33	22	14	0.00234	0.00702	1.489e+02	0.114	0.497	GO:0016338
34	22	14	0.00234	0.00637	1.489e+02	0.057	0.477	GO:0010507
35	39	33	0.0021	0.00629	2.199e+02	0.338	0.458	GO:0060402
36	22	13	0.00206	0.0051	1.629e+02	0.106	0.455	GO:0060765
37	26	15	0.00184	0.00551	2.318e+02	0.08	0.414	GO:2000243
38	22	13	0.00176	0.00527	1.629e+02	0.142	0.416	GO:0045686
39	22	13	0.00139	0.00308	1.629e+02	0.093	0.562	GO:0060968
40	20	12	0.00124	0.00372	1.329e+02	0.166	0.339	GO:0072337
41	35	21	0.00099	0.00296	3.996e+02	-0.005	0.523	GO:2001239
42	34	20	0.00096	0.00287	3.856e+02	0.103	0.457	GO:0001707
43	22	15	0.00095	0.00284	1.339e+02	0.042	0.632	GO:0014065
44	70	44	0.00085	0.00254	1.493e+03	0.111	0.446	GO:0097529
45	30	19	0.00084	0.00252	2.758e+02	0.13	0.475	GO:0050433
46	161	131	0.00083	0.00248	4.386e+03	0.269	0.488	GO:0006958
47	25	16	0.00067	0.002	1.899e+02	0.128	0.524	GO:0006893
48	38	22	0.00061	0.00184	4.884e+02	0.077	0.45	GO:0070936
49	21	13	0.00058	0.00174	1.409e+02	0.064	0.508	GO:1901099
50	20	12	0.00054	0.00163	1.329e+02	0.121	0.46	GO:0034243
51	21	12	0.00045	0.00136	1.539e+02	0.038	0.494	GO:0021522
52	27	16	0.00041	0.00124	2.428e+02	0.118	0.401	GO:0032855
53	27	17	0.00041	0.00122	2.258e+02	0.166	0.48	GO:0034453
54	29	17	0.00041	0.00122	2.827e+02	0.075	0.456	GO:2000179
55	31	17	0.0004	0.0012	3.437e+02	0.08	0.459	GO:0045600
56	25	14	0.00034	0.00101	2.208e+02	0.11	0.438	GO:0031057
57	24	14	0.0003	0.00091	1.959e+02	-0.024	0.548	GO:1901989
58	20	13	0.00028	0.00083	1.199e+02	0.142	0.526	GO:0007029
59	30	19	0.00027	0.0008	2.758e+02	0.077	0.58	GO:0048265
60	20	10	0.00022	0.00067	1.559e+02	-0.033	0.35	GO:0046461
61	26	14	0.0001	0.00029	2.468e+02	-0.116	0.657	GO:0002088
62	37	22	8e-05	0.00024	4.505e+02	0.068	0.493	GO:0014075
63	25	14	2e-05	7e-05	2.208e+02	0.011	0.564	GO:0061217
