Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	26	24	1.0	0.0	5.199e+01	0.484	0.378	GO:0007212
2	69	51	0.95618	0.08951	1.089e+03	0.219	0.459	GO:0042102
3	50	38	0.93873	0.13508	5.345e+02	0.152	0.562	GO:0008630
4	63	47	0.93569	0.15104	8.880e+02	0.216	0.469	GO:0045638
5	38	31	0.9	0.3	2.459e+02	0.37	0.376	GO:0006754
6	34	28	0.84218	0.27408	1.899e+02	0.374	0.397	GO:0006695
7	70	56	0.79299	0.3387	8.891e+02	0.303	0.462	GO:0032649
8	169	133	0.64282	0.43282	5.441e+03	0.29	0.434	GO:1901988
9	165	130	0.35739	0.43271	5.168e+03	0.294	0.434	GO:1901991
10	54	35	0.20798	0.3187	8.548e+02	0.08	0.528	GO:0009988
11	34	28	0.18407	0.32651	1.899e+02	0.312	0.485	GO:0032729
12	40	31	0.14939	0.27749	3.248e+02	0.323	0.418	GO:0016126
13	36	24	0.10306	0.1769	3.667e+02	0.078	0.509	GO:0007339
14	22	20	0.1	0.3	4.399e+01	0.48	0.394	GO:0015985
15	22	15	0.09565	0.22025	1.339e+02	0.214	0.47	GO:0006400
16	27	17	0.07481	0.12594	2.258e+02	0.155	0.415	GO:0001914
17	25	19	0.05518	0.09147	1.359e+02	0.091	0.659	GO:0042771
18	23	19	0.04283	0.08765	8.697e+01	0.302	0.491	GO:0032689
19	25	19	0.02545	0.07636	1.359e+02	0.24	0.475	GO:0045058
20	25	16	0.02212	0.04488	1.899e+02	0.121	0.403	GO:0043043
21	23	14	0.01981	0.04001	1.719e+02	0.039	0.619	GO:0045214
22	58	38	0.0175	0.0525	9.696e+02	0.134	0.435	GO:0002821
23	23	14	0.01374	0.04121	1.719e+02	-0.038	0.626	GO:0072595
24	38	24	0.00814	0.01691	4.416e+02	0.053	0.495	GO:0030593
25	29	17	0.00739	0.01485	2.828e+02	0.011	0.494	GO:0060043
26	26	16	0.00638	0.01914	2.158e+02	0.073	0.479	GO:0051602
27	50	38	0.00603	0.01267	5.345e+02	0.193	0.563	GO:0051784
28	69	53	0.00559	0.01678	9.838e+02	0.266	0.426	GO:0072395
29	21	11	0.00487	0.00975	1.659e+02	-0.039	0.591	GO:0035710
30	20	13	0.00484	0.01452	1.199e+02	0.109	0.554	GO:0098581
31	20	13	0.00454	0.01361	1.199e+02	0.162	0.517	GO:2000677
32	23	14	0.00424	0.01098	1.719e+02	0.084	0.455	GO:0007062
33	22	12	0.0042	0.01259	1.759e+02	0.029	0.436	GO:0043576
34	32	20	0.00374	0.00894	3.187e+02	0.048	0.516	GO:0030101
35	89	63	0.00358	0.01075	1.986e+03	0.2	0.432	GO:0030330
36	20	12	0.00346	0.01037	1.329e+02	0.175	0.326	GO:0050892
37	37	23	0.0032	0.0086	4.276e+02	0.055	0.552	GO:0007292
38	34	29	0.00301	0.00902	1.609e+02	0.275	0.554	GO:0045841
39	21	12	0.00298	0.0078	1.539e+02	0.034	0.496	GO:0009084
40	25	15	0.00288	0.00817	2.058e+02	0.071	0.529	GO:0031280
41	40	25	0.00276	0.00829	4.955e+02	0.137	0.403	GO:0031343
42	68	52	0.00262	0.0059	9.679e+02	0.262	0.426	GO:0072401
43	34	20	0.0023	0.00691	3.856e+02	0.098	0.453	GO:0030815
44	20	10	0.0021	0.0063	1.559e+02	0.059	0.439	GO:0042744
45	30	15	0.00207	0.0062	3.456e+02	-0.065	0.532	GO:0046632
46	31	18	0.00185	0.00379	3.257e+02	0.123	0.442	GO:0045103
47	27	16	0.00162	0.00486	2.428e+02	0.062	0.519	GO:0032570
48	24	16	0.0016	0.00481	1.649e+02	0.222	0.476	GO:0032814
49	55	36	0.00146	0.00439	8.738e+02	0.141	0.427	GO:0002824
50	26	16	0.0014	0.00419	2.158e+02	0.083	0.53	GO:0051350
51	94	74	0.00136	0.00408	1.689e+03	0.297	0.429	GO:1902807
52	37	23	0.00134	0.00402	4.276e+02	0.125	0.43	GO:0001912
53	23	17	0.00132	0.00316	1.239e+02	0.353	0.294	GO:0044773
54	100	71	0.00129	0.00279	2.490e+03	0.217	0.413	GO:0042770
55	20	12	0.00127	0.0038	1.329e+02	0.148	0.393	GO:0019724
56	22	13	0.00125	0.00376	1.629e+02	0.083	0.518	GO:0050829
57	70	40	0.00117	0.00352	1.663e+03	0.008	0.465	GO:0097529
58	49	29	0.00114	0.00341	7.899e+02	0.015	0.474	GO:0097530
59	46	29	0.00111	0.00332	6.462e+02	0.127	0.417	GO:0031341
60	81	65	0.0011	0.00329	1.176e+03	0.312	0.435	GO:0007093
61	28	17	0.00108	0.00325	2.538e+02	0.158	0.461	GO:0061418
62	31	16	0.00096	0.00288	3.606e+02	0.019	0.485	GO:0034109
63	21	11	0.00086	0.0021	1.659e+02	-0.037	0.554	GO:0046320
64	26	18	0.00082	0.00247	1.809e+02	0.108	0.587	GO:0002702
65	22	13	0.00082	0.00163	1.629e+02	0.057	0.531	GO:0032728
66	28	15	0.00077	0.00232	2.867e+02	0.004	0.485	GO:0003073
67	35	25	0.00069	0.00208	3.058e+02	0.231	0.433	GO:0002762
68	26	17	0.00069	0.00208	1.989e+02	0.098	0.525	GO:0009954
69	24	15	0.00069	0.00206	1.809e+02	0.159	0.423	GO:0001916
70	39	22	0.00068	0.00203	5.274e+02	-0.051	0.61	GO:0071322
71	67	51	0.00066	0.00197	9.519e+02	0.26	0.425	GO:0006977
72	30	17	0.00062	0.00185	3.127e+02	-0.007	0.471	GO:0046638
73	20	13	0.00053	0.0016	1.199e+02	0.062	0.538	GO:0050685
74	31	17	0.00051	0.00152	3.437e+02	0.023	0.494	GO:0015682
75	42	34	0.00048	0.00144	3.088e+02	0.234	0.537	GO:0030071
76	29	16	0.00042	0.00126	2.997e+02	-0.048	0.563	GO:0030835
77	21	12	0.0004	0.00121	1.539e+02	0.073	0.48	GO:0042107
78	26	14	0.00032	0.00097	2.468e+02	-0.054	0.623	GO:0044060
79	38	19	0.00032	0.00096	5.513e+02	-0.071	0.546	GO:0006997
80	20	11	0.00026	0.00078	1.449e+02	0.088	0.364	GO:0045851
81	67	50	0.00024	0.00072	1.003e+03	0.234	0.456	GO:0051436
82	72	51	0.00024	0.00071	1.301e+03	0.191	0.46	GO:0051437
83	43	27	0.00022	0.00067	5.683e+02	0.116	0.441	GO:0001910
84	45	26	0.0002	0.00054	6.841e+02	0.128	0.413	GO:0022600
85	21	11	0.00019	0.00056	1.659e+02	0.005	0.447	GO:0042573
86	34	18	0.00018	0.00054	4.245e+02	-0.059	0.519	GO:0014823
87	39	21	0.00016	0.00047	5.493e+02	-0.057	0.504	GO:0060420
88	31	16	0.00013	0.0004	3.606e+02	-0.125	0.597	GO:0048663
89	20	10	0.0001	0.00031	1.559e+02	0.008	0.354	GO:2000779
90	22	11	6e-05	0.00019	1.879e+02	-0.162	0.632	GO:0060612
91	22	13	5e-05	0.00014	1.629e+02	-0.02	0.569	GO:0043567
92	37	23	4e-05	0.00012	4.276e+02	0.107	0.505	GO:0043618
