Creation Time:	2023-01-04 16:46:59

INPUT:
File name:	crfe_v019_b10.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/random/random1.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.3
threshold type:	proportion
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.275
Maximal possible value for alpha and beta:	0.275
Probability parameter change:	0.2
seed for RNG:	3509026898

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	3511
Proportion perturbed genes:	0.2999829118250171

OUTPUT:
Learnt parameters:
alpha (FPR):	0.275
beta (FNR):	0.275
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-7683.829817524153 +- 0.05996775355433783

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	24	12	0.25313	0.19801	2.228e+02	0.619	0.339	GO:0051568
2	38	18	0.23533	0.19626	5.723e+02	0.6	0.385	GO:0009066
3	29	14	0.20305	0.16098	3.317e+02	0.611	0.365	GO:0016331
4	25	14	0.15772	0.12169	2.209e+02	0.636	0.448	GO:0051155
5	23	13	0.10842	0.10144	1.859e+02	0.634	0.443	GO:0010677
6	22	12	0.09446	0.10321	1.759e+02	0.604	0.421	GO:0050912
7	20	11	0.06922	0.05138	1.449e+02	0.697	0.444	GO:0002861
8	41	21	0.06662	0.05958	6.303e+02	0.638	0.449	GO:0008542
9	56	25	0.05792	0.05931	1.282e+03	0.617	0.385	GO:0016571
10	22	11	0.05555	0.05512	1.879e+02	0.633	0.365	GO:0033032
11	25	13	0.04046	0.03734	2.348e+02	0.636	0.425	GO:0030212
12	45	20	0.03888	0.04276	8.338e+02	0.563	0.365	GO:0022600
13	27	14	0.03348	0.05931	2.738e+02	0.589	0.418	GO:0045912
14	46	24	0.03176	0.04274	7.810e+02	0.634	0.487	GO:0007632
15	26	13	0.02185	0.03449	2.608e+02	0.624	0.422	GO:0034333
16	20	13	0.01998	0.02038	1.199e+02	0.657	0.594	GO:0048477
17	21	11	0.01852	0.0446	1.659e+02	0.627	0.469	GO:0046329
18	63	30	0.00905	0.0157	1.553e+03	0.605	0.46	GO:0034332
19	40	20	0.00892	0.00863	6.103e+02	0.606	0.492	GO:0010717
20	24	11	0.00786	0.0161	2.368e+02	0.585	0.409	GO:0014031
21	20	8	0.00764	0.01526	1.809e+02	0.526	0.291	GO:0052652
22	64	27	0.0059	0.0131	1.729e+03	0.587	0.4	GO:0031214
23	31	16	0.00494	0.00683	3.607e+02	0.591	0.468	GO:0043666
24	20	9	0.00393	0.00954	1.679e+02	0.586	0.421	GO:2000677
25	41	17	0.00384	0.0052	7.240e+02	0.605	0.341	GO:0034968
26	23	10	0.0038	0.00949	2.258e+02	0.662	0.393	GO:0072525
27	20	12	0.00358	0.00716	1.329e+02	0.601	0.582	GO:0045577
28	29	15	0.00348	0.00585	3.157e+02	0.634	0.49	GO:0048278
29	30	15	0.00306	0.00716	3.457e+02	0.613	0.504	GO:0032653
30	20	10	0.00285	0.00854	1.559e+02	0.63	0.506	GO:0031640
31	27	11	0.00283	0.0085	3.217e+02	0.557	0.327	GO:0050663
32	22	10	0.00238	0.00591	2.009e+02	0.614	0.477	GO:0051293
33	31	17	0.00204	0.00613	3.437e+02	0.593	0.658	GO:0045600
34	21	10	0.0019	0.00569	1.779e+02	0.641	0.444	GO:0045446
35	29	14	0.00186	0.00381	3.317e+02	0.629	0.458	GO:0002275
36	23	11	0.00178	0.00342	2.118e+02	0.53	0.498	GO:0019835
37	22	10	0.00178	0.00535	2.009e+02	0.586	0.509	GO:0034698
38	25	12	0.00173	0.00443	2.488e+02	0.63	0.498	GO:0048169
39	25	11	0.00128	0.0028	2.638e+02	0.616	0.377	GO:0007622
40	21	8	0.00112	0.00335	2.048e+02	0.549	0.214	GO:0050832
41	28	13	0.00099	0.00237	3.177e+02	0.553	0.452	GO:0042036
42	20	8	0.00098	0.00294	1.809e+02	0.635	0.418	GO:0015721
43	24	9	0.00087	0.00262	2.678e+02	0.541	0.414	GO:0003206
44	25	10	0.00086	0.00259	2.798e+02	0.577	0.357	GO:0006378
45	20	9	0.00079	0.00236	1.679e+02	0.547	0.546	GO:0001782
46	36	18	0.00079	0.00206	4.955e+02	0.611	0.48	GO:0022406
47	22	9	0.00076	0.00185	2.148e+02	0.561	0.313	GO:0044705
48	22	11	0.00063	0.00188	1.879e+02	0.598	0.523	GO:0090200
49	27	12	0.00062	0.00185	3.047e+02	0.564	0.44	GO:0043516
