Creation Time:	2023-01-04 16:35:17

INPUT:
File name:	crfe_v019_b10.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/random/random5.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.3
threshold type:	proportion
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.275
Maximal possible value for alpha and beta:	0.275
Probability parameter change:	0.2
seed for RNG:	3338259325

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	3511
Proportion perturbed genes:	0.2999829118250171

OUTPUT:
Learnt parameters:
alpha (FPR):	0.275
beta (FNR):	0.275
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-7683.809828272967 +- 1.408983133372173e-12

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	22	11	0.22173	0.27159	1.879e+02	0.663	0.305	GO:0045909
2	20	11	0.16858	0.20677	1.449e+02	0.627	0.403	GO:0031497
3	29	16	0.14569	0.17701	2.998e+02	0.606	0.464	GO:0042743
4	22	11	0.08597	0.12434	1.879e+02	0.645	0.374	GO:0008207
5	20	11	0.05807	0.07564	1.449e+02	0.634	0.449	GO:0042744
6	28	15	0.04261	0.10186	2.868e+02	0.625	0.485	GO:2001238
7	21	11	0.03968	0.07734	1.659e+02	0.691	0.472	GO:0009060
8	29	12	0.01876	0.04042	3.666e+02	0.618	0.31	GO:0051402
9	36	15	0.01788	0.03875	5.583e+02	0.594	0.307	GO:0070997
10	31	15	0.01044	0.02159	3.776e+02	0.572	0.508	GO:0030279
11	21	12	0.01014	0.01593	1.539e+02	0.622	0.584	GO:0050832
12	25	11	0.00662	0.01113	2.638e+02	0.649	0.429	GO:0001836
13	21	10	0.00468	0.01339	1.779e+02	0.622	0.473	GO:0050820
14	26	14	0.00451	0.00982	2.468e+02	0.594	0.527	GO:0000188
15	37	16	0.00428	0.01284	5.763e+02	0.568	0.392	GO:0030514
16	23	10	0.00427	0.01013	2.258e+02	0.56	0.362	GO:0006071
17	22	11	0.00409	0.00891	1.879e+02	0.629	0.424	GO:0071384
18	21	11	0.00292	0.00619	1.659e+02	0.564	0.469	GO:0001662
19	22	9	0.00279	0.00838	2.148e+02	0.594	0.425	GO:0032862
20	24	12	0.00196	0.00587	2.228e+02	0.576	0.466	GO:0042596
21	21	10	0.00164	0.00425	1.779e+02	0.612	0.462	GO:0071385
22	52	22	0.00109	0.00328	1.144e+03	0.577	0.406	GO:0042180
23	21	9	0.00102	0.00307	1.909e+02	0.561	0.501	GO:0006783
24	21	8	0.001	0.003	2.048e+02	0.561	0.327	GO:2000351
25	26	11	0.00096	0.00287	2.917e+02	0.536	0.404	GO:0034504
26	27	11	0.00094	0.00281	3.217e+02	0.621	0.454	GO:0042517
27	27	12	0.00089	0.00268	3.047e+02	0.521	0.537	GO:0006775
28	23	10	0.00064	0.00172	2.258e+02	0.608	0.396	GO:0050927
29	31	12	0.00058	0.00174	4.345e+02	0.518	0.352	GO:0043666
30	21	8	0.00048	0.00145	2.048e+02	0.597	0.318	GO:0043029
31	20	7	0.00044	0.00133	1.948e+02	0.6	0.377	GO:0060081
32	24	10	0.00026	0.00079	2.518e+02	0.489	0.654	GO:0006361
33	42	15	0.0002	0.00059	8.247e+02	0.572	0.43	GO:0023021
34	55	23	0.00019	0.00058	1.288e+03	0.56	0.476	GO:0032941
35	21	8	0.00018	0.00053	2.048e+02	0.546	0.237	GO:0046173
36	36	16	0.00017	0.00052	5.364e+02	0.599	0.443	GO:0045333
37	20	5	0.00017	0.0005	2.258e+02	0.457	0.371	GO:0006949
38	40	16	0.00015	0.00046	7.040e+02	0.611	0.434	GO:0001541
39	34	12	0.00013	0.0004	5.473e+02	0.515	0.442	GO:0030282
40	30	11	0.00013	0.0004	4.195e+02	0.527	0.478	GO:0032508
41	27	12	0.00012	0.00036	3.047e+02	0.574	0.42	GO:0070423
42	25	12	0.00011	0.00032	2.488e+02	0.626	0.459	GO:0006611
43	43	18	9e-05	0.00026	7.909e+02	0.52	0.461	GO:0043966
44	24	10	8e-05	0.00025	2.518e+02	0.515	0.535	GO:0042537
45	20	9	6e-05	0.00017	1.679e+02	0.571	0.561	GO:0006595
46	22	8	2e-05	6e-05	2.298e+02	0.572	0.494	GO:0086002
47	20	6	2e-05	5e-05	2.098e+02	0.554	0.342	GO:0070271
48	37	14	1e-05	2e-05	6.232e+02	0.552	0.358	GO:0032091
