Creation Time:	2023-01-04 16:39:39

INPUT:
File name:	crfe_v019_b10.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/random/random6.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.3
threshold type:	proportion
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.275
Maximal possible value for alpha and beta:	0.275
Probability parameter change:	0.2
seed for RNG:	3891231275

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	3511
Proportion perturbed genes:	0.2999829118250171

OUTPUT:
Learnt parameters:
alpha (FPR):	0.275
beta (FNR):	0.275
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-7675.587188816187 +- 0.7315328784097147

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	26	14	0.74915	0.22528	2.468e+02	0.674	0.385	GO:2000243
2	57	26	0.6487	0.34027	1.310e+03	0.566	0.383	GO:0045669
3	34	17	0.64652	0.2706	4.426e+02	0.635	0.327	GO:0000271
4	26	13	0.61139	0.2557	2.608e+02	0.608	0.303	GO:0002286
5	23	13	0.5103	0.23834	1.859e+02	0.627	0.423	GO:0032892
6	28	16	0.48354	0.34382	2.708e+02	0.631	0.376	GO:0070670
7	20	10	0.43852	0.26802	1.559e+02	0.672	0.318	GO:0045851
8	25	14	0.41277	0.3639	2.209e+02	0.64	0.343	GO:0071353
9	27	15	0.40963	0.244	2.588e+02	0.621	0.504	GO:0021983
10	23	13	0.224	0.16209	1.859e+02	0.588	0.467	GO:0007032
11	22	11	0.19768	0.1398	1.879e+02	0.653	0.287	GO:0010507
12	33	16	0.15434	0.20263	4.266e+02	0.629	0.315	GO:0033692
13	46	23	0.12477	0.13554	8.049e+02	0.575	0.446	GO:0007588
14	24	11	0.09633	0.10895	2.368e+02	0.592	0.273	GO:0014072
15	37	16	0.08963	0.12291	5.763e+02	0.549	0.35	GO:0071230
16	22	10	0.07176	0.08313	2.009e+02	0.615	0.378	GO:0048762
17	23	12	0.05884	0.08226	1.989e+02	0.638	0.371	GO:2000191
18	20	11	0.05685	0.06065	1.449e+02	0.679	0.361	GO:0006949
19	24	11	0.04512	0.05267	2.368e+02	0.596	0.344	GO:0030857
20	21	10	0.03726	0.04644	1.779e+02	0.591	0.353	GO:0006482
21	62	28	0.03061	0.04524	1.557e+03	0.597	0.352	GO:0031330
22	23	10	0.02869	0.05381	2.258e+02	0.575	0.294	GO:0043278
23	22	12	0.02564	0.03993	1.759e+02	0.612	0.452	GO:0090200
24	20	9	0.02064	0.04038	1.679e+02	0.583	0.368	GO:0051954
25	29	11	0.01885	0.02548	3.856e+02	0.558	0.314	GO:0001975
26	43	18	0.01851	0.02735	7.909e+02	0.594	0.326	GO:0070988
27	30	12	0.01791	0.03774	3.996e+02	0.547	0.264	GO:0050433
28	23	12	0.01662	0.02749	1.989e+02	0.661	0.463	GO:1901992
29	21	11	0.01609	0.02598	1.659e+02	0.613	0.375	GO:0046329
30	42	18	0.01206	0.01789	7.440e+02	0.604	0.366	GO:0006081
31	25	12	0.0117	0.03253	2.488e+02	0.644	0.425	GO:0070534
32	35	15	0.011	0.0163	5.194e+02	0.562	0.358	GO:0043094
33	22	10	0.01079	0.01493	2.009e+02	0.624	0.416	GO:0006509
34	24	13	0.01021	0.01793	2.099e+02	0.669	0.464	GO:1901989
35	26	12	0.00981	0.02055	2.758e+02	0.592	0.419	GO:0018022
36	30	16	0.0097	0.01517	3.297e+02	0.624	0.476	GO:0060135
37	24	9	0.00692	0.01443	2.678e+02	0.568	0.39	GO:0014031
38	66	29	0.00635	0.01703	1.793e+03	0.592	0.419	GO:0010506
39	20	10	0.00634	0.01903	1.559e+02	0.58	0.373	GO:0045648
40	24	11	0.0062	0.01769	2.368e+02	0.591	0.384	GO:0003279
41	22	8	0.00613	0.01246	2.298e+02	0.561	0.242	GO:0045622
42	31	16	0.00584	0.01666	3.607e+02	0.614	0.528	GO:0070192
43	42	19	0.00557	0.00999	7.191e+02	0.573	0.443	GO:0030071
44	20	10	0.0047	0.01291	1.559e+02	0.594	0.482	GO:0060349
45	31	13	0.00465	0.01396	4.146e+02	0.625	0.287	GO:0030318
46	28	11	0.00461	0.01384	3.527e+02	0.527	0.368	GO:0046579
47	22	11	0.00459	0.01363	1.879e+02	0.575	0.462	GO:0045909
48	32	15	0.00436	0.01309	4.106e+02	0.57	0.514	GO:0033628
49	22	9	0.00419	0.01029	2.148e+02	0.538	0.415	GO:0042417
50	53	24	0.00409	0.00876	1.139e+03	0.586	0.487	GO:0050807
51	22	9	0.00334	0.00593	2.148e+02	0.562	0.291	GO:1901532
52	50	23	0.00328	0.00983	1.004e+03	0.584	0.474	GO:0008630
53	27	13	0.00318	0.00734	2.888e+02	0.562	0.464	GO:0045912
54	29	11	0.00288	0.00865	3.856e+02	0.614	0.319	GO:0051453
55	28	13	0.00244	0.00525	3.177e+02	0.614	0.437	GO:0031069
56	54	22	0.0024	0.00719	1.261e+03	0.576	0.33	GO:0001649
57	23	10	0.00204	0.0053	2.258e+02	0.584	0.471	GO:0045581
58	24	11	0.00188	0.00552	2.368e+02	0.625	0.31	GO:0003179
59	26	11	0.00171	0.00514	2.917e+02	0.593	0.381	GO:0048013
60	20	9	0.00166	0.00497	1.679e+02	0.501	0.534	GO:0031102
61	30	13	0.00161	0.00449	3.806e+02	0.59	0.394	GO:0046638
62	31	14	0.0014	0.00352	3.956e+02	0.613	0.397	GO:0045600
63	40	18	0.00132	0.00396	6.552e+02	0.604	0.38	GO:0032890
64	49	19	0.0013	0.00391	1.070e+03	0.574	0.349	GO:0061035
65	23	12	0.0013	0.00335	1.989e+02	0.581	0.46	GO:0010677
66	33	16	0.00126	0.00208	4.266e+02	0.565	0.499	GO:0046471
67	22	10	0.00125	0.00269	2.009e+02	0.534	0.491	GO:0030325
68	28	11	0.00121	0.00364	3.527e+02	0.576	0.337	GO:0046326
69	23	9	0.001	0.003	2.408e+02	0.543	0.401	GO:0044062
70	21	9	0.00092	0.00229	1.909e+02	0.569	0.472	GO:0033081
71	26	12	0.00092	0.00276	2.758e+02	0.641	0.475	GO:0048662
72	31	11	0.0009	0.00269	4.555e+02	0.592	0.319	GO:0030641
73	23	11	0.00084	0.00252	2.118e+02	0.604	0.414	GO:0032369
74	23	10	0.00081	0.00172	2.258e+02	0.572	0.446	GO:0008299
75	23	11	0.0008	0.00239	2.118e+02	0.613	0.504	GO:0006270
76	32	13	0.00071	0.0012	4.495e+02	0.548	0.326	GO:0048706
77	27	11	0.00068	0.00204	3.217e+02	0.52	0.451	GO:0032855
78	21	9	0.00065	0.00139	1.909e+02	0.6	0.489	GO:0008045
79	32	13	0.00064	0.00193	4.495e+02	0.62	0.287	GO:0050931
80	26	12	0.00063	0.00188	2.758e+02	0.589	0.354	GO:0032873
81	34	14	0.00063	0.00188	5.024e+02	0.563	0.386	GO:0045646
82	30	11	0.00054	0.00163	4.195e+02	0.546	0.258	GO:2000514
