Creation Time:	2023-01-04 16:43:27

INPUT:
File name:	crfe_v019_b10.py
Annotations file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/human4/human_anno.txt
Gene file:	/Users/JasonJia/Desktop/CRFE/Xinglin_insilico/data/random/random3.txt
lower limit annotations/process:	20
upper limit annotations/process:	200
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.3
threshold type:	proportion
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.275
Maximal possible value for alpha and beta:	0.275
Probability parameter change:	0.2
seed for RNG:	797334087

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2291
Total number of genes:	11704
Number of perturbed genes:	3511
Proportion perturbed genes:	0.2999829118250171

OUTPUT:
Learnt parameters:
alpha (FPR):	0.275
beta (FNR):	0.275
q (penalization parameter):	0.001 (fixed)


Best log-likelihood value (mean +- standard deviation across replicates):	-7680.99552436173 +- 4.067383956680332e-13

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	21	12	0.72167	0.25251	1.539e+02	0.647	0.346	GO:2000351
2	23	12	0.04805	0.06249	1.989e+02	0.614	0.448	GO:0030316
3	24	10	0.03932	0.05415	2.518e+02	0.526	0.262	GO:0050918
4	38	18	0.0233	0.05821	5.723e+02	0.596	0.432	GO:0030049
5	22	11	0.01431	0.02997	1.879e+02	0.547	0.397	GO:0035924
6	31	13	0.01216	0.03182	4.146e+02	0.575	0.318	GO:0006730
7	31	18	0.00776	0.01719	3.257e+02	0.631	0.572	GO:0072529
8	21	10	0.00666	0.01357	1.779e+02	0.541	0.438	GO:0002040
9	24	10	0.00578	0.01661	2.518e+02	0.541	0.392	GO:0046627
10	33	14	0.00368	0.01104	4.655e+02	0.572	0.339	GO:0006271
11	31	13	0.00366	0.01097	4.146e+02	0.62	0.406	GO:0051004
12	36	17	0.00348	0.00483	5.154e+02	0.603	0.485	GO:0050999
13	24	12	0.00321	0.00918	2.228e+02	0.634	0.431	GO:0009190
14	26	11	0.0031	0.00689	2.917e+02	0.55	0.359	GO:0000188
15	22	10	0.00283	0.00566	2.009e+02	0.573	0.409	GO:0050856
16	20	9	0.00252	0.00545	1.679e+02	0.547	0.469	GO:0001782
17	23	10	0.00244	0.00535	2.258e+02	0.584	0.385	GO:0006692
18	63	26	0.00234	0.00594	1.698e+03	0.569	0.384	GO:0030819
19	27	11	0.00169	0.00508	3.217e+02	0.586	0.402	GO:0045923
20	21	10	0.00151	0.00454	1.779e+02	0.616	0.482	GO:0046135
21	20	11	0.00145	0.00416	1.449e+02	0.686	0.528	GO:0002861
22	70	29	0.0014	0.00397	2.088e+03	0.571	0.392	GO:0030804
23	34	15	0.00132	0.00384	4.815e+02	0.571	0.467	GO:0034121
24	20	10	0.00125	0.00374	1.559e+02	0.605	0.518	GO:2000108
25	20	10	0.00105	0.00314	1.559e+02	0.583	0.413	GO:0051953
26	21	9	0.00094	0.00283	1.909e+02	0.575	0.411	GO:0050704
27	21	8	0.00075	0.00174	2.048e+02	0.615	0.274	GO:0002675
28	40	19	0.00071	0.00157	6.322e+02	0.621	0.477	GO:0007159
29	75	31	0.0006	0.00179	2.398e+03	0.571	0.398	GO:0030801
30	20	9	0.00044	0.00123	1.679e+02	0.58	0.432	GO:0051954
31	24	11	0.00043	0.0013	2.368e+02	0.593	0.459	GO:0032735
32	23	9	0.0004	0.00121	2.408e+02	0.651	0.438	GO:0090207
33	25	15	0.00038	0.00114	2.059e+02	0.61	0.67	GO:0060444
34	21	9	0.00037	0.00112	1.909e+02	0.609	0.364	GO:0043299
35	31	15	0.00028	0.00085	3.776e+02	0.578	0.459	GO:0051445
36	77	32	0.00026	0.00078	2.519e+03	0.564	0.413	GO:1900544
37	27	10	0.00018	0.00054	3.397e+02	0.57	0.34	GO:1903018
38	23	7	0.00014	0.00042	2.737e+02	0.534	0.287	GO:1901992
39	23	10	0.00011	0.00032	2.258e+02	0.543	0.416	GO:0045930
40	20	10	9e-05	0.00028	1.559e+02	0.627	0.599	GO:0003341
41	23	11	6e-05	0.00018	2.118e+02	0.553	0.546	GO:0002026
42	65	27	4e-05	0.00012	1.800e+03	0.566	0.375	GO:0030816
43	20	8	2e-05	6e-05	1.809e+02	0.551	0.408	GO:0090342
44	30	12	1e-05	2e-05	3.996e+02	0.598	0.502	GO:0018410
45	26	10	0.0	1e-05	3.087e+02	0.519	0.499	GO:0016339
