Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	232	1.0	0.0	4.266e+04	0.685	mitotic cell cycle
2	38	27	1.0	0.0	3.637e+02	1.478	digestion
3	98	51	0.91801	0.24414	3.514e+03	0.569	epidermis development
4	162	109	0.89766	0.23818	7.181e+03	0.579	DNA recombination
5	75	51	0.80469	0.39076	1.522e+03	0.669	nucleosome assembly
6	140	69	0.78534	0.31245	7.422e+03	0.436	xenobiotic metabolic process
7	33	21	0.76701	0.19851	3.307e+02	0.667	placenta development
8	26	19	0.68527	0.34307	1.619e+02	0.596	sperm-egg recognition
9	21	14	0.61571	0.31193	1.269e+02	0.778	sympathetic nervous system development
10	292	164	0.53612	0.39392	2.899e+04	0.688	nuclear division
11	372	201	0.457	0.47291	4.850e+04	0.291	cellular amino acid metabolic process
12	223	125	0.40394	0.36917	1.698e+04	0.706	mitotic nuclear division
13	24	20	0.39664	0.30988	9.097e+01	0.927	chromosome organization involved in meiosis
14	283	174	0.38175	0.41606	2.477e+04	0.338	ncRNA metabolic process
15	100	61	0.37401	0.43827	3.151e+03	0.425	carbohydrate catabolic process
16	60	36	0.37066	0.41592	1.163e+03	0.404	pyruvate metabolic process
17	73	39	0.35159	0.38506	1.917e+03	0.734	multicellular organismal catabolic process
18	49	28	0.32892	0.40298	8.187e+02	0.972	O-glycan processing
19	188	105	0.30556	0.40459	1.213e+04	0.341	alpha-amino acid metabolic process
20	121	83	0.278	0.42001	3.885e+03	0.37	tRNA metabolic process
21	66	36	0.26552	0.33142	1.543e+03	0.795	collagen catabolic process
22	231	124	0.265	0.31023	1.891e+04	0.382	protein glycosylation & macromolecule glycosylation
23	41	20	0.24999	0.23715	6.520e+02	0.448	cell fate specification
24	60	42	0.22856	0.36141	9.267e+02	0.306	RNA modification
25	95	59	0.21571	0.39343	2.784e+03	0.443	single-organism carbohydrate catabolic process
26	96	58	0.21013	0.34716	2.938e+03	0.237	protein N-linked glycosylation
27	91	55	0.20721	0.3113	2.640e+03	0.249	peptidyl-asparagine modification
28	99	61	0.20296	0.39855	3.052e+03	0.428	cellular amino acid biosynthetic process
29	20	11	0.19858	0.13984	1.449e+02	0.547	calcium-independent cell-cell adhesion
30	69	35	0.17046	0.31094	1.782e+03	0.707	protein O-linked glycosylation
31	20	15	0.16688	0.23027	9.096e+01	0.546	binding of sperm to zona pellucida
32	74	39	0.1657	0.30588	1.991e+03	0.66	extracellular matrix disassembly
33	32	21	0.14416	0.14407	2.977e+02	0.31	ribosome biogenesis
34	46	25	0.1339	0.15209	7.558e+02	0.419	cellular response to starvation
35	20	13	0.1333	0.11296	1.199e+02	0.782	regulation of branching involved in ureteric bud morphogenesis
36	34	21	0.13324	0.23858	3.646e+02	0.49	cell-cell recognition
37	21	17	0.13093	0.16038	7.897e+01	1.584	sister chromatid segregation
38	32	17	0.12978	0.18241	3.756e+02	0.332	peripheral nervous system development
39	234	126	0.12809	0.22415	1.935e+04	0.38	glycosylation
40	95	59	0.1267	0.28458	2.784e+03	0.601	nucleosome organization
41	23	14	0.12177	0.14063	1.719e+02	0.573	regulation of mesonephros development
