Creation Time:	2022-12-29 15:42:04

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE40419_tumor_normal_deseq2_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.30000000000000004
threshold type:	proportion
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3962050951

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2410
Total number of genes:	10923
Number of perturbed genes:	3277
Proportion perturbed genes:	0.30000915499404923

OUTPUT:
Learnt parameters:
alpha (FPR):	0.2838709677419355
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-6666.89044439648 +- 2.9743507618268334

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	38	23	1.0	0.0	4.656e+02	1.478	digestion
2	49	25	1.0	0.0	8.997e+02	0.972	O-glycan processing
3	26	18	0.99644	0.01069	1.809e+02	0.596	sperm-egg recognition
4	98	47	0.98829	0.03288	3.719e+03	0.569	epidermis development
5	37	23	0.79816	0.39367	4.276e+02	0.575	glycolytic process
6	52	27	0.70816	0.27138	9.995e+02	0.421	glutamine family amino acid metabolic process
7	44	32	0.56231	0.43241	4.626e+02	1.016	chromatin assembly or disassembly
8	21	12	0.56121	0.30131	1.539e+02	0.778	sympathetic nervous system development
9	172	93	0.5	0.5	1.046e+04	0.635	DNA replication
10	171	93	0.5	0.5	1.029e+04	0.723	chromosome organization
11	33	17	0.49154	0.23025	4.086e+02	0.667	placenta development
12	41	25	0.45534	0.32735	5.364e+02	0.731	double-strand break repair via homologous recombination
13	75	46	0.43902	0.43142	1.767e+03	0.669	nucleosome assembly
14	47	28	0.43254	0.28804	7.221e+02	0.44	tRNA aminoacylation for protein translation
15	22	13	0.33302	0.27845	1.629e+02	0.465	sulfur compound transport
16	20	11	0.31471	0.17712	1.449e+02	0.547	calcium-independent cell-cell adhesion
17	374	192	0.3	0.45826	5.105e+04	0.685	mitotic cell cycle
18	81	47	0.28758	0.3675	2.189e+03	0.994	chromosome segregation
19	71	40	0.2499	0.32698	1.734e+03	0.739	meiotic cell cycle process
20	66	30	0.23906	0.25902	1.755e+03	0.795	collagen catabolic process
21	21	13	0.22015	0.21015	1.409e+02	0.469	ether metabolic process
22	41	25	0.20046	0.27297	5.364e+02	0.731	recombinational repair
23	21	13	0.1963	0.17979	1.409e+02	0.469	glycerol ether metabolic process
24	49	28	0.15806	0.15937	8.189e+02	0.43	amino acid activation & tRNA aminoacylation
25	32	15	0.13816	0.19706	4.106e+02	0.332	peripheral nervous system development
26	33	27	0.1357	0.24299	1.839e+02	1.002	DNA strand elongation involved in DNA replication
27	23	15	0.13189	0.30444	1.569e+02	1.119	regulation of transcription involved in G1/S transition of mitotic cell cycle
28	20	11	0.1248	0.12183	1.449e+02	0.782	regulation of branching involved in ureteric bud morphogenesis
29	25	16	0.12272	0.19498	1.899e+02	1.3	regulation of chromosome segregation
30	24	16	0.1151	0.28953	1.649e+02	0.927	chromosome organization involved in meiosis
31	100	48	0.10611	0.22775	3.869e+03	0.425	carbohydrate catabolic process
32	35	27	0.10352	0.1497	2.529e+02	0.952	DNA strand elongation
33	26	17	0.09704	0.23883	1.989e+02	1.072	chromosome condensation
34	95	47	0.09389	0.20518	3.424e+03	0.443	single-organism carbohydrate catabolic process
35	41	19	0.09248	0.15695	6.751e+02	0.448	cell fate specification
36	24	11	0.08824	0.11178	2.368e+02	0.466	tumor necrosis factor-mediated signaling pathway
37	68	34	0.07545	0.10958	1.748e+03	0.643	spindle organization
38	99	49	0.06872	0.11702	3.716e+03	0.428	cellular amino acid biosynthetic process
39	162	86	0.06388	0.17172	9.420e+03	0.579	DNA recombination
40	21	11	0.05588	0.09064	1.659e+02	0.556	mismatch repair
41	32	15	0.05541	0.10266	4.106e+02	0.8	drug metabolic process
42	38	20	0.0551	0.08795	5.314e+02	0.362	somatic diversification of immune receptors
43	23	12	0.05375	0.08615	1.989e+02	0.573	regulation of mesonephros development
44	21	16	0.04472	0.09065	9.596e+01	1.584	sister chromatid segregation
45	26	14	0.03955	0.05671	2.468e+02	0.676	reciprocal meiotic recombination & reciprocal DNA recombination
46	49	23	0.03671	0.10017	9.525e+02	0.314	secretion by tissue
47	38	18	0.03361	0.07637	5.723e+02	0.338	excretion
48	73	32	0.03164	0.0333	2.194e+03	0.734	multicellular organismal catabolic process
49	31	19	0.03093	0.0817	3.068e+02	0.972	DNA packaging
50	29	15	0.03003	0.04719	3.157e+02	0.38	somatic diversification of immunoglobulins
51	74	33	0.02491	0.05955	2.230e+03	0.66	extracellular matrix disassembly
52	26	14	0.0248	0.05047	2.468e+02	0.056	chloride transport
53	24	19	0.0227	0.05327	1.110e+02	1.142	chromatin remodeling at centromere
54	38	17	0.02022	0.04173	5.942e+02	0.482	collagen fibril organization
55	27	12	0.01921	0.02261	3.047e+02	0.436	nerve development
56	32	17	0.01884	0.04031	3.756e+02	0.365	somatic diversification of immune receptors via germline recombination within a single locus & somatic cell DNA recombination
57	47	24	0.01676	0.02601	8.278e+02	0.358	cellular modified amino acid biosynthetic process
58	22	17	0.01647	0.03707	1.010e+02	0.701	telomere maintenance via semi-conservative replication
59	23	9	0.01532	0.02687	2.408e+02	0.486	proximal/distal pattern formation
60	22	14	0.01444	0.04331	1.489e+02	0.792	sister chromatid cohesion
61	23	10	0.01419	0.04213	2.258e+02	0.48	aromatic amino acid family metabolic process
62	32	14	0.01411	0.0349	4.295e+02	0.034	protein trimerization
63	23	13	0.01356	0.03382	1.859e+02	1.03	keratinization
64	36	21	0.01325	0.03974	4.356e+02	0.917	digestive system process
65	115	44	0.01316	0.03948	5.852e+03	0.411	G2/M transition of mitotic cell cycle & cell cycle G2/M phase transition
66	31	14	0.01298	0.03342	3.956e+02	0.693	endocrine pancreas development
67	23	12	0.01287	0.03255	1.989e+02	0.388	somatic recombination of immunoglobulin gene segments
