Creation Time:	2022-12-29 16:17:32

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE40419_tumor_normal_deseq2_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.7000000000000001
threshold type:	proportion
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	1240579978

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2410
Total number of genes:	10923
Number of perturbed genes:	7646
Proportion perturbed genes:	0.6999908450059508

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.24838709677419354
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-7442.971068455301 +- 7.249414030622673

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	342	1.0	0.0	1.094e+04	0.685	mitotic cell cycle
2	352	317	1.0	0.0	1.121e+04	0.453	DNA repair
3	246	233	1.0	0.0	3.023e+03	0.26	translation
4	179	147	1.0	0.0	5.121e+03	0.22	protein folding
5	372	291	1.0	0.0	2.572e+04	0.291	cellular amino acid metabolic process
6	315	188	1.0	0.0	3.093e+04	0.019	synaptic transmission
7	382	264	1.0	0.0	3.655e+04	0.118	multicellular organismal development
8	284	181	1.0	0.0	2.326e+04	0.106	sensory perception
9	456	366	1.0	0.0	3.504e+04	0.151	protein modification by small protein conjugation
10	393	311	1.0	0.0	2.757e+04	0.288	cellular macromolecular complex assembly
11	165	127	1.0	0.0	5.461e+03	0.089	Golgi vesicle transport
12	459	298	0.99993	0.00022	5.796e+04	0.042	protein phosphorylation
13	378	305	0.99954	0.00137	2.385e+04	0.248	chromatin modification
14	140	91	0.98481	0.03039	5.598e+03	0.436	xenobiotic metabolic process
15	331	198	0.96448	0.08223	3.400e+04	0.02	metal ion transport
16	444	322	0.96417	0.10748	4.443e+04	0.101	peptidyl-amino acid modification
17	346	255	0.9	0.3	2.631e+04	0.068	generation of precursor metabolites and energy
