Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	275	1.0	0.0	3.189e+04	0.685	mitotic cell cycle
2	352	253	1.0	0.0	2.973e+04	0.453	DNA repair
3	246	175	1.0	0.0	1.489e+04	0.26	translation
4	372	242	1.0	0.0	3.952e+04	0.291	cellular amino acid metabolic process
5	38	28	0.93793	0.07595	3.356e+02	1.478	digestion
6	179	115	0.76493	0.2872	9.387e+03	0.22	protein folding
7	40	26	0.75644	0.213	4.693e+02	0.194	transcription from RNA polymerase III promoter
8	283	223	0.74869	0.22942	1.513e+04	0.338	ncRNA metabolic process
9	100	71	0.72912	0.30796	2.488e+03	0.425	carbohydrate catabolic process
10	359	223	0.72259	0.42775	3.918e+04	0.177	mRNA processing
11	96	61	0.71441	0.43776	2.757e+03	0.1	respiratory electron transport chain
12	91	64	0.70248	0.36566	2.102e+03	0.21	mitochondrial transport
13	75	54	0.67474	0.40272	1.363e+03	0.669	nucleosome assembly
14	292	199	0.5891	0.43896	2.269e+04	0.688	nuclear division
15	33	21	0.48648	0.22966	3.306e+02	0.45	axon cargo transport
16	54	41	0.47428	0.41696	6.241e+02	0.273	ribonucleoprotein complex biogenesis
17	84	47	0.44581	0.35185	2.435e+03	0.399	transition metal ion transport
18	234	149	0.43887	0.43469	1.620e+04	0.38	glycosylation
19	165	97	0.43151	0.44125	8.890e+03	0.089	Golgi vesicle transport
20	116	79	0.41917	0.30608	3.614e+03	0.195	ribonucleoprotein complex assembly
21	140	78	0.41037	0.33739	6.753e+03	0.436	xenobiotic metabolic process
22	225	133	0.4065	0.39536	1.638e+04	0.29	cofactor metabolic process
23	98	56	0.36858	0.33124	3.244e+03	0.569	epidermis development
24	171	126	0.35488	0.26573	6.678e+03	0.723	chromosome organization
25	23	19	0.33488	0.38962	8.695e+01	0.145	retrograde vesicle-mediated transport, Golgi to ER
26	231	147	0.33127	0.44186	1.580e+04	0.382	protein glycosylation & macromolecule glycosylation
27	95	66	0.29761	0.41635	2.343e+03	0.601	nucleosome organization
28	133	81	0.2858	0.4381	5.565e+03	0.125	electron transport chain
29	284	179	0.27764	0.42799	2.414e+04	0.179	RNA splicing
30	66	38	0.27048	0.19762	1.467e+03	0.795	collagen catabolic process
31	73	51	0.26627	0.32225	1.373e+03	0.242	cellular component biogenesis
32	198	152	0.25335	0.23143	8.039e+03	0.294	ncRNA processing
