Creation Time:	2022-12-29 15:49:57

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE40419_tumor_normal_deseq2_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.4
threshold type:	proportion
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2871413472

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2410
Total number of genes:	10923
Number of perturbed genes:	4369
Proportion perturbed genes:	0.3999816900119015

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-7278.9646927966805 +- 1.995320516675805

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	232	1.0	0.0	4.266e+04	0.685	mitotic cell cycle
2	246	128	0.99743	0.0077	2.195e+04	0.26	translation
3	283	174	0.98196	0.05413	2.477e+04	0.338	ncRNA metabolic process
4	75	51	0.95281	0.12627	1.522e+03	0.669	nucleosome assembly
5	38	27	0.93926	0.12429	3.637e+02	1.478	digestion
6	352	203	0.92166	0.23501	4.099e+04	0.453	DNA repair
7	100	61	0.69939	0.29871	3.151e+03	0.425	carbohydrate catabolic process
8	99	61	0.67446	0.34805	3.052e+03	0.428	cellular amino acid biosynthetic process
9	90	55	0.58661	0.39175	2.550e+03	0.254	protein N-linked glycosylation via asparagine
10	26	19	0.56412	0.40597	1.619e+02	0.596	sperm-egg recognition
11	54	33	0.56205	0.24915	9.236e+02	0.273	ribonucleoprotein complex biogenesis
12	49	28	0.432	0.32582	8.187e+02	0.972	O-glycan processing
13	20	15	0.2951	0.332	9.096e+01	0.546	binding of sperm to zona pellucida
14	53	34	0.29363	0.27274	8.358e+02	0.372	purine nucleoside monophosphate biosynthetic process & purine ribonucleoside monophosphate biosynthetic process
15	188	105	0.27376	0.35161	1.213e+04	0.341	alpha-amino acid metabolic process
16	91	55	0.2156	0.31801	2.640e+03	0.249	peptidyl-asparagine modification
17	95	59	0.20367	0.25402	2.784e+03	0.443	single-organism carbohydrate catabolic process
18	24	20	0.18808	0.18943	9.097e+01	0.927	chromosome organization involved in meiosis
19	96	58	0.18731	0.23208	2.938e+03	0.237	protein N-linked glycosylation
20	33	21	0.1479	0.12914	3.307e+02	0.667	placenta development
21	22	14	0.1434	0.09595	1.489e+02	0.465	sulfur compound transport
22	20	13	0.1432	0.12179	1.199e+02	0.318	zinc ion transport
23	32	21	0.12732	0.13961	2.977e+02	0.31	ribosome biogenesis
24	21	14	0.11992	0.0972	1.269e+02	0.778	sympathetic nervous system development
25	91	50	0.11931	0.07	2.904e+03	0.21	mitochondrial transport
26	20	13	0.11207	0.11863	1.199e+02	0.782	regulation of branching involved in ureteric bud morphogenesis
27	70	50	0.11178	0.12393	1.209e+03	0.763	DNA conformation change
28	60	36	0.08547	0.16452	1.163e+03	0.404	pyruvate metabolic process
29	99	57	0.07868	0.13624	3.288e+03	0.212	purine nucleotide biosynthetic process
30	23	14	0.07496	0.0822	1.719e+02	1.03	keratinization
31	81	52	0.07252	0.10762	1.940e+03	0.994	chromosome segregation
32	69	35	0.07225	0.09901	1.782e+03	0.707	protein O-linked glycosylation
33	90	51	0.07146	0.06074	2.762e+03	0.253	ribonucleoside biosynthetic process
34	24	15	0.07021	0.06846	1.809e+02	0.35	mRNA polyadenylation
35	26	16	0.06864	0.04998	2.158e+02	0.056	chloride transport
