Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	361	1.0	0.0	4.584e+03	0.685	mitotic cell cycle
2	352	340	1.0	0.0	3.995e+03	0.453	DNA repair
3	306	251	1.0	0.0	1.486e+04	0.072	transcription from RNA polymerase II promoter
4	246	244	1.0	0.0	4.782e+02	0.26	translation
5	179	160	1.0	0.0	3.168e+03	0.22	protein folding
6	459	340	1.0	0.0	4.541e+04	0.042	protein phosphorylation
7	372	322	1.0	0.0	1.669e+04	0.291	cellular amino acid metabolic process
8	403	297	1.0	0.0	3.566e+04	-0.059	small GTPase mediated signal transduction
9	315	227	1.0	0.0	2.315e+04	0.019	synaptic transmission
10	382	298	1.0	0.0	2.749e+04	0.118	multicellular organismal development
11	132	116	1.0	0.0	1.965e+03	-0.025	endosomal transport
12	378	344	1.0	0.0	1.178e+04	0.248	chromatin modification
13	331	239	1.0	0.0	2.540e+04	0.02	metal ion transport
14	405	337	1.0	0.0	2.419e+04	0.276	monocarboxylic acid metabolic process
15	165	146	1.0	0.0	2.912e+03	0.089	Golgi vesicle transport
16	297	256	0.98934	0.03197	1.100e+04	0.334	cellular component disassembly
17	393	344	0.97534	0.04947	1.732e+04	0.288	cellular macromolecular complex assembly
18	49	46	0.96733	0.09007	1.442e+02	0.209	cell redox homeostasis
19	193	159	0.92578	0.09639	5.881e+03	0.06	lipid catabolic process
20	345	293	0.9	0.3	1.601e+04	0.333	microtubule-based process
21	284	205	0.9	0.3	1.881e+04	0.106	sensory perception
22	456	413	0.9	0.3	1.778e+04	0.151	protein modification by small protein conjugation
23	225	206	0.89594	0.29889	4.004e+03	0.29	cofactor metabolic process
24	333	257	0.88257	0.29702	2.170e+04	0.054	response to other organism
25	171	160	0.86338	0.19579	1.792e+03	0.723	chromosome organization
26	283	278	0.8	0.4	1.361e+03	0.338	ncRNA metabolic process
27	353	286	0.78256	0.34928	2.066e+04	0.158	nitrogen compound transport
28	324	274	0.77513	0.39449	1.446e+04	0.147	carbohydrate derivative biosynthetic process
29	444	360	0.77024	0.28977	3.225e+04	0.101	peptidyl-amino acid modification
30	140	119	0.76649	0.33819	2.691e+03	0.075	mitochondrion organization
31	207	170	0.71689	0.43465	6.843e+03	0.001	DNA-templated transcription, initiation
32	197	156	0.7	0.45826	7.111e+03	-0.012	regulation of I-kappaB kinase/NF-kappaB signaling
33	315	297	0.69514	0.4135	5.325e+03	0.65	organelle fission
34	234	203	0.68723	0.45145	6.620e+03	0.38	glycosylation
35	202	193	0.68645	0.33507	1.743e+03	0.163	RNA catabolic process
36	453	379	0.68418	0.44703	2.935e+04	0.114	organonitrogen compound catabolic process
37	278	192	0.65685	0.41567	1.970e+04	-0.092	regulation of cell growth
38	356	280	0.65387	0.44886	2.332e+04	0.084	regulation of proteolysis
39	101	83	0.65214	0.44933	1.648e+03	0.072	sphingolipid metabolic process
40	346	284	0.64585	0.45155	1.886e+04	0.068	generation of precursor metabolites and energy
41	40	39	0.62262	0.32493	4.082e+01	0.194	transcription from RNA polymerase III promoter
42	206	155	0.60746	0.27308	9.041e+03	-0.004	ion transmembrane transport
43	247	172	0.60719	0.32806	1.537e+04	-0.258	endocytosis
44	304	227	0.60202	0.44419	1.986e+04	-0.057	protein oligomerization
45	183	156	0.6	0.4899	4.502e+03	0.423	monosaccharide metabolic process
46	147	116	0.6	0.4899	4.031e+03	-0.009	dephosphorylation
47	382	294	0.59151	0.48359	2.863e+04	0.093	organic hydroxy compound metabolic process
48	272	213	0.59032	0.43866	1.394e+04	0.012	protein localization
49	224	163	0.58888	0.43359	1.157e+04	0.204	epithelial cell differentiation
50	251	189	0.56442	0.47215	1.333e+04	0.006	lymphocyte activation
51	252	230	0.5632	0.41032	5.168e+03	0.071	protein targeting
52	157	121	0.55716	0.4335	4.943e+03	-0.016	cell projection assembly
53	423	303	0.5567	0.47139	4.180e+04	-0.136	regulation of defense response
54	72	54	0.54167	0.3131	1.136e+03	0.285	cartilage development
55	359	344	0.53098	0.46234	5.069e+03	0.177	mRNA processing
56	337	234	0.52724	0.479	2.849e+04	-0.049	secretion by cell
57	308	281	0.5	0.5	7.698e+03	0.184	modification-dependent protein catabolic process
58	284	275	0.48946	0.44405	2.441e+03	0.179	RNA splicing
59	134	95	0.4872	0.32296	4.427e+03	-0.038	cell-cell junction organization
60	200	160	0.48632	0.47062	7.072e+03	0.073	protein maturation
61	260	224	0.48386	0.40237	8.489e+03	0.281	gamete generation
62	418	292	0.47283	0.47903	4.296e+04	0.006	secretion
63	98	78	0.46357	0.4125	1.753e+03	0.569	epidermis development
64	213	157	0.46351	0.41691	1.017e+04	0.1	negative regulation of hydrolase activity
65	187	166	0.4574	0.44445	3.643e+03	0.152	nuclear transport
66	293	195	0.44286	0.4491	2.329e+04	-0.099	regulation of cell morphogenesis
67	310	224	0.43558	0.47215	2.230e+04	-0.062	leukocyte activation
68	392	277	0.42159	0.44723	3.704e+04	-0.019	positive regulation of protein kinase activity
69	347	299	0.41246	0.43249	1.495e+04	0.392	regulation of cell cycle process
70	354	290	0.41145	0.42813	1.988e+04	0.037	posttranscriptional regulation of gene expression
71	73	69	0.40036	0.32143	2.847e+02	0.125	protein modification by small protein removal
72	260	239	0.3993	0.43119	5.101e+03	0.123	establishment of protein localization to organelle
73	183	162	0.39701	0.4357	3.562e+03	0.15	nucleocytoplasmic transport
74	150	113	0.37828	0.39489	4.811e+03	0.103	lipid transport
75	129	99	0.35864	0.3208	3.391e+03	0.101	maintenance of location
76	54	53	0.35255	0.40416	5.467e+01	0.273	ribonucleoprotein complex biogenesis
77	73	72	0.34965	0.40163	7.339e+01	0.242	cellular component biogenesis
78	156	132	0.34651	0.36909	3.412e+03	0.252	anatomical structure homeostasis
79	188	151	0.34534	0.4288	6.169e+03	0.077	protein processing
80	175	152	0.34402	0.31612	3.703e+03	0.182	antigen processing and presentation of peptide antigen
81	343	261	0.34158	0.36587	2.394e+04	0.127	response to radiation
82	69	57	0.32122	0.32348	7.575e+02	-0.069	autophagy
83	203	169	0.32121	0.41459	6.207e+03	0.171	organelle assembly
84	140	108	0.31587	0.38268	3.928e+03	0.436	xenobiotic metabolic process
85	231	200	0.31277	0.45145	6.532e+03	0.382	protein glycosylation & macromolecule glycosylation
86	154	131	0.31053	0.40195	3.236e+03	0.211	hexose metabolic process
87	162	115	0.30528	0.45507	6.430e+03	-0.052	regulation of Ras GTPase activity
88	133	121	0.30144	0.45733	1.509e+03	0.125	electron transport chain
89	307	226	0.3003	0.39384	2.096e+04	-0.04	embryo development
90	133	112	0.3	0.45826	2.548e+03	0.079	membrane lipid metabolic process
91	465	344	0.3	0.45826	4.672e+04	-0.021	regulation of cellular catabolic process
92	282	223	0.3	0.45826	1.450e+04	0.022	macromolecule localization
93	143	117	0.3	0.45826	3.344e+03	0.004	positive regulation of I-kappaB kinase/NF-kappaB signaling
94	441	354	0.29836	0.43382	3.305e+04	0.068	lipid biosynthetic process
95	188	133	0.29366	0.39894	8.692e+03	-0.111	regulation of anatomical structure size
96	384	273	0.29154	0.42798	3.514e+04	0.022	ion homeostasis
97	369	318	0.28984	0.44321	1.686e+04	0.112	interaction with host
98	180	145	0.28354	0.43519	5.600e+03	-0.012	transcription initiation from RNA polymerase II promoter
99	280	211	0.27972	0.37119	1.650e+04	0.153	anion transport
100	126	99	0.27756	0.42792	3.013e+03	-0.028	protein dephosphorylation
101	215	168	0.27576	0.31858	8.827e+03	0.305	steroid metabolic process
102	190	147	0.26458	0.41396	7.128e+03	0.02	regulation of protein complex assembly
103	53	50	0.26001	0.21796	1.561e+02	0.102	vacuole organization
104	104	87	0.25714	0.30946	1.615e+03	0.15	tube formation
105	216	186	0.25419	0.39039	5.907e+03	0.096	regulation of translation
106	429	338	0.24988	0.31267	3.341e+04	0.084	negative regulation of cellular protein metabolic process
107	129	97	0.24955	0.40284	3.586e+03	-0.017	regulation of cellular component size
108	305	239	0.24821	0.40181	1.742e+04	0.106	alcohol metabolic process
109	271	215	0.24716	0.38257	1.326e+04	-0.002	glycerolipid metabolic process
110	184	145	0.23334	0.28825	6.315e+03	-0.053	regulation of apoptotic signaling pathway
111	194	139	0.22995	0.37888	9.010e+03	-0.1	protein homooligomerization
112	261	208	0.221	0.39066	1.212e+04	-0.016	phospholipid metabolic process
113	380	326	0.22004	0.36169	1.832e+04	0.121	organophosphate biosynthetic process
114	34	29	0.21416	0.3469	1.604e+02	0.37	carbohydrate derivative transport
115	321	292	0.21287	0.3954	8.592e+03	0.182	proteolysis involved in cellular protein catabolic process
116	80	61	0.20959	0.19396	1.339e+03	0.038	lipid homeostasis
117	321	278	0.20859	0.39652	1.246e+04	0.127	modification by symbiont of host morphology or physiology
118	290	244	0.20646	0.30875	1.193e+04	0.317	regulation of mitotic cell cycle
119	277	224	0.2013	0.30933	1.292e+04	-0.061	immune response-activating signal transduction
120	198	195	0.20052	0.39974	5.787e+02	0.294	ncRNA processing
121	137	116	0.19727	0.38868	2.629e+03	0.087	response to topologically incorrect protein
122	363	294	0.19332	0.32136	2.185e+04	0.158	multicellular organismal reproductive process
123	162	117	0.19168	0.29272	6.200e+03	-0.025	neuron differentiation
124	130	110	0.19132	0.36783	2.378e+03	0.08	response to unfolded protein
125	319	264	0.19071	0.30381	1.552e+04	0.014	carbohydrate derivative catabolic process
126	245	218	0.18938	0.21882	6.099e+03	0.225	protein catabolic process
127	234	167	0.18865	0.30378	1.316e+04	0.023	response to oxidative stress
128	253	168	0.18718	0.2382	1.750e+04	-0.103	single-organism behavior
129	302	276	0.18713	0.37537	7.279e+03	0.188	ubiquitin-dependent protein catabolic process
130	235	201	0.1835	0.30987	7.245e+03	0.293	spermatogenesis
131	80	59	0.1771	0.29365	1.459e+03	-0.047	regulation of phosphatase activity
132	292	275	0.17658	0.34837	4.673e+03	0.688	nuclear division
133	347	291	0.17652	0.33688	1.724e+04	0.098	modification of morphology or physiology of other organism
134	355	251	0.17316	0.30942	3.046e+04	0.004	cation homeostasis
135	63	46	0.17038	0.23217	9.302e+02	-0.11	negative regulation of transforming growth factor beta receptor signaling pathway
136	412	294	0.17013	0.28245	4.002e+04	-0.016	positive regulation of kinase activity
137	341	288	0.16908	0.33524	1.609e+04	0.107	modification of morphology or physiology of other organism involved in symbiotic interaction
138	154	114	0.1655	0.2912	5.298e+03	-0.007	MAPK cascade
139	32	32	0.16394	0.33003	9.963e-01	0.31	ribosome biogenesis
140	294	204	0.1603	0.25533	2.181e+04	-0.054	negative regulation of phosphorus metabolic process & negative regulation of phosphate metabolic process
141	314	271	0.15597	0.30342	1.218e+04	0.114	modulation by virus of host morphology or physiology
142	243	173	0.15454	0.2688	1.425e+04	-0.036	negative regulation of intracellular signal transduction
143	111	101	0.1538	0.23739	1.053e+03	0.207	macromolecule methylation
144	220	151	0.15248	0.32295	1.256e+04	-0.071	regulation of GTPase activity
145	111	96	0.15214	0.32256	1.543e+03	0.163	cellular carbohydrate metabolic process
146	346	248	0.14976	0.3124	2.816e+04	-0.063	regulation of cellular component biogenesis
147	180	121	0.14559	0.22616	8.755e+03	0.071	gland development
148	81	65	0.13853	0.17223	1.167e+03	0.091	carbohydrate transport
149	89	72	0.12846	0.20273	1.365e+03	0.157	maintenance of location in cell
150	223	213	0.12796	0.30202	2.132e+03	0.706	mitotic nuclear division
151	99	91	0.12664	0.15089	7.567e+02	0.172	antigen processing and presentation of peptide antigen via MHC class I
152	152	110	0.12542	0.30122	5.441e+03	-0.077	aminoglycan metabolic process
153	246	192	0.11669	0.22082	1.156e+04	-0.052	cellular localization
154	293	199	0.11578	0.29646	2.251e+04	0.017	response to inorganic substance
155	317	223	0.11312	0.27244	2.464e+04	-0.05	positive regulation of programmed cell death
156	164	147	0.11304	0.23974	2.606e+03	0.247	nucleotide biosynthetic process
157	311	220	0.1119	0.22375	2.347e+04	-0.042	positive regulation of apoptotic process
158	55	48	0.11018	0.25516	3.629e+02	0.526	tetrapyrrole metabolic process
159	260	211	0.1095	0.21903	1.125e+04	0.042	apoptotic signaling pathway
160	212	143	0.10835	0.18806	1.203e+04	-0.101	response to decreased oxygen levels
161	230	171	0.10625	0.16655	1.159e+04	0.095	negative regulation of cell cycle
162	25	18	0.10523	0.16003	1.546e+02	-0.081	bone development
163	332	295	0.10511	0.2986	1.120e+04	0.145	nucleoside metabolic process
164	216	170	0.10332	0.16134	8.705e+03	-0.1	regulation of innate immune response
165	137	111	0.1033	0.16193	3.192e+03	0.06	cellular amide metabolic process
166	91	73	0.10305	0.29099	1.472e+03	0.052	maintenance of protein location
167	151	99	0.10284	0.17563	6.433e+03	-0.174	heart development
168	148	101	0.10257	0.16893	5.792e+03	-0.22	fibroblast growth factor receptor signaling pathway
169	354	234	0.10202	0.29939	3.414e+04	-0.054	behavior
170	221	156	0.10164	0.15202	1.202e+04	0.1	response to extracellular stimulus
171	118	88	0.10026	0.29991	3.069e+03	0.046	visual perception
172	173	158	0.1	0.3	2.444e+03	0.199	coenzyme metabolic process
173	145	121	0.1	0.3	3.156e+03	0.293	microtubule-based movement
174	202	166	0.1	0.3	6.503e+03	0.077	response to virus
175	425	383	0.1	0.3	1.620e+04	0.147	protein ubiquitination
176	253	170	0.1	0.3	1.717e+04	-0.083	regulation of purine nucleotide catabolic process
177	223	152	0.1	0.3	1.306e+04	-0.076	regulation of GTP catabolic process
178	312	285	0.1	0.3	7.798e+03	0.184	modification-dependent macromolecule catabolic process
179	140	102	0.09986	0.29957	4.554e+03	0.216	skeletal system development
180	389	283	0.0994	0.18875	3.429e+04	-0.025	regulation of protein localization
181	80	70	0.09907	0.29666	7.495e+02	0.093	cilium assembly & cilium organization
182	66	56	0.09884	0.10457	6.117e+02	0.055	tube closure
183	305	241	0.09798	0.1688	1.696e+04	0.037	regulation of cellular response to stress
184	210	142	0.09738	0.13852	1.176e+04	-0.102	response to hypoxia
185	354	251	0.09689	0.13427	3.012e+04	0.057	organ morphogenesis
186	60	59	0.09406	0.23942	6.059e+01	0.306	RNA modification
187	313	218	0.07984	0.15024	2.450e+04	-0.122	regulation of sequence-specific DNA binding transcription factor activity
188	231	205	0.07817	0.10711	5.540e+03	0.26	small molecule catabolic process
189	158	111	0.07602	0.1203	6.248e+03	-0.198	transmembrane receptor protein serine/threonine kinase signaling pathway
190	81	56	0.07553	0.11526	1.712e+03	-0.018	response to calcium ion
191	145	100	0.07488	0.11912	5.458e+03	-0.037	response to wounding
192	100	87	0.07394	0.09719	1.210e+03	0.208	regulation of gene expression, epigenetic
193	262	183	0.07342	0.22027	1.717e+04	-0.039	growth
194	122	111	0.07329	0.12143	1.271e+03	0.179	methylation
195	70	62	0.0722	0.11677	5.290e+02	0.077	regulation of mitochondrion organization
196	98	72	0.07218	0.12052	2.202e+03	-0.007	regulation of dephosphorylation
197	34	34	0.07159	0.07568	9.961e-01	0.25	regulation of DNA-templated transcription, elongation
198	55	41	0.06726	0.104	6.763e+02	-0.095	adherens junction organization
199	175	136	0.06637	0.08479	5.977e+03	0.058	monovalent inorganic cation transport
200	183	161	0.06595	0.14349	3.721e+03	0.419	post-translational protein modification
201	171	164	0.06481	0.15593	1.155e+03	0.121	nuclear-transcribed mRNA catabolic process
202	79	65	0.06414	0.09466	1.008e+03	0.096	maintenance of protein location in cell
203	199	169	0.06258	0.06736	5.419e+03	0.153	antigen processing and presentation
204	297	210	0.06064	0.14384	2.145e+04	-0.126	response to peptide hormone
205	172	161	0.06008	0.08203	1.803e+03	0.635	DNA replication
206	131	96	0.0596	0.13714	3.939e+03	0.108	developmental growth
207	144	104	0.05933	0.17798	4.910e+03	-0.09	glycosaminoglycan metabolic process
208	346	309	0.0585	0.17081	1.168e+04	0.176	glycosyl compound metabolic process
209	174	126	0.05812	0.0964	7.100e+03	0.271	regulation of hormone levels
210	54	35	0.05597	0.12586	8.516e+02	-0.071	actin filament-based movement
211	97	73	0.05485	0.16456	2.033e+03	0.362	sensory perception of mechanical stimulus
212	101	78	0.05425	0.10073	2.050e+03	0.02	neuron projection development
213	96	91	0.05415	0.16244	4.660e+02	0.1	respiratory electron transport chain
214	181	125	0.0534	0.13584	8.445e+03	0.1	detection of stimulus
215	361	258	0.05321	0.09414	3.079e+04	0.041	regulation of protein serine/threonine kinase activity
216	184	163	0.05219	0.08412	3.583e+03	0.06	establishment of protein localization to membrane
217	64	52	0.05186	0.11921	6.984e+02	0.007	regulation of autophagy
218	22	18	0.05143	0.10841	8.281e+01	0.061	maintenance of protein localization in organelle
219	184	167	0.05057	0.13368	2.933e+03	0.406	regulation of mitotic cell cycle phase transition
220	131	94	0.04872	0.07888	4.128e+03	0.084	phosphatidylinositol-mediated signaling & inositol lipid-mediated signaling
221	81	80	0.04682	0.03297	8.125e+01	0.191	DNA-templated transcription, elongation
222	130	91	0.04625	0.09802	4.275e+03	-0.077	myeloid cell differentiation
223	100	75	0.04571	0.11462	2.179e+03	-0.1	regulation of carbohydrate metabolic process
224	106	79	0.04558	0.13617	2.485e+03	-0.047	regulation of protein polymerization
225	70	67	0.04426	0.08772	2.064e+02	0.763	DNA conformation change
226	197	164	0.04358	0.13005	5.851e+03	0.041	glycerolipid biosynthetic process
227	61	52	0.04285	0.09853	5.107e+02	0.218	glycoprotein metabolic process
228	25	18	0.04271	0.06372	1.546e+02	0.189	regulation of bone resorption
229	88	66	0.04256	0.08347	1.691e+03	0.237	cellular response to extracellular stimulus
230	30	26	0.04241	0.07649	1.146e+02	0.025	membrane protein proteolysis
231	29	24	0.04228	0.12683	1.356e+02	-0.119	regulation of ARF GTPase activity
232	176	126	0.04225	0.09565	7.444e+03	-0.145	epidermal growth factor receptor signaling pathway
233	76	55	0.04193	0.07289	1.377e+03	0.238	regeneration
234	173	144	0.04176	0.12527	4.528e+03	0.023	glycerophospholipid biosynthetic process
235	278	205	0.04079	0.10648	1.718e+04	-0.128	immune response-regulating cell surface receptor signaling pathway
236	152	116	0.04046	0.08277	4.769e+03	0.02	regulation of stress-activated protein kinase signaling cascade
237	105	88	0.04038	0.07718	1.632e+03	0.259	response to ionizing radiation
238	140	101	0.04024	0.09145	4.655e+03	0.058	regulation of peptide secretion
239	47	44	0.03947	0.1184	1.383e+02	0.188	establishment of protein localization to mitochondrion
240	113	99	0.03842	0.06907	1.474e+03	0.093	protein acylation
241	103	63	0.03837	0.11298	3.309e+03	-0.226	regulation of cell shape
242	55	33	0.03828	0.06453	9.750e+02	-0.093	positive regulation of cell division
243	76	63	0.0381	0.08031	9.038e+02	-0.027	regulation of glucose transport
244	134	98	0.038	0.11174	4.139e+03	0.099	negative regulation of response to external stimulus
245	21	19	0.03771	0.06892	4.191e+01	0.043	membrane protein ectodomain proteolysis
246	142	86	0.03751	0.09491	6.328e+03	-0.239	learning or memory
247	449	304	0.03726	0.08265	5.228e+04	-0.069	regulation of MAPK cascade
248	155	97	0.03662	0.10413	7.231e+03	-0.208	cognition
249	161	111	0.03646	0.06352	6.719e+03	-0.026	cell junction organization
250	63	53	0.03547	0.10354	5.821e+02	0.17	negative regulation of translation
251	35	33	0.03511	0.066	6.973e+01	0.174	gastrulation
252	320	250	0.03492	0.07148	1.933e+04	-0.102	activation of immune response
253	236	202	0.03437	0.09656	7.277e+03	0.297	male gamete generation
254	203	149	0.03394	0.10105	9.339e+03	-0.09	in utero embryonic development
255	210	156	0.03366	0.06713	9.702e+03	-0.079	embryo development ending in birth or egg hatching
256	45	41	0.03346	0.07586	1.741e+02	0.108	Golgi organization
257	63	45	0.03334	0.05866	9.759e+02	-0.007	wound healing
258	56	39	0.03334	0.08956	8.126e+02	-0.226	regulation of carbohydrate biosynthetic process
