Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	372	201	1.0	0.0	4.850e+04	0.291	cellular amino acid metabolic process
2	140	69	1.0	0.0	7.422e+03	0.436	xenobiotic metabolic process
3	38	27	1.0	0.0	3.637e+02	1.478	digestion
4	20	11	0.99283	0.01556	1.449e+02	0.547	calcium-independent cell-cell adhesion
5	374	232	0.98552	0.04345	4.266e+04	0.685	mitotic cell cycle
6	41	20	0.97066	0.08802	6.520e+02	0.448	cell fate specification
7	33	21	0.94793	0.12289	3.307e+02	0.667	placenta development
8	24	12	0.92314	0.12403	2.228e+02	0.466	tumor necrosis factor-mediated signaling pathway
9	66	31	0.9116	0.12317	1.718e+03	0.15	neuropeptide signaling pathway
10	98	51	0.80035	0.3993	3.514e+03	0.569	epidermis development
11	292	164	0.8	0.4	2.899e+04	0.688	nuclear division
12	94	48	0.73793	0.34756	3.279e+03	0.384	sensory perception of sound
13	75	51	0.73244	0.3944	1.522e+03	0.669	nucleosome assembly
14	49	25	0.7012	0.37908	8.995e+02	0.314	secretion by tissue
15	100	61	0.67493	0.44543	3.151e+03	0.425	carbohydrate catabolic process
16	172	108	0.64546	0.44075	8.952e+03	0.635	DNA replication
17	49	28	0.61318	0.4343	8.187e+02	0.972	O-glycan processing
18	24	12	0.61113	0.34093	2.228e+02	0.413	ephrin receptor signaling pathway
19	171	111	0.6012	0.38728	8.454e+03	0.723	chromosome organization
20	32	17	0.56141	0.25327	3.756e+02	0.332	peripheral nervous system development
21	46	25	0.56023	0.42736	7.558e+02	0.419	cellular response to starvation
22	115	41	0.53554	0.41506	6.068e+03	0.179	ameboidal cell migration
23	66	36	0.50669	0.47548	1.543e+03	0.795	collagen catabolic process
24	34	21	0.5023	0.46586	3.646e+02	0.49	cell-cell recognition
25	26	19	0.48806	0.47498	1.619e+02	0.596	sperm-egg recognition
26	38	19	0.45503	0.24112	5.512e+02	0.338	excretion
27	81	31	0.43022	0.30619	2.916e+03	-0.018	response to calcium ion
28	56	25	0.34243	0.37154	1.281e+03	0.248	monovalent inorganic cation homeostasis
29	140	67	0.33252	0.34092	7.567e+03	0.216	skeletal system development
30	21	9	0.29249	0.20175	1.908e+02	0.899	regulation of calcium ion-dependent exocytosis
31	116	45	0.28894	0.3449	5.905e+03	0.232	negative regulation of peptidase activity
32	162	109	0.28609	0.33433	7.181e+03	0.579	DNA recombination
33	59	19	0.2653	0.37283	1.697e+03	0.213	epithelial cell migration
34	95	59	0.26318	0.40443	2.784e+03	0.443	single-organism carbohydrate catabolic process
35	45	21	0.23597	0.23676	8.076e+02	0.321	regulation of pH
36	26	12	0.22952	0.15919	2.757e+02	0.173	regulation of interleukin-10 production
37	73	35	0.22639	0.24278	2.071e+03	0.263	monocarboxylic acid transport
38	71	53	0.21396	0.29812	1.124e+03	0.739	meiotic cell cycle process
39	215	88	0.2	0.4	1.954e+04	0.135	epithelium development
40	21	13	0.19635	0.28095	1.409e+02	0.469	ether metabolic process
41	56	26	0.19353	0.33514	1.249e+03	0.167	body fluid secretion
42	97	49	0.19282	0.33022	3.517e+03	0.362	sensory perception of mechanical stimulus
43	26	16	0.18236	0.2747	2.158e+02	0.056	chloride transport
44	231	124	0.18025	0.36176	1.891e+04	0.382	protein glycosylation & macromolecule glycosylation
45	88	56	0.16798	0.31517	2.316e+03	0.603	protein-DNA complex assembly
46	82	41	0.16604	0.32285	2.536e+03	0.594	multicellular organismal macromolecule metabolic process
47	47	22	0.15756	0.25471	8.784e+02	0.266	regulation of kidney development
48	71	43	0.14963	0.21037	1.608e+03	0.616	DNA integrity checkpoint
49	34	18	0.13928	0.12793	4.245e+02	0.37	carbohydrate derivative transport
50	21	13	0.13862	0.19213	1.409e+02	0.469	glycerol ether metabolic process
51	69	33	0.13262	0.26762	1.854e+03	0.386	cellular response to nutrient levels
52	41	30	0.13188	0.18662	3.967e+02	0.731	recombinational repair
53	53	29	0.12927	0.20477	9.953e+02	0.733	cell cycle phase
54	88	44	0.12694	0.3019	2.918e+03	0.553	multicellular organismal metabolic process
55	69	33	0.12555	0.29581	1.854e+03	0.319	response to starvation
56	21	14	0.12478	0.26976	1.269e+02	0.778	sympathetic nervous system development
57	34	26	0.12015	0.18615	2.448e+02	0.63	base-excision repair
58	234	126	0.11662	0.2986	1.935e+04	0.38	glycosylation
59	25	11	0.11031	0.2519	2.637e+02	0.198	positive regulation of protein tyrosine kinase activity
60	60	36	0.10671	0.1729	1.163e+03	0.404	pyruvate metabolic process
61	31	16	0.10517	0.12085	3.606e+02	0.693	endocrine pancreas development
62	73	39	0.10126	0.2996	1.917e+03	0.734	multicellular organismal catabolic process
63	223	125	0.10066	0.29978	1.698e+04	0.706	mitotic nuclear division
64	74	39	0.10033	0.20219	1.991e+03	0.66	extracellular matrix disassembly
65	95	59	0.1	0.3	2.784e+03	0.601	nucleosome organization
66	315	173	0.1	0.3	3.438e+04	0.65	organelle fission
67	74	34	0.09997	0.16485	2.187e+03	0.509	biological phase
