Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	342	1.0	0.0	1.094e+04	0.685	mitotic cell cycle
2	352	317	1.0	0.0	1.121e+04	0.453	DNA repair
3	246	233	1.0	0.0	3.023e+03	0.26	translation
4	179	147	1.0	0.0	5.121e+03	0.22	protein folding
5	382	264	1.0	0.0	3.655e+04	0.118	multicellular organismal development
6	284	181	1.0	0.0	2.326e+04	0.106	sensory perception
7	378	305	1.0	0.0	2.385e+04	0.248	chromatin modification
8	456	366	1.0	0.0	3.504e+04	0.151	protein modification by small protein conjugation
9	393	311	1.0	0.0	2.757e+04	0.288	cellular macromolecular complex assembly
10	283	268	1.0	0.0	3.992e+03	0.338	ncRNA metabolic process
11	165	127	1.0	0.0	5.461e+03	0.089	Golgi vesicle transport
12	353	267	1.0	0.0	2.562e+04	0.158	nitrogen compound transport
13	359	323	0.97001	0.08996	1.175e+04	0.177	mRNA processing
14	315	188	0.96293	0.11122	3.093e+04	0.019	synaptic transmission
15	372	291	0.93604	0.19188	2.572e+04	0.291	cellular amino acid metabolic process
16	405	296	0.89961	0.29987	3.649e+04	0.276	monocarboxylic acid metabolic process
17	193	144	0.81109	0.3101	8.099e+03	0.06	lipid catabolic process
18	171	153	0.80545	0.27655	2.864e+03	0.723	chromosome organization
19	346	255	0.8	0.4	2.631e+04	0.068	generation of precursor metabolites and energy
20	306	227	0.79502	0.39778	2.035e+04	0.072	transcription from RNA polymerase II promoter
21	183	143	0.76455	0.32719	6.401e+03	0.423	monosaccharide metabolic process
22	215	146	0.76418	0.39651	1.219e+04	0.305	steroid metabolic process
23	297	242	0.75237	0.39242	1.433e+04	0.334	cellular component disassembly
24	111	88	0.74649	0.39196	2.271e+03	0.163	cellular carbohydrate metabolic process
25	444	322	0.71201	0.3819	4.443e+04	0.101	peptidyl-amino acid modification
26	459	298	0.6958	0.35294	5.796e+04	0.042	protein phosphorylation
27	72	47	0.68515	0.3985	1.489e+03	0.285	cartilage development
28	202	138	0.67389	0.39114	1.067e+04	0.077	response to virus
