Creation Time:	2022-12-29 16:46:38

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE40419_tumor_normal_deseq2_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.9
threshold type:	proportion
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2262714383

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2410
Total number of genes:	10923
Number of perturbed genes:	9831
Proportion perturbed genes:	0.9000274649821478

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.08870967741935484
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-4612.596551188058 +- 12.764521557574037

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	371	1.0	0.0	1.078e+03	0.685	mitotic cell cycle
2	278	231	1.0	0.0	1.168e+04	-0.092	regulation of cell growth
3	346	315	1.0	0.0	9.917e+03	0.068	generation of precursor metabolites and energy
4	352	349	1.0	0.0	1.016e+03	0.453	DNA repair
5	306	279	1.0	0.0	7.677e+03	0.072	transcription from RNA polymerase II promoter
6	246	246	1.0	0.0	9.750e-01	0.26	translation
7	179	173	1.0	0.0	1.041e+03	0.22	protein folding
8	459	417	1.0	0.0	1.760e+04	0.042	protein phosphorylation
9	372	346	1.0	0.0	9.007e+03	0.291	cellular amino acid metabolic process
10	403	358	1.0	0.0	1.648e+04	-0.059	small GTPase mediated signal transduction
11	315	273	1.0	0.0	1.200e+04	0.019	synaptic transmission
12	382	336	1.0	0.0	1.593e+04	0.118	multicellular organismal development
13	132	128	1.0	0.0	5.161e+02	-0.025	endosomal transport
14	378	370	1.0	0.0	2.883e+03	0.248	chromatin modification
15	444	417	1.0	0.0	1.113e+04	0.101	peptidyl-amino acid modification
16	456	442	1.0	0.0	6.007e+03	0.151	protein modification by small protein conjugation
17	393	371	1.0	0.0	8.089e+03	0.288	cellular macromolecular complex assembly
18	165	160	1.0	0.0	8.026e+02	0.089	Golgi vesicle transport
19	353	326	0.99798	0.00605	8.864e+03	0.158	nitrogen compound transport
20	331	275	0.99446	0.01661	1.647e+04	0.02	metal ion transport
21	354	328	0.98544	0.04369	8.572e+03	0.037	posttranscriptional regulation of gene expression
22	247	205	0.97179	0.05696	9.295e+03	-0.258	endocytosis
23	206	178	0.95572	0.12827	5.286e+03	-0.004	ion transmembrane transport
24	263	226	0.9549	0.1015	8.841e+03	-0.074	regulation of small GTPase mediated signal transduction
25	150	132	0.94816	0.09682	2.512e+03	0.103	lipid transport
26	465	416	0.94315	0.17056	2.064e+04	-0.021	regulation of cellular catabolic process
27	248	207	0.9294	0.21179	9.133e+03	0.018	nervous system development
28	197	181	0.9	0.3	2.975e+03	-0.012	regulation of I-kappaB kinase/NF-kappaB signaling
29	405	367	0.89352	0.29847	1.411e+04	0.276	monocarboxylic acid metabolic process
30	260	249	0.88349	0.29629	2.733e+03	0.123	establishment of protein localization to organelle
31	304	260	0.85786	0.30344	1.207e+04	-0.057	protein oligomerization
32	171	168	0.83853	0.30107	5.022e+02	0.723	chromosome organization
33	418	353	0.8188	0.34037	2.411e+04	0.006	secretion
34	284	238	0.81432	0.34383	1.171e+04	0.106	sensory perception
35	280	248	0.8094	0.31064	8.238e+03	0.153	anion transport
36	202	200	0.80686	0.28974	3.958e+02	0.163	RNA catabolic process
37	345	322	0.80176	0.38959	7.423e+03	0.333	microtubule-based process
38	359	353	0.8	0.4	2.063e+03	0.177	mRNA processing
39	423	362	0.79928	0.29294	2.302e+04	-0.136	regulation of defense response
40	453	415	0.79757	0.33613	1.578e+04	0.114	organonitrogen compound catabolic process
41	49	48	0.78935	0.30321	4.976e+01	0.209	cell redox homeostasis
42	336	278	0.786	0.31316	1.728e+04	-0.004	pattern specification process
