Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	275	1.0	0.0	3.189e+04	0.685	mitotic cell cycle
2	352	253	1.0	0.0	2.973e+04	0.453	DNA repair
3	372	242	1.0	0.0	3.952e+04	0.291	cellular amino acid metabolic process
4	140	78	1.0	0.0	6.753e+03	0.436	xenobiotic metabolic process
5	38	28	1.0	0.0	3.356e+02	1.478	digestion
6	66	35	0.90153	0.19206	1.578e+03	0.15	neuropeptide signaling pathway
7	280	145	0.89866	0.26009	2.843e+04	0.153	anion transport
8	283	223	0.8884	0.29815	1.513e+04	0.338	ncRNA metabolic process
9	246	175	0.84814	0.17671	1.489e+04	0.26	translation
10	81	34	0.79537	0.32187	2.765e+03	-0.018	response to calcium ion
11	156	66	0.79295	0.39702	1.012e+04	-0.009	cell-cell adhesion
12	284	137	0.78164	0.39421	3.067e+04	0.106	sensory perception
13	171	126	0.72462	0.41722	6.678e+03	0.723	chromosome organization
14	24	14	0.67396	0.42706	1.958e+02	0.413	ephrin receptor signaling pathway
15	231	147	0.66892	0.44726	1.580e+04	0.382	protein glycosylation & macromolecule glycosylation
16	24	15	0.65824	0.34268	1.808e+02	0.466	tumor necrosis factor-mediated signaling pathway
17	145	66	0.65668	0.43707	8.369e+03	-0.037	response to wounding
18	98	56	0.59923	0.48927	3.244e+03	0.569	epidermis development
19	140	74	0.56944	0.47324	7.056e+03	0.216	skeletal system development
20	33	23	0.54373	0.45022	2.857e+02	0.667	placenta development
21	42	20	0.51817	0.32501	6.946e+02	0.164	negative regulation of protein polymerization
22	172	125	0.51491	0.41172	6.974e+03	0.635	DNA replication
23	292	199	0.50828	0.46322	2.269e+04	0.688	nuclear division
24	73	41	0.50528	0.46766	1.836e+03	0.734	multicellular organismal catabolic process
25	74	48	0.48822	0.36403	1.596e+03	0.509	biological phase
26	167	108	0.47396	0.39993	8.100e+03	0.253	nucleoside phosphate biosynthetic process
27	31	17	0.46278	0.3103	3.435e+02	0.693	endocrine pancreas development
28	315	211	0.44531	0.43066	2.715e+04	0.65	organelle fission
29	115	53	0.44441	0.47056	5.238e+03	0.179	ameboidal cell migration
30	75	54	0.44093	0.47117	1.363e+03	0.669	nucleosome assembly
31	174	82	0.42184	0.46486	1.176e+04	0.271	regulation of hormone levels
32	95	69	0.41776	0.47791	2.141e+03	0.443	single-organism carbohydrate catabolic process
