Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	342	1.0	0.0	1.094e+04	0.685	mitotic cell cycle
2	352	317	1.0	0.0	1.121e+04	0.453	DNA repair
3	246	233	1.0	0.0	3.023e+03	0.26	translation
4	179	147	1.0	0.0	5.121e+03	0.22	protein folding
5	382	264	1.0	0.0	3.655e+04	0.118	multicellular organismal development
6	378	305	1.0	0.0	2.385e+04	0.248	chromatin modification
7	456	366	1.0	0.0	3.504e+04	0.151	protein modification by small protein conjugation
8	165	127	1.0	0.0	5.461e+03	0.089	Golgi vesicle transport
9	171	153	0.95774	0.10411	2.864e+03	0.723	chromosome organization
10	315	188	0.92548	0.22356	3.093e+04	0.019	synaptic transmission
11	372	291	0.90164	0.29507	2.572e+04	0.291	cellular amino acid metabolic process
12	284	181	0.9	0.3	2.326e+04	0.106	sensory perception
13	359	323	0.89857	0.29955	1.175e+04	0.177	mRNA processing
14	353	267	0.87246	0.30219	2.562e+04	0.158	nitrogen compound transport
15	251	156	0.84283	0.23503	1.886e+04	0.006	lymphocyte activation
16	283	268	0.83766	0.30518	3.992e+03	0.338	ncRNA metabolic process
17	306	227	0.83511	0.31695	2.035e+04	0.072	transcription from RNA polymerase II promoter
18	193	144	0.83092	0.29634	8.099e+03	0.06	lipid catabolic process
19	111	88	0.81435	0.33053	2.271e+03	0.163	cellular carbohydrate metabolic process
20	225	180	0.8114	0.37805	8.894e+03	0.29	cofactor metabolic process
21	393	311	0.8	0.4	2.757e+04	0.288	cellular macromolecular complex assembly
22	347	273	0.79774	0.32244	2.204e+04	0.392	regulation of cell cycle process
23	84	66	0.79307	0.37575	1.347e+03	0.399	transition metal ion transport
24	40	36	0.78464	0.32411	1.542e+02	0.194	transcription from RNA polymerase III promoter
25	183	143	0.75919	0.39833	6.401e+03	0.423	monosaccharide metabolic process
26	459	298	0.75814	0.31849	5.796e+04	0.042	protein phosphorylation
27	346	255	0.75393	0.3868	2.631e+04	0.068	generation of precursor metabolites and energy
