Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	275	1.0	0.0	3.189e+04	0.685	mitotic cell cycle
2	352	253	1.0	0.0	2.973e+04	0.453	DNA repair
3	246	175	1.0	0.0	1.489e+04	0.26	translation
4	372	242	1.0	0.0	3.952e+04	0.291	cellular amino acid metabolic process
5	38	28	1.0	0.0	3.356e+02	1.478	digestion
6	98	56	1.0	0.0	3.244e+03	0.569	epidermis development
7	140	78	0.95083	0.14752	6.753e+03	0.436	xenobiotic metabolic process
8	283	223	0.80231	0.33341	1.513e+04	0.338	ncRNA metabolic process
9	179	115	0.73156	0.41515	9.387e+03	0.22	protein folding
10	100	71	0.67206	0.41711	2.488e+03	0.425	carbohydrate catabolic process
11	75	54	0.63125	0.45966	1.363e+03	0.669	nucleosome assembly
12	140	74	0.58951	0.37554	7.056e+03	0.216	skeletal system development
13	73	51	0.57627	0.28598	1.373e+03	0.242	cellular component biogenesis
14	84	47	0.56782	0.39046	2.435e+03	0.399	transition metal ion transport
15	171	126	0.54128	0.34706	6.678e+03	0.723	chromosome organization
16	280	145	0.53618	0.45486	2.843e+04	0.153	anion transport
17	74	48	0.52419	0.35995	1.596e+03	0.509	biological phase
18	231	147	0.51628	0.45397	1.580e+04	0.382	protein glycosylation & macromolecule glycosylation
19	24	15	0.5144	0.28196	1.808e+02	0.466	tumor necrosis factor-mediated signaling pathway
20	91	64	0.50483	0.42242	2.102e+03	0.21	mitochondrial transport
21	41	25	0.50163	0.3525	5.361e+02	0.448	cell fate specification
22	97	53	0.49017	0.2908	3.310e+03	0.362	sensory perception of mechanical stimulus
23	234	149	0.48446	0.45409	1.620e+04	0.38	glycosylation
24	284	179	0.46586	0.4458	2.414e+04	0.179	RNA splicing
25	20	12	0.41914	0.28941	1.329e+02	0.547	calcium-independent cell-cell adhesion
26	33	23	0.41862	0.31347	2.857e+02	0.667	placenta development
27	315	211	0.41846	0.43366	2.715e+04	0.65	organelle fission
28	292	199	0.36114	0.42452	2.269e+04	0.688	nuclear division
29	34	22	0.3427	0.26628	3.426e+02	0.37	carbohydrate derivative transport
30	235	136	0.33984	0.33522	1.826e+04	0.293	spermatogenesis
31	172	125	0.33214	0.37187	6.974e+03	0.635	DNA replication
32	49	29	0.29606	0.2328	7.895e+02	0.314	secretion by tissue
