Creation Time:	2022-12-29 16:17:02

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE40419_tumor_normal_deseq2_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.7000000000000001
threshold type:	proportion
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3723551835

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2410
Total number of genes:	10923
Number of perturbed genes:	7646
Proportion perturbed genes:	0.6999908450059508

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.24838709677419354
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-7369.159990261962 +- 10.00961944992166

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	342	1.0	0.0	1.094e+04	0.685	mitotic cell cycle
2	352	317	1.0	0.0	1.121e+04	0.453	DNA repair
3	246	233	1.0	0.0	3.023e+03	0.26	translation
4	179	147	1.0	0.0	5.121e+03	0.22	protein folding
5	459	298	1.0	0.0	5.796e+04	0.042	protein phosphorylation
6	372	291	1.0	0.0	2.572e+04	0.291	cellular amino acid metabolic process
7	382	264	1.0	0.0	3.655e+04	0.118	multicellular organismal development
8	284	181	1.0	0.0	2.326e+04	0.106	sensory perception
9	378	305	1.0	0.0	2.385e+04	0.248	chromatin modification
10	165	127	1.0	0.0	5.461e+03	0.089	Golgi vesicle transport
11	171	153	1.0	0.0	2.864e+03	0.723	chromosome organization
12	353	267	1.0	0.0	2.562e+04	0.158	nitrogen compound transport
13	444	322	0.99778	0.00667	4.443e+04	0.101	peptidyl-amino acid modification
14	315	188	0.93767	0.187	3.093e+04	0.019	synaptic transmission
15	359	323	0.91609	0.19899	1.175e+04	0.177	mRNA processing
16	393	311	0.9	0.3	2.757e+04	0.288	cellular macromolecular complex assembly
17	283	268	0.9	0.3	3.992e+03	0.338	ncRNA metabolic process
