Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	38	23	0.9009	0.12348	4.656e+02	1.478	digestion
2	26	18	0.8628	0.30263	1.809e+02	0.596	sperm-egg recognition
3	44	32	0.85356	0.23566	4.626e+02	1.016	chromatin assembly or disassembly
4	37	23	0.82999	0.31807	4.276e+02	0.575	glycolytic process
5	47	28	0.77845	0.33257	7.221e+02	0.44	tRNA aminoacylation for protein translation
6	81	47	0.73489	0.36894	2.189e+03	0.994	chromosome segregation
7	33	27	0.72754	0.37425	1.839e+02	1.002	DNA strand elongation involved in DNA replication
8	41	25	0.51608	0.32919	5.364e+02	0.731	double-strand break repair via homologous recombination
9	24	16	0.32758	0.24923	1.649e+02	0.927	chromosome organization involved in meiosis
10	26	17	0.30387	0.20809	1.989e+02	1.072	chromosome condensation
11	41	25	0.25482	0.28906	5.364e+02	0.731	recombinational repair
12	21	16	0.238	0.31869	9.596e+01	1.584	sister chromatid segregation
13	21	13	0.23786	0.26294	1.409e+02	0.469	glycerol ether metabolic process
14	35	27	0.23492	0.38467	2.529e+02	0.952	DNA strand elongation
15	22	19	0.22411	0.16701	6.398e+01	1.09	DNA replication initiation
16	22	13	0.21785	0.20542	1.629e+02	0.465	sulfur compound transport
17	49	28	0.20756	0.32097	8.189e+02	0.43	amino acid activation & tRNA aminoacylation
18	71	40	0.20437	0.20264	1.734e+03	0.739	meiotic cell cycle process
19	99	49	0.18472	0.27812	3.716e+03	0.428	cellular amino acid biosynthetic process
20	23	13	0.17338	0.18293	1.859e+02	1.03	keratinization
21	63	32	0.16878	0.14271	1.486e+03	0.465	alpha-amino acid biosynthetic process
22	52	27	0.1524	0.1123	9.995e+02	0.421	glutamine family amino acid metabolic process
23	23	15	0.15018	0.12781	1.569e+02	1.119	regulation of transcription involved in G1/S transition of mitotic cell cycle
24	21	13	0.14912	0.15329	1.409e+02	0.469	ether metabolic process
25	20	14	0.14159	0.30412	1.060e+02	0.546	binding of sperm to zona pellucida
26	38	20	0.13151	0.19748	5.314e+02	0.362	somatic diversification of immune receptors
27	29	15	0.11952	0.10685	3.157e+02	0.38	somatic diversification of immunoglobulins
28	75	46	0.11735	0.18106	1.767e+03	0.669	nucleosome assembly
29	32	17	0.1067	0.10078	3.756e+02	0.31	ribosome biogenesis
30	49	27	0.1058	0.21151	8.468e+02	0.312	monosaccharide biosynthetic process
31	49	25	0.09992	0.08798	8.997e+02	0.972	O-glycan processing
32	36	21	0.08716	0.07013	4.356e+02	0.917	digestive system process
33	23	12	0.07782	0.09217	1.989e+02	0.388	somatic recombination of immunoglobulin gene segments
34	20	11	0.07021	0.0747	1.449e+02	0.782	regulation of branching involved in ureteric bud morphogenesis
35	32	17	0.06266	0.0623	3.756e+02	0.365	somatic diversification of immune receptors via germline recombination within a single locus & somatic cell DNA recombination
36	20	11	0.0534	0.04791	1.449e+02	0.547	calcium-independent cell-cell adhesion
37	162	86	0.04962	0.13516	9.420e+03	0.579	DNA recombination
38	26	14	0.04572	0.08539	2.468e+02	0.056	chloride transport
39	33	17	0.04188	0.04138	4.086e+02	0.667	placenta development
40	31	19	0.03926	0.03849	3.068e+02	0.972	DNA packaging
41	47	24	0.03701	0.0417	8.278e+02	0.358	cellular modified amino acid biosynthetic process
42	30	16	0.03564	0.07797	3.297e+02	0.387	spliceosomal snRNP assembly
43	21	12	0.03182	0.03538	1.539e+02	0.778	sympathetic nervous system development
44	21	11	0.02934	0.07293	1.659e+02	0.556	mismatch repair
45	60	29	0.02795	0.04296	1.395e+03	0.306	RNA modification
46	100	48	0.02662	0.07875	3.869e+03	0.425	carbohydrate catabolic process
