Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	371	1.0	0.0	1.078e+03	0.685	mitotic cell cycle
2	352	349	1.0	0.0	1.016e+03	0.453	DNA repair
3	207	189	1.0	0.0	3.502e+03	0.001	DNA-templated transcription, initiation
4	306	279	1.0	0.0	7.677e+03	0.072	transcription from RNA polymerase II promoter
5	246	246	1.0	0.0	9.750e-01	0.26	translation
6	179	173	1.0	0.0	1.041e+03	0.22	protein folding
7	459	417	1.0	0.0	1.760e+04	0.042	protein phosphorylation
8	372	346	1.0	0.0	9.007e+03	0.291	cellular amino acid metabolic process
9	247	205	1.0	0.0	9.295e+03	-0.258	endocytosis
10	403	358	1.0	0.0	1.648e+04	-0.059	small GTPase mediated signal transduction
11	382	336	1.0	0.0	1.593e+04	0.118	multicellular organismal development
12	132	128	1.0	0.0	5.161e+02	-0.025	endosomal transport
13	378	370	1.0	0.0	2.883e+03	0.248	chromatin modification
14	331	275	1.0	0.0	1.647e+04	0.02	metal ion transport
15	225	218	1.0	0.0	1.520e+03	0.29	cofactor metabolic process
16	444	417	0.99363	0.01912	1.113e+04	0.101	peptidyl-amino acid modification
17	165	160	0.98865	0.03404	8.026e+02	0.089	Golgi vesicle transport
18	202	200	0.98356	0.03424	3.958e+02	0.163	RNA catabolic process
19	304	260	0.98075	0.03689	1.207e+04	-0.057	protein oligomerization
20	150	132	0.97918	0.06246	2.512e+03	0.103	lipid transport
21	405	367	0.96387	0.10838	1.411e+04	0.276	monocarboxylic acid metabolic process
22	354	328	0.95258	0.14225	8.572e+03	0.037	posttranscriptional regulation of gene expression
23	278	231	0.94969	0.15094	1.168e+04	-0.092	regulation of cell growth
24	354	298	0.94851	0.10411	1.768e+04	0.057	organ morphogenesis
25	315	273	0.91654	0.25039	1.200e+04	0.019	synaptic transmission
26	456	442	0.91271	0.23062	6.007e+03	0.151	protein modification by small protein conjugation
27	393	371	0.91197	0.21312	8.089e+03	0.288	cellular macromolecular complex assembly
28	199	191	0.9	0.3	1.534e+03	0.153	antigen processing and presentation
29	310	275	0.89666	0.26928	9.951e+03	-0.062	leukocyte activation
30	354	299	0.89149	0.28722	1.739e+04	-0.054	behavior
31	263	226	0.89149	0.29824	8.841e+03	-0.074	regulation of small GTPase mediated signal transduction
32	280	248	0.89004	0.29816	8.238e+03	0.153	anion transport
33	171	168	0.86936	0.17003	5.022e+02	0.723	chromosome organization
34	333	296	0.85949	0.31092	1.128e+04	0.054	response to other organism
35	336	278	0.84638	0.3015	1.728e+04	-0.004	pattern specification process
36	49	48	0.82009	0.31477	4.976e+01	0.209	cell redox homeostasis
37	359	353	0.81408	0.35001	2.063e+03	0.177	mRNA processing
38	315	309	0.8	0.4	1.817e+03	0.65	organelle fission
39	197	181	0.78843	0.3957	2.975e+03	-0.012	regulation of I-kappaB kinase/NF-kappaB signaling
40	346	315	0.78016	0.39447	9.917e+03	0.068	generation of precursor metabolites and energy
41	345	322	0.77342	0.39462	7.423e+03	0.333	microtubule-based process
42	278	253	0.7334	0.38711	6.472e+03	-0.128	immune response-regulating cell surface receptor signaling pathway
43	284	238	0.72905	0.39631	1.171e+04	0.106	sensory perception
44	418	353	0.72666	0.39173	2.411e+04	0.006	secretion
45	230	204	0.71941	0.30019	5.531e+03	0.095	negative regulation of cell cycle
46	129	119	0.71141	0.34934	1.230e+03	0.101	maintenance of location
47	252	241	0.70516	0.45058	2.650e+03	0.071	protein targeting
48	353	326	0.70356	0.37442	8.864e+03	0.158	nitrogen compound transport
49	126	115	0.70006	0.45817	1.316e+03	-0.028	protein dephosphorylation
50	465	416	0.7	0.45826	2.064e+04	-0.021	regulation of cellular catabolic process
51	283	283	0.7	0.45826	9.712e-01	0.338	ncRNA metabolic process
52	382	341	0.7	0.45826	1.430e+04	0.093	organic hydroxy compound metabolic process
53	384	324	0.6999	0.45819	2.050e+04	0.022	ion homeostasis
54	224	188	0.69036	0.43412	7.279e+03	0.204	epithelial cell differentiation
55	183	167	0.68472	0.45048	2.759e+03	0.423	monosaccharide metabolic process
56	423	362	0.68206	0.41297	2.302e+04	-0.136	regulation of defense response
57	297	280	0.65786	0.44595	4.770e+03	0.334	cellular component disassembly
58	341	290	0.65517	0.4416	1.560e+04	-0.091	cellular component morphogenesis
59	140	122	0.64709	0.30013	2.337e+03	0.436	xenobiotic metabolic process
60	324	295	0.63505	0.4057	8.708e+03	0.147	carbohydrate derivative biosynthetic process
61	227	170	0.63415	0.31579	1.111e+04	-0.124	response to steroid hormone
62	453	415	0.62788	0.40725	1.578e+04	0.114	organonitrogen compound catabolic process
63	203	192	0.60635	0.48244	2.135e+03	0.171	organelle assembly
64	389	344	0.60319	0.34476	1.590e+04	-0.025	regulation of protein localization
65	248	207	0.6015	0.42501	9.133e+03	0.018	nervous system development
66	234	219	0.6	0.4899	3.328e+03	0.38	glycosylation
67	172	169	0.59502	0.36627	5.051e+02	0.635	DNA replication
68	366	339	0.58589	0.40533	9.191e+03	0.106	purine-containing compound metabolic process
69	206	178	0.57585	0.31653	5.286e+03	-0.004	ion transmembrane transport
70	369	350	0.56362	0.46502	6.591e+03	0.112	interaction with host
71	245	235	0.52296	0.38679	2.347e+03	0.225	protein catabolic process
72	380	334	0.52278	0.31847	1.585e+04	0.059	cell development
73	187	178	0.51658	0.48569	1.617e+03	0.152	nuclear transport
74	282	248	0.51554	0.44019	8.785e+03	0.022	macromolecule localization
75	133	126	0.5056	0.45531	8.990e+02	0.079	membrane lipid metabolic process
76	347	325	0.50293	0.42883	7.151e+03	0.392	regulation of cell cycle process
77	356	314	0.5	0.5	1.361e+04	0.084	regulation of proteolysis
78	98	91	0.5	0.5	6.596e+02	-0.007	regulation of dephosphorylation
79	213	187	0.5	0.5	5.108e+03	0.1	negative regulation of hydrolase activity
80	370	316	0.49612	0.3702	1.790e+04	-0.106	cellular response to cytokine stimulus
81	101	95	0.4944	0.45531	5.861e+02	0.072	sphingolipid metabolic process
82	441	401	0.49006	0.49087	1.614e+04	0.068	lipid biosynthetic process
83	38	35	0.47823	0.37263	1.116e+02	1.478	digestion
84	69	66	0.44376	0.40619	2.036e+02	-0.069	autophagy
85	193	174	0.41307	0.31567	3.432e+03	0.06	lipid catabolic process
86	140	129	0.4049	0.36488	1.466e+03	0.075	mitochondrion organization
87	231	216	0.40061	0.4894	3.285e+03	0.382	protein glycosylation & macromolecule glycosylation
88	260	241	0.4	0.4899	4.649e+03	0.281	gamete generation
89	334	295	0.3989	0.45962	1.189e+04	-0.06	positive regulation of cell death
90	161	121	0.39852	0.42321	5.580e+03	-0.286	muscle contraction
91	200	180	0.39215	0.44817	3.737e+03	0.073	protein maturation
92	293	252	0.38814	0.39524	1.088e+04	-0.099	regulation of cell morphogenesis
93	302	296	0.37573	0.46495	1.743e+03	0.188	ubiquitin-dependent protein catabolic process
94	134	115	0.37039	0.3769	2.346e+03	-0.038	cell-cell junction organization
95	87	69	0.36148	0.37117	1.403e+03	-0.221	muscle organ development
96	160	139	0.36045	0.41165	3.103e+03	0.03	brain development
97	428	346	0.35755	0.42508	3.052e+04	-0.138	blood coagulation & coagulation
98	363	327	0.35096	0.43677	1.200e+04	0.158	multicellular organismal reproductive process
99	156	114	0.34859	0.44955	5.614e+03	-0.009	cell-cell adhesion
100	392	342	0.34017	0.39559	1.769e+04	-0.019	positive regulation of protein kinase activity
101	412	360	0.336	0.4298	1.931e+04	-0.016	positive regulation of kinase activity
102	290	268	0.32972	0.41375	5.976e+03	0.317	regulation of mitotic cell cycle
103	112	90	0.32712	0.38613	2.211e+03	-0.141	cell-substrate adhesion
104	40	40	0.32536	0.29425	9.959e-01	0.194	transcription from RNA polymerase III promoter
105	312	305	0.32427	0.44804	2.096e+03	0.184	modification-dependent macromolecule catabolic process
106	215	201	0.3242	0.39786	2.858e+03	0.305	steroid metabolic process
107	161	138	0.32391	0.37506	3.399e+03	-0.026	cell junction organization
108	188	159	0.31459	0.38328	4.958e+03	-0.111	regulation of anatomical structure size
109	113	109	0.30491	0.30204	4.420e+02	0.093	protein acylation
110	260	249	0.30046	0.45796	2.733e+03	0.123	establishment of protein localization to organelle
111	147	134	0.3004	0.458	1.808e+03	-0.009	dephosphorylation
112	355	298	0.30008	0.45821	1.802e+04	0.004	cation homeostasis
113	305	277	0.3	0.45826	7.922e+03	0.106	alcohol metabolic process
114	308	301	0.3	0.45826	2.070e+03	0.184	modification-dependent protein catabolic process
115	198	198	0.3	0.45826	9.799e-01	0.294	ncRNA processing
116	272	238	0.29633	0.41847	8.463e+03	0.012	protein localization
117	380	356	0.29316	0.41112	8.514e+03	0.121	organophosphate biosynthetic process
118	188	170	0.29231	0.36519	3.173e+03	0.077	protein processing
119	80	78	0.2913	0.44528	1.587e+02	0.093	cilium assembly & cilium organization
120	194	149	0.27846	0.41884	7.606e+03	-0.281	muscle system process
121	107	82	0.26926	0.26047	2.353e+03	-0.25	second-messenger-mediated signaling
122	262	221	0.26855	0.3609	9.679e+03	-0.039	growth
123	266	232	0.26773	0.37863	8.269e+03	-0.173	actin filament-based process
124	181	150	0.26552	0.29864	5.060e+03	0.1	detection of stimulus
125	92	77	0.26426	0.25266	1.265e+03	0.059	central nervous system development
126	260	243	0.26371	0.32939	4.176e+03	0.042	apoptotic signaling pathway
127	261	238	0.2627	0.37795	5.605e+03	-0.016	phospholipid metabolic process
128	184	165	0.25356	0.26263	3.267e+03	-0.053	regulation of apoptotic signaling pathway
129	183	174	0.24412	0.39448	1.583e+03	0.15	nucleocytoplasmic transport
130	343	307	0.24175	0.33746	1.133e+04	0.127	response to radiation
131	154	139	0.24116	0.39757	2.173e+03	0.211	hexose metabolic process
132	155	128	0.23982	0.34729	3.780e+03	-0.201	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
133	284	281	0.23955	0.39393	8.256e+02	0.179	RNA splicing
134	276	245	0.23724	0.34022	7.878e+03	0.014	membrane organization
135	317	281	0.23253	0.36861	1.046e+04	-0.05	positive regulation of programmed cell death
136	54	54	0.23006	0.32946	9.945e-01	0.273	ribonucleoprotein complex biogenesis
137	215	174	0.22988	0.39309	7.838e+03	0.135	epithelium development
138	145	134	0.22737	0.39471	1.519e+03	0.293	microtubule-based movement
139	32	32	0.22183	0.27902	9.967e-01	0.31	ribosome biogenesis
140	120	103	0.21998	0.39434	1.883e+03	0.087	sensory perception of light stimulus
141	311	277	0.20506	0.32165	9.715e+03	-0.042	positive regulation of apoptotic process
142	292	286	0.2	0.4	1.687e+03	0.688	nuclear division
143	133	129	0.2	0.4	5.200e+02	0.125	electron transport chain
144	236	218	0.2	0.4	4.002e+03	0.297	male gamete generation
145	142	140	0.19562	0.30383	2.799e+02	0.242	nucleobase-containing compound transport
146	341	321	0.18741	0.34599	6.408e+03	0.107	modification of morphology or physiology of other organism involved in symbiotic interaction
147	219	169	0.18684	0.25911	9.534e+03	-0.209	chemotaxis & taxis
148	190	172	0.18428	0.27774	3.208e+03	0.02	regulation of protein complex assembly
149	198	163	0.18337	0.1842	6.220e+03	-0.163	platelet activation
150	89	76	0.18182	0.31942	1.071e+03	-0.192	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
151	307	264	0.17906	0.34994	1.194e+04	-0.04	embryo development
152	52	41	0.17881	0.23966	5.156e+02	-0.259	cellular defense response
153	79	65	0.17604	0.21526	1.009e+03	-0.118	cell-matrix adhesion
154	73	73	0.17587	0.23401	9.926e-01	0.242	cellular component biogenesis
155	246	216	0.17416	0.34407	6.783e+03	-0.052	cellular localization
156	337	286	0.17345	0.31334	1.541e+04	-0.049	secretion by cell
157	341	302	0.17205	0.13447	1.215e+04	0.095	negative regulation of cellular component organization
158	200	177	0.16969	0.33246	4.265e+03	-0.083	cell part morphogenesis
159	143	134	0.16855	0.34414	1.234e+03	0.004	positive regulation of I-kappaB kinase/NF-kappaB signaling
160	402	331	0.16412	0.29516	2.508e+04	-0.088	negative regulation of cell differentiation
161	90	71	0.16317	0.31442	1.527e+03	-0.226	muscle structure development
162	216	197	0.16313	0.30777	3.852e+03	-0.1	regulation of innate immune response
163	130	119	0.15876	0.30214	1.359e+03	0.08	response to unfolded protein
164	214	193	0.15809	0.23034	4.196e+03	0.165	regulation of DNA metabolic process
165	152	128	0.15566	0.30022	3.325e+03	-0.077	aminoglycan metabolic process
166	429	389	0.15283	0.3224	1.570e+04	0.084	negative regulation of cellular protein metabolic process
167	314	300	0.15275	0.3017	4.172e+03	0.114	modulation by virus of host morphology or physiology
168	361	316	0.14853	0.19413	1.473e+04	0.041	regulation of protein serine/threonine kinase activity
169	339	279	0.14329	0.30416	1.799e+04	0.043	embryonic morphogenesis
170	60	59	0.1376	0.19804	6.063e+01	0.306	RNA modification
171	256	219	0.13676	0.23472	8.594e+03	-0.038	negative regulation of phosphorylation
172	219	192	0.1344	0.19647	5.447e+03	-0.133	positive regulation of leukocyte activation
173	318	252	0.13182	0.25289	1.830e+04	-0.05	tissue morphogenesis
174	253	216	0.13147	0.30432	8.489e+03	-0.083	regulation of purine nucleotide catabolic process
175	61	54	0.12604	0.25232	4.046e+02	0.218	glycoprotein metabolic process
176	130	112	0.12531	0.2404	2.161e+03	-0.077	myeloid cell differentiation
177	81	69	0.12351	0.16134	9.001e+02	0.091	carbohydrate transport
178	72	62	0.12145	0.19435	6.714e+02	0.285	cartilage development
179	243	215	0.11996	0.15738	6.277e+03	-0.036	negative regulation of intracellular signal transduction
180	234	199	0.11892	0.20828	7.429e+03	0.023	response to oxidative stress
181	91	86	0.11854	0.2419	4.420e+02	0.052	maintenance of protein location
182	274	245	0.11542	0.29668	7.342e+03	-0.048	cytokine-mediated signaling pathway
183	111	109	0.11416	0.16541	2.195e+02	0.207	macromolecule methylation
184	199	169	0.11368	0.21062	5.432e+03	-0.041	regulation of lipid metabolic process
185	201	166	0.11087	0.29814	6.321e+03	-0.091	single organism cell adhesion
186	240	213	0.11016	0.29816	5.989e+03	0.159	organic anion transport
187	449	375	0.10547	0.16246	2.924e+04	-0.069	regulation of MAPK cascade
188	137	126	0.10532	0.29865	1.434e+03	0.087	response to topologically incorrect protein
189	100	96	0.1046	0.18377	3.911e+02	0.208	regulation of gene expression, epigenetic
190	73	71	0.10422	0.13173	1.449e+02	0.125	protein modification by small protein removal
191	150	121	0.10421	0.162	3.891e+03	-0.174	regulation of cellular response to growth factor stimulus
192	251	231	0.10361	0.27008	4.713e+03	0.006	lymphocyte activation
193	169	161	0.10057	0.29982	1.303e+03	-0.088	immune response-activating cell surface receptor signaling pathway
194	277	263	0.10036	0.29988	3.684e+03	-0.061	immune response-activating signal transduction
195	190	159	0.1	0.3	5.330e+03	-0.075	exocytosis
196	202	185	0.1	0.3	3.234e+03	0.077	response to virus
197	157	146	0.1	0.3	1.647e+03	-0.016	cell projection assembly
198	148	128	0.1	0.3	2.732e+03	-0.072	regulation of Ras protein signal transduction
199	89	85	0.1	0.3	3.479e+02	0.157	maintenance of location in cell
200	319	291	0.09979	0.21824	8.290e+03	0.014	carbohydrate derivative catabolic process
201	152	134	0.09805	0.07384	2.546e+03	0.077	regulation of neuron death
202	321	307	0.09689	0.21516	4.264e+03	0.127	modification by symbiont of host morphology or physiology
203	259	231	0.09477	0.23774	6.704e+03	0.043	single-organism membrane organization
204	55	54	0.09384	0.17446	5.569e+01	0.063	protein lipidation
205	115	100	0.0927	0.1013	1.603e+03	0.179	ameboidal cell migration
206	21	21	0.09174	0.16914	9.979e-01	0.043	membrane protein ectodomain proteolysis
207	175	169	0.09145	0.27337	1.018e+03	0.182	antigen processing and presentation of peptide antigen
208	191	172	0.08825	0.2132	3.395e+03	0.223	cellular protein complex assembly
209	425	412	0.08774	0.23065	5.216e+03	0.147	protein ubiquitination
210	100	91	0.08707	0.23043	8.566e+02	-0.041	regulation of actin filament length
211	305	274	0.08631	0.14861	8.726e+03	0.037	regulation of cellular response to stress
212	294	250	0.0846	0.17835	1.166e+04	-0.054	negative regulation of phosphorus metabolic process & negative regulation of phosphate metabolic process
213	303	290	0.0836	0.16195	3.746e+03	0.566	cell division
214	122	119	0.08261	0.13661	3.596e+02	0.179	methylation
215	25	24	0.07944	0.23063	2.594e+01	0.223	glucosamine-containing compound metabolic process
216	54	45	0.0767	0.14675	4.487e+02	-0.071	actin filament-based movement
217	94	82	0.07606	0.22819	1.054e+03	0.384	sensory perception of sound
218	254	217	0.07438	0.22314	8.524e+03	-0.083	regulation of nucleotide catabolic process
219	76	65	0.07387	0.20659	7.764e+02	0.633	collagen metabolic process
220	100	95	0.0738	0.12056	4.862e+02	0.425	carbohydrate catabolic process
221	108	106	0.07169	0.21277	2.137e+02	0.556	protein-DNA complex subunit organization
222	287	252	0.07152	0.13839	9.192e+03	-0.078	regulation of lymphocyte activation
223	138	112	0.07061	0.16459	3.223e+03	-0.149	rhythmic process
224	63	56	0.06946	0.12744	4.185e+02	-0.11	negative regulation of transforming growth factor beta receptor signaling pathway
225	70	68	0.06909	0.14341	1.390e+02	0.077	regulation of mitochondrion organization
226	208	174	0.06896	0.1378	6.385e+03	-0.1	Wnt signaling pathway
227	106	95	0.06766	0.13639	1.101e+03	-0.047	regulation of protein polymerization
228	164	154	0.06572	0.19717	1.570e+03	0.247	nucleotide biosynthetic process
229	88	74	0.06551	0.19652	1.133e+03	0.553	multicellular organismal metabolic process
230	66	59	0.06438	0.12892	4.392e+02	0.795	collagen catabolic process
231	23	21	0.06434	0.16566	4.590e+01	1.03	keratinization
232	156	146	0.06388	0.11462	1.493e+03	0.252	anatomical structure homeostasis
233	34	34	0.06296	0.10109	9.965e-01	0.25	regulation of DNA-templated transcription, elongation
234	223	193	0.06193	0.1858	6.124e+03	-0.076	regulation of GTP catabolic process
235	94	79	0.06135	0.18178	1.295e+03	-0.068	glycosaminoglycan biosynthetic process
236	124	105	0.06116	0.18325	2.161e+03	0.051	response to bacterium
237	320	293	0.06083	0.14857	8.032e+03	-0.102	activation of immune response
238	33	27	0.05966	0.10033	1.834e+02	-0.197	negative regulation of myeloid leukocyte differentiation
239	129	116	0.05888	0.14213	1.580e+03	-0.017	regulation of cellular component size
240	131	113	0.05864	0.07644	2.179e+03	0.084	phosphatidylinositol-mediated signaling & inositol lipid-mediated signaling
241	25	20	0.05846	0.09236	1.157e+02	-0.081	bone development
242	338	297	0.05664	0.16991	1.262e+04	-0.068	regulation of establishment of protein localization
243	121	101	0.05647	0.16733	2.206e+03	0.135	detection of abiotic stimulus
244	101	87	0.05622	0.1077	1.311e+03	0.02	neuron projection development
245	229	200	0.05607	0.11917	6.100e+03	-0.147	positive regulation of cell activation
246	232	213	0.05564	0.09475	4.142e+03	0.105	regulation of multi-organism process
247	183	174	0.05533	0.07511	1.583e+03	0.419	post-translational protein modification
248	158	134	0.05475	0.14597	3.465e+03	-0.093	energy derivation by oxidation of organic compounds
249	331	298	0.0544	0.09777	1.006e+04	0.06	negative regulation of protein modification process
250	36	34	0.05418	0.13725	7.175e+01	0.139	amino sugar metabolic process
251	192	147	0.05324	0.11754	7.519e+03	-0.181	regulation of inflammatory response
252	118	101	0.05177	0.1553	1.850e+03	0.046	visual perception
253	137	124	0.05173	0.07816	1.681e+03	0.06	cellular amide metabolic process
254	210	181	0.05168	0.15505	5.572e+03	-0.079	embryo development ending in birth or egg hatching
255	80	70	0.0507	0.07895	7.503e+02	-0.129	regulation of B cell activation
256	31	31	0.04978	0.08453	9.968e-01	0.16	execution phase of apoptosis
257	235	217	0.04937	0.09875	3.984e+03	0.293	spermatogenesis
258	311	265	0.04837	0.07056	1.288e+04	-0.063	axon guidance & neuron projection guidance
259	162	134	0.04818	0.10323	4.096e+03	-0.025	neuron differentiation
260	30	30	0.04769	0.09799	9.969e-01	0.025	membrane protein proteolysis
261	33	28	0.04688	0.04934	1.555e+02	0.156	acute-phase response
262	59	54	0.04678	0.09771	2.844e+02	0.083	cellular component disassembly involved in execution phase of apoptosis
263	73	64	0.0465	0.1395	6.177e+02	0.734	multicellular organismal catabolic process
264	169	144	0.0464	0.13355	3.864e+03	-0.123	regulation of leukocyte differentiation
265	88	76	0.04629	0.13888	9.828e+02	-0.018	negative regulation of cellular response to growth factor stimulus
266	284	224	0.04624	0.13721	1.488e+04	0.125	extracellular matrix organization
267	26	25	0.04522	0.05799	2.693e+01	0.019	vesicle docking
268	210	171	0.045	0.06666	7.306e+03	-0.102	response to hypoxia
269	131	116	0.04486	0.11419	1.838e+03	0.108	developmental growth
270	181	150	0.04454	0.04842	5.060e+03	-0.093	single organismal cell-cell adhesion
271	61	51	0.04382	0.06739	5.628e+02	-0.142	negative regulation of leukocyte differentiation
272	198	161	0.04275	0.11843	6.539e+03	-0.188	regulation of actin filament-based process
273	258	215	0.04191	0.10813	9.947e+03	-0.111	negative regulation of transport
274	23	23	0.04128	0.0779	9.977e-01	0.091	vesicle docking involved in exocytosis
275	271	246	0.04094	0.0743	6.306e+03	-0.002	glycerolipid metabolic process
276	305	261	0.04067	0.06477	1.212e+04	-0.2	regulation of intracellular transport
277	224	194	0.04051	0.12154	6.152e+03	-0.039	defense response to other organism
278	175	152	0.03826	0.07024	3.710e+03	0.058	monovalent inorganic cation transport
279	76	64	0.03788	0.09059	8.410e+02	-0.192	regulation of myeloid leukocyte differentiation
280	244	217	0.03712	0.11136	6.092e+03	0.081	fatty acid metabolic process
281	156	140	0.03682	0.06361	2.341e+03	-0.021	intracellular receptor signaling pathway
282	129	97	0.03678	0.0926	3.591e+03	-0.22	tube development
283	114	105	0.03672	0.11017	9.800e+02	0.107	response to endoplasmic reticulum stress
284	182	159	0.03655	0.07501	3.866e+03	-0.055	regulation of binding
285	66	53	0.03479	0.07855	7.763e+02	-0.115	striated muscle tissue development
286	59	49	0.03428	0.0562	5.430e+02	0.213	epithelial cell migration
287	64	62	0.03417	0.08509	1.272e+02	0.007	regulation of autophagy
288	202	180	0.03319	0.05346	4.132e+03	-0.126	positive regulation of lymphocyte activation
289	81	72	0.03292	0.05717	6.886e+02	0.326	regulation of cyclin-dependent protein serine/threonine kinase activity
290	255	217	0.03235	0.07727	8.772e+03	-0.085	regulation of nucleoside metabolic process
291	79	76	0.03225	0.09506	2.332e+02	0.096	maintenance of protein location in cell
292	28	28	0.03224	0.06227	9.972e-01	0.213	tricarboxylic acid cycle
293	266	248	0.03218	0.06928	4.515e+03	0.105	organophosphate catabolic process
294	123	95	0.03202	0.09607	3.033e+03	-0.108	branching morphogenesis of an epithelial tube
295	112	100	0.03174	0.06363	1.265e+03	0.071	cellular biogenic amine metabolic process & cellular amine metabolic process
296	231	216	0.03162	0.05619	3.285e+03	0.26	small molecule catabolic process
297	222	179	0.0316	0.09481	8.467e+03	-0.063	response to acid chemical
298	157	144	0.03158	0.06591	1.934e+03	-0.039	positive regulation of T cell activation
299	22	22	0.03078	0.06686	9.978e-01	0.067	autophagic vacuole assembly
300	200	164	0.03042	0.07265	6.449e+03	0.024	regionalization
301	346	295	0.03007	0.09022	1.584e+04	-0.063	regulation of cellular component biogenesis
