Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	372	201	1.0	0.0	4.850e+04	0.291	cellular amino acid metabolic process
2	140	69	1.0	0.0	7.422e+03	0.436	xenobiotic metabolic process
3	38	27	1.0	0.0	3.637e+02	1.478	digestion
4	98	51	1.0	0.0	3.514e+03	0.569	epidermis development
5	20	11	0.92924	0.16553	1.449e+02	0.547	calcium-independent cell-cell adhesion
6	41	20	0.90888	0.16767	6.520e+02	0.448	cell fate specification
7	374	232	0.82095	0.3155	4.266e+04	0.685	mitotic cell cycle
8	33	21	0.81987	0.21453	3.307e+02	0.667	placenta development
9	49	25	0.79382	0.31466	8.995e+02	0.314	secretion by tissue
10	292	164	0.70802	0.44649	2.899e+04	0.688	nuclear division
11	162	109	0.69492	0.37249	7.181e+03	0.579	DNA recombination
12	75	51	0.6	0.4899	1.522e+03	0.669	nucleosome assembly
13	172	108	0.57132	0.35162	8.952e+03	0.635	DNA replication
14	46	25	0.49951	0.32524	7.558e+02	0.419	cellular response to starvation
15	49	28	0.49864	0.44022	8.187e+02	0.972	O-glycan processing
16	60	36	0.46774	0.44694	1.163e+03	0.404	pyruvate metabolic process
17	26	19	0.42871	0.39538	1.619e+02	0.596	sperm-egg recognition
18	32	17	0.42305	0.31801	3.756e+02	0.332	peripheral nervous system development
19	171	111	0.41749	0.37543	8.454e+03	0.723	chromosome organization
20	100	61	0.38747	0.41653	3.151e+03	0.425	carbohydrate catabolic process
21	66	31	0.3857	0.27485	1.718e+03	0.15	neuropeptide signaling pathway
22	34	21	0.38441	0.33995	3.646e+02	0.49	cell-cell recognition
23	45	21	0.3804	0.2639	8.076e+02	0.321	regulation of pH
24	73	39	0.37613	0.44407	1.917e+03	0.734	multicellular organismal catabolic process
25	24	12	0.35279	0.2723	2.228e+02	0.466	tumor necrosis factor-mediated signaling pathway
26	20	13	0.31782	0.29769	1.199e+02	0.782	regulation of branching involved in ureteric bud morphogenesis
27	66	36	0.30379	0.40295	1.543e+03	0.795	collagen catabolic process
28	21	14	0.29789	0.24503	1.269e+02	0.778	sympathetic nervous system development
29	56	25	0.28243	0.2752	1.281e+03	0.248	monovalent inorganic cation homeostasis
30	21	13	0.26328	0.25639	1.409e+02	0.469	ether metabolic process
31	94	48	0.26124	0.27587	3.279e+03	0.384	sensory perception of sound
32	234	126	0.26055	0.40941	1.935e+04	0.38	glycosylation
33	95	59	0.25654	0.40733	2.784e+03	0.601	nucleosome organization
34	231	124	0.24434	0.38911	1.891e+04	0.382	protein glycosylation & macromolecule glycosylation
35	74	39	0.20997	0.31311	1.991e+03	0.66	extracellular matrix disassembly
36	21	17	0.20836	0.26919	7.897e+01	1.584	sister chromatid segregation
37	315	173	0.19198	0.38439	3.438e+04	0.65	organelle fission
38	95	59	0.18896	0.31122	2.784e+03	0.443	single-organism carbohydrate catabolic process
39	47	22	0.16783	0.29731	8.784e+02	0.266	regulation of kidney development
40	20	15	0.16635	0.31021	9.096e+01	0.546	binding of sperm to zona pellucida
41	88	56	0.14311	0.31302	2.316e+03	0.603	protein-DNA complex assembly
42	46	25	0.12303	0.18029	7.558e+02	0.134	inorganic anion transport
43	71	53	0.12044	0.19482	1.124e+03	0.739	meiotic cell cycle process
44	97	49	0.11725	0.18338	3.517e+03	0.362	sensory perception of mechanical stimulus
45	73	35	0.11268	0.18384	2.071e+03	0.263	monocarboxylic acid transport
46	223	125	0.1	0.3	1.698e+04	0.706	mitotic nuclear division
47	81	39	0.0951	0.23682	2.539e+03	0.326	regulation of cyclin-dependent protein serine/threonine kinase activity
48	23	14	0.09153	0.16616	1.719e+02	0.573	regulation of mesonephros development
49	81	52	0.08982	0.19528	1.940e+03	0.994	chromosome segregation
50	24	12	0.08805	0.0818	2.228e+02	0.413	ephrin receptor signaling pathway
51	90	55	0.0803	0.10157	2.550e+03	0.254	protein N-linked glycosylation via asparagine
52	38	19	0.07688	0.13368	5.512e+02	0.338	excretion
53	70	50	0.07607	0.16965	1.209e+03	0.763	DNA conformation change
54	82	41	0.07372	0.16644	2.536e+03	0.594	multicellular organismal macromolecule metabolic process
55	66	31	0.07354	0.18583	1.718e+03	0.515	epidermal cell differentiation
56	25	13	0.07115	0.10982	2.348e+02	0.257	L-amino acid transport
57	25	11	0.0704	0.10575	2.637e+02	0.198	positive regulation of protein tyrosine kinase activity
58	31	17	0.06654	0.06135	3.436e+02	0.21	neural precursor cell proliferation
59	41	30	0.06611	0.11309	3.967e+02	0.731	double-strand break repair via homologous recombination
60	22	11	0.06565	0.07386	1.878e+02	0.257	long-chain fatty-acyl-CoA metabolic process
61	26	16	0.06436	0.13864	2.158e+02	0.056	chloride transport
62	69	33	0.06201	0.10265	1.854e+03	0.386	cellular response to nutrient levels
63	21	13	0.06175	0.05062	1.409e+02	0.469	glycerol ether metabolic process
64	33	15	0.05986	0.13423	4.454e+02	0.39	neurogenesis
65	53	29	0.05712	0.08467	9.953e+02	0.733	cell cycle phase
